case,cells,medium,forcing,initialization,status,failure,final_time,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
stiff_high_baseline_n256_force1_prepared_reference,256,baseline,1.0,prepared_reference,constitutive_domain_limit,stored thermal energy reached zero,0.35642954842094043,2.6218679258599877,452.4305783485493,0.35642954842094043,112.0,4.0548773538873206e-07,0.0007671284245397383,0.7037552132489774,0.9450405233779975,0.0006527544987921248,0.3103249658796231,0.042856657581863127,0.022287565418020138,341.71967176492984,5.8531199295495675,0.5095545484209405,0.0,0.0,0.0,0.0,-3.552713678800501e-15,-0.7231078860210493,-8.116903248507308,0.02991711604430915,-7.673861546209082e-13,2997.512341719255,-3046.624499605913,0.6244417352869274,-1.159375,4.0548773538873206e-07,0.9450405233779975,0.3103249658796231
soft_high_baseline_n256_force1_prepared_reference,256,baseline,1.0,prepared_reference,constitutive_domain_limit,stored thermal energy reached zero,0.3786356169676419,2.8082386972382665,101.38989340693288,0.3786356169676419,117.0,2.0712514214871192e-07,0.0010755902637448558,1.8949634071834958,0.9333811641816965,0.0001050698618347457,0.12002236970157477,0.13302901618849322,0.0064182369784435,82.53565141652936,5.892153029626158,0.531760616967642,0.0,0.0,0.0,0.0,-2.220446049250313e-16,-0.1447517974325763,-1.379331480654543,0.023710372575370623,2.984279490192421e-13,631.8229582616465,-697.130045069109,0.6138764127602518,-1.459375,2.0712514214871192e-07,0.9333811641816965,0.12002236970157477
