case,cells,medium,forcing,initialization,status,failure,final_time,duration,snapshots,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
soft_high_baseline_n128_force0_prepared_reference_end0.5_snap101,128,baseline,0.0,prepared_reference,duration_completed,,0.5,0.5,101,2.0511120185256004,101.39308508505253,0.5,100.0,0.2619588078697981,0.0023773320191135218,2.265917994974042,0.9380660307984954,0.00011053811403419797,0.11314977363689345,0.2054670944942663,0.027137291573521714,75.44495428002976,6.203666156109837,0.6562500000000001,0.0,0.0,0.0,0.0,-4.440892098500626e-16,-0.14566662639700761,-1.9192200144102192,0.0,3.836930773104541e-13,765.2474621315857,-838.2433648622208,0.0,-1.46875,0.2496573368934223,0.9380660307984954,0.11314977363689345
