case,cells,medium,forcing,initialization,status,failure,final_time,duration,snapshots,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
soft_high_baseline_n256_force1_prepared_reference_snap601,256,baseline,1.0,prepared_reference,constitutive_domain_limit,stored thermal energy reached zero,0.3786304543801173,3.0,601,3.655587228015065,101.38989340693288,0.3786304543801173,146.0,2.0136921552449394e-07,0.001075596277421832,1.8949432962441883,0.9333773905560747,0.0001050726455618248,0.12002167627978885,0.13302707465815197,0.0064180850945555565,82.53595577658628,5.892085400116662,0.5317554543801174,0.0,0.0,0.0,0.0,-6.661338147750939e-16,-0.1447511619470135,-1.3793096954324304,0.02371217207146541,1.2789769243681803e-13,631.8169378663854,-697.1238078124316,0.6138977662985982,-1.459375,2.0136921552449394e-07,0.9333773905560747,0.12002167627978885
