case,cells,medium,forcing,initialization,status,failure,final_time,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
stiff_low_baseline_n128_force0_relaxed_reference,128,baseline,0.0,relaxed_reference,constitutive_domain_limit,stored thermal energy reached zero,1.5863139457460256,6.728349357843399,112.21936559206846,1.5863139457460256,359.0,6.877396563353955e-08,0.002303544112710466,17.274156227140562,0.9992097617208628,0.00143105089065967,0.40732644280938674,4.789802345804896,1.5621103968608108,60.07668523241369,25.716982889496407,1.7425639457460256,-4.440892098500626e-16,0.0,0.0,0.0,2.6645352591003757e-15,-0.1827087434765426,-3.9666739191733322,0.0,-1.1022294188478554e-12,1131.754153857898,-1136.599643443289,0.0,-1.44375,6.877396563353955e-08,0.9992955798264802,0.5199081047495803
soft_low_baseline_n128_force0_relaxed_reference,128,baseline,0.0,relaxed_reference,constitutive_domain_limit,stored thermal energy reached zero,1.6394640124884334,6.941503813490272,24.457468119930336,1.6394640124884334,374.0,1.6798466928591438e-07,0.002624708049411413,40.34026620448392,0.9990937877893202,0.0001939372810237967,0.09959152381707115,19.72899853471335,2.2456104244600725,94.25076416989835,48.77494322347713,1.7957140124884332,-1.1102230246251565e-15,0.0,0.0,0.0,-1.7763568394002505e-15,-0.03646609913882381,5.590440129653057,0.0,2.1582735598713043e-13,233.14648710348501,-239.63080660144215,0.0,-1.45625,1.6798466928591438e-07,0.9997538173432758,0.14649481249110913
