s,l,endpoint_speed,timelike_margin,packet_edge_distance
2.11,-0.5,-2.7386117054530434e-31,1.0,2.26
2.12,-2.1,-2.035847928917868e-75,1.0,3.8700000000000006
2.12,-0.5,1.4795161030713109e-31,1.0,2.27
2.13,-2.1,-6.467231512633906e-76,1.0,3.8800000000000003
2.13,-0.5,-4.966065889137742e-32,1.0,2.28
2.14,-2.1,4.150301688576105e-76,1.0,3.89
2.14,-0.5,1.0637693308975413e-32,1.0,2.29
2.15,-2.1,3.220075440646865e-76,1.0,3.9
2.15,-0.5,-6.527348106519461e-41,1.0,2.3
2.16,-2.1,-8.310680197935792e-78,1.0,3.9099999999999997
2.16,-0.5,-1.3662334503649994e-33,1.0,2.31
2.17,-2.1,-1.0249324685407331e-76,1.0,3.9199999999999995
2.17,-0.5,7.386241753067789e-34,1.0,2.32
2.18,-2.1,-3.177463625844794e-77,1.0,3.93
2.18,-0.5,-2.48106426002315e-34,1.0,2.33
2.19,-2.1,2.234361210877963e-77,1.0,3.94
2.19,-0.5,5.318712508069341e-35,1.0,2.34
2.2,-2.1,1.6970317922441783e-77,1.0,3.9500000000000006
2.2,-0.5,-4.2290413606218206e-42,1.0,2.35
2.21,-2.1,-3.126080594784375e-79,1.0,3.9600000000000004
2.21,-0.5,-6.842014450467611e-36,1.0,2.36
2.22,-2.1,-5.148140889558108e-78,1.0,3.97
2.22,-0.5,3.7020979097992906e-36,1.0,2.37
2.23,-2.1,-1.5506443497950835e-78,1.0,3.98
2.23,-0.5,-1.2446177507363805e-36,1.0,2.38
2.24,-2.1,1.1424999555214887e-78,1.0,3.9899999999999998
2.24,-0.5,2.670463585140271e-37,1.0,2.39
2.25,-2.1,8.474899999311418e-79,1.0,3.9999999999999996
2.25,-0.5,-2.7406536869385e-43,1.0,2.4
2.2600000000000002,-2.1,-1.8688175043487213e-80,1.0,4.010000000000001
2.2600000000000002,-0.5,-3.4415178103978947e-38,1.0,2.41
2.27,-2.1,-2.6639933016516517e-79,1.0,4.0200000000000005
2.27,-0.5,1.86388494594893e-38,1.0,2.42
2.2800000000000002,-2.1,-8.371381946168424e-80,1.0,4.030000000000001
2.2800000000000002,-0.5,-6.272036509165468e-39,1.0,2.43
2.29,-2.1,5.660426815919925e-80,1.0,4.040000000000001
2.29,-0.5,1.3469996322006859e-39,1.0,2.44
2.3000000000000003,-2.1,4.248689962140905e-80,1.0,4.050000000000001
2.3000000000000003,-0.5,-1.5227256129643251e-44,1.0,2.45
2.31,-2.1,-1.328693293256334e-81,1.0,4.0600000000000005
2.31,-0.5,-1.7392545134459358e-40,1.0,2.46
2.32,-2.1,-1.3548337014851645e-80,1.0,4.07
2.32,-0.5,9.429113202821743e-41,1.0,2.4699999999999998
2.33,-2.1,-4.33764377617126e-81,1.0,4.08
2.33,-0.5,-3.1756774381019543e-41,1.0,2.48
2.34,-2.1,2.5714208678924896e-81,1.0,4.09
2.34,-0.5,6.824973550860335e-42,1.0,2.4899999999999998
2.35,-2.1,2.0505345509778654e-81,1.0,4.1000000000000005
2.35,-0.5,-1.205827568987094e-45,1.0,2.5
2.36,-2.1,-7.163801627268106e-83,1.0,4.11
2.36,-0.5,-8.830757254518416e-43,1.0,2.51
2.37,-2.1,-6.76921680550712e-82,1.0,4.120000000000001
2.37,-0.5,4.795786325246354e-43,1.0,2.52
2.38,-2.1,-2.1944473062757902e-82,1.0,4.130000000000001
2.38,-0.5,-1.6148126698543337e-43,1.0,2.53
2.39,-2.1,1.2194096506852176e-82,1.0,4.140000000000001
2.39,-0.5,3.4676020820131766e-44,1.0,2.54
2.4,-2.1,1.0043829388899667e-82,1.0,4.15
2.4,-0.5,-5.9608402610080675e-47,1.0,2.55
2.41,-2.1,-3.4831582910031715e-84,1.0,4.16
2.41,-0.5,-4.501317677222823e-45,1.0,2.56
2.42,-2.1,-3.308021919354948e-83,1.0,4.17
2.42,-0.5,2.4653699947879995e-45,1.0,2.57
2.43,-2.1,-9.579240798112093e-84,1.0,4.180000000000001
2.43,-0.5,-8.182920451865849e-46,1.0,2.58
2.44,-2.1,7.318668054703625e-84,1.0,4.19
2.44,-0.5,1.7675246052984446e-46,1.0,2.59
2.45,-2.1,5.244526143820583e-84,1.0,4.200000000000001
2.45,-0.5,-2.3975653094836893e-48,1.0,2.6
2.46,-2.1,-1.7058472464572022e-85,1.0,4.210000000000001
2.46,-0.5,-2.302474432434242e-47,1.0,2.61
2.47,-2.1,-1.6535656678287833e-84,1.0,4.220000000000001
2.47,-0.5,1.352783484963056e-47,1.0,2.62
2.48,-2.1,-5.252575147023045e-85,1.0,4.23
2.48,-0.5,-3.862186430012451e-48,1.0,2.63
2.49,-2.1,3.3302505264387555e-85,1.0,4.24
2.49,-0.5,6.983107423690867e-49,1.0,2.64
2.5,-2.1,2.578519378121442e-85,1.0,4.25
2.5,-0.5,-1.6331893368186793e-49,1.0,2.65
2.5100000000000002,-2.1,-9.208071626473447e-87,1.0,4.260000000000001
2.5100000000000002,-0.5,-1.1657900794897578e-49,1.0,2.66
2.52,-2.1,-8.257917686969165e-86,1.0,4.2700000000000005
2.52,-0.5,1.164313866393796e-49,1.0,2.67
2.5300000000000002,-2.1,-2.5373031045313102e-86,1.0,4.280000000000001
2.5300000000000002,-0.5,-5.150243509526713e-51,1.0,2.68
2.54,-2.1,1.634602996109912e-86,1.0,4.290000000000001
2.54,-0.5,-6.008004418342851e-51,1.0,2.69
2.5500000000000003,-2.1,1.2505046581676273e-86,1.0,4.300000000000001
2.5500000000000003,-0.5,-7.5396943680726e-51,1.0,2.7
2.56,-2.1,-4.5557519189224563e-88,1.0,4.3100000000000005
2.56,-0.5,1.879501001710631e-52,1.0,2.71
2.57,-2.1,-4.057163034531515e-87,1.0,4.32
2.57,-0.5,3.0252767533477436e-51,1.0,2.7199999999999998
2.58,-2.1,-1.230191999975261e-87,1.0,4.33
2.58,-0.5,6.324742011344442e-52,1.0,2.73
2.59,-2.1,8.19410479894839e-88,1.0,4.34
2.59,-0.5,-4.251957226345816e-52,1.0,2.7399999999999998
2.6,-2.1,6.165821392413945e-88,1.0,4.3500000000000005
2.6,-0.5,-3.523664412719203e-52,1.0,2.75
2.61,-2.1,-1.9636373859377572e-89,1.0,4.36
2.61,-0.5,1.696579160964069e-53,1.0,2.76
2.62,-2.1,-1.9289669136173184e-88,1.0,4.370000000000001
2.62,-0.5,1.316480176720718e-52,1.0,2.77
2.63,-2.1,-5.6239802010862514e-89,1.0,4.380000000000001
2.63,-0.5,4.801196677722351e-53,1.0,2.78
2.64,-2.1,4.084770859234276e-89,1.0,4.390000000000001
2.64,-0.5,-2.4293695790029274e-53,1.0,2.79
2.65,-2.1,3.0206265728660074e-89,1.0,4.4
2.65,-0.5,-2.25530835675199e-53,1.0,2.8
2.66,-2.1,-1.1505687809286068e-90,1.0,4.41
2.66,-0.5,-6.627262350296594e-55,1.0,2.81
2.67,-2.1,-9.651354457363225e-90,1.0,4.42
2.67,-0.5,6.678241291475136e-54,1.0,2.82
2.68,-2.1,-2.9124970776413482e-90,1.0,4.430000000000001
2.68,-0.5,2.2316031491134475e-54,1.0,2.83
2.69,-2.1,1.981787309010999e-90,1.0,4.44
2.69,-0.5,-1.4063815391478503e-54,1.0,2.84
2.7,-2.1,1.5292976713183347e-90,1.0,4.450000000000001
2.7,-0.5,-1.0578130289919483e-54,1.0,2.85
2.71,-2.1,-4.4704391175684754e-92,1.0,4.460000000000001
2.71,-0.5,2.803841763593085e-56,1.0,2.86
2.72,-2.1,-4.79703286007182e-91,1.0,4.470000000000001
2.72,-0.5,3.734207439694491e-55,1.0,2.87
2.73,-2.1,-1.390008436413532e-91,1.0,4.48
2.73,-0.5,1.4704238339752504e-55,1.0,2.88
2.74,-2.1,1.0147135556305191e-91,1.0,4.49
2.74,-0.5,-6.208204501499835e-56,1.0,2.89
2.75,-2.1,7.068207693260093e-92,1.0,4.5
2.75,-0.5,-6.260851210750537e-56,1.0,2.9
2.7600000000000002,-2.1,-1.4157389296589208e-93,1.0,4.510000000000001
2.7600000000000002,-0.5,2.3099832711420558e-57,1.0,2.91
2.77,-2.1,-2.1112487689119938e-92,1.0,4.5200000000000005
2.77,-0.5,2.2248524221409154e-56,1.0,2.92
2.7800000000000002,-2.1,-6.7308460951409735e-93,1.0,4.530000000000001
2.7800000000000002,-0.5,7.613859192463107e-57,1.0,2.93
2.79,-2.1,4.58200053905308e-93,1.0,4.540000000000001
2.79,-0.5,-3.283962949818298e-57,1.0,2.94
2.8000000000000003,-2.1,3.5468380063148095e-93,1.0,4.550000000000001
2.8000000000000003,-0.5,-2.8426733789269695e-57,1.0,2.95
2.81,-2.1,-7.584315694601361e-95,1.0,4.5600000000000005
2.81,-0.5,4.231650388945576e-59,1.0,2.96
2.82,-2.1,-1.136008767466062e-93,1.0,4.57
2.82,-0.5,8.933138431369669e-58,1.0,2.9699999999999998
2.83,-2.1,-3.5746061991935776e-94,1.0,4.58
2.83,-0.5,2.8699768584585853e-58,1.0,2.98
2.84,-2.1,2.5503980576133566e-94,1.0,4.59
2.84,-0.5,-2.1518506188547812e-58,1.0,2.9899999999999998
2.85,-2.1,1.8966641331946768e-94,1.0,4.6000000000000005
2.85,-0.5,-1.5277502507149103e-58,1.0,3.0
2.86,-2.1,-1.3167214747571808e-97,1.0,4.61
2.86,-0.5,1.8980196597476482e-59,1.0,3.01
2.87,-2.1,-5.5137711755456945e-95,1.0,4.620000000000001
2.87,-0.5,5.781570131587867e-59,1.0,3.02
2.88,-2.1,-1.7929357414610278e-95,1.0,4.630000000000001
2.88,-0.5,1.3590968132235017e-59,1.0,3.03
2.89,-2.1,1.0937932139614859e-95,1.0,4.640000000000001
2.89,-0.5,-1.2323119926821169e-59,1.0,3.04
2.9,-2.1,8.445305236706473e-96,1.0,4.65
2.9,-0.5,-8.848349848208811e-60,1.0,3.05
2.91,-2.1,-2.6242990503841034e-97,1.0,4.66
2.91,-0.5,6.368867198436012e-61,1.0,3.06
2.92,-2.1,-2.6867061619481156e-96,1.0,4.67
2.92,-0.5,2.972948314384444e-60,1.0,3.07
2.93,-2.1,-8.493825051466406e-97,1.0,4.680000000000001
2.93,-0.5,7.825867113345396e-61,1.0,3.08
2.94,-2.1,5.506288179968393e-97,1.0,4.69
2.94,-0.5,-6.949426210411766e-61,1.0,3.09
2.95,-2.1,4.1170405833987545e-97,1.0,4.700000000000001
2.95,-0.5,-4.703724438539574e-61,1.0,3.1
2.96,-2.1,-2.1531024983279855e-98,1.0,4.710000000000001
2.96,-0.5,9.647496829691956e-63,1.0,3.11
2.97,-2.1,-1.3402241529904226e-97,1.0,4.720000000000001
2.97,-0.5,1.4083826080510934e-61,1.0,3.12
2.98,-2.1,-4.3845174921367956e-98,1.0,4.73
2.98,-0.5,4.6008399620142665e-62,1.0,3.13
2.99,-2.1,2.788889234728751e-98,1.0,4.74
2.99,-0.5,-4.003331361612331e-62,1.0,3.14
3.0,-2.1,2.0230876825696267e-98,1.0,4.75
3.0,-0.5,-2.218164625409489e-62,1.0,3.15
