s,l,endpoint_speed,timelike_margin,packet_edge_distance
0.64,-2.1,2.354950892941743e-30,1.0,2.39
0.64,-0.5,-7.090748774938613e-05,0.9999999949721282,0.7900000000000001
0.65,-2.1,7.595176149160433e-31,1.0,2.4
0.65,-0.5,-6.0496975362940626e-05,0.9999999963401159,0.7999999999999999
0.66,-2.1,2.3161587378745244e-31,1.0,2.41
0.66,-0.5,-5.1544078578782715e-05,0.999999997343208,0.8100000000000002
0.67,-2.1,6.758576937901185e-32,1.0,2.42
0.67,-0.5,-4.385586393090361e-05,0.9999999980766632,0.82
0.68,-2.1,1.902186691804132e-32,1.0,2.43
0.68,-0.5,-3.7263281433771936e-05,0.9999999986114478,0.8300000000000002
0.6900000000000001,-2.1,5.1543909221460325e-33,1.0,2.44
0.6900000000000001,-0.5,-3.161823743659908e-05,0.999999999000287,0.84
0.7000000000000001,-2.1,1.335615530054346e-33,1.0,2.45
0.7000000000000001,-0.5,-2.6791426608762383e-05,0.9999999992822195,0.8500000000000002
0.71,-2.1,3.318156407717522e-34,1.0,2.46
0.71,-0.5,-2.2670114845640998e-05,0.9999999994860659,0.86
0.72,-2.1,8.107690431202957e-35,1.0,2.47
0.72,-0.5,-1.9156309697242922e-05,0.9999999996330358,0.87
0.73,-2.1,1.9598866731287087e-35,1.0,2.48
0.73,-0.5,-1.6164812200986096e-05,0.9999999997386988,0.88
0.74,-2.1,4.6434393232272925e-36,1.0,2.4899999999999998
0.74,-0.5,-1.3621644440912029e-05,0.9999999998144508,0.89
0.75,-2.1,1.06672066591738e-36,1.0,2.5
0.75,-0.5,-1.1462695501515461e-05,0.9999999998686067,0.9
0.76,-2.1,2.3880080623174417e-37,1.0,2.5100000000000002
0.76,-0.5,-9.632531521731581e-06,0.9999999999072143,0.91
0.77,-2.1,5.368571232428011e-38,1.0,2.52
0.77,-0.5,-8.083353754547711e-06,0.9999999999346594,0.92
0.78,-2.1,1.210841922571842e-38,1.0,2.53
0.78,-0.5,-6.773933993783042e-06,0.9999999999541138,0.93
0.79,-2.1,2.701727415785933e-39,1.0,2.54
0.79,-0.5,-5.6687591946867276e-06,0.9999999999678651,0.9400000000000001
