case,cells,medium,forcing,initialization,status,failure,final_time,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
stiff_low_baseline_n128_force1_relaxed_reference,128,baseline,1.0,relaxed_reference,constitutive_domain_limit,stored thermal energy reached zero,0.16332632309802853,1.2967537622898817,112.21936559206846,0.16332632309802853,40.0,1.1215965769473257e-06,0.0013293231879975423,0.2776678422583211,0.8189039571622061,0.0003777532173129604,0.15226264593428798,0.005660882970059737,0.005564648500582432,108.44179575381122,0.8455523325362587,0.3195763230980285,0.0,0.0,0.0,0.0,-1.2212453270876722e-15,-0.14290192449477293,-0.19344539265031954,0.03573786082834787,1.8074430840897548e-13,294.2422152226345,-297.7377294385388,-0.05095053906776162,-1.1062500000000002,1.1215965769473257e-06,0.8189039571622061,0.15226264593428798
soft_low_baseline_n128_force1_relaxed_reference,128,baseline,1.0,relaxed_reference,constitutive_domain_limit,stored thermal energy reached zero,0.17448623340074673,1.3585083801299334,24.457468119930336,0.17448623340074673,43.0,4.7207723885556163e-07,0.0016406834722101074,0.3676287768687045,0.7498824494545033,8.041646673125102e-05,0.02958656610837468,0.005937183106256625,0.0011129450645852013,24.08822581343618,0.9337353481513906,0.33073623340074676,0.0,0.0,0.0,0.0,-4.649058915617843e-16,-0.029572129974806002,-0.039384421953700094,0.0395731827899076,-1.7763568394002505e-15,64.08589582345775,-69.83185658059662,0.031110876301850145,-1.1062500000000002,4.7207723885556163e-07,0.7498824494545033,0.02958656610837468
soft_high_baseline_n128_force1_relaxed_reference,128,baseline,1.0,relaxed_reference,constitutive_domain_limit,stored thermal energy reached zero,0.26561537551845754,1.5141104273498058,97.82987247972135,0.26561537551845754,58.0,5.328145036287424e-07,0.0017073997202876833,0.6707951672076838,0.7557662066870989,0.00017380184215851386,0.04947438341447962,0.04471681465050109,0.004452235243170708,87.68791076410514,2.7711111748354145,0.4218653755184575,0.0,0.0,0.0,0.0,3.3306690738754696e-16,-0.13861865903286827,-0.7199833216674674,0.05153031085579588,2.1316282072803006e-14,436.3851439226828,-469.332655088193,0.5563527357627198,-1.14375,5.328145036287424e-07,0.7557662066870989,0.04947438341447962
stiff_high_baseline_n128_force1_relaxed_reference,128,baseline,1.0,relaxed_reference,constitutive_domain_limit,stored thermal energy reached zero,0.2504338522927177,1.5550865707919002,448.8774623682738,0.2504338522927177,57.0,1.720714870590001e-07,0.0013744228585798317,0.4531981014984383,0.8190431856315854,0.0010873860396960913,0.22210605325623464,0.030827945246462398,0.02226352059473861,394.8165442932195,2.7052934215506315,0.40668385229271775,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.6846416785158207,-3.6698403225716105,0.05245083122198633,9.521272659185342e-13,2035.9436954722948,-2056.9208439124313,0.5024473534220878,-1.13125,1.720714870590001e-07,0.8190431856315854,0.22210605325623464
