case,cells,medium,forcing,status,failure,final_time,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
soft_low_baseline_n256_force1,256,baseline,1.0,constitutive_domain_limit,stored thermal energy reached zero,1.1410541505208223,13.401691309176385,418.0405645897201,1.1410541505208223,464.0,2.589384133777628e-07,0.6566364668573156,156.92997657094088,0.9997336226932703,0.05686873093430263,0.7779332912499709,47.7494528185027,19.33134434352939,5802.40569644056,351.8030033618356,1.2941791505208222,0.0,0.0,0.0,0.0,-5.684341886080802e-14,-0.0025254832615465342,428.42858389400504,0.04810466210954427,4.547473508864641e-13,-344.1019653191032,-2895.4426334503573,0.7743265533011022,-1.890625,2.589384133777628e-07,0.9997336226932703,0.7882255401322786
stiff_low_baseline_n256_force1,256,baseline,1.0,constitutive_domain_limit,stored thermal energy reached zero,1.1899784174223773,16.019679279997945,423.449374371049,1.1899784174223773,572.0,7.017648573359736e-08,0.6582081386460819,95.79733175744956,0.9998384267649953,0.3324666045123824,0.9670737267117065,36.81826464316209,27.96187544721004,6673.728117898013,306.40942807233137,1.3431034174223773,0.0,0.0,0.0,0.0,5.684341886080802e-14,-0.0971278402300648,497.4306815106189,0.047825196869687156,0.0,-805.0890934141921,-2896.4816216868167,0.8310929923544944,-1.909375,7.017648573359736e-08,0.9998384267649953,0.9670737267117065
