s,l,material_label,n,velocity,thermal,endpoint_power,endpoint_force,heat_power_part,heat_force_work_part,heat_rate,packet_edge_distance,integrated_heat_rate,heat_from_material_balance
0.17500000000000002,-1.3674160953618246,0.7672525114266228,0.004406780527432173,-0.49980388714426216,0.4288700537688623,-4.083765170844312e-06,1.1507012542026837e-06,1.7948160226971295,-0.2527675930677498,1.5420484296293797,1.1924160953618248,0.16688757669648285,0.42878778933254036
0.18,-1.3691860153125308,0.7672525114266228,0.004396417599460897,-0.5105029074676393,0.43637811296112294,-3.95029111874434e-06,1.17640260473791e-06,1.7195425339484525,-0.26141952293228754,1.458123011016165,1.1991860153125309,0.17438800529809667,0.4362882179341542
0.185,-1.370991951256085,0.7672525114266228,0.004385955687177595,-0.5212310031664571,0.44342968081679923,-3.797305113054317e-06,1.206997500254804e-06,1.636854389639947,-0.2711884344445377,1.3656659551954093,1.205991951256085,0.18144747771362563,0.44334769034968313
0.19,-1.3728295892545677,0.7672525114266228,0.0043751882010415084,-0.5319392619658327,0.4500069990812405,-3.6239880890828926e-06,1.2424691447353426e-06,1.546766979418862,-0.28208876485760764,1.2646782145612545,1.2128295892545675,0.1880233381380173,0.4499235507740748
0.195,-1.3746978347514147,0.7672525114266228,0.004364153537425564,-0.5426285786016642,0.45605764985502756,-3.4295286854485164e-06,1.2829421238403639e-06,1.4491955204382663,-0.29417263529898113,1.155022885139285,1.2196978347514147,0.19407259088726866,0.45597280352332614
0.2,-1.3766033222278355,0.7672525114266228,0.004352846603304477,-0.5534036902789905,0.4615189412520823,-3.213158583568955e-06,1.3288292573225838e-06,1.344067677241934,-0.30760982956331145,1.0364578476786226,1.2266033222278354,0.19955129271931343,0.46145150535537094
0.20500000000000002,-1.378532775333539,0.7672525114266228,0.004341067276887714,-0.5640974713791592,0.46640044143585935,-2.973884305020966e-06,1.379860025178028e-06,1.231376517971156,-0.32229679349665186,0.9090797244745042,1.233532775333539,0.20441513664969627,0.4663153492857538
0.21,-1.3804984603567265,0.7672525114266228,0.004328950279070798,-0.5748860695892218,0.4705974126086367,-2.7109193752947724e-06,1.4366722096946018e-06,1.110994341076907,-0.33848133208197595,0.772513008994931,1.2404984603567266,0.20861911848336984,0.47051933111942734
0.215,-1.3824968219970162,0.7672525114266228,0.004316290071446015,-0.5857301837016485,0.4740878397077789,-2.4232982251636963e-06,1.499374330196515e-06,0.9828953952689168,-0.3562116442708581,0.6266837509980587,1.2474968219970162,0.21211711038335232,0.4740173230194098
0.22,-1.3845215546336778,0.7672525114266228,0.004303081339418691,-0.5965622413496706,0.47684883725752286,-2.1100282405225593e-06,1.5680396467545658e-06,0.8469949655538125,-0.37549604072642845,0.47149892482738415,1.2545215546336776,0.21486256707291593,0.4767627797089734
0.225,-1.3865823838361437,0.7672525114266228,0.004289269777520369,-0.6075089783465275,0.478782701177859,-1.7701769276389943e-06,1.6432661904694824e-06,0.7032023309314142,-0.3965740078624003,0.30662832306901383,1.261582383836144,0.21680788519265692,0.47870809782871443
0.23,-1.3886739432115836,0.7672525114266228,0.004274662653544503,-0.6185110332871586,0.47987617427515683,-1.402705837937494e-06,1.72523011916824e-06,0.5514526651992361,-0.4195040115806972,0.13194865361853886,1.2686739432115837,0.2179043276343758,0.4798045402704333
0.23500000000000001,-1.3907925849484417,0.7672525114266228,0.004259283385663167,-0.629535312211916,0.48009140171050557,-1.0065883841453621e-06,1.814228064579966e-06,0.3916357590715341,-0.4443676157417734,-0.05273185667023938,1.2757925849484417,0.21810236962674656,0.48000258226280407
0.24,-1.3929468171820298,0.7672525114266228,0.004242978121666905,-0.6406818313704635,0.47933046680773217,-5.807835948765688e-07,1.91092387753487e-06,0.22363958652114094,-0.47143316925811524,-0.24779358273697433,1.28294681718203,0.21735105602822852,0.479251268664286
0.245,-1.395133884482535,0.7672525114266228,0.004225537295178787,-0.6519212446737433,0.47756478435991273,-1.2421820736097367e-07,2.0157368829710417e-06,0.0473440469349132,-0.5008516366000688,-0.4535075896651556,1.2901338844825347,0.21559780309722318,0.47749801573328066
0.25,-1.397345106828289,0.7672525114266228,0.004206988546587074,-0.6631682386832505,0.4747827067590119,3.6413260260337967e-07,2.1290461659686295e-06,-0.13738480944226075,-0.5327064404278758,-0.6700912498701366,1.2973451068282889,0.21278880599838496,0.47468901863444246
0.255,-1.3995914622397125,0.7672525114266228,0.004187108933056191,-0.6745389123592906,0.47086196001074204,8.853827115584697e-07,2.251743631778124e-06,-0.33072822790203554,-0.5673697505834848,-0.8980979784855204,1.3045914622397126,0.20886833292749582,0.4707685455635533
0.26,-1.401872799389204,0.7672525114266228,0.004165659940842761,-0.686026503912905,0.4657634602312893,1.4236008969538748e-06,2.3844301424817532e-06,-0.526597526291876,-0.6050845438014628,-1.1316820700933388,1.3118727993892039,0.20379388280604865,0.46569409544210616
0.265,-1.4041806930302654,0.7672525114266228,0.00414259444605891,-0.6975369202648578,0.45953439682367303,1.9572432437713894e-06,2.528447157148589e-06,-0.717125140047991,-0.6462063573077464,-1.3633314973557373,1.3191806930302654,0.19755634888742596,0.45945656152348346
0.27,-1.4065181490466978,0.7672525114266228,0.0041178654152443815,-0.7090847472506635,0.4521498099374787,2.4857793671740612e-06,2.6841792047194922e-06,-0.9023711474959032,-0.6909271725170305,-1.5932983200129336,1.3265181490466977,0.19016477434400428,0.4520649869800618
0.275,-1.4088898559282617,0.7672525114266228,0.004091274081572062,-0.7206911106599798,0.4435977260355322,3.008810896210182e-06,2.8519397701139266e-06,-1.082481659877783,-0.7394608208529547,-1.8219424807307378,1.3338898559282617,0.18162667234214508,0.4435268849782026
0.28,-1.411295399733915,0.7672525114266228,0.004062650930667518,-0.7323303253833463,0.43390022125565264,3.5258901985649945e-06,3.0318994658065424e-06,-1.257624298609183,-0.7919612840225037,-2.049585582631687,1.341295399733915,0.171947852183739,0.43384806481979654
0.28500000000000003,-1.4137284125248017,0.7672525114266228,0.004031922552451065,-0.7439341290438785,0.42309147098131394,4.036439740454218e-06,3.224038012425127e-06,-1.4279493406131283,-0.8484943672388209,-2.276443707851949,1.3487284125248018,0.16113277895752992,0.4230329915935874
0.29,-1.4161881186792895,0.7672525114266228,0.003999065787217647,-0.7554830115608764,0.41114635543171246,4.539969919494673e-06,3.428414953784268e-06,-1.5936191661629977,-0.9091795371087774,-2.502798703271775,1.3561881186792895,0.14918467292972074,0.41108488556577827
0.295,-1.4186802222862132,0.7672525114266228,0.0039638501837555755,-0.7669996708317995,0.3980482187364788,5.036171700394713e-06,3.6452280883752535e-06,-1.7549207721146962,-0.9742644860163945,-2.729185258131091,1.363680222286213,0.13610471302621355,0.3980049256622711
