case,cells,medium,forcing,initialization,status,failure,final_time,duration,snapshots,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
soft_high_baseline_n512_force1_prepared_reference_snap601,512,baseline,1.0,prepared_reference,constitutive_domain_limit,stored thermal energy reached zero,0.37839147505321385,3.0,601,6.736549171619117,101.38980085716001,0.37839147505321385,244.0,1.5871384762000673e-07,0.0010695698208312689,2.0637983995649303,0.9341550384286847,0.00010513600595908176,0.13607660773966676,0.13745631113369128,0.007621233257477435,82.54413476367912,5.8746090159972075,0.529953975053214,-2.220446049250313e-16,0.0,0.0,0.0,6.661338147750939e-16,-0.14473422543311143,-1.3787420751379593,0.023785843252664522,4.547473508864641e-13,631.4122693319623,-696.7547436345052,0.6142088064098534,-1.4640625,1.5871384762000673e-07,0.9341550384286847,0.13607660773966676
