packet_distance,carve_upper_envelope
0.604,0.111014670229274
0.605,0.11009708596566796
0.606,0.10918272057324492
0.607,0.10827165300456298
0.608,0.10736396043210836
0.609,0.1064597182428414
0.61,0.10555900003276643
0.611,0.10466187760143139
0.612,0.1037684209462484
0.613,0.10287869825660476
0.614,0.10199277590762479
0.615,0.10111071845353357
0.616,0.10023258862051965
0.617,0.09935844729900568
0.618,0.0984883535352575
0.619,0.09762236452223018
0.62,0.09676053558956389
0.621,0.09590292019264456
0.622,0.09504956990065802
0.623,0.09420053438350649
0.624,0.09335586139756576
0.625,0.09251559677012577
0.626,0.09167978438247831
0.627,0.0908484661515631
0.628,0.09002168201005102
0.629,0.08919946988482158
0.63,0.08838186567371778
0.631,0.08756890322053879
0.632,0.08676061428811743
0.633,0.08595702852949923
0.634,0.08515817345703648
0.635,0.08436407440939676
0.636,0.0835747545163835
0.637,0.08279023466146251
0.638,0.08201053344196985
0.639,0.0812356671268809
0.64,0.08046564961208422
0.641,0.07970049237308785
0.642,0.0789402044150877
0.643,0.07818479222030902
0.644,0.07743425969256593
0.645,0.07668860809897413
0.646,0.07594783600871277
0.647,0.07521193922881816
0.648,0.07448091073690574
0.649,0.07375474061077894
0.65,0.07303341595479594
0.651,0.072316920823048
0.652,0.0716052361392418
0.653,0.07089833983108779
0.654,0.07019620831385393
0.655,0.06949881759279135
0.656,0.06880614335419252
0.657,0.06811816099497608
0.658,0.06743484565158184
0.659,0.06675617222816924
0.66,0.06608211542410784
0.661,0.06541264976076076
0.662,0.06474774960754834
0.663,0.06408738920729827
0.664,0.06343154270086948
0.665,0.06278018415105584
0.666,0.062133287565763175
0.667,0.06149082692046642
0.668,0.06085277617994016
0.669,0.06021910931927113
0.67,0.0595898003441504
0.671,0.058964823310452955
0.672,0.05834415234310526
0.673,0.05772776165424554
0.674,0.05711562556068575
0.675,0.05650771850067845
0.676,0.055904015049992345
0.677,0.05530448993731164
0.678,0.054709118058957035
0.679,0.054117874492944126
0.68,0.0535307345123822
0.681,0.052947673598226816
0.682,0.05236866745139122
0.683,0.051793692004227856
0.684,0.05122272343139107
0.685,0.050655738160088684
0.686,0.0500927128797338
0.687,0.04953362455100794
0.6880000000000001,0.048978450414345606
0.6890000000000001,0.04842716799785135
0.6900000000000001,0.04787975512465934
0.6910000000000001,0.04733618991974893
0.6920000000000001,0.04679645081622648
0.6930000000000001,0.04626051656108274
0.6940000000000001,0.04572836622044098
0.6950000000000001,0.04519997918430488
0.6960000000000001,0.044675335170817544
0.6970000000000001,0.04415441423004651
0.6980000000000001,0.04363719674730032
0.6990000000000001,0.04312366344599456
0.7000000000000001,0.042613795390074795
0.7010000000000001,0.042107573986009755
0.7020000000000001,0.041604980984365665
0.7030000000000001,0.04110599848097187
0.704,0.04061060891769215
0.705,0.04011879508280969
0.706,0.039630540111037185
0.707,0.0391458274831688
0.708,0.03866464102537214
0.709,0.03818696490814844
0.71,0.037712783644953216
0.711,0.037242082090503725
0.712,0.03677484543877327
0.713,0.03631105922068699
0.714,0.03585070930152777
0.715,0.03539378187806462
0.716,0.03494026347540894
0.717,0.03449014094361287
0.718,0.03404340145401527
0.719,0.033600032495348216
0.72,0.03316002186961142
0.721,0.03272335768771982
0.722,0.032290028364944316
0.723,0.031860022616136505
0.724,0.03143332945076789
0.725,0.031009938167768984
0.726,0.030589838350195377
0.727,0.030173019859716866
0.728,0.02975947283094289
0.729,0.029349187665590814
0.73,0.028942155026500577
0.731,0.02853836583151279
0.732,0.028137811247204336
0.733,0.027740482682499804
0.734,0.02734637178215747
0.735,0.026955470420144713
0.736,0.02656777069289739
0.737,0.026183264912481827
0.738,0.025801945599658954
0.739,0.02542380547685805
0.74,0.025048837461064004
0.741,0.024677034656627624
0.742,0.024308390348001824
0.743,0.023942897992409524
0.744,0.02358055121244837
0.745,0.023221343788640395
0.746,0.02286526965192468
0.747,0.022512322876107698
0.748,0.022162497670265888
0.749,0.021815788371113587
0.75,0.02147218943533438
0.751,0.02113169543188694
0.752,0.02079430103428105
0.753,0.020460001012837594
0.754,0.020128790226928317
0.755,0.01980066361720668
0.756,0.019475616197823988
0.757,0.019153643048648163
0.758,0.01883473930747454
0.759,0.018518900162245472
0.76,0.018206120843266647
0.761,0.01789639661544308
0.762,0.01758972277052435
0.763,0.01728609461935811
0.764,0.016985507484176862
0.765,0.01668795669089397
0.766,0.016393437561435
0.767,0.016101945406092465
0.768,0.015813475515910676
0.769,0.015528023155110923
0.77,0.015245583553548134
0.771,0.014966151899209414
0.772,0.014689723330756852
0.773,0.014416292930113888
0.774,0.014145855715101227
0.775,0.01387840663211976
0.776,0.013613940548893342
0.777,0.013352452247259084
0.778,0.013093936416025229
0.779,0.012838387643878093
0.78,0.01258580041236576
0.781,0.01233616908893372
0.782,0.012089487920038614
0.783,0.011845751024327686
0.784,0.011604952385890415
0.785,0.01136708584758765
0.786,0.011132145104450998
0.787,0.010900123697174004
0.788,0.010671015005670416
0.789,0.010444812242731564
0.79,0.010221508447750889
0.791,0.010001096480556401
0.792,0.009783569015322041
0.793,0.009568918534573128
0.794,0.00935713732328902
0.795,0.009148217463102442
0.796,0.008942150826597335
0.797,0.008738929071708947
0.798,0.008538543636226432
0.799,0.008340985732403883
0.8,0.008146246341677378
0.801,0.007954316209492981
0.802,0.007765185840249554
0.803,0.007578845492352275
0.804,0.007395285173387697
0.805,0.007214494635418847
0.806,0.007036463370393723
0.807,0.006861180605690587
0.808,0.006688635299783242
0.809,0.006518816138028136
0.81,0.006351711528601071
0.811,0.006187309598548554
0.812,0.006025598189986188
0.8130000000000001,0.005866564856435588
0.8140000000000001,0.005710196859294034
0.8150000000000001,0.00555648116445769
0.8160000000000001,0.005405404439085877
0.8170000000000001,0.005256953048513849
0.8180000000000001,0.005111113053319262
0.8190000000000001,0.004967870206539335
0.8200000000000001,0.004827209951047903
0.8210000000000001,0.004689117417091205
0.8220000000000001,0.00455357741997863
0.8230000000000001,0.004420574457956466
0.8240000000000001,0.004290092710222583
0.8250000000000001,0.004162116035138156
0.8260000000000001,0.004036627968591122
0.8270000000000001,0.00391361172255228
0.8280000000000001,0.003793050183802568
0.8290000000000001,0.003674925912838133
0.8300000000000001,0.0035592211429732777
0.8310000000000001,0.003445917779618191
0.8320000000000001,0.0033349973997573094
0.833,0.0032264412516190832
0.834,0.003120230254545128
0.835,0.0030163449990544297
0.836,0.0029147657471207335
0.837,0.002815472432651401
0.838,0.002718444662177915
0.839,0.0026236617157687904
0.84,0.002531102548143325
0.841,0.0024407457900289843
0.842,0.002352569749723599
0.843,0.0022665524149018033
0.844,0.002182671454643388
0.845,0.0021009042217073736
0.846,0.002021227755033639
0.847,0.0019436187825063857
0.848,0.0018680537239456952
0.849,0.0017945086943683686
0.85,0.001722959507486872
0.851,0.0016533816794926525
0.852,0.0015857504330757733
0.853,0.0015200407017327256
0.854,0.0014562271343461473
0.855,0.0013942841000231143
0.856,0.0013341856932424213
0.857,0.0012759057392624095
0.858,0.0012194177998296263
0.859,0.001164695179197629
0.86,0.0011117109304051719
0.861,0.00106043786191525
0.862,0.0010108485444995441
0.863,0.0009629153184953488
0.864,0.0009166103013408177
0.865,0.0008719053954501499
0.866,0.0008287722964203015
0.867,0.0007871825015639644
0.868,0.0007471073187825872
0.869,0.0007085178757883793
0.87,0.0006713851296738572
0.871,0.0006356798768341077
0.872,0.0006013727632503685
0.873,0.0005684342951412136
0.874,0.0005368348499875208
0.875,0.0005065446879233981
0.876,0.0004775339635301745
0.877,0.00044977273799461375
0.878,0.0004232309916814159
0.879,0.0003978786371003417
0.88,0.00037368553227339345
0.881,0.00035062149452636416
0.882,0.00032865631469294995
0.883,0.0003077597717355851
0.884,0.00028790164781815954
0.885,0.0002690517438009998
0.886,0.00025117989518233074
0.887,0.00023425598850247754
0.888,0.00021824997818364333
0.889,0.00020313190385771172
0.89,0.0001888719081525303
0.891,0.000175440254954361
0.892,0.0001628073481773673
0.893,0.00015094375098855916
0.894,0.00013982020555631803
0.895,0.0001294076533186572
0.896,0.0001196772557313619
0.897,0.00011060041556719691
0.898,0.00010214879872055826
0.899,9.429435657818064e-05
0.9,8.700934890722434e-05
0.901,8.026636730264158e-05
0.902,7.403835921095391e-05
0.903,6.829865249717737e-05
0.904,6.302098060975369e-05
0.905,5.817950831301655e-05
0.906,5.3748858030612247e-05
0.907,4.9704136767474425e-05
0.908,4.602096366003505e-05
0.909,4.267549814730209e-05
0.91,3.9644468737767285e-05
0.911,3.690520244554629e-05
0.912,3.4435654872535524e-05
0.913,3.221444090683145e-05
0.914,3.022086611853436e-05
0.915,2.8434958817039612e-05
0.916,2.683750277410968e-05
0.917,2.541007068436407e-05
0.918,2.4135058244214578e-05
0.919,2.2995719022423923e-05
0.92,2.197620000751299e-05
0.921,2.106157787773122e-05
0.922,2.023789603407766e-05
0.923,1.94922023760391e-05
0.924,1.8812587803759272e-05
0.925,1.818822554615518e-05
0.926,1.7609411214167813e-05
0.927,1.7067603684746134e-05
0.928,1.655546674955599e-05
0.929,1.60669116004053e-05
0.93,1.5597140124120613e-05
0.931,1.5142689036103939e-05
0.932,1.470147448601966e-05
0.933,1.4272676933594352e-05
0.934,1.3855945300093042e-05
0.935,1.3450953438536306e-05
0.936,1.3057383622988582e-05
0.937,1.2674926342473024e-05
0.9380000000000001,1.2303280099542624e-05
0.9390000000000001,1.1942151213617525e-05
0.9400000000000001,1.1591253628758791e-05
0.9410000000000001,1.1250308725858638e-05
0.9420000000000001,1.0919045139227146e-05
0.9430000000000001,1.0597198577435572e-05
0.9440000000000001,1.0284511648236405e-05
0.9450000000000001,9.980733687580123e-06
0.9460000000000001,9.68562059270872e-06
0.9470000000000001,9.398934658976233e-06
0.9480000000000001,9.120444420626094e-06
0.9490000000000001,8.849924495185624e-06
0.9500000000000001,8.587155431607485e-06
0.9510000000000001,8.331923561868404e-06
0.9520000000000001,8.084020856184981e-06
0.9530000000000001,7.843244781536862e-06
0.9540000000000001,7.609398163567204e-06
0.9550000000000001,7.38228905178051e-06
0.9560000000000001,7.1617305878679535e-06
0.9570000000000001,6.9475408772701196e-06
0.9580000000000001,6.739542863617443e-06
0.9590000000000001,6.537564206358092e-06
0.96,6.3414371611936194e-06
0.961,6.150998463312351e-06
0.962,5.966089213640391e-06
0.963,5.786554767570617e-06
0.964,5.612244626499451e-06
0.965,5.4430123319815225e-06
0.966,5.278715362372343e-06
0.967,5.1192150319989695e-06
0.968,4.964376392788683e-06
0.969,4.8140681382558e-06
0.97,4.668162509806617e-06
0.971,4.526535205372495e-06
0.972,4.389065290201221e-06
0.973,4.255635109876587e-06
0.974,4.126130205486245e-06
0.975,4.000439230738006e-06
0.976,3.8784538712843814e-06
0.977,3.760068765865654e-06
0.978,3.6451814295312965e-06
0.979,3.533692178629977e-06
0.98,3.4255040577879645e-06
0.981,3.320522768506251e-06
0.982,3.2186565997160965e-06
0.983,3.1198163599432948e-06
0.984,3.023915311181069e-06
0.985,2.9308691044016566e-06
0.986,2.840595716756544e-06
0.987,2.753015390165592e-06
0.988,2.6680505716347723e-06
0.989,2.585625854942819e-06
0.99,2.505667923826671e-06
0.991,2.428105496615762e-06
0.992,2.3528692722452057e-06
0.993,2.279891877577933e-06
0.994,2.2091078161756705e-06
0.995,2.1404534181890255e-06
0.996,2.0738667917163943e-06
0.997,2.0092877752619917e-06
0.998,1.9466578914029143e-06
0.999,1.8859203016952098e-06
