packet_distance,carve_upper_envelope
0.0,0.8944265732174007
0.001,0.8944258763350859
0.002,0.8944237855250529
0.003,0.8944203002980073
0.004,0.894415419838361
0.005,0.8944091430040887
0.006,0.8944014683265245
0.007,0.8943923940101023
0.008,0.8943819179320371
0.009000000000000001,0.8943700376419493
0.01,0.8943567503614314
0.011,0.8943420529835563
0.012,0.8943259420723293
0.013000000000000001,0.894308413862082
0.014,0.894289464256808
0.015,0.8942690888294429
0.016,0.8942472828210867
0.017,0.8942240411401686
0.018000000000000002,0.8941993583615552
0.019,0.8941732287256027
0.02,0.8941456461371511
0.021,0.8941166041644644
0.022,0.8940860960381112
0.023,0.8940541146497928
0.024,0.8940206525511132
0.025,0.8939857019522944
0.026000000000000002,0.8939492547208364
0.027,0.8939113023801217
0.028,0.8938718361079658
0.029,0.8938308467351126
0.03,0.8937883247436749
0.031,0.8937442602655229
0.032,0.8936986430806174
0.033,0.8936514626152905
0.034,0.8936027079404735
0.035,0.8935523677698725
0.036000000000000004,0.8935004304580908
0.037,0.8934468839987013
0.038,0.8933917160222676
0.039,0.8933349137943124
0.04,0.8932764642132383
0.041,0.8932163538081977
0.042,0.8931545687369133
0.043000000000000003,0.893091094783451
0.044,0.8930259173559429
0.045,0.8929590214842671
0.046,0.892890391817675
0.047,0.8928200126223784
0.048,0.892747867779086
0.049,0.8926739407805002
0.05,0.8925982147287667
0.051000000000000004,0.8925206723328825
0.052000000000000005,0.8924412959060608
0.053,0.8923600673630568
0.054,0.8922769682174497
0.055,0.8921919795788895
0.056,0.8921050821502998
0.057,0.8920162562250491
0.058,0.8919254816840814
0.059000000000000004,0.8918327379930129
0.06,0.8917380041991949
0.061,0.8916412589287425
0.062,0.8915424803835328
0.063,0.8914416463381709
0.064,0.8913387341369292
0.065,0.8912337206906545
0.066,0.8911265824736532
0.067,0.8910172955205479
0.068,0.8909058354231123
0.069,0.8907921773270832
0.07,0.8906762959289513
0.07100000000000001,0.8905581654727347
0.07200000000000001,0.8904377597467338
0.073,0.8903150520802705
0.074,0.8901900153404155
0.075,0.8900626219287012
0.076,0.8899328437778273
0.077,0.8898006523483549
0.078,0.8896660186253987
0.079,0.889528913115312
0.08,0.8893893058423707
0.081,0.8892471663454593
0.082,0.8891024636747571
0.083,0.8889551663884305
0.084,0.8888052425493331
0.085,0.8886526597217147
0.08600000000000001,0.8884973849679421
0.08700000000000001,0.8883393848452369
0.088,0.8881786254024282
0.089,0.888015072176727
0.09,0.887848690190523
0.091,0.8876794439482074
0.092,0.887507297433024
0.093,0.887332214103953
0.094,0.8871541568926277
0.095,0.8869730882002914
0.096,0.8867889698947934
0.097,0.8866017633076299
0.098,0.8864114292310331
0.099,0.8862179279151119
0.1,0.8860212190650438
0.101,0.8858212618383307
0.10200000000000001,0.8856180148421107
0.10300000000000001,0.8854114361305393
0.10400000000000001,0.8852014832022392
0.105,0.8849881129978214
0.106,0.884771281897486
0.107,0.8845509457187021
0.108,0.8843270597139756
0.109,0.8840995785687036
0.11,0.8838684563991243
0.111,0.8836336467503649
0.112,0.883395102594592
0.113,0.8831527763292684
0.114,0.8829066197755228
0.115,0.8826565841766346
0.116,0.882402620196641
0.117,0.8821446779190687
0.11800000000000001,0.8818827068457975
0.11900000000000001,0.8816166558960594
0.12,0.8813464734055786
0.121,0.8810721071258567
0.122,0.8807935042236106
0.123,0.8805106112803661
0.124,0.8802233742922129
0.125,0.8799317386697278
0.126,0.8796356492380716
0.127,0.8793350502372607
0.128,0.879029885322628
0.129,0.8787200975654705
0.13,0.8784056294538921
0.131,0.8780864228938503
0.132,0.8777624192104085
0.133,0.8774335591492034
0.134,0.8770997828781298
0.135,0.8767610299892534
0.136,0.8764172395009548
0.137,0.8760683498603108
0.138,0.8757142989457218
0.139,0.8753550240697887
0.14,0.874990461982448
0.14100000000000001,0.8746205488743714
0.14200000000000002,0.8742452203806337
0.14300000000000002,0.8738644115846601
0.14400000000000002,0.873478057022455
0.145,0.8730860906871228
0.146,0.8726884460336854
0.147,0.8722850559842013
0.148,0.8718758529331977
0.149,0.8714607687534204
0.15,0.871039734801904
0.151,0.8706126819263769
0.152,0.8701795404720026
0.153,0.8697402402884656
0.154,0.8692947107374084
0.155,0.8688428807002285
0.156,0.868384678586239
0.157,0.8679200323412019
0.158,0.8674488694562406
0.159,0.8669711169771384
0.16,0.8664867015140286
0.161,0.8659955492514856
0.162,0.8654975859590197
0.163,0.8649927370019879
0.164,0.8644809273529203
0.165,0.8639620816032761
0.166,0.8634361239756295
0.167,0.8629029783362961
0.168,0.8623625682084028
0.169,0.861814816785411
0.17,0.8612596469450962
0.171,0.8606969812639914
0.17200000000000001,0.8601267420323004
0.17300000000000001,0.8595488512692862
0.17400000000000002,0.8589632307391392
0.17500000000000002,0.8583698019673341
0.176,0.8577684862574764
0.177,0.8571592047086456
0.178,0.8565418782332423
0.179,0.8559164275753388
0.18,0.8552827733295426
0.181,0.8546408359603748
0.182,0.853990535822166
0.183,0.8533317931794783
0.184,0.8526645282280504
0.185,0.8519886611162738
0.186,0.8513041119672025
0.187,0.8506108009010952
0.188,0.849908648058497
0.189,0.8491975736238585
0.19,0.8484774978496962
0.191,0.8477483410812944
0.192,0.847010023781948
0.193,0.8462624665587495
0.194,0.8455055901889156
0.195,0.8447393156466567
0.196,0.8439635641305857
0.197,0.843178257091663
0.198,0.8423833162616805
0.199,0.841578663682274
0.2,0.8407642217344664
0.201,0.8399399131687358
0.202,0.8391056611356021
0.203,0.8382613892167265
0.20400000000000001,0.8374070214565206
0.20500000000000002,0.8365424823942536
0.20600000000000002,0.8356676970966531
0.20700000000000002,0.8347825911909876
0.20800000000000002,0.833887090898625
0.209,0.8329811230690509
0.21,0.8320646152143425
0.211,0.8311374955440777
0.212,0.8301996930006725
0.213,0.829251137295129
0.214,0.828291758943177
0.215,0.8273214893017976
0.216,0.8263402606061051
0.217,0.8253480060065724
0.218,0.8243446596065763
0.219,0.8233301565002457
0.22,0.8223044328105832
0.221,0.8212674257278435
0.222,0.8202190735481365
0.223,0.8191593157122308
0.224,0.8180880928445318
0.225,0.8170053467921969
0.226,0.815911020664365
0.227,0.8148050588714608
0.228,0.813687407164541
0.229,0.8125580126746479
0.23,0.8114168239521269
0.231,0.8102637910058759
0.232,0.8090988653424759
0.233,0.8079220000051659
0.234,0.8067331496126137
0.23500000000000001,0.8055322703974359
0.23600000000000002,0.8043193202444167
0.23700000000000002,0.8030942587283778
0.23800000000000002,0.8018570471516397
0.23900000000000002,0.8006076485810274
0.24,0.7993460278843554
0.241,0.7980721517663389
0.242,0.7967859888038668
0.243,0.795487509480573
0.244,0.7941766862206414
0.245,0.7928534934217795
0.246,0.791517907487285
0.247,0.7901699068571425
0.248,0.7888094720380667
0.249,0.787436585632427
0.25,0.7860512323659689
0.251,0.7846533991142552
0.252,0.783243074927747
0.253,0.7818202510554401
0.254,0.7803849209669729
0.255,0.7789370803731203
0.256,0.7774767272445839
0.257,0.7760038618289926
0.258,0.7745184866660211
0.259,0.7730206066005323
0.26,0.7715102287936604
0.261,0.7699873627317282
0.262,0.7684520202329145
0.263,0.7669042154515759
0.264,0.7653439648801221
0.265,0.7637712873483578
0.266,0.762186204020191
0.267,0.7605887383876182
0.268,0.7589789162618864
0.269,0.7573567657617495
0.27,0.755722317298718
0.271,0.7540756035592208
0.272,0.7524166594835864
0.273,0.7507455222417646
0.274,0.7490622312057013
0.275,0.7473668279182905
0.276,0.7456593560588326
0.277,0.7439398614049205
0.278,0.7422083917906985
0.279,0.7404649970614213
0.28,0.738709729024272
0.281,0.7369426413953784
0.28200000000000003,0.735163789742996
0.28300000000000003,0.7333732314268181
0.28400000000000003,0.731571025533392
0.28500000000000003,0.7297572328076172
0.28600000000000003,0.7279319155803279
0.28700000000000003,0.7260951376919544
0.28800000000000003,0.7242469644122791
0.289,0.7223874623563131
0.29,0.7205166993963297
0.291,0.7186347445701002
0.292,0.7167416679854024
0.293,0.7148375407208674
0.294,0.7129224347232687
0.295,0.7109964227013493
0.296,0.7090595780163161
0.297,0.7071119745691369
0.298,0.7051536866847983
0.299,0.7031847889936974
0.3,0.7012053563103582
0.301,0.6992154635096853
0.302,0.6972151854009809
0.303,0.6952045965999775
0.304,0.6931837713991521
0.305,0.6911527836366088
0.306,0.6891117065638402
0.307,0.6870606127126947
0.308,0.6849995737618948
0.309,0.6829286604034785
0.31,0.6808479422095445
0.311,0.6787574874997117
0.312,0.6766573632097185
0.313,0.6745476347615978
0.314,0.6724283659358974
0.315,0.6702996187464094
0.316,0.6681614533179177
0.317,0.6660139277674499
0.318,0.6638570980895693
0.319,0.6616910180462274
0.32,0.6595157390617218
0.321,0.657331310123308
0.322,0.6551377776880193
0.323,0.6529351855962537
0.324,0.6507235749926933
0.325,0.648502984255109
0.326,0.6462734489316229
0.327,0.6440350016869691
0.328,0.6417876722583024
0.329,0.6395314874210978
0.33,0.6372664709656477
0.331,0.6349926436846763
0.332,0.6327100233725458
0.333,0.6304186248365216
0.334,0.6281184599205341
0.335,0.6258095375418382
0.336,0.6234918637409587
0.337,0.6211654417452397
0.338,0.6188302720463299
0.339,0.616486352491832
0.34,0.6141336783913559
0.341,0.6117722426371323
0.342,0.6094020358393075
0.343,0.6070230464759885
0.34400000000000003,0.6046352610580483
0.34500000000000003,0.6022386643086436
0.34600000000000003,0.5998332393573471
0.34700000000000003,0.5974189679487234
0.34800000000000003,0.5949958306651326
0.34900000000000003,0.5925638071634615
0.35000000000000003,0.5901228764254438
0.35100000000000003,0.5876730170211428
0.352,0.585214207385131
0.353,0.58274642610481
0.354,0.5802696522202822
0.355,0.5777838655350983
0.356,0.5752890469371602
0.357,0.5727851787289916
0.358,0.5702722449665476
0.359,0.5677502318056579
0.36,0.5652191278551724
0.361,0.5626789245358154
0.362,0.5601296164437171
0.363,0.5575712017175566
0.364,0.5550036824082037
0.365,0.5524270648497281
0.366,0.5498413600306151
0.367,0.5472465839640088
0.368,0.5446427580557857
0.369,0.5420299094692442
0.37,0.5394080714852194
0.371,0.5367772838563936
0.372,0.5341375931546136
0.373,0.5314890531100301
0.374,0.5288317249408602
0.375,0.5261656776726672
0.376,0.5234909884459965
0.377,0.5208077428113138
0.378,0.5181160350101744
0.379,0.5154159682416392
0.38,0.5127076549129669
0.381,0.5099912168736869
0.382,0.5072667856322015
0.383,0.5045345025541244
0.384,0.5017945190416453
0.385,0.49904699669323066
0.386,0.4962921074431001
0.387,0.49353003367992415
0.388,0.49076096834430805
0.389,0.4879851150046759
0.39,0.48520268791124643
0.391,0.48241391202785827
0.392,0.4796190230414897
0.393,0.4768182673493858
0.394,0.4740119020237602
0.395,0.4712001947541351
0.396,0.4683834237674351
0.397,0.46556187772602364
0.398,0.46273585560393243
0.399,0.459905666541588
0.4,0.4570716296794288
0.401,0.4542340739708207
0.402,0.4513933379747614
0.403,0.4485497696289094
0.404,0.44570372600350006
0.405,0.442855573036797
0.406,0.44000568525269484
0.40700000000000003,0.4371544454612167
0.40800000000000003,0.4343022444425922
0.40900000000000003,0.4314494806156936
0.41000000000000003,0.42859655969159577
0.41100000000000003,0.4257438943130619
0.41200000000000003,0.42289190368077284
0.41300000000000003,0.42004101316711584
0.41400000000000003,0.41719165391837953
0.41500000000000004,0.41434426244620715
0.41600000000000004,0.4114992802091263
0.417,0.4086571531850443
0.418,0.4058183314355084
0.419,0.40298326866261075
0.42,0.40015242175934884
0.421,0.3973262503542589
0.422,0.3945052163511654
0.423,0.39168978346479333
0.424,0.3888804167530776
0.425,0.3860775821468945
0.426,0.3832817459779809
0.427,0.38049337450576637
0.428,0.3777129334438234
0.429,0.3749408874866126
0.43,0.3721776998372197
0.431,0.3694238317366748
0.432,0.36667974199553044
0.433,0.363945886528256
0.434,0.361222717891055
0.435,0.358510684823623
0.436,0.3558102317954414
0.437,0.3531217985570465
0.438,0.3504458196968139
0.439,0.34778272420372824
0.44,0.3451329350365752
0.441,0.34249686869999413
0.442,0.3398749348278214
0.443,0.3372675357741134
0.444,0.3346750662122562
0.445,0.33209791274249983
0.446,0.3295364535083105
0.447,0.326991057821875
0.448,0.32446208579909075
0.449,0.32194988800437185
0.45,0.3194548051055973
0.451,0.3169771675395012
0.452,0.31451729518780913
0.453,0.3120754970644516
0.454,0.309652071014104
0.455,0.307247303422377
0.456,0.30486146893796984
0.457,0.3024948302070175
0.458,0.3001476376199967
0.459,0.2978201290714323
0.46,0.29551252973275316
0.461,0.293225051838536
0.462,0.29095789448652465
0.463,0.288711243451653
0.464,0.28648527101448984
0.465,0.2842801358043279
0.466,0.28209598265737384
0.467,0.2799329424902551
0.468,0.2777911321893438
0.46900000000000003,0.27567065451615086
0.47000000000000003,0.27357159802923386
0.47100000000000003,0.2714940370230135
0.47200000000000003,0.26943803148387224
0.47300000000000003,0.2674036270639982
0.47400000000000003,0.2653908550734173
0.47500000000000003,0.26339973249060733
0.47600000000000003,0.2614302619922437
0.47700000000000004,0.2594824320025099
0.47800000000000004,0.2575562167625095
0.47900000000000004,0.25565157642032277
0.48,0.25376845714214885
0.481,0.2519067912452537
0.482,0.2500664973531711
0.483,0.24824748057383783
0.484,0.24644963270126952
0.485,0.24467283244138077
0.486,0.24291694566269706
0.487,0.24118182567259686
0.488,0.23946731351977762
0.489,0.23777323832375175
0.49,0.23609941763208192
0.491,0.23444565780613075
0.492,0.23281175443619126
0.493,0.2311974927867977
0.494,0.22960264827305507
0.495,0.22802698696891882
0.496,0.22647026614833132
0.497,0.2249322348601433
0.498,0.2234126345377776
0.499,0.22191119964467107
0.5,0.22042765835648048
0.501,0.21896173328114635
0.502,0.21751314221785695
0.503,0.2160815989560626
0.504,0.2146668141156454
0.505,0.21326849602950781
0.506,0.21188635166962533
0.507,0.21052008761798136
0.508,0.20916941108356918
0.509,0.20783403096668934
0.51,0.20651365897205087
0.511,0.205208010771909
0.512,0.20391680722066807
0.513,0.20263977562246405
0.514,0.20137665105309502
0.515,0.20012717773787075
0.516,0.198891109822481
0.517,0.1976682036318695
0.518,0.19645820769095557
0.519,0.19526086177476298
0.52,0.19407589713426926
0.521,0.19290303673732484
0.522,0.19174199552505772
0.523,0.19059248068436718
0.524,0.18945419193700885
0.525,0.18832682184582675
0.526,0.18721005613869268
0.527,0.18610357405078437
0.528,0.18500704868575368
0.529,0.1839201473964278
0.53,0.18284253218568125
0.531,0.18177386012810381
0.532,0.18071378381321068
0.533,0.1796619518107148
0.534,0.17861800915873127
0.535,0.1775815978755685
0.536,0.1765523574957246
0.537,0.17552992563107234
0.538,0.17451393855772807
0.539,0.17350403182961538
0.54,0.17249984091931359
0.541,0.17150100188719528
0.542,0.17050715207949954
0.543,0.1695179308563585
0.544,0.1685329803504439
0.545,0.16755194625731762
0.546,0.16657447865815095
0.547,0.16560023287592443
0.548,0.16462887036595528
0.549,0.1636600596415632
0.55,0.1626934772360881
0.551,0.16172880870198875
0.552,0.16076574964813217
0.553,0.15980400681620982
0.554,0.1588432991975125
0.555,0.1578833591906156
0.556,0.15692393380160186
0.557,0.1559647858875083
0.558,0.15500569544413567
0.559,0.15404646093948038
0.56,0.15308690069371914
0.561,0.15212685430690198
0.562,0.15116618413562444
0.5630000000000001,0.1502047768197276
0.5640000000000001,0.14924254486018576
0.5650000000000001,0.1482794282494604
0.5660000000000001,0.14731539615547148
0.5670000000000001,0.1463504486604012
0.5680000000000001,0.1453846185556431
0.5690000000000001,0.14441797319402808
0.5700000000000001,0.14345061599200423
0.5710000000000001,0.14248267618298832
0.5720000000000001,0.14151428656097606
0.5730000000000001,0.1405455788326109
0.5740000000000001,0.13957668356463565
0.5750000000000001,0.13860773014561556
0.5760000000000001,0.13763884674892007
0.577,0.13667016029697968
0.578,0.1357017964268012
0.579,0.13473387945682544
0.58,0.13376653235507296
0.581,0.13279987670864227
0.582,0.1318340326945162
0.583,0.13086911905172505
0.584,0.1299052530548204
0.585,0.1289425504886763
0.586,0.1279811256246032
0.587,0.12702109119774876
0.588,0.12606255838577457
0.589,0.12510563678877834
0.59,0.12415043441043012
0.591,0.123197057640312
0.592,0.12224561123739736
0.593,0.12129619831463664
0.594,0.12034892032463496
0.595,0.11940387704633046
0.596,0.11846116657265417
0.597,0.11752088529911857
0.598,0.11658312791326289
0.599,0.1156479873849019
0.6,0.11471555495712825
0.601,0.11378592013799249
0.602,0.11285917069280663
0.603,0.11193539263696417
