phase,root_id,level,root_l,static_enthalpy_residual,static_enthalpy_slope,unit_rate_j,dynamic_enthalpy_coefficient,rate_threshold_at_static_root
-1.5,0,2,-1.9618410166210927,1.970559132535854e-14,0.02188511879041991,0.0018261116708133264,-0.010033399349907011,0.3640065758630948
-1.5,0,3,-1.9618432606423053,-4.7721375462383975e-14,0.021885358258932203,0.0018252094880108019,-0.010034695720303442,0.36377973759937965
-1.5,0,4,-1.9618438218455514,-3.1809589684517192e-12,0.02188541726804794,0.00182498395452403,-0.010035019847121062,0.36372303838494113
-1.5,1,2,-1.6410573918361293,2.657396871996731e-13,-0.022744328964556006,0.00216986088332336,-0.014703018607338643,0.2951585577454589
-1.5,1,3,-1.6410568823309761,2.7406835481635916e-12,-0.02274440751374703,0.002169090275474104,-0.01470167399863067,0.29508072015147874
-1.5,1,4,-1.6410567551181192,1.9105550475018163e-13,-0.022744422038022908,0.002168897640899724,-0.014701337936188323,0.2950612590927303
-0.6662234042553191,2,2,-1.2657970851162048,2.688821387764051e-16,2.474984586633283e-05,7.035947239966308e-07,-2.405965910851765e-06,0.5848750564778723
-0.6662234042553191,2,3,-1.2657964472132952,1.0286910212542466e-15,2.47426007668472e-05,7.033676894591218e-07,-2.4057711238353874e-06,0.5847336702069827
-0.6662234042553191,2,4,-1.2657962875893316,5.865967434015573e-15,2.474079064274798e-05,7.033109292433975e-07,-2.405722417526436e-06,0.584698321069429
-0.6662234042553191,3,2,-0.6950628130512067,-5.764919791539924e-13,-0.010660859722758272,-0.0021942939735450605,0.005355368214186807,0.8194745480739108
-0.6662234042553191,3,3,-0.6950639348437307,-1.3703187889957391e-12,-0.010660566473778485,-0.0021956098328638034,0.0053580472925686545,0.8195559736507011
-0.6662234042553191,3,4,-0.6950642152542417,1.7221293835412155e-13,-0.01066049411068467,-0.0021959388316987434,0.005358717155285551,0.8195763157728104
-0.5784574468085106,4,2,-1.2041860642179472,-2.688821387764051e-17,1.8869182703308562e-05,8.058099316717218e-07,-3.8579689240914733e-07,4.177379069280527
-0.5784574468085106,4,3,-1.2041999953671652,1.2368578383714635e-15,1.8863716423102306e-05,8.058824044032579e-07,-3.85657527004514e-07,4.179264492321579
-0.5784574468085106,4,4,-1.2042034793091618,-4.119968255444917e-16,1.8862348825660763e-05,8.059005124175575e-07,-3.8562267799628624e-07,4.179736091274791
-0.5784574468085106,5,2,-0.6213860827609514,2.475337643192965e-13,-0.029043324811653132,-0.002587869640183163,0.004907173990495537,1.0547291150448221
-0.5784574468085106,5,3,-0.6213872351846097,-2.805795526472643e-12,-0.02904293044837065,-0.002587439616341967,0.004905774892695805,1.0548546041908278
-0.5784574468085106,5,4,-0.6213875231252041,2.9210175944704986e-12,-0.029042840727847106,-0.002587332113212796,0.004905425106775549,1.0548859912830306
0.6502659574468086,6,2,0.6930342236912452,1.4561355593523118e-12,0.021089578341958702,-0.0019300353569597676,0.00042286011380582734,9.128481471515748
0.6502659574468086,6,3,0.6930350647740829,-2.420676506464936e-13,0.02108929359956411,-0.0019300739244310513,0.0004230712881186701,9.124107348498072
0.6502659574468086,6,4,0.6930352748979006,-1.0031328198656375e-11,0.021089216445318876,-0.0019300835657650294,0.000423124085932613,9.123014406097486
0.6502659574468086,7,2,1.196927997846839,2.8796409701214998e-15,-0.0002978229387334483,1.0970347126338819e-05,-2.2274861145518687e-07,98.49980257718339
0.6502659574468086,7,3,1.1969711706992947,-1.6161551263937923e-14,-0.0002972831389031795,1.0968999295369967e-05,-2.315681895881036e-07,94.73666754385232
0.6502659574468086,7,4,1.1969819788931964,-3.741798537681973e-14,-0.00029714856647315713,1.0968662956632209e-05,-2.3377427946832258e-07,93.83977554398588
1.2646276595744683,8,2,-0.9878697246137,-4.3695082274641805e-14,0.026765532806376918,-0.0003499017345792245,0.00024130338671546,2.900097999799907
1.2646276595744683,8,3,-0.9878768034205786,5.494522371807253e-12,0.026809663635501187,-0.0003498916769844251,0.00024130101019289273,2.9000432008529633
1.2646276595744683,8,4,-0.9878785730754223,2.1461252913690387e-12,0.026812100195170926,-0.00034988916362891444,0.0002413004164824855,2.900029504543443
1.2646276595744683,9,2,-0.9488389507497215,3.120326913519378e-12,-0.015082401253870871,-0.0003888629265835868,0.0002310876968799015,3.3655009057940686
1.2646276595744683,9,3,-0.9488374451852154,3.2203371913563927e-12,-0.015086560860150516,-0.000388866436442736,0.0002310828480863239,3.3656019013360097
1.2646276595744683,9,4,-0.9488370689462349,2.5246037899107066e-12,-0.015087600788940298,-0.0003888673128709325,0.00023108163321258497,3.365627180877605
1.2646276595744683,10,2,0.5679255440381484,2.0934642908088108e-14,0.0006351198888763024,0.00018618008855732855,0.00021098689978195015,1.7648497489630035
1.2646276595744683,10,3,0.567982569210983,-1.1170578351205052e-13,0.000635204434358029,0.0001862215281373776,0.00021077039131635507,1.7670558656207938
1.2646276595744683,10,4,0.567996823689027,-1.3428494427536464e-13,0.0006352264237006675,0.00018623187401697948,0.00021071624623331467,1.7676081208354009
1.2646276595744683,11,2,0.6709518918988938,5.789639601072594e-14,-0.0011885370007772358,0.0001246581438464992,0.00010291458357612054,2.422555472991757
1.2646276595744683,11,3,0.6710189474898157,-5.833354632667209e-14,-0.0011914194256281221,0.00012453472828182779,0.00010289671910554757,2.4205772421972904
1.2646276595744683,11,4,0.6710356770332911,-4.9753950959186e-13,-0.0011921410287916295,0.00012450390559915305,0.00010289233036319193,2.420081363881565
1.2646276595744683,12,2,1.3843361009861006,4.912624126940379e-12,0.048141623419465596,0.0025443481131531658,-0.00012150177646974136,41.881661109486856
1.2646276595744683,12,3,1.3843350214557995,-9.968122681447422e-12,0.04814172518160424,0.0025442425558851013,-0.00012148534253495023,41.885588875104766
1.2646276595744683,12,4,1.3843347517124633,4.655862501090624e-12,0.04814176787709592,0.0025442161607390516,-0.0001214812278338322,41.88657303034756
1.2646276595744683,13,2,1.7358207373177545,1.1818822830134135e-11,-0.06821013881224638,0.002630998552499814,2.943218335743191e-05,178.78378376135396
1.2646276595744683,13,3,1.7358138672069359,1.2824048246928843e-11,-0.06820810819376877,0.0026312075820152324,2.9735421321786838e-05,176.97462925049416
1.2646276595744683,13,4,1.735812149523134,1.3210036363398014e-11,-0.06820759840334882,0.002631259850178567,2.9811254861992868e-05,176.52794975318045
1.5718085106382975,14,2,-1.7629487190669957,1.556797225854556e-12,0.07396887808115443,-0.0044014919010478305,0.005754536456890562,1.5297468124569522
1.5718085106382975,14,3,-1.762955673835027,-7.547252753314915e-12,0.07401000373696538,-0.004401424283155355,0.005754617264087676,1.5297018311271295
1.5718085106382975,14,4,-1.7629574122726956,-2.4567032436140224e-12,0.07402032281545552,-0.004401407396954958,0.005754637465615678,1.5296905924147768
1.5718085106382975,15,2,-1.7331750087003042,1.307122812765904e-13,-0.055098397506435706,-0.00468270977979569,0.005615415847077914,1.6678051661062376
1.5718085106382975,15,3,-1.7331704116150721,-4.609888859530287e-13,-0.05512380500863074,-0.004682758364381846,0.005615444582609321,1.6678139354750485
1.5718085106382975,15,4,-1.733169262970543,5.3084880241582866e-12,-0.05513015136067792,-0.004682770536299222,0.0056154517403783815,1.6678161447376936
1.5718085106382975,16,2,-0.9885429951672445,3.0506621534476253e-12,0.23395226624272225,-0.002832557688301026,0.003264836623471985,1.7351910769052492
1.5718085106382975,16,3,-0.9885498583917289,-1.3310411800526722e-12,0.24438073320634393,-0.0028324786647806943,0.0032648531067745803,1.735133907803259
1.5718085106382975,16,4,-0.9885515740086446,2.643198160345861e-12,0.2464892177134843,-0.0028324589110555187,0.003264857239639954,1.7351196105394673
1.5718085106382975,17,2,-0.9478159445507006,3.2269499572468163e-13,-0.13715553759538177,-0.0031722474802092756,0.003266867844913311,1.942072731928006
1.5718085106382975,17,3,-0.947814707537787,-2.540571919507073e-13,-0.1371913509365173,-0.0031722780568822443,0.0032668846843864454,1.9420814404889415
1.5718085106382975,17,4,-0.9478143984213698,-5.245762157990441e-12,-0.1372003028506483,-0.0031722856994030194,0.0032668888920880336,1.9420836178946088
1.5718085106382975,18,2,0.8429364125537933,-4.5396672532227456e-13,0.0069711863927421,0.0023474944421991804,0.003367243161226988,1.3943123972928513
1.5718085106382975,18,3,0.8429663657898612,-2.0019576274510342e-13,0.00696977680684531,0.0023480569220728238,0.0033662802248981376,1.3950454300897515
1.5718085106382975,18,4,0.8429738571441769,-6.129109372809971e-12,0.006969427642697194,0.002348197579713661,0.0033660393430850477,1.3952288374392483
1.5718085106382975,19,2,1.0277927802239994,-5.830353561053769e-13,-0.021612452575196783,0.001381072889706121,0.0014011999942831312,1.9712716176718121
1.5718085106382975,19,3,1.0278113740025407,6.196111332346099e-13,-0.02163501964014356,0.0013801261921232576,0.001401101663929755,1.9700586012471555
1.5718085106382975,19,4,1.02781601867355,2.808657820208005e-12,-0.02164066338590162,0.0013798895554571326,0.001401077121927173,1.9697553173362834
1.6156914893617025,20,2,-1.7670758654507719,-2.50304152404901e-11,0.11788542683934629,-0.005107391578135022,0.006853159264494821,1.490521781565954
1.6156914893617025,20,3,-1.7670810123991187,-3.362581827565103e-11,0.11792625568250595,-0.0051073300643342855,0.00685323396204703,1.4904875837067582
1.6156914893617025,20,4,-1.7670822982553633,8.144011506838744e-12,0.11793645637281315,-0.005107314684472603,0.006853252612276362,1.4904790392006775
1.6156914893617025,21,2,-1.727381884283335,2.0852642529378684e-12,-0.07873991734893204,-0.005565562979033781,0.00670422742517932,1.6603144929514133
1.6156914893617025,21,3,-1.7273794201750694,-7.561152225166179e-12,-0.07876367877274452,-0.005565601053955758,0.006704277641657679,1.6603134152360746
1.6156914893617025,21,4,-1.7273788041200207,1.0448425978581977e-11,-0.0787696012204131,-0.005565610580334047,0.00670429024208751,1.6603131366225239
1.6156914893617025,22,2,-0.9886245176985822,2.0995514354860134e-12,0.31144639724204387,-0.003682742738978585,0.004432719381785816,1.6616178114550137
1.6156914893617025,22,3,-0.9886313522936926,-8.155144962107563e-12,0.32754174018810417,-0.003682640403028691,0.004432748923254311,1.6615605651425318
1.6156914893617025,22,4,-0.9886330615940094,-1.1250210832369767e-11,0.3326853730787542,-0.003682614822846414,0.004432756308637104,1.6615462553946132
1.6156914893617025,23,2,-0.9476914074076866,1.1249161324666801e-13,-0.18510916382082424,-0.004127790325515561,0.004441498028810684,1.8587378847135834
1.6156914893617025,23,3,-0.9476902023341957,3.4994281777889213e-12,-0.1851571940642469,-0.004127830061778406,0.004441529371881611,1.8587426609900772
1.6156914893617025,23,4,-0.9476899012232037,7.538315457966682e-12,-0.18516919706413648,-0.004127839996096793,0.004441537197279306,1.8587438595022143
1.6156914893617025,24,2,0.9016949514359455,-6.124432558318738e-13,0.00858745730823859,0.0031873575218185454,0.004657996180676007,1.3685530851405592
1.6156914893617025,24,3,0.9017192153366824,-6.06739485042862e-13,0.008587073485770858,0.003188315031792087,0.004656464890437183,1.3694143977504551
1.6156914893617025,24,4,0.901725281934779,-2.000254128997625e-12,0.00858697892337952,0.003188554463098559,0.004656081866662708,1.3696298967285927
1.6156914893617025,25,2,1.0626686251485213,7.557843240135753e-14,-0.01856459603352895,0.0021981106362218015,0.002812484370460112,1.5631095833341102
1.6156914893617025,25,3,1.0626875958774145,7.888594291682871e-13,-0.018577516503942137,0.002196733768052749,0.0028116793772312697,1.5625777148288702
1.6156914893617025,25,4,1.062692336547507,-6.1224914027491195e-12,-0.018580747885697194,0.002196389492059636,0.002811478074992637,1.5624446881488756
1.878989361702128,26,2,-0.9812641856474041,-3.280391583371234e-12,0.20509306661376567,-0.008888889825024109,0.013731979214460947,1.2946261694983268
1.878989361702128,26,3,-0.9812750191496572,-3.4795794717767947e-12,0.20528145211773807,-0.008889798168707191,0.013731917748943721,1.2947642610794123
1.878989361702128,26,4,-0.9812777262331697,-1.2279550640204029e-11,0.20532856158299392,-0.008890025204302904,0.01373190225423309,1.2947987889387145
1.878989361702128,27,2,-0.9587660734370932,1.481401806779914e-12,-0.15331937777240523,-0.007049038411659266,0.014156362274531325,0.9958827380874778
1.878989361702128,27,3,-0.9587602691709995,2.3601906887216195e-11,-0.1534302113220835,-0.007048442993066033,0.014156613528369893,0.9957809442125313
1.878989361702128,27,4,-0.958758819167431,1.8225591175147215e-11,-0.15345795116740965,-0.007048294224516513,0.014156676274369721,0.9957555132170761
