rate,points,type_i,type_iv,other_type,uncertified,min_delta,min_delta_s,min_delta_l,min_nec_type_i,min_wec_type_i,min_dec_type_i,max_abs_p_omega,max_abs_j_l,max_imaginary_eigenvalue,max_eigen_equation_error
0.015625,321,321,0,0,0,6.791438480782323e-07,120.2553191489362,-0.9749999999999996,-0.016473139475461716,-0.016473139475461716,-0.03326726190412234,0.027059960943775517,0.000359572606307618,0.0,2.2204435517285805e-16
0.03125,321,321,0,0,0,4.901271034625926e-07,60.1276595744681,-0.9749999999999996,-0.016437143985654535,-0.016437143985654535,-0.03324069153493261,0.027040847993164148,0.000719145212615236,0.0,3.330592204979347e-16
0.0625,321,320,1,0,0,-2.638871381068971e-07,30.06382978723405,-0.9749999999999996,-0.016292383482273007,-0.016292383482273007,-0.03313435599708188,0.026964396190718685,0.001438290425230472,0.00025684973141259896,2.220290139213924e-16
0.125,321,310,11,0,0,-3.2471003140958057e-06,15.031914893617024,-0.9749999999999996,-0.0157448940711266,-0.0157448940711266,-0.03270813142753266,0.02665858898093683,0.002876580850460944,0.0009009856150482939,3.3269520169530374e-16
0.25,321,225,96,0,0,-6.541094320376757e-05,7.515957446808512,-1.75,-0.013690633629832666,-0.013690633629832666,-0.031073061312864223,0.02543536014180939,0.005753161700921888,0.004043851604713245,3.322535125542391e-16
0.5,321,164,157,0,0,-0.0004381237196762152,3.757978723404256,-1.775,-0.00810174069035768,-0.00810174069035768,-0.024818140691104856,0.027288936678265936,0.011506323401843776,0.01046570255257877,2.7755575615628914e-16
1.0,321,99,222,0,0,-0.002064485201398105,1.878989361702128,-1.7999999999999998,-0.060635448889065344,-0.060635448889065344,-0.060635448889065344,0.08982164346968913,0.02301264680368755,0.022718303201373254,2.882983075955557e-16
