regulator,difference_rho,difference_pr,difference_pt,difference_polarization,estimate_rho,estimate_pr,estimate_pt,estimate_polarization
8.0,0.0011270856854656154,0.0004940705281331927,-0.0008230101690621432,-0.0010856338931934848,-0.015248488772547504,0.01501136421769922,0.015254217424643408,0.026629875837290033
16.0,0.00576027322902774,0.002253550553790091,-0.004438591452908334,-0.0011737083247341264,-0.01521847549972555,0.01500438737281501,0.01526051433951344,0.026628252030494425
