front,decel,launch,z,signal_arrival,pattern_arrival,element_arrival,lead_over_pattern,lead_over_element,packet_arrival
cone,6.0,3.0,23.0,6.42981536195649,,0.6454529928529145,,-5.784362369103576,7.5
cone,6.0,3.0,25.0,6.932956969997354,,0.6478936877332534,,-6.285063282264101,7.5
cone,6.0,3.0,27.0,8.932956969997354,,0.6502963884626677,,-8.282660581534687,7.5
cone,6.0,3.0,29.0,10.932956969997354,,0.6526710789981861,,-10.280285890999169,7.5
cone,6.0,3.0,31.0,,,0.6550256127747432,,,7.5
cone,6.0,3.0,33.0,,,0.6573664111236485,,,7.5
cone,6.0,3.0,35.0,,,0.6596989866434152,,,7.5
cone,6.0,3.0,37.0,,,0.6620283680075328,,,7.5
cone,6.0,3.0,39.0,,,0.6643594763329824,,,7.5
cone,6.0,3.0,41.0,,,0.6666974905530786,,,7.5
cone,6.0,3.0,43.0,,,0.6690482380047434,,,7.5
cone,6.0,3.0,45.0,,,0.6714186513027992,,,7.5
cone,6.0,3.0,47.0,,,0.6738173513194999,,,7.5
cone,6.0,3.0,49.0,,,0.6762554516776783,,,7.5
cone,6.0,3.0,51.0,,,0.6787477523332768,,,7.5
cone,6.0,3.0,53.0,,,0.6813146392277697,,,7.5
cone,6.0,3.0,55.0,,,0.6839853374535851,,,7.5
cone,6.0,3.0,57.0,,,0.6868039749902282,,,7.5
cone,6.0,3.0,59.0,,,0.6898421616020357,,,7.5
cone,6.0,3.0,61.0,,,0.6932292746057127,,,7.5
cone,6.0,3.0,63.0,,,0.6972444765321376,,,7.5
cone,6.0,3.0,65.0,,,0.7027554110466265,,,7.5
cone,6.0,3.0,67.0,,,0.9835718203508055,,,7.5
cone,6.0,3.0,69.0,,,1.95818432328474,,,7.5
cone,6.0,3.0,71.0,,,2.910565275665695,,,7.5
cone,6.0,3.0,73.0,,,3.8629462280466487,,,7.5
cone,6.0,3.0,75.0,,,4.815327180427596,,,7.5
cone,6.0,3.0,77.0,,,5.767708132808551,,,7.5
cone,6.0,3.0,79.0,,,,,,7.5
cone,18.0,0.0,8.0,1.4890470344656108,1.345235593424841,0.6228218825191842,-0.14381144104076982,-0.8662251519464266,19.5
cone,18.0,0.0,10.0,1.9348432859350253,2.2976190476190474,0.6269377810275182,0.36277576168402215,-1.3079055049075072,19.5
cone,18.0,0.0,12.0,2.381103606231888,3.25,0.6304017573530328,0.8688963937681118,-1.7507018488788555,19.5
cone,18.0,0.0,14.0,2.827363926528751,4.2023809523809526,0.6335020935121589,1.3750170258522014,-2.193861833016592,19.5
cone,18.0,0.0,16.0,3.2736242468256136,5.154761904761904,0.6363724649736209,1.8811376579362906,-2.637251781851993,19.5
cone,18.0,0.0,18.0,3.719884567122477,6.107142857142857,0.6390868475600728,2.38725829002038,-3.080797719562404,19.5
cone,18.0,0.0,20.0,4.166144887419336,7.059523809523808,0.6416907982616988,2.893378922104472,-3.5244540891576372,19.5
cone,18.0,0.0,22.0,4.61240520771619,8.011904761904761,0.6442144577855902,3.399499554188571,-3.9681907499305997,19.5
cone,18.0,0.0,24.0,5.058665528013043,8.964285714285714,0.6466788213040142,3.905620186272671,-4.411986706709028,19.5
cone,18.0,0.0,26.0,5.504925848309895,9.916666666666666,0.64909910359675,4.411740818356771,-4.855826744713145,19.5
cone,18.0,0.0,28.0,5.951186168606749,10.869047619047619,0.6514867035100836,4.91786145044087,-5.299699465096666,19.5
