family,unload_fraction,route,time,required_negative_null,peak_x,peak_null_cosine,auxiliary_ADM
dec_floor,0.0,delivery_drift050,0.0,0.11250630812173798,-0.5015625,0.40813932336499587,148.43110030317072
dec_floor,0.0,delivery_drift050,0.5,0.08417509963621934,-0.5015625,0.01850520417417085,160.14158699257342
dec_floor,0.0,delivery_drift050,1.285,0.40696142180206984,-0.5109374999999999,-0.03351014424869509,199.47093853691266
dec_floor,0.0,delivery_drift090,0.0,0.11250630812173798,-0.5015625,0.40813932336499587,148.43110030317072
dec_floor,0.0,delivery_drift090,0.5,0.08417509963621934,-0.5015625,0.01850520417417085,160.14158699257342
dec_floor,0.0,delivery_drift090,1.285,0.40696142180206984,-0.5109374999999999,-0.03351014424869509,199.47093853691266
dec_floor,0.0,guide_omitted_tensor_bound,0.0,0.0967176146369475,-0.5015625,1.0,-402.2423593737493
dec_floor,0.0,guide_omitted_tensor_bound,0.5,0.049318327872296494,-2.0984375,-1.0,-149.69276148849136
dec_floor,0.0,guide_omitted_tensor_bound,1.285,0.3520308693274772,-0.5109374999999999,-1.0,170.32169044737745
dec_floor,0.025,delivery_drift050,0.0,0.11168015031902521,-0.5015625,0.400129929891209,147.13893078525032
dec_floor,0.025,delivery_drift050,0.5,0.08384276836862142,-0.5015625,0.015703562595442956,157.40872033996806
dec_floor,0.025,delivery_drift050,1.285,0.39944044181442323,-0.5109374999999999,-0.0393464439863405,195.18581525906362
dec_floor,0.025,delivery_drift090,0.0,0.11168015031902521,-0.5015625,0.400129929891209,147.13893078525032
dec_floor,0.025,delivery_drift090,0.5,0.08384276836862142,-0.5015625,0.015703562595442956,157.40872033996806
dec_floor,0.025,delivery_drift090,1.285,0.39944044181442323,-0.5109374999999999,-0.0393464439863405,195.18581525906362
dec_floor,0.025,guide_omitted_tensor_bound,0.0,0.09538365921198888,-0.5015625,1.0,-403.53452889166965
dec_floor,0.025,guide_omitted_tensor_bound,0.5,0.049241343252097225,-2.0984375,-1.0,-152.4256281410967
dec_floor,0.025,guide_omitted_tensor_bound,1.285,0.3454760402176709,-0.5109374999999999,-1.0,166.03656716952835
dec_floor,0.05,delivery_drift050,0.0,0.11089824726898881,-0.5015625,0.3928041663412994,145.87845754763873
dec_floor,0.05,delivery_drift050,0.5,0.08351601744376164,-0.5015625,0.012998590641585003,154.7053562965947
