family,unload_fraction,route,time,required_negative_null,peak_x,peak_null_cosine,auxiliary_ADM
radiation_fluid,0.0,guide_omitted_tensor_bound,0.0,0.18070835538190402,-0.50078125,1.0,-122.26104709928208
radiation_fluid,0.0,guide_omitted_tensor_bound,0.5,0.07028713920599894,-0.51328125,1.0,129.30653591786884
radiation_fluid,0.0,guide_omitted_tensor_bound,1.285,0.8984517593410047,-0.51328125,-1.0,449.3211541069728
radiation_fluid,1.0,delivery_drift050,0.0,18.27929862488071,-0.50078125,0.004201886167564163,150625.9023306714
radiation_fluid,1.0,delivery_drift050,0.5,18.31237534070146,-0.50078125,-0.0016807490590088029,84950.96194377789
radiation_fluid,1.0,delivery_drift050,1.285,22.88607521875803,-0.50078125,-0.19317050239615804,8769.212669254292
radiation_fluid,1.0,delivery_drift090,0.0,1.5238707713934778,-0.50078125,0.0566395203494211,11636.526012261109
radiation_fluid,1.0,delivery_drift090,0.5,1.4983112953937137,-0.50078125,-0.022060819845699162,6748.983208953387
radiation_fluid,1.0,delivery_drift090,1.285,12.45766343603702,-0.50078125,-1.0,1411.9635473621547
radiation_fluid,1.0,guide_omitted_tensor_bound,0.0,0.3287399588818809,-0.50078125,1.0,-152.75144331833144
radiation_fluid,1.0,guide_omitted_tensor_bound,0.5,0.17212334262041604,-0.50234375,-1.0,115.77965555309588
radiation_fluid,1.0,guide_omitted_tensor_bound,1.285,12.45766343603702,-0.50078125,-1.0,787.9111664873753
