w,energy,axial_pressure,hoop_pressure,normal_pressure_integral,condensate_integral,current_magnitude,center_condensate,max_normal_pressure,minimum_potential,max_bvp_residual,outer_tail_derivative,nodes,current_mode_speed_squared,axial_transverse_speed_squared,hoop_transverse_speed_squared,envelope_derivative_error
0.0,0.5166533442941216,-0.5166533442941216,-0.5166533442941216,-6.54064753444477e-13,2.8911786292937496,0.0,0.7071270157626529,1.228739332503892e-13,3.316244841572204e-58,2.489400787931196e-10,4.5457165022701396e-12,1534,1.0,1.0,1.0,-8.689988491372702e-05
0.001547583306256816,0.5188771788004076,-0.5188771788004076,-0.5144560450666577,-6.283337318926568e-13,2.856798542524813,0.11238455590909661,0.7050233337636457,1.225755608125212e-13,2.158705659121801e-59,2.486598969442677e-10,4.086032415121165e-12,1555,0.9761121932227672,1.0,0.9914794215001492,4.3124953009954226e-05
0.003095166612513632,0.5210746115067866,-0.5210746115067866,-0.5123371543193199,-6.349933065768372e-13,2.822935977708436,0.1570518457331427,0.7029134861367027,1.250735626179278e-13,1.975569733633643e-58,2.4941961624900524e-10,3.674428022047037e-12,1552,0.9523738817262019,1.0,0.9832318501141312,4.186391415750279e-05
0.0046427499187704484,0.5232460369699303,-0.5232460369699303,-0.5102947341457466,-6.339668520028117e-13,2.7895758011479623,0.19007535598199504,0.7007974124093167,1.267111415792499e-13,7.5959923321926875e-59,2.483948871740809e-10,3.305697245208278e-12,1551,0.928771471012346,1.0,0.9752481587836125,4.065606095293717e-05
0.006190333225027264,0.5253918382854635,-0.5253918382854635,-0.5083269249099259,-6.33087521108091e-13,2.756703517436661,0.21689376829936047,0.6986750513599554,1.2832096496495637e-13,2.2985351108096008e-61,2.4829997974662354e-10,2.9752180916925864e-12,1550,0.9052918585280949,1.0,0.9675196450876999,3.9498475708610314e-05
0.00773791653128408,0.527512387568178,-0.527512387568178,-0.5064319410581352,-6.402266832597055e-13,2.72430523446659,0.23964467607731763,0.6965463409952523,1.3091611128501768e-13,1.5948907514862097e-58,2.4924058351735664e-10,2.6788846949838607e-12,1547,0.8819223965206717,1.0,0.9600380066765384,3.8388439560277376e-05
0.009285499837540897,0.5296080464060887,-0.5296080464060887,-0.5046080672077854,-6.397718317127736e-13,2.692367630790261,0.2594400407877353,0.6944112185269222,1.3282430710859217e-13,1.1288999424128554e-59,2.4994042072820243e-10,2.41304757347804e-12,1545,0.8586508574996382,1.0,0.9527953184096186,3.7323414125101095e-05
0.010833083143797712,0.5316791662900804,-0.5316791662900804,-0.5028536544914496,-6.39469356640046e-13,2.660877925148601,0.2769497572233763,0.692269620348387,1.3462841952360804e-13,7.572692487880852e-60,2.4778974074920055e-10,2.174461052696572e-12,1545,0.8354654020640846,1.0,0.945784011061092,3.630102566432036e-05
0.012380666450054529,0.5337260890207586,-0.5337260890207586,-0.5011671171363408,-6.470818306080407e-13,2.6298238479944214,0.29261640543179035,0.690121482011039,1.3739703819126703e-13,1.5162537769337645e-59,2.4965920991463547e-10,1.9602369787233233e-12,1542,0.812354548877833,1.0,0.9389968514670988,3.53190556880989e-05
0.013928249756311345,0.5357491470939946,-0.5357491470939946,-0.49954692926124944,-6.471428778572743e-13,2.5991936148575077,0.30675164781065417,0.6879667382001339,1.3963830092222906e-13,5.163902440861685e-60,2.4915644829898176e-10,1.7678039264760037e-12,1541,0.7893071466011808,1.0,0.932426924001442,3.437542680950756e-05
0.01547583306256816,0.5377486640665147,-0.5377486640665147,-0.49799162187451645,-6.486661473011307e-13,2.5689759014110525,0.319585486689595,0.6858053227103006,1.4202528042517315e-13,1.3310446271662688e-59,2.4980515853735524e-10,1.5948712326028585e-12,1539,0.7663123475994776,1.0,0.926067613276152,3.346819214211649e-05
0.017023416368824977,0.5397249549028252,-0.5397249549028252,-0.49649978005810075,-6.491268159545558e-13,2.5391598201100813,0.3312938683147605,0.6836371684205949,1.4430123762565472e-13,7.444525112675685e-62,2.4865923238250384e-10,1.4393972647191165e-12,1538,0.7433595832685737,1.0,0.9199125879726888,3.259552700529689e-05
