w,energy,axial_pressure,hoop_pressure,normal_pressure_integral,condensate_integral,current_magnitude,center_condensate,max_normal_pressure,minimum_potential,max_bvp_residual,outer_tail_derivative,nodes,current_mode_speed_squared,axial_transverse_speed_squared,hoop_transverse_speed_squared,envelope_derivative_error
-0.06000000000000002,0.6989931822446646,-0.40392147909530035,-0.40392147909530035,-6.206655013233737e-13,4.917861719156067,1.2046251837498836,0.7845064155016922,2.303990331853356e-13,1.9894631354466515e-55,2.499053276762888e-10,4.432661511211958e-10,1503,0.43210930584224966,0.5778618294933784,0.5778618294933784,-0.00019663780477818804
-0.05900000000000001,0.6933775812509787,-0.4063670411985986,-0.4063670411985986,-6.015956442839525e-13,4.86458542461661,1.18160369407435,0.7832753386262862,2.1294771501700893e-13,4.3371927280581027e-57,2.4984238202689147e-10,4.066638209912023e-10,1507,0.43895036818037136,0.5860689070238454,0.5860689070238454,9.727251461377762e-05
-0.05800000000000002,0.6879098962951136,-0.4087862590649462,-0.4087862590649462,-5.756913978218695e-13,4.8124765039684,1.1589978196150237,0.7820425369745307,2.1037338537865935e-13,1.0100426745129754e-55,2.4981045773561403e-10,3.732624031960923e-10,1511,0.4459220145118175,0.5942438991887635,0.5942438991887635,9.326526404773716e-05
-0.057000000000000016,0.6825844553673548,-0.411179704233095,-0.411179704233095,-5.666512450773525e-13,4.761486862004554,1.136789407415196,0.7808079965656811,1.9282492269567797e-13,1.328265272967794e-56,2.498155803321379e-10,3.427640370142643e-10,1515,0.4529105189226891,0.6023865633034456,0.6023865633034456,8.949685495052151e-05
-0.056000000000000015,0.6773959160636374,-0.4135479249206607,-0.4135479249206607,-5.530573038330314e-13,4.711571270410295,1.114961261580293,0.7795717035267999,1.8826606940081092e-13,7.339399326648321e-56,2.496929002489907e-10,3.149005145642713e-10,1517,0.4599187634916498,0.6104966314585965,0.6104966314585965,8.594875938117141e-05
-0.055000000000000014,0.6723392403938574,-0.4158914474010241,-0.4158914474010241,-5.461572557042016e-13,4.662687145324239,1.0934970634777466,0.778333644082844,1.8158391457134826e-13,2.065844424967119e-55,2.499241712555892e-10,2.8943010399656607e-10,1518,0.4669496211297831,0.6185738127636194,0.6185738127636194,8.260420665484602e-05
-0.05400000000000001,0.6674096719603827,-0.4182107772743983,-0.4182107772743983,-5.335925266440365e-13,4.614794346036747,1.0723812989023482,0.7770938045473413,1.7120332929110305e-13,3.422051658834038e-55,2.4971566817560026e-10,2.6613474151966516e-10,1520,0.47400596168819725,0.626617795402916,0.626617795402916,7.944799266068614e-05
-0.05300000000000001,0.6626027152436084,-0.42050640064304606,-0.42050640064304606,-5.099497985842871e-13,4.5678549924634355,1.0515991913771978,0.7758521713136461,1.7062046220317484e-13,6.5004522341848606e-55,2.498294435472054e-10,2.4481754476491735e-10,1525,0.4810906578607586,0.6346282485251291,0.6346282485251291,7.646630609192684e-05
-0.05200000000000001,0.6579141167646315,-0.422778785199474,-0.422778785199474,-5.049212716953671e-13,4.521833299329951,1.031136640858193,0.7746087308466721,1.7325724188665959e-13,4.370075140786321e-56,2.499933014561885e-10,2.2530060827232407e-10,1526,0.48820659090810226,0.6426048239830107,0.6426048239830107,7.36465739543668e-05
-0.05100000000000001,0.6533398479240033,-0.4250283812355239,-0.4250283812355239,-4.899063116885313e-13,4.476695425264298,1.0109801671940442,0.7733634696750674,1.765393387032077e-13,1.514432998020288e-55,2.499234134365312e-10,2.0742304610614015e-10,1528,0.49535665625343195,0.6505471579394057,0.6505471579394057,7.097733542504869e-05
-0.05000000000000001,0.6488760893404719,-0.4272556225794092,-0.4272556225794092,-4.832612164469104e-13,4.432409335221255,0.991116857765938,0.7721163743838577,1.7898182935738305e-13,1.117404623292747e-57,2.494312588719998e-10,1.910392514145641e-10,1531,0.5025437689724931,0.6584548723527148,0.6584548723527148,6.844812442174941e-05
-0.04900000000000001,0.6445192165344453,-0.42946092746699405,-0.42946092746699405,-4.768121190189289e-13,4.38894467484594,0.9715343187886204,0.7708674316074573,1.8118839761882555e-13,6.2230152778611435e-56,2.4974386612468435e-10,1.760173474944592e-10,1532,0.5097708692052991,0.6663275763540282,0.6663275763540282,6.604936829512909e-05
-0.048000000000000015,0.6402657868197789,-0.4316446993529916,-0.4316446993529916,-4.744532617455874e-13,4.3462726555580655,0.9522206298068135,0.7696166280230206,1.827843432167242e-13,3.234972262043337e-57,2.497039871070544e-10,1.6223780696422982e-10,1533,0.5170409275262287,0.6741648675263205,0.6741648675263205,6.377229654308536e-05
-0.047000000000000014,0.6361125272831207,-0.4338073276671456,-0.4338073276671456,-4.575149226432378e-13,4.304365949276067,0.9331643009612517,0.7683639503441486,1.8544887847582459e-13,7.366456997076462e-56,2.4961370903074513e-10,1.495922200123097e-10,1538,0.5243569502952792,0.6819663330951299,0.6819663330951299,6.16088619875832e-05
-0.04600000000000001,0.6320563237441347,-0.4359491885199917,-0.4359491885199917,-4.565705241022251e-13,4.263198591829194,0.9143542326337334,0.767109385314903,1.864133847284677e-13,1.0999616670442841e-55,2.4973270920955334e-10,1.379821939218088e-10,1538,0.5317219850119406,0.6897315510389073,0.6897315510389073,5.955167138482764e-05
-0.04500000000000001,0.6280942106016901,-0.43807064536231755,-0.43807064536231755,-4.560672919251879e-13,4.2227458942082805,0.895779677106698,0.7658529197040737,1.8705870186153106e-13,1.3863882356630171e-56,2.499635226913976e-10,1.2731836902344087e-10,1540,0.5391391257014013,0.6974600911265568,0.6974600911265568,5.759392098880767e-05
-0.04400000000000001,0.6242233614819925,-0.4401720496020419,-0.4401720496020419,-4.4499297585019925e-13,4.182984360907966,0.8774302018955284,0.7645945402997263,1.8867546414114145e-13,3.869049290488984e-56,2.491798582687323e-10,1.1751953801414345e-10,1543,0.5466115183622758,0.7051515158884997,0.7051515158884997,5.572934348663239e-05
-0.04300000000000001,0.6204410806135735,-0.44225374118191235,-0.44225374118191235,-4.4635319537224213e-13,4.143891614689792,0.859295654425614,0.7633342339040183,1.8868240303504535e-13,4.16906085703467e-56,2.49718412888392e-10,1.0851185661190383e-10,1544,0.5541423664832464,0.7128053815272094,0.7128053815272094,5.3952156257253137e-05
-0.04200000000000001,0.6167447948621299,-0.44431604912104433,-0.44431604912104433,-4.439803957724557e-13,4.105446327168703,0.8413661277357474,0.7620719873281588,1.8888363095825866e-13,8.962402160713814e-57,2.4997114113039714e-10,1.0022813586107607e-10,1546,0.5617349366681521,0.7204212387724632,0.7204212387724632,5.225701598909893e-05
-0.04100000000000001,0.6131320463655546,-0.44635929202311325,-0.44635929202311325,-4.456383637544938e-13,4.067628154693694,0.8236319268940041,0.7608077873876513,1.886407696716219e-13,1.0275598402186267e-55,2.4978637996524903e-10,9.260720661705848e-11,1548,0.5693925643878579,0.7279986336858177,0.7279986336858177,5.063898268486966e-05
-0.04000000000000001,0.6096004857154171,-0.4483837785537033,-0.4483837785537033,-4.4396778722839346e-13,4.030417679042845,0.8060835358085691,0.7595416208977066,1.886407696716219e-13,1.50861385643396e-55,2.499151458343575e-10,8.559334874921652e-11,1551,0.5771186598782077,0.7355371084186185,0.7355371084186185,4.9093480866346795e-05
-0.03900000000000001,0.6061478656369091,-0.4503898078891176,-0.4503898078891176,-4.480277871832392e-13,3.9937963525074727,0.7887115841083975,0.7582734746688058,1.881481082044445e-13,5.86512966923135e-57,2.4974502449496706e-10,7.913577765496572e-11,1554,0.5849167142139015,0.7430362019271833,0.7430362019271833,4.76162687310655e-05
-0.038000000000000006,0.602772035124001,-0.45237767013874847,-0.45237767013874847,-4.545052165869483e-13,3.957746446980333,0.7715068137523137,0.7570033355024616,1.8762769116165146e-13,9.801404638013248e-58,2.4990829417088867e-10,7.318818228901107e-11,1559,0.5927903055796232,0.7504954506485794,0.7504954506485794,4.6203409186151845e-05
-0.03700000000000001,0.5994709339909546,-0.45434764674291606,-0.45434764674291606,-4.60930981342189e-13,3.92225100670374,0.7544600450022352,0.7557311901871155,1.87586057798228e-13,1.2904044480172869e-57,2.4994380258303813e-10,6.770830894423726e-11,1564,0.6007431057671866,0.7579143891399607,0.7579143891399607,4.48512422184244e-05
