w,energy,axial_pressure,hoop_pressure,normal_pressure_integral,condensate_integral,current_magnitude,center_condensate,max_normal_pressure,minimum_potential,max_bvp_residual,outer_tail_derivative,nodes,current_mode_speed_squared,axial_transverse_speed_squared,hoop_transverse_speed_squared,envelope_derivative_error
0.0,0.4706779088330807,-0.4706779088330807,-0.4706779088330807,-7.795185419436892e-11,3.611211026478092,0.0,0.7222945891201671,2.7928787754705198e-11,6.173753689785103e-53,9.95761607088688e-09,5.7662024430698094e-08,591,1.0,1.0,1.0,-0.0006773243118962657
0.0034246760197673967,0.4767753584653993,-0.4767753584653993,-0.46475042358662694,-9.566474861737396e-11,3.5112620316093555,0.20548162271212542,0.7181012803127066,2.7064600560677832e-11,2.465190328815662e-32,9.7792044569186e-09,4.3927059990867376e-08,565,0.9442049815511672,1.0,0.9747786149907639,0.000332159662281839
0.006849352039534793,0.48270511879031336,-0.48270511879031336,-0.4593125261077292,-9.615625492678386e-11,3.4153000966457623,0.28265300997800147,0.7138795448322702,2.8751327707521313e-11,6.0346015720050344e-52,9.78574042441548e-09,3.3596818667901395e-08,566,0.8897747830908808,1.0,0.9515385443990996,0.0003080669658375168
0.01027402805930219,0.4884737648657921,-0.4884737648657921,-0.4543328004313535,-9.658763831622548e-11,3.3230359346280975,0.3368258476698294,0.7096289452182382,3.054578812111686e-11,5.057192529004705e-52,9.782679507898785e-09,2.579339621461308e-08,567,0.8365132722687174,1.0,0.9301068616370445,0.000286393346974112
0.013698704079069587,0.4940874018773147,-0.4940874018773147,-0.4497829252041361,-9.701892912482477e-11,3.234209339617158,0.3785365930042226,0.7053490277238432,3.2457675436248223e-11,6.162975822039155e-33,9.770871725809402e-09,1.9874194613005793e-08,568,0.7842434959493079,1.0,0.9103306894593121,0.00026683518048709054
0.017123380098836984,0.4995517116821744,-0.4995517116821744,-0.44563728522919355,-9.750496565401935e-11,3.148585509507124,0.4120123564691269,0.7010393217380957,3.4495857559324605e-11,6.162975822039155e-33,9.75051406954697e-09,1.5366415947177838e-08,569,0.7328047533791522,1.0,0.8920743835079032,0.0002491324299949138
0.02054805611860438,0.5048719935636282,-0.5048719935636282,-0.4418726413872666,-1.0078315544925623e-10,3.0659519232732406,0.43949173481430115,0.6966993391628872,3.696071226855224e-11,1.6517176934621262e-51,9.971769757127514e-09,1.1920478767232486e-08,568,0.682050135217863,1.0,0.8752171778599125,0.00023306338791262426
0.023972732138371776,0.5100532000447594,-0.5100532000447594,-0.43846784880338785,-1.0138617923712968e-10,2.9861156762682475,0.46234417865160615,0.6923285737442062,3.9255675099436615e-11,1.4051070656188225e-52,9.932054695710197e-09,9.276691132487146e-09,569,0.6318444401915264,1.0,0.8596512065112235,0.0002184379162994965
0.027397408158139173,0.515099968470583,-0.515099968470583,-0.4354036151024307,-1.0216751656382738e-10,2.9089011963518985,0.48148605136338263,0.6879265003638748,4.169802697573388e-11,6.162975822039155e-33,9.88241947822579e-09,7.241270971330706e-09,570,0.5820623986599969,1.0,0.8452798325637954,0.0002050921627620994
0.03082208417790657,0.5200166489642017,-0.5200166489642017,-0.43266229217623414,-1.031609740692316e-10,2.83414827770095,0.49756929149646356,0.6834925742767676,4.429364514058065e-11,1.735691479808211e-52,9.821691813816214e-09,5.668997721279289e-09,571,0.5325871465138108,1.0,0.8320162307072958,0.00019288466687905625
