w,energy,axial_pressure,hoop_pressure,normal_pressure_integral,condensate_integral,current_magnitude,center_condensate,max_normal_pressure,minimum_potential,max_bvp_residual,outer_tail_derivative,nodes,current_mode_speed_squared,axial_transverse_speed_squared,hoop_transverse_speed_squared,envelope_derivative_error
-0.029999999999999992,0.550437231528944,-0.4087998997999683,-0.4087998997999683,-5.5905265808838274e-11,4.72124439096586,0.8177435160102449,0.7578728925134897,1.5137613385007853e-11,3.044563508069815e-48,9.80700034720386e-09,7.678938110845388e-07,550,0.6287400973551273,0.7426821377333959,0.7426821377333959,-0.00013569502297405833
-0.028999999999999995,0.5467293288213847,-0.4111489728717106,-0.4111489728717106,-6.266662186481158e-11,4.675184687919801,0.7961552638264933,0.7567189574862526,1.562603518800998e-11,1.8356934326937702e-49,9.974513573222202e-09,6.994115391385541e-07,550,0.6384050803317949,0.7520155791862267,0.7520155791862267,6.72990646792826e-05
-0.027999999999999994,0.5431133324826471,-0.4134752190860174,-0.4134752190860174,-6.721308418993389e-11,4.6299326213082095,0.7747359099589416,0.7555628908000819,1.5862824942480813e-11,6.162975822039155e-33,9.906005242428025e-09,6.37403575745103e-07,551,0.6482549698516727,0.7613055956405347,0.7613055956405347,6.517712368259154e-05
-0.026999999999999996,0.5395865294889456,-0.41577903584726617,-0.41577903584726617,-7.089461704484378e-11,4.585462727469611,0.7534684117302809,0.7544046849531563,1.6083273601807946e-11,3.275715893544195e-48,9.828030426219038e-09,5.812212355429797e-07,552,0.6582279063055901,0.770551177845488,0.770551177845488,6.314932472761825e-05
-0.025999999999999995,0.5361463254956071,-0.4180608081121364,-0.4180608081121364,-7.527804656917e-11,4.541750668595033,0.7323352903744084,0.7532443323549125,1.655253017984748e-11,2.0424119460938187e-48,9.981606449316917e-09,5.3028467373101e-07,552,0.6683291757495743,0.7797513257704155,0.7797513257704155,6.120987116053911e-05
-0.024999999999999994,0.5327902381639377,-0.42032090893560337,-0.42032090893560337,-7.767194510122326e-11,4.498773169133369,0.7113184945457677,0.7520818253243852,1.6751648679314002e-11,4.299164222218487e-49,9.888426595142748e-09,4.840751549635209e-07,553,0.6785642659953879,0.788905048981532,0.788905048981532,5.9353858398392134e-05
-0.023999999999999994,0.5295158909497469,-0.4225596999889865,-0.4225596999889865,-7.953716256290345e-11,4.456507956698355,0.6903992439413429,0.7509171560916857,1.6939630254064753e-11,7.46711993271726e-49,9.819122003731778e-09,4.421282399997007e-07,554,0.6889388784227702,0.798011367007471,0.798011367007471,5.757711734100113e-05
-0.022999999999999996,0.5263210073032315,-0.42477753204653657,-0.42477753204653657,-8.25560776189275e-11,4.414933706812825,0.6695578478501291,0.749750316796454,1.7399040541654642e-11,5.0288811905094e-49,9.927517526414024e-09,4.0402777513340597e-07,554,0.6994589401096115,0.8070693097032468,0.8070693097032468,5.5874917723741646e-05
-0.021999999999999995,0.5232034052547639,-0.42697474544563474,-0.42697474544563474,-8.363379200480868e-11,4.37402999132406,0.648773492083371,0.7485812994860304,1.7572873711735326e-11,8.890205313290548e-51,9.841766978527127e-09,3.6940058456246933e-07,555,0.7101306176744795,0.8160779176078327,0.8160779176078327,5.4243395931852234e-05
-0.020999999999999994,0.520160992363126,-0.4291516705246525,-0.4291516705246525,-8.608705682715786e-11,4.333777230403501,0.6280239857983455,0.7474100961175748,1.803206195472029e-11,5.592055422985374e-51,9.946678233542245e-09,3.379117789416074e-07,555,0.7209603312960878,0.8250362422891188,0.8250362422891188,5.2678806005790335e-05
-0.019999999999999997,0.5171917609814298,-0.43130862803365017,-0.43130862803365017,-8.65785267915769e-11,4.294156647388984,0.6072854569692082,0.7462366985542352,1.819547984505121e-11,1.6382232333162158e-48,9.858599331394006e-09,3.092606047001212e-07,556,0.7319547699843322,0.833943346690584,0.833943346690584,5.117763508089013e-05
-0.018999999999999996,0.5142937838371221,-0.4334459295273114,-0.4334459295273114,-8.862856583994636e-11,4.2551502268321375,0.5865319817412193,0.7450610985678047,1.8656194644695034e-11,6.814016564185118e-49,9.947487522220015e-09,2.8317676834226505e-07,556,0.7431209078241506,0.8427983054615038,0.8427983054615038,4.973660216744946e-05
