s,drift_comparison,x,required_negative_null,worst_direction
0.0,0.2,-2.096875,0.10471161819854684,-0.0018716876546846404
0.0,0.2,-2.090625,0.10229500956264871,-0.0016950660082243499
0.0,0.2,-2.084375,0.10017259067980634,-0.0015091307586811214
0.0,0.2,-2.078125,0.09832534671777496,-0.0013305250881787683
0.0,0.2,-2.0718750000000004,0.09672690615194261,-0.001163289707638999
0.0,0.2,-2.065625,0.09536137153985522,-0.0010080343278302574
0.0,0.2,-2.059375,0.09452703495926519,-0.0008619426901019121
0.0,0.2,-2.053125,0.0941892523303107,-0.0007234342260545253
0.0,0.2,-2.046875,0.09412745540124656,-0.0005926184696041639
0.0,0.2,-2.0406250000000004,0.09431735227699937,-0.0004687812708819536
0.0,0.2,-2.034375,0.09453424600403383,-0.0003514225288262344
0.0,0.2,-2.028125,0.0947749394620862,-0.0002401774039206316
0.0,0.2,-2.021875,0.09529077980316475,-0.0001332326974865968
0.0,0.2,-2.015625,0.09606876517434985,-2.915481469370753e-05
0.0,0.2,-2.0093750000000004,0.09685492846079592,7.245821676120114e-05
0.0,0.2,-2.003125,0.09764960913353508,0.00017186879502192727
0.0,0.2,-1.9968750000000002,0.09839732445056316,0.0002690601464580049
0.0,0.2,-1.990625,0.09910137366946599,0.0003638504563428365
0.0,0.2,-1.984375,0.09976268164552281,0.0004560830672342893
0.0,0.2,-1.9781250000000001,0.10038439744092684,0.0005455389612598464
0.0,0.2,-1.971875,0.1009712117772001,0.0006320828113280818
0.0,0.2,-1.9656250000000002,0.10152582617856129,0.0007155302127864852
0.0,0.2,-1.959375,0.10205950703237494,0.0007958012592440868
0.0,0.2,-1.953125,0.10257406452424081,0.0008727789178205037
0.0,0.2,-1.9468750000000001,0.10308645540171335,0.0009464585188312752
0.0,0.2,-1.940625,0.10359722532025155,0.001016815393377316
0.0,0.2,-1.9343750000000002,0.10419908066560574,0.0010839477295469916
0.0,0.2,-1.928125,0.10488605773883042,0.001148168915760727
0.0,0.2,-1.921875,0.10571669931434333,0.0012099075854929435
0.0,0.2,-1.9156250000000001,0.10667982594879333,0.0012695513867990841
0.0,0.2,-1.909375,0.10775578451518686,0.0013275559274166368
0.0,0.2,-1.9031250000000002,0.10894041675687802,0.0014075588231511995
0.0,0.2,-1.896875,0.17893943542869145,0.0008689997081012807
0.0,0.2,-1.890625,0.18020943874198483,0.0009012968127762985
0.0,0.2,-1.8843750000000001,0.18144500299524133,0.0009349098396482135
0.0,0.2,-1.878125,0.182648043652803,0.000968254152981029
0.0,0.2,-1.8718750000000002,0.18385327076018593,0.0010007734721038605
0.0,0.2,-1.865625,0.1850605753021965,0.0010322580781826312
0.0,0.2,-1.859375,0.18627167124192312,0.0010626277364499095
0.0,0.2,-1.8531250000000001,0.18748641279027795,0.001091812275600139
0.0,0.2,-1.846875,0.18870651427037752,0.0011198442871161705
0.0,0.2,-1.8406250000000002,0.1899318195760046,0.0011468988793691046
0.0,0.2,-1.834375,0.19116411334136357,0.0011735017437469908
0.0,0.2,-1.828125,0.19240335308685566,0.0012006844680629435
0.0,0.2,-1.8218750000000001,0.19365163370827965,0.0012295530746086745
0.0,0.2,-1.815625,0.19490728721175013,0.001252809388274001
0.0,0.2,-1.8093750000000002,0.19617090852479416,0.0012659291949454897
0.0,0.2,-1.803125,0.19744251375170543,0.001270867069116324
0.0,0.2,-1.796875,0.19872308692439575,0.0012714167700523364
0.0,0.2,-1.7906250000000001,0.2000130056241161,0.0012710261191749592
0.0,0.2,-1.784375,0.2013106711499319,0.001269729835556155
0.0,0.2,-1.7781250000000002,0.20261575680584276,0.0012665710535497334
0.0,0.2,-1.771875,0.20392508598427517,0.0012610906648317718
0.0,0.2,-1.765625,0.20523871724884699,0.001253264329461916
0.0,0.2,-1.7593750000000001,0.2065534459602785,0.0012434685495936989
0.0,0.2,-1.753125,0.20786965043756273,0.0012323151621309745
0.0,0.2,-1.7468750000000002,0.2091840869454019,0.0012205202965203596
0.0,0.2,-1.740625,0.2104973106711103,0.0012087006276614355
0.0,0.2,-1.734375,0.2118067636622408,0.0011972918405426536
0.0,0.2,-1.7281250000000001,0.213112996080035,0.0011864762715046034
0.0,0.2,-1.721875,0.21441215777031375,0.0011762488551569953
0.0,0.2,-1.7156250000000002,0.2157049031636642,0.001166464239998563
0.0,0.2,-1.709375,0.21698722556773753,0.0011569499763721114
0.0,0.2,-1.703125,0.21826366806352082,0.0011649603667640354
0.0,0.2,-1.6968750000000001,0.2934098592720524,0.000852032850702392
0.0,0.2,-1.690625,0.2950622257908662,0.0008424239159939355
0.0,0.2,-1.6843750000000002,0.29671117074790254,0.0008341573855210655
0.0,0.2,-1.678125,0.2983570159336333,0.0008265652924078155
0.0,0.2,-1.671875,0.3000679465407419,0.0008196752229923479
0.0,0.2,-1.6656250000000001,0.3018409655936728,0.0008131440279931912
0.0,0.2,-1.659375,0.30362622471228207,0.0008062475587277465
0.0,0.2,-1.6531250000000002,0.3054235221935525,0.0007986555572308691
0.0,0.2,-1.646875,0.3072313332213812,0.0007906846938449077
0.0,0.2,-1.640625,0.30904986987900546,0.0007830281908525356
0.0,0.2,-1.6343750000000001,0.31088078110896084,0.0007759240088559598
0.0,0.2,-1.628125,0.31272388457629746,0.000768996520429061
0.0,0.2,-1.6218750000000002,0.3145778795950005,0.0007621086845732
0.0,0.2,-1.615625,0.3164430431465526,0.0007561017695108276
0.0,0.2,-1.609375,0.3183179646413331,0.0007509643609171523
0.0,0.2,-1.6031250000000001,0.3202026442174714,0.0007464044449892972
0.0,0.2,-1.596875,0.32210390037216174,0.0007421388140508527
0.0,0.2,-1.590625,0.32402142077838936,0.0007379477840716115
0.0,0.2,-1.584375,0.32595459830530904,0.0007337019169064899
0.0,0.2,-1.578125,0.32790323835588375,0.0007293581096167605
0.0,0.2,-1.5718750000000001,0.32986461697569613,0.0007249458218484968
0.0,0.2,-1.565625,0.3318387272213178,0.0007205223199589018
0.0,0.2,-1.559375,0.33382481872222924,0.0007161303722974172
0.0,0.2,-1.553125,0.335822909959602,0.0007117693043579891
0.0,0.2,-1.546875,0.337832070739374,0.0007075135394895581
0.0,0.2,-1.5406250000000001,0.33985244617691385,0.0007036027071302579
0.0,0.2,-1.534375,0.34188309878924805,0.0006999737293981856
0.0,0.2,-1.528125,0.3439240994647408,0.0006965396448647608
0.0,0.2,-1.521875,0.3459760977497589,0.0006932299513766142
0.0,0.2,-1.515625,0.3480391362526673,0.0006899990551172507
0.0,0.2,-1.5093750000000001,0.3501227768467265,0.0006868376714452996
0.0,0.2,-1.503125,0.3522303469481681,0.0006941809752597743
0.0,0.2,-1.496875,0.37841818940567595,0.000640138699713471
0.0,0.2,-1.490625,0.380664686993426,0.000635284915632653
0.0,0.2,-1.484375,0.3829175407305435,0.0006319733937330163
0.0,0.2,-1.4781250000000001,0.38517666309675413,0.000629193057243217
0.0,0.2,-1.471875,0.3874430298914416,0.0006266007320673275
0.0,0.2,-1.465625,0.389716806400733,0.0006240719122941002
0.0,0.2,-1.459375,0.3919992054269971,0.0006215555690012893
0.0,0.2,-1.453125,0.3942903581588515,0.0006190255022851236
0.0,0.2,-1.4468750000000001,0.39659161655505426,0.0006164655551524674
0.0,0.2,-1.440625,0.3989030521603673,0.000613864545849148
0.0,0.2,-1.434375,0.40122613025127934,0.0006112162191324592
0.0,0.2,-1.428125,0.4035608664400096,0.0006085185155005535
0.0,0.2,-1.421875,0.40590884260054694,0.0006057659220534944
0.0,0.2,-1.4156250000000001,0.40827001530192025,0.0006029441236568075
0.0,0.2,-1.409375,0.4106460615531415,0.0006000281390267444
0.0,0.2,-1.403125,0.41303687952088064,0.000596980781766161
0.0,0.2,-1.396875,0.4154426885996608,0.0005938791722653969
0.0,0.2,-1.390625,0.41786349748105583,0.0005909483633404234
0.0,0.2,-1.3843750000000001,0.42029801910794584,0.0005881852884227407
0.0,0.2,-1.378125,0.4227462087682426,0.0005855852967913439
0.0,0.2,-1.371875,0.4252069791005438,0.0005829281798726821
0.0,0.2,-1.365625,0.4276803591374261,0.0005803291628271203
0.0,0.2,-1.359375,0.43016519052408847,0.0005775838708512346
0.0,0.2,-1.3531250000000001,0.43266157790762105,0.0005749357013717456
0.0,0.2,-1.346875,0.4351682588172788,0.0005720925839035292
0.0,0.2,-1.340625,0.437685376261621,0.0005693451981116222
0.0,0.2,-1.334375,0.44021156242175885,0.0005663022819792214
0.0,0.2,-1.328125,0.4427471037365391,0.0005635487143211188
0.0,0.2,-1.3218750000000001,0.44529053688142417,0.0005605861188243529
0.0,0.2,-1.315625,0.44784213161879527,0.0005579318675955311
0.0,0.2,-1.309375,0.4504003396787569,0.0005549952552493708
0.0,0.2,-1.303125,0.45296816661867756,0.0005583463435002402
0.0,0.2,-1.296875,0.49848381127995395,0.0005035488719185945
0.0,0.2,-1.2906250000000001,0.5013195591756641,0.0004997330814225254
0.0,0.2,-1.284375,0.5041769122052658,0.0004967840685428536
0.0,0.2,-1.278125,0.5070553445780464,0.0004941218066064521
0.0,0.2,-1.271875,0.5099514766418037,0.0004915579681030209
0.0,0.2,-1.265625,0.5128651450890394,0.0004890523894211301
0.0,0.2,-1.2593750000000001,0.5157970587693997,0.00048657324708840715
0.0,0.2,-1.253125,0.5187470583083993,0.00048408975153135374
0.0,0.2,-1.246875,0.5217159853620996,0.00048164193928554446
0.0,0.2,-1.240625,0.5247037078207215,0.0004792541195017161
0.0,0.2,-1.234375,0.5277111401590527,0.0004769216287709328
0.0,0.2,-1.2281250000000001,0.5307381352275506,0.0004746444077713736
0.0,0.2,-1.221875,0.5337856269561987,0.00047243106584569895
0.0,0.2,-1.215625,0.5368534753171046,0.00047029844225439653
0.0,0.2,-1.209375,0.5399466349444486,0.0004682719060814495
0.0,0.2,-1.203125,0.543064911067631,0.00046638070856429135
0.0,0.2,-1.1968750000000001,0.5462176853985757,0.00046466215971184647
0.0,0.2,-1.190625,0.5494046761610268,0.000463154120313763
0.0,0.2,-1.184375,0.5526107585398805,0.0004618807640536966
0.0,0.2,-1.178125,0.5558358572097675,0.0004608552098672827
0.0,0.2,-1.171875,0.5590635855030145,0.00046007589619585646
0.0,0.2,-1.1656250000000001,0.562294037116214,0.0004595351645157894
0.0,0.2,-1.159375,0.5655271366655875,0.00045924468672601745
0.0,0.2,-1.153125,0.5687629856155546,0.00045929862595555455
0.0,0.2,-1.146875,0.5720002202461003,0.00045970409371306684
