case,channel,description,total_burden,live_packet_burden,live_packet_fraction,point_peak,live_packet_point_peak,V,variant
V10_tuned_w0569_eta200,neg_Tkk_radial,negative radial null contraction,317.3028790749986,72.3794485538769,0.2281083889464775,0.1426859507291613,0.1426859507291613,10.0,tuned_w0569_eta200
V10_tuned_w0569_eta200,abs_p_l,radial pressure magnitude,51.12378765778137,13.831837692679084,0.2705558082915985,0.0115533557033858,0.0095305610972361,10.0,tuned_w0569_eta200
V10_tuned_w0569_eta200,abs_pOmega,angular pressure magnitude,2.884706482528891,0.0072147378211409,0.0025010301272717,0.0835713567910318,0.000116241540896,10.0,tuned_w0569_eta200
V10_tuned_w0569_eta200,abs_j_l,radial current magnitude,0.2611141494713322,0.0021128038775353,0.0080914951633721,0.009050198735481,0.0001236270277199,10.0,tuned_w0569_eta200
V10_tuned_w0569_eta200,neg_rho_euler,negative Eulerian density,0.3443052380054721,0.0,0.0,0.0123701092201406,0.0,10.0,tuned_w0569_eta200
V10_tuned_w0569_eta200,neg_rho_packet,negative packet-comoving density,0.5280377458273507,0.0,0.0,0.2901041936041418,0.0,10.0,tuned_w0569_eta200
