case,total_burden__neg_Tkk_radial,live_packet_burden__neg_Tkk_radial,live_packet_fraction__neg_Tkk_radial,point_peak__neg_Tkk_radial,live_packet_point_peak__neg_Tkk_radial,total_burden__abs_p_l,live_packet_burden__abs_p_l,live_packet_fraction__abs_p_l,point_peak__abs_p_l,live_packet_point_peak__abs_p_l,total_burden__abs_pOmega,live_packet_burden__abs_pOmega,live_packet_fraction__abs_pOmega,point_peak__abs_pOmega,live_packet_point_peak__abs_pOmega,total_burden__abs_j_l,live_packet_burden__abs_j_l,live_packet_fraction__abs_j_l,point_peak__abs_j_l,live_packet_point_peak__abs_j_l,total_burden__neg_rho_euler,live_packet_burden__neg_rho_euler,live_packet_fraction__neg_rho_euler,point_peak__neg_rho_euler,live_packet_point_peak__neg_rho_euler,total_burden__neg_rho_packet,live_packet_burden__neg_rho_packet,live_packet_fraction__neg_rho_packet,point_peak__neg_rho_packet,live_packet_point_peak__neg_rho_packet,live_packet_burden__neg_Tkk_radial_ratio_vs_base,total_burden__neg_Tkk_radial_ratio_vs_base,live_packet_fraction__neg_Tkk_radial_ratio_vs_base,point_peak__neg_Tkk_radial_ratio_vs_base,live_packet_point_peak__neg_Tkk_radial_ratio_vs_base,live_packet_burden__abs_p_l_ratio_vs_base,total_burden__abs_p_l_ratio_vs_base,live_packet_fraction__abs_p_l_ratio_vs_base,point_peak__abs_p_l_ratio_vs_base,live_packet_point_peak__abs_p_l_ratio_vs_base,live_packet_burden__abs_pOmega_ratio_vs_base,total_burden__abs_pOmega_ratio_vs_base,live_packet_fraction__abs_pOmega_ratio_vs_base,point_peak__abs_pOmega_ratio_vs_base,live_packet_point_peak__abs_pOmega_ratio_vs_base,live_packet_burden__abs_j_l_ratio_vs_base,total_burden__abs_j_l_ratio_vs_base,live_packet_fraction__abs_j_l_ratio_vs_base,point_peak__abs_j_l_ratio_vs_base,live_packet_point_peak__abs_j_l_ratio_vs_base,live_points,max_packet_norm_live,min_packet_norm_live,positive_packet_norm_live,unsafe_penalty,pl_live_ratio,tkk_live_ratio,pl_peak_ratio,tkk_peak_ratio,infra_pressure_ratio,score,V,variant,live_packet_burden__abs_p_l_ratio_vs_V_base,live_packet_burden__neg_Tkk_radial_ratio_vs_V_base,total_burden__abs_p_l_ratio_vs_V_base,total_burden__neg_Tkk_radial_ratio_vs_V_base,point_peak__abs_p_l_ratio_vs_V_base,point_peak__neg_Tkk_radial_ratio_vs_V_base
V10_tuned_w0569_eta200,317.3028790749986,72.3794485538769,0.2281083889464775,0.1426859507291613,0.1426859507291613,51.12378765778137,13.831837692679084,0.2705558082915985,0.0115533557033858,0.0095305610972361,2.884706482528891,0.0072147378211409,0.0025010301272717,0.0835713567910318,0.000116241540896,0.2611141494713322,0.0021128038775353,0.0080914951633721,0.009050198735481,0.0001236270277199,0.3443052380054721,0.0,0.0,0.0123701092201406,0.0,0.5280377458273507,0.0,0.0,0.2901041936041418,0.0,1.0019040220542024,1.001965710597932,0.9999384324801964,1.0006232536962398,1.0006232536962398,1.001288704287954,1.0014442202585194,0.9998447083048468,1.0005293739270644,1.000000002270926,0.999064004100321,1.001515709809388,0.9975520047413596,1.0020287756830888,0.998808407111578,0.9989745181186066,0.9989990773909913,0.999975416121055,0.9997173070685657,0.9977749404145444,260,-198.92548755227472,-177061.86311336653,0,0.0,1.001288704287954,1.0019040220542024,1.0005293739270644,1.0006232536962398,1.0014442202585194,1.0021102077154795,10.0,tuned_w0569_eta200,0.8020036025615355,0.7361782774324344,0.7396973817886738,0.747649910380576,0.7393590215936393,0.8961648996542371
