case,allocation,cells,medium,forcing,duration,snapshots,status,failure,elapsed_seconds,initial_total_energy,initial_field_energy,initial_thermal_inventory,maximum_thermal_balance_error,maximum_velocity_over_run,maximum_sound2_over_run,s,steps,minimum_thermal,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_inverse_stretch,maximum_inverse_stretch,total_slice_energy,field_slice_energy,material_slice_energy,thermal_inventory,thermal_balance_residual,net_charge,maximum_abs_charge_density,maximum_field_density,maximum_end_traction,thermal_endpoint,thermal_electrical,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral
capacitor4_ideal_baseline_n128_force0_end0.5_snap101,field,128,baseline,0.0,0.5,101,constitutive_domain_limit,stored thermal energy reached zero,2.7990009812638164,122.1647029807945,20.771617895741976,5.570006386371621,0.08143775295185669,0.9871236275863566,0.021829794615419524,0.1120033590175291,51.0,1.0842870634686363e-06,-0.65625,0.987058408470034,0.021829794615419524,0.00036702083086385566,0.2613713726425561,120.97679037118819,18.246251820783794,102.7305385504044,5.651444139323478,0.08143775295185669,0.0,0.039621471094894604,0.001199188016415233,0.019948796041072227,0.0,0.0,0.0,0.0,0.0,0.0,1.0269562977782698e-15,-0.08828980700397956,-0.0062412748860397015,0.0,-4.263256414560601e-14,141.9899631234673,-241.30836947788572,0.0
