s,l,material_label,n,velocity,thermal,electric_flux,electric_field,endpoint_heat_rate,ohmic_heat_rate,heat_rate,packet_edge_distance,integrated_endpoint_heat_rate,integrated_ohmic_heat_rate,integrated_heat_rate,heat_from_material_balance
0.0,-0.5822095601821561,1.5177904398177577,0.0035604275205351923,-0.15466008286172572,0.5684203510480025,0.13756622189412146,0.029943328458291632,-5.996819927776211e-05,0.0,-5.996819927776211e-05,0.2322095601821561,0.0,0.0,0.0,0.5684203510480025
0.005,-0.5827104518019326,1.5177904398177577,0.0032874417752729785,-0.3364578219157731,0.5684061841998396,0.13756649350162647,0.029938974729214328,-5.020310361543679e-05,0.0,-5.020310361543679e-05,0.23771045180193262,-2.7542825723299727e-07,0.0,-2.7542825723299727e-07,0.5684200756197453
0.01,-0.5840883764552612,1.5177904398177577,0.0029163665865800507,-0.4850457091806087,0.568346296133815,0.1375682552706261,0.029926873033727677,-3.6761929556487755e-05,0.0,-3.6761929556487755e-05,0.24408837645526127,-4.928408401628086e-07,0.0,-4.928408401628086e-07,0.5684198582071623
0.015,-0.5861313207324597,1.5177904398177577,0.002532207115243019,-0.6000924501377861,0.568137790451618,0.1375675958240089,0.02990809563728089,-1.683748120316593e-05,0.0,-1.683748120316593e-05,0.2511313207324597,-6.268393670619428e-07,0.0,-6.268393670619428e-07,0.5684197242086354
0.02,-0.5886421083418075,1.5177904398177577,0.0021858217996110815,-0.685972320015975,0.5676520024971283,0.1375722087085491,0.029886102022877323,1.1311859194826547e-05,0.0,1.1311859194826547e-05,0.25864210834180756,-6.406534220827913e-07,0.0,-6.406534220827913e-07,0.5684197103945804
0.025,-0.5914745342012585,1.5177904398177577,0.0018906893272619594,-0.7498890508085773,0.5669336420405224,0.13757842027396397,0.02986141661993227,4.8387670139034775e-05,0.0,4.8387670139034775e-05,0.26647453420125855,-4.91404598748138e-07,0.0,-4.91404598748138e-07,0.5684198596434037
0.03,-0.5945245611531449,1.5177904398177577,0.001643180903105898,-0.7978125308554509,0.5661419207174625,0.1375931131085056,0.029836474649409663,9.410219148761324e-05,0.0,9.410219148761324e-05,0.27452456115314494,-1.3517994468151808e-07,0.0,-1.3517994468151808e-07,0.5684202158680578
0.035,-0.5977162282990226,1.5177904398177577,0.0014397506534492438,-0.8341231936020417,0.5653087322170415,0.13761478957756762,0.029811637924891197,0.0001466995593405862,0.0,0.0001466995593405862,0.28271622829902265,4.66824432388981e-07,0.0,4.66824432388981e-07,0.5684208178724349
0.04,-0.6009971268761455,1.5177904398177577,0.001273688169638894,-0.8620207972624189,0.5644269833673354,0.13764091939583364,0.02978683346202232,0.00020262760864549846,0.0,0.00020262760864549846,0.29099712687614554,1.3401423523541921e-06,0.0,1.3401423523541921e-06,0.5684216911903548
0.045,-0.604332922552952,1.5177904398177577,0.0011372951309294513,-0.883767492978242,0.563513165200008,0.1376713510791424,0.029762340946337215,0.0002530477811604217,0.0,0.0002530477811604217,0.2993329225529521,2.479330826868992e-06,0.0,2.479330826868992e-06,0.5684228303788293
0.05,-0.6077004881114747,1.5177904398177577,0.001024240022047129,-0.9009609648285636,0.5627125956917503,0.13770418582583435,0.02973796132297218,0.0002873739172940396,0.0,0.0002873739172940396,0.30770048811147477,3.830385073005147e-06,0.0,3.830385073005147e-06,0.5684241814330755
0.055,-0.611078095011311,1.5177904398177577,0.0009294981622018802,-0.9146583882064143,0.5618592706701715,0.13772056372627262,0.029709827945626037,0.0002939635411017034,0.0,0.0002939635411017034,0.3160780950113111,5.283728718994503e-06,0.0,5.283728718994503e-06,0.5684256347767215
0.06,-0.6144574387378458,1.5177904398177577,0.0008488918403660454,-0.9257276368970068,0.560869572305421,0.1377211847271784,0.029678181931872227,0.0002598140924453707,0.0,0.0002598140924453707,0.3244574387378457,6.668172802862187e-06,0.0,6.668172802862187e-06,0.5684270192208053
0.065,-0.6178390867631524,1.5177904398177577,0.0007794607024539886,-0.9348350606031104,0.5598223039075773,0.1377189266099826,0.029645801839071517,0.00017042677439540172,0.0,0.00017042677439540172,0.33283908676315244,7.74377496996412e-06,0.0,7.74377496996412e-06,0.5684280948229724
0.07,-0.6212214717071568,1.5177904398177577,0.0007191560731173405,-0.9424171214135348,0.5587255469129814,0.1377144914435246,0.029612856487146046,1.0148066140623995e-05,0.0,1.0148066140623995e-05,0.3412214717071568,8.195212071304186e-06,0.0,8.195212071304186e-06,0.5684285462600738
0.075,-0.6246046686449509,1.5177904398177577,0.0006663977973417051,-0.9487999350708801,0.5575728063574092,0.1377087975207087,0.02957954495675377,-0.00023760644784814747,0.0,-0.00023760644784814747,0.3496046686449509,7.626566117035378e-06,0.0,7.626566117035378e-06,0.5684279776141196
0.08,-0.6279899246066405,1.5177904398177577,0.0006199302966026314,-0.9542180576752612,0.5564663590358742,0.13770271332002854,0.02954604353753697,-0.0005904305401353075,0.0,-0.0005904305401353075,0.3579899246066405,5.5564736470767385e-06,0.0,5.5564736470767385e-06,0.5684259075216496
0.085,-0.6313791730744507,1.5177904398177577,0.0005787490875946452,-0.9588609290299688,0.5553414737476575,0.13770511350616677,0.0295142369379906,-0.001054554337413702,0.0,-0.001054554337413702,0.36637917307445067,1.4440114532042112e-06,0.0,1.4440114532042112e-06,0.5684217950594557
0.09,-0.6347744622599866,1.5177904398177577,0.0005419444072116604,-0.9629026309060478,0.5537828226803274,0.13772067423911374,0.029485101319680927,-0.0016323091964147755,0.0,-0.0016323091964147755,0.37477446225998656,-5.27314738136697e-06,0.0,-5.27314738136697e-06,0.5684150779006211
0.095,-0.6381774535507283,1.5177904398177577,0.0005088387893251213,-0.9664855748690597,0.5512419534926665,0.1377385153822401,0.029456285071239926,-0.002334582953945226,0.0,-0.002334582953945226,0.3831774535507283,-1.5190377757266984e-05,0.0,-1.5190377757266984e-05,0.5684051606702453
0.1,-0.6415893835842459,1.5177904398177577,0.00047892440057887225,-0.9697015220924365,0.547559883694885,0.1377576123770777,0.02942755613592883,-0.0031741149014831316,0.0,-0.0031741149014831316,0.3915893835842459,-2.8962122395837892e-05,0.0,-2.8962122395837892e-05,0.5683913889256066
0.105,-0.6450126380742913,1.5177904398177577,0.0004518790440878103,-0.9725440263088493,0.5436726225140632,0.13777860719805002,0.029399027715907754,-0.004166473576695143,0.0,-0.004166473576695143,0.4000126380742913,-4.731359359128355e-05,0.0,-4.731359359128355e-05,0.5683730374544111
0.11,-0.648450284783036,1.5177904398177577,0.0004274766468678861,-0.974974171226596,0.5412532463778791,0.13780313411666337,0.029371016976456124,-0.005330722126406142,0.0,-0.005330722126406142,0.408450284783036,-7.105658284903678e-05,0.0,-7.105658284903678e-05,0.5683492944651535
0.115,-0.6518883126007537,1.5177904398177577,0.00040562145345901686,-0.9770044400547537,0.5411226241441441,0.1377890302339306,0.0293346821066288,-0.006682664424475919,0.0,-0.006682664424475919,0.41688831260075376,-0.00010109004922624196,0.0,-0.00010109004922624196,0.5683192609987763
0.12,-0.6553452917017055,1.5177904398177577,0.00038575115153455486,-0.9787795153580648,0.5414888612173993,0.13777581484716053,0.029298274007371016,-0.008260924053797677,0.0,-0.008260924053797677,0.42534529170170554,-0.00013844902042192588,0.0,-0.00013844902042192588,0.5682819020275806
0.125,-0.6588228485730491,1.5177904398177577,0.00036755503653598223,-0.9803672253969461,0.5411772766348966,0.13776577873150697,0.029262262398752775,-0.010108506562592061,0.0,-0.010108506562592061,0.4338228485730491,-0.00018437259696290026,0.0,-0.00018437259696290026,0.5682359784510396
0.13,-0.6623214538463532,1.5177904398177577,0.0003508110246978984,-0.9818322450961297,0.5395221493582164,0.13776012323355585,0.029226894850204195,-0.012279519719315297,0.0,-0.012279519719315297,0.44232145384635324,-0.0002403426626676687,0.0,-0.0002403426626676687,0.5681800083853348
0.135,-0.6658405309840769,1.5177904398177577,0.00033527470636407833,-0.9832451919908937,0.5358608927131254,0.13777762628001317,0.02919615263663144,-0.014844315368563446,0.0,-0.014844315368563446,0.45084053098407695,-0.00030815225038736564,0.0,-0.00030815225038736564,0.5681121987976151
0.14,-0.6693774784088927,1.5177904398177577,0.00032077146613696347,-0.9846718448832136,0.528581693108756,0.13781741208791437,0.029169858380329587,-0.017888641594243308,0.0,-0.017888641594243308,0.45937747840889276,-0.0003899846427943826,0.0,-0.0003899846427943826,0.5680303664052081
0.145,-0.6729276314511048,1.5177904398177577,0.0003072251411314809,-0.9861568058664062,0.5162793030385692,0.13785735543933397,0.029143363965106653,-0.0215120942924641,0.0,-0.0215120942924641,0.46792763145110483,-0.0004884864825111507,0.0,-0.0004884864825111507,0.5679318645654914
0.15,-0.6764847719448907,1.5177904398177577,0.0002946599816968026,-0.9877158280896107,0.49782043874718895,0.13788867883380995,0.029114877977470054,-0.025822006457856705,0.0,-0.025822006457856705,0.4764847719448907,-0.0006068217343869528,0.0,-0.0006068217343869528,0.5678135293136155
0.155,-0.679992465186399,1.5177904398177577,0.0002854886370707371,-0.9892106848286719,0.46302602307816054,0.13778304422747428,0.029057905486540872,-0.03062384751278981,0.0,-0.03062384751278981,0.48499246518639905,-0.0007479363693135692,0.0,-0.0007479363693135692,0.5676724146786889
0.16,-0.6834808134789515,1.5177904398177577,0.0002803143575164781,-0.9903959488949193,0.42342620248127516,0.13761357955596912,0.028987657013078087,-0.035809597473925814,0.0,-0.035809597473925814,0.49348081347895156,-0.0009140199817803585,0.0,-0.0009140199817803585,0.5675063310662222
0.165,-0.6869581486433892,1.5177904398177577,0.0002791175634128704,-0.9912866479557074,0.38264230763248397,0.13740382107894578,0.028909051250657156,-0.04126742881015728,0.0,-0.04126742881015728,0.5019581486433893,-0.0011067125474905665,0.0,-0.0011067125474905665,0.5673136385005119
0.17,-0.6904248451484145,1.5177904398177577,0.0002812684353703796,-0.991984898287839,0.33664918645284,0.1371685210622449,0.02882521657793164,-0.0469621532576138,0.0,-0.0469621532576138,0.5104248451484146,-0.0013272865026599944,0.0,-0.0013272865026599944,0.5670930645453425
0.17500000000000002,-0.6938727545471379,1.5177904398177577,0.0002880841471900184,-0.9925382927426574,0.2922737244387186,0.13698463629289312,0.028752408241845582,-0.05252846751058473,0.0,-0.05252846751058473,0.518872754547138,-0.001576013054580491,0.0,-0.001576013054580491,0.566844337993422
0.18,-0.6973055794304073,1.5177904398177577,0.00029851279171279517,-0.9929776731236649,0.24753957608721908,0.1369501130578278,0.028711086601036932,-0.05799852612242177,0.0011591938543470226,-0.05683933226807475,0.5273055794304072,-0.0018523305386630058,2.897984635867543e-06,-0.0018494325540271384,0.5665709184939753
0.185,-0.7007031092503196,1.5177904398177577,0.0003179010572362774,-0.9932515845599236,0.2110526973454223,0.13687389946814055,0.02866133931815982,-0.0621286205867409,3.325770396198771,3.26364177561203,0.5357031092503196,-0.0021526484054359128,0.00832022195976867,0.006167573554332756,0.5745879246023352
0.19,-0.7040914098268957,1.5177904398177577,0.0003328341957403147,-0.9937369581793778,0.154281774956906,0.13682493498429732,0.028617356754378695,-0.06660414116907055,29.626848799356736,29.560244658187667,0.5440914098268957,-0.0024744803098254416,0.09070176994865752,0.08822728963883208,0.6566476406868346
0.195,-0.707444170512019,1.5177904398177577,0.00035752420832036786,-0.9940977235015359,0.11336440247059139,0.13664738516044764,0.028546830440763827,-0.0682191127856108,53.914046523518564,53.84582741073295,0.552444170512019,-0.0028115384447121453,0.29955400825584594,0.29674246981113384,0.8651628208591363
0.2,-0.7107874330407356,1.5177904398177577,0.000383783559738736,-0.9944261451379836,0.06848909065904775,0.13651702891418077,0.028486273304416953,-0.06881865840037384,71.5968028075039,71.52798414910353,0.5607874330407355,-0.0031541328726771073,0.6133311315834025,0.6101769987107253,1.1785973497587277
0.20500000000000002,-0.7140668234541252,1.5177904398177577,0.0004282197387453649,-0.9946054143353545,0.028886257233945667,0.13617145838458153,0.02838150875363413,-0.06585169864972842,70.68708892665812,70.6212372280084,0.5690668234541253,-0.0034908087653023633,0.9690408609188078,0.9655500521535054,1.5339704032015078
0.21,-0.7172156777391211,1.5177904398177577,0.0005209939048530753,-0.994497122312542,0.010267587409504342,0.13530793886276984,0.028170334074248612,-0.057075419598078575,58.147299028220864,58.090223608622786,0.5772156777391211,-0.0037981265609218795,1.2911268308060038,1.2873287042450818,1.8557490552930842
0.2147165446492647,-0.7203125,1.5177904398177577,0.0005473767810957188,-0.9943243003712041,1.9009495311195224e-08,0.13506413496895756,0.02808888734393196,-0.05658507025639603,55.57620360155047,55.51961853129407,0.5850290446492648,-0.004066168948549844,1.5593178197180486,1.5552516507694987,2.1236720018175013
