s,steps,minimum_thermal,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_inverse_stretch,maximum_inverse_stretch,total_slice_energy,field_slice_energy,material_slice_energy,thermal_inventory,thermal_balance_residual,net_charge,maximum_abs_charge_density,maximum_field_density,maximum_end_traction,thermal_endpoint,thermal_electrical,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral
0.0,0,0.2500003211569426,-2.09375,0.19771040461466782,0.013638428259727938,0.0021485435836388,0.15901062377248615,122.1647029807945,0.0,122.1647029807945,26.348300617422492,0.0,0.0,0.0,0.0,0.01999902091140928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,1,0.25000581589604454,-2.09375,0.15907124702368947,0.013665963275079778,0.002146428941507188,0.15933686419610535,122.29011863033445,0.0,122.29011863033445,26.33892705914983,4.678051903019349e-05,0.0,0.0,0.0,0.01998775601352142,-0.009420338791690535,0.0,-2.220446049250313e-16,0.0,0.0,0.0,-2.393918396847994e-16,-0.004546618569977346,0.015274211430015217,-0.0007473325773563472,-2.220446049250313e-16,4.097995366089192,-5.989467263393877,-0.05356109033546094
0.01,2,0.2500253254326672,-2.09375,0.13768438707836594,0.013731439422553008,0.002144878269469945,0.16011362139876753,122.40513808977384,0.0,122.40513808977384,26.331366167488632,0.0001144433613146065,0.0,0.0,0.0,0.019968813477172602,-0.017048893295176747,0.0,0.0,0.0,0.0,0.0,8.916478666520788e-16,-0.009084746532376514,0.029565514237729202,-0.0013475496619035521,-8.881784197001252e-16,8.451834455719885,-12.278051859988556,-0.10408537751367482
0.015,3,0.25007564044715225,-2.09375,0.11979211224991104,0.013833936743017689,0.0021420684421268803,0.1613326016014556,122.5098401864156,0.0,122.5098401864156,26.325613110518756,0.0002092527099537426,0.0,0.0,0.0,0.019949202629923033,-0.02289675961368961,0.0,0.0,0.0,0.0,0.0,9.54097911787244e-16,-0.013602001856786273,0.04286893080423544,-0.0018017827876890885,-8.881784197001252e-16,13.052598414211431,-18.8552127596523,-0.15148149582892825
0.02,4,0.25012560633069514,-2.08125,0.10352504401555507,0.013972407531896155,0.002139913441531456,0.16298449080489621,122.60428241518787,0.0,122.60428241518787,26.32166479107843,0.0003379051856355606,0.0,0.0,0.0,0.019932885952849325,-0.026973731529699747,0.0,0.0,0.0,0.0,0.0,-5.273559366969494e-16,-0.018088017965028222,0.05517986190196199,-0.002111224004311545,-1.7763568394002505e-15,17.891346378498117,-25.709228782339196,-0.1956628061844072
0.025,5,0.25016502926802664,-2.08125,0.09019665160178647,0.014145701547680476,0.002137664038465105,0.16505896576840498,122.6884883629334,0.0,122.6884883629334,26.31952114428441,0.0005088552883493224,0.0,0.0,0.0,0.01992132514341134,-0.02928832842643478,0.0,0.0,0.0,0.0,0.0,-7.91033905045424e-16,-0.022533824150399628,0.06649246646631365,-0.002277125972571289,-3.552713678800501e-15,22.95894991720355,-32.827509547192605,-0.23654746488544096
0.03,6,0.2502126062366443,-2.08125,0.09867410373533403,0.014352626140780488,0.002135041018286076,0.16754530645725613,122.76251273892338,0.0,122.76251273892338,26.319160839580242,0.000708049747802124,0.0,0.0,0.0,0.0199142070523875,-0.029847827590051522,0.0,0.0,0.0,0.0,0.0,2.213507155346406e-15,-0.02693142691824013,0.07680441780492815,-0.0023008018692994383,-1.7763568394002505e-15,28.246063758453793,-40.196965760064536,-0.27405848154070145
0.034999999999999996,7,0.2502706295035888,-2.08125,0.11506879098544687,0.014591906287086252,0.0021331328810046796,0.17043180085738197,122.82643309833419,0.0,122.82643309833419,26.320575343654323,0.0009330321442441519,0.0,0.0,0.0,0.019910372871877614,-0.028658305912413144,0.0,0.0,0.0,0.0,0.0,-6.730727086790012e-16,-0.0312735762315459,0.0861160113421635,-0.002183625511005484,0.0,33.74337870930619,-47.804721082665225,-0.3081237793489181
0.039999999999999994,8,0.2503420556335427,-2.08125,0.13140620423030214,0.014862313392928398,0.0021315206758414553,0.1737071606335562,122.88034433348807,0.0,122.88034433348807,26.32374286834767,0.0011669338265480438,0.0,0.0,0.0,0.019908686504315196,-0.025724682901373964,0.0,0.0,0.0,0.0,0.0,6.036837696399289e-16,-0.03555380795659194,0.09442976840903805,-0.0019270310713712878,0.0,39.442201490626175,-55.638877886685165,-0.33867623794188184
0.04499999999999999,9,0.2504305611850395,-2.08125,0.14767085124583446,0.015162725157612487,0.0021293944576043994,0.17736120067716127,122.92427236411959,0.0,122.92427236411959,26.32865441318162,0.0014045680691484091,0.0,0.0,0.0,0.019908218813768405,-0.02105077231001908,0.0,0.0,0.0,0.0,0.0,1.1379786002407855e-15,-0.0397664927380995,0.10174361671657978,-0.0015325129897565256,0.0,45.334954460659574,-63.68907346149631,-0.3656537396178482
