s,x_rms,velocity_rms,heat_rms,density_rms,density_relative_rms,density_squared_error_at_ends,radial_rms,radial_relative_rms,radial_squared_error_at_ends
0.25,0.00034829550405990274,0.007658209218824556,0.10910986106797299,0.0029307452367440855,0.01956724586787263,0.9927277252301008,0.0029183430940266843,0.01984642641425288,0.9930105838949661
0.5,0.0009261604008780182,0.016497816432145613,0.11182515652557157,0.003753295765038903,0.017562867342329223,0.9879548754736938,0.0037338857560027744,0.017765776556930703,0.9899215164933355
0.745,0.0014890125190006032,0.08292068275659337,0.17186013469033037,0.007797355296576535,0.021203412804570762,0.4454776411552165,0.008857656962794511,0.024470953012275285,0.3410915158451701
0.8150000000000001,0.002541277228313991,0.10164305897959995,0.1709948723830279,0.016017161701368375,0.03572089034450722,0.14223866066600566,0.017020559407061472,0.038564734276249256,0.1244104956575048
1.0,0.0033516185460900753,0.26942316099146874,0.17635404944456812,0.09725336750324952,0.11408038154737864,0.008012260207692306,0.09965505356270155,0.1186118613145584,0.007506107665242361
1.285,0.007765183285230783,0.46861893182107983,0.46680071786204436,0.5407699769585245,0.16640943957365206,0.0012153549047359674,0.5375609575785615,0.16688735068514562,0.0008286554167127206
