s,peak_velocity,peak_velocity_fraction,peak_velocity_l,material_fraction_above_09,material_fraction_above_099,maximum_density,maximum_radial_stress,reference_maximum_speed,density_peak_over_reference,radial_peak_over_reference
0.0,-0.20214036673420838,1.0,-0.5,0.0,0.0,0.6651879022822537,0.6556516196028878,0.20214036673420838,59.89622831526964,148.08354108144502
0.005,-0.19657604239257814,1.0,-0.5,0.0,0.0,0.6665728970282135,0.6570266536782743,0.19657604239257814,59.93567525177233,148.2722676253657
0.01,-0.19125189474758336,1.0,-0.5,0.0,0.0,0.6680040100383515,0.6584474854040742,0.19125189474758336,59.90718009841309,148.51385931958137
0.015,-0.18614521843470647,1.0,-0.5,0.0,0.0,0.6694812657844492,0.6599141400991212,0.18614521843470647,59.810284289814945,148.78336364682534
0.02,-0.1812353449910627,1.0,-0.5,0.0,0.0,0.6710045206005231,0.6614264761753289,0.1812353449910627,59.64447272975718,149.07186183993946
0.025,-0.17650372323014477,1.0,-0.5,0.0,0.0,0.6725734740664183,0.6629841964324836,0.17650372323014477,59.409178835331396,149.37591730154546
0.03,-0.17193197316561284,1.0,-0.5,0.0,0.0,0.6741876872417666,0.6645868661546017,0.17193197316561284,59.103791779996094,149.69396921713593
0.035,-0.16750125426353074,1.0,-0.5,0.0,0.0,0.6758465974386548,0.666233927770003,0.16750125426353074,58.72766551764532,150.02514118633988
0.04,-0.16319300140300724,1.0,-0.5,0.0,0.0,0.6775495448198948,0.66792472725336,0.16319300140300724,58.28013057185178,150.36891388262572
0.045,-0.15898965673757234,1.0,-0.5,0.0,0.0,0.6792957943849359,0.669658535949161,0.15898965673757234,57.76050796570261,150.72497439690528
0.05,-0.1548748210553393,1.0,-0.5,0.0,0.0,0.6810845621755093,0.6714345765860005,0.1622241665661431,57.16812608424133,151.09308534988503
0.055,-0.1508333977976479,1.0,-0.5,0.0,0.0,0.6829150449873648,0.6732520527734899,0.17815163148089544,56.502340840704505,151.47299023327028
0.06,-0.14685364761482528,1.0,-0.5,0.0,0.0,0.6847864430953012,0.6751101715634493,0.19396746037631202,55.76255917450066,151.86440473014108
0.065,-0.14292547817424459,1.0,-0.5,0.0,0.0,0.6866979907518206,0.6770081737313031,0.2096585350125136,54.948267311592836,152.26692006850467
