s,x,velocity,gamma,heat,effective_n,momentum,alpha,b,coordinate_fixed_velocity,momentum_rate,decomposition_residual,traction,lapse,radial_metric,shift,endpoint
0.05,-1.3026332411139323,-0.13627504994345518,1.0094168083826167,2.9112243567189777,0.004290239727928847,-1.2049578044354272,176.73451104481794,229.796434579025,-5.42670319779482e-06,-23.293417734281512,-1.4210854715202004e-14,118.9333270756863,-94.89624310150785,-47.47919055015134,9.712285740377269e-05,0.14859171883396285
0.055,-1.303182778164843,-0.14971582623367646,1.011399413261381,2.9147369304922384,0.004298990788338656,-1.3209791834538578,175.62865765098684,228.64660815584364,-4.807522226676616e-06,-23.114469611818652,-3.552713678800501e-14,117.75367439880472,-94.0972356634327,-46.958187603662076,9.459952906450926e-05,0.1871846569423017
0.06,-1.3037830523114784,-0.1630817016724512,1.0135690876261931,2.918954768016786,0.004307374524125218,-1.436096128947465,174.48523415525193,227.4600559219851,-4.252691757284693e-06,-22.931698318728163,1.4210854715202004e-14,116.55558693766818,-93.29057031788268,-46.425507229909165,9.123282885689986e-05,0.22870105856665968
0.065,-1.3044335818877246,-0.17636334933839057,1.015924480308588,2.923880105645207,0.0043154000633662,-1.5502903287465506,173.30530297814585,226.23754433636412,-3.756248483246852e-06,-22.745423984952044,7.105427357601002e-15,115.33984992120634,-92.47664783475572,-45.88156711293505,8.7232129486648e-05,0.2728538094029128
0.07,-1.3051338421702516,-0.18955183702783504,1.0184640245082235,2.92951523089383,0.004323078315580866,-1.6635450483698895,172.08996646830414,224.97987223295564,-3.3127485491507845e-06,-22.555956876732168,-2.842170943040401e-14,114.10724938219278,-91.65586502997542,-45.32679027192041,8.277703069015736e-05,0.31936626594016054
0.075,-1.3058832675188645,-0.20263864744578142,1.0211859502130711,2.935862460801172,0.004330421956845063,-1.7758450700454629,170.84036362819904,223.6878687994641,-2.917285955678545e-06,-22.36359269691062,1.4210854715202004e-14,112.85857003807905,-90.82861385974891,-44.76160355311901,7.802201040574382e-05,0.36797665586785944
0.08,-1.306681253611147,-0.215615695132442,1.02408829683071,2.9429241235961863,0.004337445436971835,-1.8871766121711278,169.55766551325945,222.36238994703066,-2.5651101439191733e-06,-22.16861247955526,1.0658141036401503e-14,111.59459125183105,-89.99527939664975,-44.186435239704515,7.309164577713489e-05,0.4184378133221899
0.085,-1.3075271606970473,-0.22847630516670434,1.0271691648859589,2.9506906958788868,0.004344163903083102,-1.9975300168884236,168.24307338500958,221.00431816797953,-2.2521004186134484e-06,-21.972874098490102,-3.552713678800501e-15,110.31608805592327,-89.15617479784186,-43.60171060921174,6.809452323127012e-05,0.46885515811698836
0.09,-1.3084203256066487,-0.24121791521089564,1.0304275177756206,2.9591109886720703,0.004350590012577246,-2.106906904714269,166.8978076762565,219.61455300844287,-1.974312026483767e-06,-21.778065102657138,0.0,109.02382147797744,-88.31137531806877,-43.00783311384905,6.31160653547595e-05,0.5172587352178949
0.095,-1.309360074311418,-0.2538397821811114,1.0338628551115545,2.9681246977363913,0.0043567354638352415,-2.2153127737645653,165.52310020660363,218.19400525568742,-1.7281738738703255e-06,-21.58451794678893,-3.552713678800501e-14,107.71853460833881,-87.46090808894915,-42.40519011742004,5.822564638404466e-05,0.5629874255950283
0.1,-1.3103457271421721,-0.26634220227267197,1.0374751206928083,2.977671540930424,0.0043626114595386135,-2.3227546621471857,164.12018969949818,216.74359365579664,-1.510492192276538e-06,-21.39251591591211,-7.105427357601002e-15,106.40095098028667,-86.60480439517804,-41.794154557804475,5.3479756139318524e-05,0.6054385770275886
0.105,-1.3113766030013536,-0.2787264234157254,1.0412647563294049,2.987691223644919,0.004368228574545786,-2.4292409009277782,162.69031682867953,215.2642408247777,-1.318220589967948e-06,-21.20229305524749,-3.552713678800501e-15,105.07177171584067,-85.7430986760136,-41.17508326357875,4.8917909312893895e-05,0.6440682505948727
0.11,-1.3124520231894847,-0.2909945523650359,1.0452327505223813,2.998123401484968,0.004373596576991664,-2.5347808687981814,161.23472273265872,213.75687300890132,-1.1487288232161018e-06,-21.01403421980091,-7.105427357601002e-15,103.73167759362013,-84.87583060109087,-40.54831764421737,4.4573097483217836e-05,0.6783918587897058
0.115,-1.3135713148428858,-0.30314946485955374,1.0493806844555007,3.0089076587454806,0.004378724352861079,-2.639384745357227,159.7546440150248,212.2224157177025,-9.995354360482044e-07,-20.82787516531534,1.4210854715202004e-14,102.38132577471288,-84.00304362942208,-39.91418210818613,4.046584103049984e-05,0.7079843317389787
0.12,-1.3147338139862168,-0.31519471298091317,1.0537107736271905,3.019983483474583,0.004383619783463873,-2.7430632700621156,158.25131114078508,210.66179305727235,-8.684152418037713e-07,-20.643904297508573,0.0,101.02135126170981,-83.12478654272414,-39.27298470851945,3.6609574814684425e-05,0.7324790824503936
0.125,-1.3159388681964939,-0.32713443504032763,1.058225906902163,3.0312902497979324,0.0043882896632813926,-2.845827507465186,156.72594599421333,209.07592602123614,-7.533956905471651e-07,-20.46216341996045,-7.105427357601002e-15,99.6523669882165,-82.24111399087539,-38.62501729277247,3.301264047921823e-05,0.751567862830423
0.13,-1.3171858388977025,-0.33897326910868575,1.0629296837944158,3.042767206534106,0.004392739655841495,-2.9476886189696536,155.17975864162017,207.4657297628661,-6.526222766268986e-07,-20.282649969232494,-7.105427357601002e-15,98.27496264674153,-81.35208610958075,-37.97055518741237,2.967512124568089e-05,0.7649990058978499
0.135,-1.3184741032906417,-0.35071626586648763,1.0678264486359654,3.0543534614607517,0.004396974198692603,-3.04865764719887,153.61394728793607,205.8321143251477,-5.645038250752626e-07,-20.105319207796324,7.105427357601002e-15,96.88970781942442,-80.45777089384188,-37.309858852212635,2.6595895006647017e-05,0.7725761229387752
0.14,-1.3198030559360272,-0.36236880940048855,1.072921325378089,3.065987976617597,0.004400996492727252,-3.148745309398676,152.0296949335962,204.17598162214887,-4.8755967884148e-07,-19.930086247371683,7.105427357601002e-15,95.49715045558025,-79.55824336898833,-36.64317357850968,2.3768259537607704e-05,0.7741564762865439
0.145,-1.3211721100114437,-0.3739365382388683,1.0782202505111858,3.0776095583366243,0.004404808437689611,-3.247961805101682,150.4281691264944,202.49822573623393,-4.2047485470574747e-07,-19.756829370735893,-1.4210854715202004e-14,94.09781946646888,-78.6535874280684,-35.97073102915234,2.1183383901001887e-05,0.7696484366320618
0.15,-1.3225806982529593,-0.38542527186558356,1.0837300066813307,3.089156850912326,0.004408410593073265,-3.3463166378839904,148.81052087198958,200.79973222694315,-3.620942525975058e-07,-19.585392313091354,-1.4210854715202004e-14,92.6922260927455,-77.74389674690643,-35.29275030069313,1.883138474929118e-05,0.7590098103779415
0.155,-1.3240282736110243,-0.3968409431062853,1.0894582579913257,3.10056833296761,0.004411802161549336,-3.4438184504059897,147.1778827423514,199.08137647760668,-3.1134630987862367e-07,-19.415587635939346,7.105427357601002e-15,91.28086414949087,-76.82927483854881,-34.60943853961467,1.669906704036865e-05,0.7422448936662389
0.16,-1.3255143096335031,-0.40818953137656516,1.0954135852057127,3.111782307705728,0.004414980912554039,-3.540474881395714,145.53136984395047,197.34402512064574,-2.6731809596721195e-07,-19.247207659537896,-1.4210854715202004e-14,89.86421441704408,-75.90984602971837,-33.92099267003315,1.4773901705074815e-05,0.7194018492678214
