s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,maximum_anchor_force,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral,receiver_velocity,receiver_heat,receiver_l,receiver_effective_n,maximum_gamma,minimum_rest_dec_margin,maximum_density,maximum_abs_radial_stress,backbone_slice_energy,maximum_backbone_inverse_stretch,minimum_backbone_inverse_stretch
0.05,100,0.2500000000000001,-2.1,0.1548748210553393,0.9991565016445051,0.0021609387814875815,0.16603224255370386,0.9952859491781121,0.20000000000000007,20348.634518326144,774.4291118905412,0.0,26.226322734036856,9.856018801672791e-12,-7.851497230149107e-13,-1.1482717070787793e-14,47.41471804698332,-21.3165843170431,-0.14471294496929504,-0.00100090882267165,0.0,-36.648396090509955,51.245026863127464,-4.4640112240501,0.0008570904480729612,2.905874341006147,-1.2999892898033676,0.004324649495366098,1.0122132620206472,0.006675865645874803,5.694931016193125,5.685285570025355,740.1376083365939,495.8220797447063,1.4338864320333048e-06
0.055,110,0.2500000000000001,-2.1,0.1508333977976479,0.9991575656360411,0.0021604545467045124,0.16624211770119238,0.9938437756424814,0.20500000000000007,20315.888028944493,775.818120996653,0.0,26.234687548298755,1.291409470401431e-11,-7.975842208907125e-13,-1.0691134415575677e-14,47.53375243035974,-24.01427830777002,-0.05290178124053307,-0.0003352580537581514,0.0,-40.40990879964528,56.373903475854966,-4.820784443363982,0.0010536594796162861,2.9093667822879916,-1.2999855923986317,0.004340696927113538,1.0115732097434085,0.006550918657595483,5.709346454491082,5.699688838737815,741.5195124323999,496.4488298898224,1.4419359158047277e-06
0.06,120,0.2500000000000001,-2.1,0.14756856574482902,0.9991586472244129,0.002160705282596154,0.16645600793691367,0.9921723935770301,0.21000000000000008,20282.209583770986,777.2373422331335,0.0,26.244724296836075,2.480606954468719e-11,-8.171241461241152e-13,-9.870259114774818e-15,47.65521652293112,-26.80384968982493,0.05662408830696239,0.00046344101738416684,0.0,-44.18026347176028,61.503618937665586,-5.16400592726319,0.0012729310315032832,2.9135479388889247,-1.2999810985341214,0.004357070278091483,1.0110693613053003,0.006430117507825872,5.724056424829277,5.714386406668601,742.9298542278274,497.08757029277825,1.4503455649244586e-06
0.065,130,0.2500000000000001,-2.1,0.14685332078623076,0.9991597463692982,0.0021616694783176205,0.16667393419865345,0.9902698662595601,0.21499999999999997,20247.631897960164,778.6869456011216,0.0,26.256411111982274,2.413988666156754e-11,-8.242295734817162e-13,-1.5166778171809408e-14,47.7791308202327,-29.6822645238721,0.1834341136187209,0.001393448217143919,0.0,-47.957499012600614,66.63418212607792,-5.494283334432694,0.001515577026035645,2.918415337428796,-1.2999757203311315,0.004373770614834384,1.0109605515986475,0.006313638733190059,5.739063442523611,5.729380787908214,744.368833762592,497.73836348008257,1.459101246700626e-06
0.07,140,0.2500000000000001,-2.1,0.14619855145352578,0.99916086302687,0.002163326388918837,0.16689591730059014,0.9881374370845366,0.22000000000000008,20212.178882009805,780.167111479936,0.0,26.2697253814186,2.2573484919111864e-11,-7.709388682997087e-13,-1.0992235563255328e-14,47.90551597506214,-32.647181815673704,0.3270900374126966,0.0024529641143677815,0.0,-51.739785151063906,71.76560130076426,-5.812068157827294,0.0017822532715776516,2.923966099809169,-1.299969367576245,0.004390798919970642,1.010861436095113,0.006201627906629087,5.75437004231968,5.744674515983633,745.8366616860518,498.40127160911555,1.4681912949642525e-06
0.075,150,0.2500000000000001,-2.1,0.14555786890483624,0.9991619971499205,0.002165655907096992,0.1671219779547795,0.985779223092075,0.22499999999999998,20175.865237425107,781.6780298080437,0.0,26.284643754966645,1.9066084357514385e-11,-7.629452625224076e-13,-7.389921380155788e-15,48.034392812413884,-35.69698610247043,0.4871463055411345,0.0036401305608989905,0.0,-55.525567155993116,76.89788410854054,-6.117653360457031,0.00207359769366708,2.930196942171634,-1.2999619477952316,0.004408156112284325,1.0107649097198865,0.006094199261900136,5.769978780173514,5.76027014563782,747.3335580523261,499.0763565322887,1.477606938178477e-06
0.08,160,0.2500000000000001,-2.1,0.14488598217264229,0.9991631486895892,0.002168640062146879,0.16735213711403144,0.9832017961598306,0.22999999999999998,20138.703994580195,783.2198937999635,0.0,26.301142152056066,2.6832869928880005e-11,-7.194245199571014e-13,-1.2240238510199042e-14,48.16578252615236,-38.830188053788504,0.6631505117555568,0.004953031285836659,0.0,-59.31361559698328,82.03103758965554,-6.411193847401412,0.00239022831099612,2.937104176902316,-1.2999533663359502,0.004425843099968131,1.010664166972128,0.005991455284007462,5.7858922571768385,5.77617027673526,748.8597460768065,499.76368082097713,1.487340861871012e-06
0.085,170,0.2500000000000001,-2.1,0.14413860310065352,0.9991643175928785,0.0021722598694482826,0.16758641547451364,0.980413806911601,0.235,20100.699528838864,784.792870620749,0.0,26.319170664623677,3.460105064764483e-11,-6.714628852932947e-13,-1.1161179193627622e-14,48.299706401804606,-42.045713914511744,0.8543770813285326,0.006387694731701199,0.0,-63.10303628939735,87.16506818530837,-6.692726972869348,0.002732680495780916,2.944672325901495,-1.299943526519118,0.004443860759044412,1.010552687611999,0.0058934480919227575,5.802113085741868,5.792377520475304,750.4154480281878,500.463306280146,1.4973941112720646e-06
0.09,180,0.2500000000000001,-2.1,0.1432734010615647,0.9991655038053413,0.00217649808694231,0.16782483401104756,0.977425589205786,0.24,20061.8434663761,786.3970424284278,0.0,26.338591065501966,3.771083420046933e-11,-6.24389429049188e-13,-1.0420007137800787e-14,48.43618612205717,-45.342576343275226,1.0591723050736566,0.007933121130004158,0.0,-66.89332221885002,92.29998174625396,-6.9622304780140505,0.0031012457055158036,2.9528457770141396,-1.299932330334454,0.004462210038973032,1.0104243994389634,0.005800215419438775,5.818643926800194,5.808894536560314,752.0008887572791,501.17529554690367,1.5077699342282106e-06
0.095,190,0.2500000000000001,-2.1,0.14224942883507552,0.9991667072696317,0.002181337273361473,0.16806741368605596,0.9742487738062579,0.245,20022.12717930419,788.0324726678341,0.0,26.359247110900803,3.650821714235595e-11,-5.844214001626824e-13,-9.504441657073521e-15,48.57524360607761,-48.71964114728689,1.2757154047097226,0.009576876994981866,0.0,-70.68417237626657,97.43578354240859,-7.219657335617482,0.003496125212748379,2.961560631485006,-1.2999196791311487,0.004480891985640594,1.0102736300124022,0.005711748086950964,5.8354874701887205,5.825724013598279,753.6162918762545,501.89971122133244,1.5184728956228792e-06
0.1,200,0.2500000000000001,-2.1,0.14102781089535335,0.9991679279255866,0.0021795976060854155,0.1683141754634354,0.9708960046532423,0.25,19981.544429857942,789.6992259096576,0.0,26.380984251732418,2.958549574750842e-11,-5.639932965095795e-13,-1.1836953715116794e-14,48.71690102058475,-52.17562829879425,1.5022299669025945,0.01130666370100025,0.0,-74.4752964426668,102.57247827342319,-7.465051499106342,0.003917474487427759,2.9707536364799347,-1.2999054738387001,0.004499907767308915,1.01009526112115,0.0056279918069981096,5.852646435974237,5.842868670426588,755.2618800217195,502.6366159079158,1.5295090877498833e-06
0.105,210,0.2500000000000001,-2.1,0.13957254812121916,0.9991691657118522,0.0021776702111625584,0.1685651406359273,0.9673806895046856,0.255,19940.090233733303,791.3973716249761,0.0,26.40364973279786,4.1818148143724293e-11,-5.337952302397753e-13,-9.090257272934996e-15,48.86118096931179,-55.709203629942,1.736985185480781,0.013110325375560285,0.0,-78.2663627609204,107.71007007996086,-7.698593231176026,0.004365402073590612,2.9803622312426485,-1.2998896151503994,0.004519258728886386,1.0098849070278864,0.0055488794124401945,5.870123597526497,5.8603312791663065,756.9378785206268,503.3860731931668,1.5408852110971098e-06
0.11,220,0.2500000000000001,-2.1,0.13785091567430047,0.9991704205634504,0.002176314745504228,0.16882033033149785,0.9637167988034768,0.26,19897.762105470058,793.1269797526825,0.0,26.427092689093772,5.544594793914362e-11,-5.062616992290714e-13,-1.087778987816442e-14,49.00810621654114,-59.31888083242608,1.9782969655020823,0.014975856563151235,0.0,-82.05699599661726,112.84856255572369,-7.920586319675996,0.004839968321252263,2.990324584920043,-1.299872003710281,0.004538946370229709,1.0096390341347776,0.005474299328734716,5.887921747795978,5.878114631528224,758.6445109153352,504.1481461715298,1.5526085961556696e-06
0.115,230,0.2500000000000001,-2.1,0.1358351086985557,0.9991716924143246,0.0021755139248799903,0.16907976602769018,0.9599187137847122,0.265,19854.55857069204,794.8881257433405,0.0,26.45116424376027,5.598447483523615e-11,-5.098144129078719e-13,-1.0114818644225033e-14,49.15769998295467,-63.00314096833658,2.224529041930417,0.016891410019691216,0.0,-85.84678098057948,117.98795876001584,-8.131459920101209,0.005341184132014977,3.0005796428572533,-1.299852540304131,0.004558972416812816,1.0093552508353505,0.005404130715329013,5.906043735370655,5.8962215748401485,760.3820038167577,504.92289898139137,1.564687207411421e-06
0.12,240,0.2500000000000001,-2.1,0.13350288275582703,0.999172981195899,0.0021752511076629016,0.16934346925855984,0.9560010862729541,0.27,19810.477808027255,796.6808887047149,0.0,26.4757176033822,6.080052365728648e-11,-4.973799150320701e-13,-8.152892614095177e-15,49.30998578306877,-66.76054152132194,2.474093958234882,0.018845304296362757,0.0,-89.63528571021111,123.12826123067444,-8.33175041272014,0.005869009604943322,3.0110671649768075,-1.2998311260553155,0.0045793388166428224,1.009032429674836,0.005338258196460078,5.924492444644112,5.914654992231764,762.1505848962365,505.71039592990064,1.5771298638297021e-06
0.125,250,0.2500000000000001,-2.1,0.13083837627919073,0.9991742868371142,0.0021755102132738425,0.16961146161912066,0.9519787230651333,0.275,19765.517649719717,798.5053516061696,0.0,26.500608153061048,5.8082776523638145e-11,-4.725109192804666e-13,-8.981261382372226e-15,49.46498743124904,-70.58971728012894,2.7254539986228075,0.020826031305194274,0.0,-93.42210317171399,128.26947199745294,-8.522052827557612,0.006423352711187295,3.021727766120787,-1.2998076626242359,0.004600047763046532,1.008670825356961,0.005276571160931862,5.943270796544455,5.933417803363324,763.9504829699094,506.5107015062467,1.5899462223485064e-06
0.13,260,0.2500000000000001,-2.1,0.12783207013528922,0.9991756092659454,0.0021762772425064076,0.16988376507599665,0.9478664848460749,0.28,19719.675835812373,800.3616037539288,0.0,26.525693549637992,6.611882554305003e-11,-4.3520742565306136e-13,-1.3210301936207692e-14,49.62272922315145,-74.48936097203298,2.9771220486998082,0.02282226373751522,0.0,-97.20686468596293,133.41159259543292,-8.70300574494316,0.007004068028245024,3.0325029578458436,-1.2997820524125323,0.00462110174505774,1.0082720385451953,0.005218960123213707,5.962381770659558,5.95251298653303,765.7819303664783,507.3238813093578,1.6031465801068318e-06
0.135,270,0.2500000000000001,-2.1,0.12448069502689246,0.999176948407018,0.0021775371811125406,0.1701604014759287,0.9436791898109076,0.28500000000000003,19672.948346849105,802.2497370681527,0.0,26.550833814493508,5.941653743727665e-11,-3.6060043839825084e-13,-1.1335572618528053e-14,49.783235658776526,-78.45835669415374,3.227662347432944,0.02482286244871236,0.0,-100.98922492919361,138.55462407863152,-8.875281340876578,0.0076109554955759865,3.043335183536292,-1.2997541987709116,0.004642503523776402,1.007838941177138,0.005165321660081154,5.9818283714651965,5.971943544933367,767.6451591380459,508.1500005801557,1.6167420454231525e-06
0.14,280,0.2500000000000001,-2.1,0.12078689679900796,0.9991783041840123,0.0021792767818781655,0.17044139303905018,0.9394315376128926,0.29000000000000004,19625.331336277748,804.169849932187,0.0,26.575891423405167,5.385827019885009e-11,-3.2507330161024584e-13,-1.015841700045014e-14,49.946531728476835,-82.49562684791586,3.4756911973504345,0.02681688360888926,0.0,-104.76883898443931,143.69856703355492,-9.039575252433098,0.008243759371550058,3.0541678598370203,-1.29972400621037,0.004664256196404141,1.0073755399997397,0.005115553514602315,6.001613663216196,5.991712541513947,769.5404048981211,508.98912567462366,1.6307444046996016e-06
0.145,290,0.2500000000000001,-2.1,0.11675863767036626,0.9991796765182362,0.0021814826426331973,0.17072676206339227,0.935138041318474,0.29500000000000004,19576.823453435285,806.1220448969802,0.0,26.600731395818144,5.946676274364797e-11,-3.090860900556436e-13,-1.743934249004316e-14,50.112642747996844,-86.59994787703764,3.7198775598214553,0.02879358580678565,0.0,-108.54534436865077,148.84342159248897,-9.196604771650247,0.00890216730216392,3.0649454117938455,-1.2996913806165697,0.0046863631880693,1.0068867837484294,0.005069557238103491,6.021740749837944,6.011823078889947,771.4679044973872,509.8413231813714,1.6451661973372856e-06
0.15,300,0.2500000000000001,-2.1,0.11240808701561623,0.9991810653286162,0.002184140912829108,0.17101653092016994,0.9308129654577624,0.30000000000000004,19527.42587893073,808.1064286434129,0.0,26.625221382150308,5.5872863043299876e-11,-2.788880237858393e-13,-8.370884395220716e-15,50.2815943593567,-90.76994798687852,3.9589435900875447,0.030742436997293288,0.0,-112.31833496806696,153.9891874467441,-9.347099047299855,0.009585809628528327,3.075613309345064,-1.2996562294658713,0.004708828267598569,1.0063782981783753,0.005027238673020204,6.042212775051044,6.032278299467023,773.4278960192371,510.7066599075575,1.6600207606767926e-06
0.155,310,0.2500000000000001,-2.1,0.10775103734739633,0.9991824705331205,0.002187238824176204,0.17131072234861458,0.9264702846519934,0.30500000000000005,19477.141267665476,810.1231144063657,0.0,26.64923174741293,5.358482130860621e-11,-2.8066438062523957e-13,-1.203314631812978e-14,50.453412704602016,-95.00419170736943,4.191665088418843,0.03265312115578796,0.0,-116.0873493896233,159.13586385931237,-9.491792472196042,0.010294258985519462,3.0861181046287904,-1.2996184620428122,0.004731655588845507,1.0058561866527895,0.004988505844166169,6.063032943587568,6.053081406640689,775.4206211726687,511.5852037593477,1.6753222007747187e-06
0.16,320,0.2500000000000001,-2.1,0.10280622428054136,0.9991838920464274,0.0021907617786448967,0.17160935896699822,0.92212364014013,0.31000000000000005,19425.975683779412,812.1722183704924,0.0,26.672635655812314,6.450045455997403e-11,-3.055333763768431e-13,-1.1509966043428485e-14,50.62812414827271,-99.3010262708652,4.416871856088787,0.03451554501050372,0.0,-119.85187431072424,164.28344967722964,-9.631417874098396,0.01102703014733081,3.0964074642197805,-1.2995779896573978,0.004754849659383683,1.005326822128952,0.004953274517873795,6.084204487358492,6.074235630991701,777.4463216614117,512.4770222816869,1.6910854654686965e-06
0.165,330,0.2500000000000001,-2.1,0.09759454476569143,0.9991853297822038,0.0021946953220968704,0.17191246374661606,0.9177863092118886,0.31500000000000006,19373.93659784867,814.2538633315228,0.0,26.695309149075918,6.524825356594708e-11,-3.7836400679225335e-13,-8.196490970320285e-15,50.80575555443017,-103.65874129170557,4.633447996998479,0.03631984427553524,0.0,-123.61135399033267,169.4319433433854,-9.7666892229279,0.011783580302297411,3.1064302057487985,-1.299534725861061,0.0047784153932370396,1.004796639810219,0.004921463880434011,6.1057306992799845,6.095744264085245,779.5052428210462,513.3821840737531,1.7073263526135534e-06
0.17,340,0.2500000000000001,-2.1,0.09213880113540038,0.9991867836516993,0.0021990237690428056,0.17222005971511617,0.9134711825261675,0.32000000000000006,19321.03238673136,816.3681779097767,0.0,26.71713216205417,5.772561878944206e-11,-3.7125857943465235e-13,-8.196490970320285e-15,50.98633411972331,-108.07561717941164,4.840340529856274,0.03805646446985887,0.0,-127.36519554277412,174.58134290756104,-9.898297477700451,0.01256331088757956,3.116136714959673,-1.2994885866594927,0.004802358092448933,1.0042719992037605,0.004893000148412477,6.12761491293882,6.117610638153298,781.597631797277,514.3007579030108,1.7240615568832218e-06
0.17500000000000002,350,0.2500000000000001,-2.1,0.08646307109879414,0.999188253563711,0.0022037295844725578,0.17253216994437243,0.9091907400220888,0.32500000000000007,19267.2747755987,818.5153181416163,0.0,26.738010184482874,6.159854796963084e-11,-3.019806626980426e-13,-1.264352330528129e-14,51.16988736989491,-112.54992359896231,5.036752179119362,0.03971788470561511,0.0,-131.11274841622995,179.7316460370412,-10.02689409728087,0.013365597465779566,3.1254878531706107,-1.299439490675271,0.004826683446255588,1.0037590209549188,0.004867817093548752,6.149860502201596,6.139838125704561,783.7237374834159,515.2328126689963,1.741308715917795e-06
0.18,360,0.2500000000000001,-2.1,0.08059241449945484,0.9991897394259209,0.0022087942651439724,0.1728488178316491,0.9049570397253902,0.32999999999999996,19212.678305030644,820.6954694979005,0.0,26.757874344274466,5.983508165703768e-11,-3.375077994860476e-13,-1.6480178653090786e-14,51.35644332687706,-117.07995642882189,5.222135925840461,0.041298624316214984,0.0,-134.85331101997934,184.88285002617005,-10.153082237739117,0.014189794144008989,3.1344549941629074,-1.2993873592037803,0.004851397549257898,1.003263474807861,0.0048458528985221155,6.172470901643694,6.162430159937287,785.8838124415057,516.1784182429589,1.759086447453965e-06
0.185,370,0.2500000000000001,-2.1,0.07455252781761139,0.999191241142634,0.002214197216293516,0.17317002661476413,0.9007817045888499,0.3350000000000001,19157.256723734838,822.9088212140313,0.0,26.776658948650464,5.845109543702786e-11,-4.192202140984591e-13,-1.848570303944575e-14,51.54603023127869,-121.66412002446017,5.395990212880387,0.0427934556364479,0.0,-138.58615564545613,190.03495180526355,-10.27741507752365,0.01503520720321431,3.1430107890448795,-1.2993321163496148,0.004876506857375112,1.0027906782134952,0.004827054074798625,6.195449572728078,6.185390200945849,788.0781096755455,517.1376440199933,1.7774143961365883e-06
0.19,380,0.2500000000000001,-2.1,0.06836931409070902,0.9991927586169452,0.0022199159547479363,0.17349581982970838,0.8966759158036718,0.33999999999999997,19101.024065279336,825.1555683899425,0.0,26.79430045042614,6.483528993578286e-11,-4.778399897986674e-13,-1.2294736455480426e-14,51.7386768119672,-126.30083174950194,5.557849159726088,0.04419732174202915,0.0,-142.3105187351727,195.187947948639,-10.400386372598865,0.015901095964439463,3.1511287461655577,-1.2992736892008303,0.004902018227203818,1.002345407228793,0.004811372069001583,6.218800036746251,6.208721768635499,790.306885778944,518.1105602856285,1.7963133035716826e-06
0.195,390,0.2500000000000001,-2.1,0.06463487768812065,0.9991942917493751,0.002217151182072628,0.17382622101512799,0.8926504102983023,0.3450000000000001,19043.996698192437,827.4359100420264,0.0,26.81073748744573,6.285976121851076e-11,-4.902744876744691e-13,-1.0289212069125464e-14,51.93441211822697,-130.98835866711482,5.7072823956409025,0.045505339587755086,0.0,-146.02559150992712,200.3418346815525,-10.522434144612923,0.01678667549178212,3.1587832478163738,-1.2992120079936795,0.004927938885369315,1.0020954014150014,0.004796725297498954,6.242525854383726,6.232428422304745,792.5703989438593,519.0972373333223,1.8158050489292935e-06
0.2,400,0.2500000000000001,-2.1,0.06658068444067129,0.999195840437821,0.0022115627895434894,0.17416125369575608,0.8887154793320104,0.35,18986.193318329533,829.7500490506367,0.0,26.82591091723119,5.1118200706814507e-11,-5.648814749292796e-13,-7.760507408069206e-15,52.133265513393205,-135.72481792207813,5.8438948343053845,0.046712802764761814,0.0,-149.73050660345226,205.4966078865149,-10.643947787208905,0.01769111984919953,3.165949567451323,-1.2991470062649573,0.004954276419419863,1.0022238903664868,0.004767671547357976,6.266630624990865,6.256513759917105,794.8689089181564,520.0977454149843,1.8359127202158617e-06
0.20500000000000002,410,0.2500000000000001,-2.1,0.06854682796854243,0.9991974045788361,0.00220772824942925,0.17450094165380672,0.8848809737031957,0.3550000000000001,18927.63385377924,832.0981941757342,0.0,26.839763846334954,6.080610424688328e-11,-5.115907697472721e-13,-7.586113983168774e-15,52.335266837415745,-140.50826360396496,5.967326392194529,0.04781518383634447,0.0,-153.42433066029847,210.652263108322,-10.765269037507977,0.018613565942566638,3.1726038870127597,-1.2990786209902223,0.00498103879184491,1.002357645417263,0.004742065418055029,6.291118006473127,6.280981437975889,797.2026789999338,521.1121555514397,1.8566607102923485e-06
0.21,420,0.2500000000000001,-2.1,0.0705339004430396,0.9991989840654507,0.002205631464081394,0.17484530845135432,0.8811563089644112,0.36,18868.341316061378,834.4805568111875,0.0,26.852241664667087,5.692201388750087e-11,-5.346834086594754e-13,-1.3079506867532369e-14,52.540446130893756,-145.33653914002088,6.077251695120555,0.048808137069625765,0.0,-157.10606164526072,215.8087955583318,-10.886699651372998,0.019553117841710425,3.1787233117171474,-1.299006792705683,0.005008234283699662,1.002496835804788,0.004719823650031638,6.315991681662731,6.305835137923108,799.5719728005602,522.1405381061104,1.8780747525569872e-06
0.215,430,0.2500000000000001,-2.1,0.0725424607781669,0.9992005787892554,0.0022052590019123425,0.17519437787568218,0.8775504762892092,0.365,18808.33985049145,836.8973541762717,0.0,26.86329206749625,6.245795876754017e-11,-5.666578317686799e-13,-1.2992310155082153e-14,52.7488338995162,-150.20743205528274,6.173379691275958,0.049687500186334756,0.0,-160.77462931266746,220.96620011776767,-11.00850476557301,0.020508851733332077,3.1842858864954957,-1.2989314656118252,0.005035871517804495,1.0026416349138594,0.004700870099200519,6.341255390643882,6.331078598439275,801.9770574575219,523.1829641149595,1.9001820600449e-06
