s,peak_velocity,peak_velocity_fraction,peak_velocity_l,material_fraction_above_09,material_fraction_above_099,maximum_density,maximum_radial_stress,reference_maximum_speed,density_peak_over_reference,radial_peak_over_reference
0.0,-0.20214036673420838,1.0,-0.5,0.0,0.0,5.4978199797462315,5.488283697066866,0.20214036673420838,495.0461059398564,1239.5675691512417
0.005,-0.19657604239257814,1.0,-0.5,0.0,0.0,5.509280844113011,5.499734651486026,0.19657604239257814,495.3733777891532,1241.134014196231
0.01,-0.19125189474758336,1.0,-0.5,0.0,0.0,5.52100815557382,5.511451833321793,0.19125189474758336,495.1288090048732,1243.1165740093766
0.015,-0.18614521843470647,1.0,-0.5,0.0,0.0,5.533003717546905,5.523437045132165,0.18614521843470647,494.3088660372343,1245.306764214522
0.02,-0.1812353449910627,1.0,-0.5,0.0,0.0,5.545269339692571,5.535692095730593,0.1812353449910627,492.90974316305426,1247.6306241246537
0.025,-0.17650372323014477,1.0,-0.5,0.0,0.0,5.557806852302207,5.5482188145627855,0.17650372323014477,490.927391507631,1250.0603774186777
0.03,-0.17604417312949386,0.984375,-0.5252231156834747,0.0,0.0,5.57061814278104,5.561019088158377,0.17193197316561284,488.3575612954358,1252.5842182457964
0.035,-0.1756856843494718,0.984375,-0.5253283829250422,0.0,0.0,5.5837051320148845,5.574094836518221,0.16750125426353074,485.1958544807117,1255.1963056486452
0.04,-0.17501161077066582,0.984375,-0.5254521811960784,0.0,0.0,5.597069822273466,5.5874480609770325,0.16319300140300724,481.43779677186296,1257.8939841914244
0.045,-0.1738958873320526,0.984375,-0.5255915309475152,0.0,0.0,5.610714285363095,5.601080832366664,0.15898965673757234,477.0789247509335,1260.6764787323698
0.05,-0.17228685091334717,0.984375,-0.5257431018709754,0.0,0.0,5.624640670538237,5.614995298921355,0.1622241665661431,472.11489569634534,1263.5437517276296
0.055,-0.17019297392668833,0.984375,-0.5259035896418011,0.0,0.0,5.638851232771408,5.629193714524098,0.17815163148089544,466.5416242366893,1266.4956624026354
0.06,-0.16766886807514808,0.984375,-0.5260700100651303,0.0,0.0,5.6533483009620875,5.6436784069432075,0.19396746037631202,460.3554470814615,1269.5318451119356
0.065,-0.16479816797085275,0.984375,-0.5262398834254752,0.0,0.0,5.668134315539242,5.65845181540348,0.2096585350125136,453.55332871626996,1272.650853739152
0.07,-0.16167686799852107,0.984375,-0.5264113175002645,0.0,0.0,5.6832118069541355,5.673516469097952,0.22521231804363254,446.1331095844059,1275.8513677790936
0.075,-0.15839353978189172,0.984375,-0.5265829939294528,0.0,0.0,5.698583393387125,5.688874984897305,0.24061689406449352,438.0938103727135,1279.1319641548328
0.08,-0.15502119201819398,0.984375,-0.5267540745855492,0.0,0.0,5.714251798616991,5.704530085204746,0.25586100615618734,429.43600408807504,1282.490841045663
0.085,-0.15436639749889505,0.96875,-0.5515635720846918,0.0,0.0,5.730219811370869,5.720484557341005,0.27093490927847824,420.16226684403154,1285.9265640886347
0.09,-0.15412135454160758,0.96875,-0.5517912636538519,0.0,0.0,5.746490313587546,5.736741281784409,0.2858326603150379,410.27773040327133,1289.4382315780579
0.095,-0.15350849702804878,0.96875,-0.5520297203258515,0.0,0.0,5.763066251649103,5.753303203427436,0.30055012747237814,399.79075212875216,1293.025433752554
0.1,-0.15247656357835843,0.96875,-0.5522769044861473,0.0,0.0,5.779950627705859,5.770173322909542,0.315084323160609,388.713731594662,1296.6881607951252
0.105,-0.1509862139813405,0.96875,-0.5525306969105434,0.0,0.0,5.797146512218831,5.78735470914965,0.3294333302127811,377.06410399157187,1300.4266330276168
0.11,-0.14900941253953254,0.96875,-0.5527889421264034,0.0,0.0,5.814657000493638,5.804850455917052,0.3435962208094632,364.86554303049326,1304.2409925167467
