s,x_rms,velocity_rms,heat_rms,density_rms,density_relative_rms,density_squared_error_at_ends,radial_rms,radial_relative_rms,radial_squared_error_at_ends
0.25,0.0003608778152132473,0.004366921149050301,0.10865406259685917,0.024902656231526505,0.020425283423712106,0.9930710788884057,0.024890806961227703,0.020460655282992877,0.9930823879775207
