s,maximum_abs_velocity,minimum_alpha,maximum_alpha,minimum_b,maximum_b,minimum_packet_gap
0.115,0.10591224299896747,3.5362580461669006,352.65283992161784,5.91350337608715,450.719040087484,0.265
0.11750000000000001,0.10415199630255592,3.5339016475727774,351.55578198637187,5.908856608295556,450.0759029530616,0.26750000000000007
0.12,0.10239872583545763,3.5315287475225134,350.4542793845631,5.904177300972758,449.46129998501607,0.27
0.1225,0.10065232087830292,3.5291393585335036,349.3483338526969,5.899465478994646,448.8197578819615,0.2725000000000001
0.125,0.09891273752757385,3.52673349341429,348.2379480045447,5.894721167954967,448.13536864957865,0.275
0.1275,0.09717998171118677,3.5243111657000923,347.1231320692896,5.88994439491086,447.4954822218352,0.27749999999999997
0.13,0.0954540564269272,3.5218723909566303,346.00392392869315,5.885135190613091,446.80926049178953,0.28
0.1325,0.0937350036109599,3.5194171854699596,344.8803686028015,5.8802935872636874,446.10492688598384,0.2825000000000001
0.135,0.09202291852208044,3.516945565810543,343.75251146656336,5.87541961777034,445.42043420580956,0.28500000000000003
0.1375,0.09031794868627145,3.5144575488332848,342.6203982460395,5.870513315746766,444.69027621141066,0.2875
0.14,0.08862028885940444,3.511953152105816,341.48407568443304,5.865574716243395,443.96705663657434,0.29000000000000004
0.14250000000000002,0.08693016394719756,3.509432395190824,340.3435935299345,5.8606038579336746,443.23850797465997,0.2925000000000001
0.145,0.0852478322086869,3.5068952983569166,339.19900249058054,5.855600780914657,442.46502532903804,0.29500000000000004
0.1475,0.08357358687995677,3.5043418821496055,338.05035355542753,5.850565525975486,441.7227370501153,0.2975
0.15,0.0819077548722293,3.5017721673911852,336.8976979900207,5.845498134597415,440.95090875980367,0.30000000000000004
0.1525,0.08025070473744397,3.499186175601743,335.741086818836,5.840398649669777,440.1426469852207,0.3025
0.155,0.0786028685412992,3.4965839302600026,334.58056929589065,5.835267117632898,439.37260594198546,0.30500000000000005
0.1575,0.0769647042320325,3.493965455535236,333.4161944640297,5.830103586321148,438.55815280848475,0.3075
0.16,0.07533668379048508,3.4913307758651833,332.2480116670957,5.82490810424535,437.73222894936345,0.31000000000000005
0.1625,0.07371929186076168,3.4886799159557547,331.0760705455331,5.819680720592432,436.91966023801336,0.3125
0.165,0.07211304636087229,3.4860129011948016,329.90042172782535,5.814421485926925,436.06336659521565,0.31500000000000006
0.1675,0.07051855785769687,3.483329758891427,328.72111889374327,5.809130454290938,435.2207596041306,0.3175
0.17,0.06893645301010003,3.4806305170289873,327.5382166471372,5.803807681089202,434.36638937517876,0.32000000000000006
0.17250000000000001,0.06736735005274451,3.4779152038499466,326.35176981007834,5.7984532223852465,433.4691412652569,0.3225
0.17500000000000002,0.06581185762508872,3.4751838478554435,325.1618334177913,5.793067134900722,432.6097269803782,0.32500000000000007
0.1775,0.06427059265856151,3.472436478211778,323.96846356602066,5.787649476702524,431.7143670828383,0.3275
0.18,0.06274423183566895,3.469673125968205,322.771719938081,5.782200309260456,430.79311102636916,0.32999999999999996
0.1825,0.061233445492811324,3.466893822831044,321.5716631980119,5.776719695373698,429.8999402409245,0.3325
0.185,0.05973887665515421,3.4640986007554857,320.3683541261429,5.7712076984806355,428.964513454678,0.3350000000000001
0.1875,0.058261140321664406,3.461287491945009,319.16185361338654,5.765664382657801,428.0279748353998,0.3375
0.19,0.056800838173135505,3.4584605292506145,317.9522230502653,5.760089813292884,427.09475486957245,0.33999999999999997
0.1925,0.055358600595502794,3.4556177473670706,316.73952549338145,5.754484059100559,426.1200772185945,0.3425
0.195,0.053935034021411046,3.4527591816281658,315.5238244542575,5.748847190089916,425.16927671745674,0.3450000000000001
0.1975,0.05253070448998607,3.4498848676054803,314.30518349562936,5.7431792768877274,424.1969920990902,0.34750000000000003
0.2,0.05114613754096238,3.4469948411076468,313.08366622548857,5.737480390737091,423.18858257883767,0.35
0.2025,0.04978182946848108,3.444089138572332,311.85933654381046,5.731750604156437,422.21883752950106,0.35250000000000004
0.20500000000000002,0.0484382789234188,3.441167798240968,310.63225938671707,5.725989992914127,421.20832354436203,0.3550000000000001
0.20750000000000002,0.04711594921605038,3.438230858975129,309.4024999484891,5.720198634036291,420.18561190956206,0.35750000000000004
0.21,0.04581525686136969,3.4352783598622834,308.1701234208356,5.714376605143413,419.17783451477095,0.36
0.2125,0.044536572075929044,3.4323103402149213,306.93519498683827,5.708523984448627,418.1301585797997,0.36250000000000004
0.215,0.043280227624662715,3.4293268399552743,305.69778010576704,5.702640851402981,417.09460797820725,0.365
0.2175,0.04204654304793935,3.426327900768536,304.4579453701474,5.6967272886292974,416.04970714653786,0.36750000000000005
0.22,0.04083579838037412,3.423313564940398,303.2157576106534,5.6907833799699565,414.9658280074958,0.37
0.2225,0.03964822645118483,3.4202838749697713,301.97128359678794,5.684809209836584,413.9185850633721,0.37250000000000005
0.225,0.03848401384329525,3.4172388735677743,300.7245900307893,5.67880486320804,412.83767971956036,0.375
0.2275,0.03734330846221861,3.414178604035228,299.47574380915967,5.672770426262138,411.7371592367383,0.37750000000000006
0.23,0.03622623981722825,3.4111031113943704,298.22481281046066,5.666705988269304,410.65942840015225,0.38
0.2325,0.035132899665990466,3.408012441247551,296.9718650708239,5.660611639679808,409.54348446099107,0.38250000000000006
0.23500000000000001,0.034063336523680834,3.4049066393969274,295.71696850803846,5.6544874714863775,408.4313199946094,0.385
0.23750000000000002,0.03301755688005851,3.4017857518433305,294.4601909154959,5.648333575221901,407.3187603360598,0.38750000000000007
0.24,0.031995532422685345,3.398649825156524,293.2016001684728,5.642150043577755,406.16884965617453,0.39
0.2425,0.030997219303096825,3.395498907585468,291.94126484774716,5.635936972257913,405.04641505875566,0.39249999999999996
0.245,0.03002254157612015,3.392333047938147,290.6792535839532,5.629694458105018,403.90006148506865,0.395
0.2475,0.029071386504633943,3.3891522952082513,289.4156348374967,5.623422598475794,402.72831355925666,0.3975000000000001
0.25,0.028143605836851597,3.3859566985739216,288.1504768926306,5.617121491238459,401.58581148965425,0.4
0.2525,0.027239023244653056,3.3827463077607924,286.8838480350702,5.610791235377891,400.4067773281085,0.40249999999999997
0.255,0.02635745441183647,3.3795211741308386,285.6158170901468,5.604431932810719,399.2264452244014,0.405
0.2575,0.025498690403537028,3.3762813495833237,284.34645285517666,5.598043686549732,398.05141941313894,0.4075000000000001
0.26,0.024662492794838228,3.3730268861884665,283.0758239085647,5.591626600091922,396.84087162507586,0.41000000000000003
0.2625,0.023848594860262903,3.3697578361860656,281.80399860407664,5.585180777415599,395.651550874556,0.4125
0.265,0.023056709454238045,3.3664742523413658,280.53104523592845,5.578706323572613,394.4451361619964,0.41500000000000004
0.2675,0.022286550721468998,3.3631761890125,279.2570325392499,5.572203346465011,393.2091288696976,0.4175000000000001
0.27,0.021537815874744997,3.359863701072568,277.98202916136177,5.56567195504724,392.00721927998484,0.42000000000000004
0.2725,0.020810179641763057,3.356536843550259,276.70610348393024,5.5591122587266275,390.77064550341464,0.4225
0.275,0.02010329528117516,3.35319567162839,275.4293236174879,5.552524367360277,389.5289158433119,0.42500000000000004
0.2775,0.01941680289251129,3.3498402409925845,274.1517575531092,5.545908391834481,388.2969902667315,0.4275000000000001
0.28,0.01875035277087747,3.3464706088773926,272.8734736224716,5.539264445803555,387.03134834037985,0.43000000000000005
0.28250000000000003,0.01810358515675742,3.3430868330094548,271.59454001103114,5.532592643929329,385.78368698092874,0.4325
0.28500000000000003,0.017476123870484618,3.3396889712550792,270.31502459422654,5.525893101293844,384.52296099040103,0.43500000000000005
0.28750000000000003,0.016867577123309895,3.3362770816186997,269.0349949323038,5.5191659333960414,383.231057129862,0.4375000000000001
0.29,0.016277546107192013,3.3328512225843947,267.75451840880993,5.512411256718623,381.9754705149828,0.44000000000000006
0.2925,0.01570564955021649,3.329411454140752,266.47366265086,5.505629190429638,380.68705354477385,0.4425
0.295,0.015151501707849669,3.325957836745056,265.19249508375196,5.498819854658651,379.3909713239953,0.44499999999999995
0.2975,0.014614705296792775,3.32249043097785,263.91108278109044,5.491983369921582,378.1080077946415,0.4475
0.3,0.014094852106796302,3.3190092975412857,262.62949245996106,5.485119857117156,376.7932084587828,0.45000000000000007
0.3025,0.013591531664376953,3.3155144975935382,261.3477906096513,5.478229438081404,375.4939621149861,0.4525
0.305,0.013104356337940644,3.3120060937524594,260.06604388217033,5.471312237252615,374.1847532404927,0.45499999999999996
0.3075,0.012632938202997764,3.3084841490807606,258.784318678049,5.46436837998366,372.84547133451395,0.4575
0.31,0.012176881509938979,3.304948726747545,257.50268100703397,5.457397991978751,371.54222148816376,0.4600000000000001
0.3125,0.011735783122755694,3.301399890026562,256.22119648364423,5.4504011992897,370.20804706601075,0.4625
0.315,0.011309241048084602,3.297837702623542,254.93993044839993,5.4433781288582646,368.86583066170385,0.46499999999999997
0.3175,0.010896879411119777,3.2942622296587034,253.6589483352529,5.436328910145073,367.5377643845127,0.4675
0.32,0.010498324938071147,3.290673536672917,252.37831528179336,5.4292536734775085,366.179797135944,0.4700000000000001
0.3225,0.010113199227774003,3.2870716892961482,251.09809599829305,5.422152549498288,364.8360876586583,0.47250000000000003
0.325,0.009741119051158797,3.283456753245666,249.8183547636782,5.415025669161478,363.4845339950928,0.475
0.3275,0.00938170456481059,3.2798287946462956,248.53915554010345,5.407873164262948,362.1046020986188,0.47750000000000004
0.33,0.009034603556555146,3.2761878809919023,247.26056231974604,5.4006951690338205,360.75970969930944,0.4800000000000001
0.3325,0.008699468242354135,3.272534080172425,245.98263875698316,5.393491818523435,359.38584916922247,0.48250000000000004
0.335,0.008375947593152112,3.268867460149269,244.7054480449986,5.386263248059467,358.00601326864853,0.485
0.3375,0.008063687528707852,3.2651880889534395,243.42905291220558,5.379009593243827,356.6390828590554,0.48750000000000004
0.34,0.007762338676319033,3.261496034998776,242.15351573084516,5.371730990471361,355.24413492021927,0.4900000000000001
0.3425,0.007471579412639281,3.257791368022466,240.8788988451177,5.3644275784884545,353.8222782207454,0.49250000000000005
0.34500000000000003,0.007191093545849626,3.2540741581329318,239.60526422337398,5.357099496810516,352.3746344649398,0.495
0.34750000000000003,0.006920562903505219,3.250344475492109,238.3326733416496,5.34974688519348,350.90231851991405,0.49750000000000005
0.35000000000000003,0.006659667450152113,3.2466023903135466,237.0611871805648,5.342369883629572,349.40643772738196,0.5000000000000001
0.3525,0.006408092496044662,3.242847973168641,235.79086632866367,5.334968632854498,347.8881066474745,0.5025000000000001
0.355,0.006165550201831909,3.239081295906295,234.52177129397265,5.327543275871809,346.3484920913659,0.505
0.3575,0.005931758563419231,3.2353024307215583,233.25396217410926,5.320093956404311,344.7887653375002,0.5075
0.36,0.005706434412174501,3.231511449844808,231.98749854607186,5.312620818376828,343.2100859760687,0.51
0.3625,0.0054892934802225546,3.227708425539791,230.72243946362798,5.305124005911821,341.6136013244061,0.5125000000000001
0.365,0.005280057004534222,3.223893430402926,229.4588435559219,5.297603663825277,340.0004555705348,0.515
0.3675,0.005078471491583849,3.220066538262184,228.19676932398775,5.290059939117453,338.37181796620905,0.5175
0.37,0.0048842892738895005,3.216227823266424,226.93627482725074,5.282492979457655,336.7288526054569,0.52
0.3725,0.004697262021690923,3.212377359581444,225.67741757908004,5.274902932678066,335.0727081701549,0.5225000000000001
0.375,0.004517140774375438,3.2085152213879895,224.42025454468018,5.267289946769253,333.40451749732034,0.525
0.3775,0.0043436819187853675,3.2046414831741323,223.16484223531822,5.259654170364996,331.72539891290523,0.5275
0.38,0.004176665119919074,3.200756220613524,221.91123699079736,5.25199575419995,330.0364609910076,0.53
0.3825,0.004015875592244363,3.196859509675314,220.6594946813568,5.244314849627301,328.33879691376467,0.5325000000000001
0.385,0.003861098177659852,3.1929514263270558,219.40967060866055,5.236611608123455,326.63348243042583,0.535
0.3875,0.003712117356764575,3.1890320465326845,218.16181950419863,5.2288861812834595,324.92157559825404,0.5375
0.39,0.0035687226064435133,3.185101446538037,216.91599561941482,5.221138721294951,323.20410791071674,0.54
0.3925,0.00343072448888427,3.181159703728568,215.6722529949583,5.213369382363415,321.4820585344549,0.5425000000000001
0.395,0.0032979386804863463,3.1772068957597726,214.43064517717343,5.205578319262084,319.7563807345594,0.545
0.3975,0.00317018063558903,3.17324310026692,213.1912251242558,5.197765686847361,318.02801048687076,0.5475
0.4,0.0030472655874326984,3.1692683948630185,211.9540452051807,5.189931640054149,316.2978663794758,0.55
0.4025,0.0029290133067123303,3.1652828574175,210.7191572859561,5.182076334359152,314.5668282268799,0.5525000000000001
0.405,0.0028152623979530527,3.161286566893535,209.48661298636657,5.174199927174302,312.83567402063125,0.555
0.40750000000000003,0.002705856062741484,3.157279602498871,208.25646341034889,5.166302576428406,311.10514548981956,0.5575
0.41000000000000003,0.002600637344826821,3.1532620434023566,207.0287590570825,5.158384440093041,309.3759696457257,0.56
0.41250000000000003,0.0024994491274575163,3.149233968731881,205.80354982044074,5.150445676177884,307.64885879525986,0.5625000000000001
0.41500000000000004,0.0024021383317711256,3.1451954578463135,204.58088507157672,5.142486443183542,305.9244732429645,0.5650000000000001
0.4175,0.0023085685258550552,3.1411465911525225,203.36081390374162,5.134506901463788,304.2033110330239,0.5675
0.42,0.0022186073329884854,3.1370874492765215,202.14338487594964,5.126507211838317,302.4858229216557,0.57
0.4225,0.00213212223077488,3.1330181127867505,200.92864592881543,5.118487535129049,300.77245016999296,0.5725
0.425,0.0020489805493100984,3.128938662192033,199.71664438451813,5.110448032155393,299.0636245943837,0.5750000000000001
0.4275,0.001969053135478901,3.1248491782067713,198.5074270258867,5.102388864176857,297.3597158740114,0.5775
0.43,0.0018922253491688512,3.1207497425478317,197.30104032978895,5.094310194224664,295.66087577726233,0.58
0.4325,0.0018183860622401151,3.1166404371258847,196.09753022358424,5.08621218574512,293.9672006694593,0.5825
0.435,0.001747423993072208,3.1125213437754153,194.89694200552637,5.078095002146078,292.2787848804537,0.5850000000000001
0.4375,0.0016792277074130337,3.108392544252685,193.69932034523893,5.069958806792202,290.59572071817325,0.5875
0.44,0.0016136886870708536,3.104254120494264,192.50470935944392,5.061803763437554,288.91809010144243,0.59
0.4425,0.0015507105487874817,3.1001061553939024,191.31315283436516,5.053630037527194,287.2459398190737,0.5925
0.445,0.001490199863052082,3.0959487320139516,190.1246939945136,5.0454377948705895,285.5793073621119,0.5950000000000001
0.4475,0.0014320630881561117,3.091781933322077,188.93937542748415,5.037227201198096,283.91822940726297,0.5975
0.45,0.0013762065687491448,3.087605842189226,187.757239084941,5.028998422156207,282.2627418218553,0.6
0.4525,0.0013225391558230443,3.0834205416415417,186.5783263551114,5.020751623730348,280.6128761412442,0.6025
0.455,0.0012709800889220638,3.079226115617389,185.40267827462688,5.012486973517057,278.9686491563826,0.6050000000000001
0.4575,0.0012214511609362807,3.075022648198716,184.23033530919423,5.004204639426883,277.330073789255,0.6075
0.46,0.001173874096768077,3.0708102233544325,183.06133728264206,4.995904789250688,275.69716266293295,0.61
0.4625,0.0011281705488431955,3.0665889249383973,181.89572337839272,4.987587590654934,274.0699281024693,0.6125
0.465,0.0010842643340312778,3.0623588369347785,180.73353220884832,4.9792532115948624,272.44837470319885,0.6150000000000001
0.4675,0.0010420881719915558,3.058120044195356,179.57480201705212,4.970901821557866,270.8324773864884,0.6175
0.47000000000000003,0.0010015769876606413,3.0538726316907336,178.41957046882885,4.962533590295325,269.2222043114964,0.62
0.47250000000000003,0.0009626656678877036,3.049616684260311,177.26787458593293,4.954148687398561,267.61752438810794,0.6225
0.47500000000000003,0.0009252890549711639,3.0453522866103144,176.1197507479897,4.945747282294149,266.01840726868085,0.6250000000000001
0.47750000000000004,0.0008893838892083567,3.041079523552647,174.97523475888283,4.937329544647721,264.4248289187099,0.6275000000000001
0.48,0.0008548946521523031,3.0367984807226547,173.83436203860276,4.928895645579135,262.83678807723885,0.63
0.4825,0.0008217677201734396,3.03250924385001,172.6971674264575,4.920445756422647,261.25428904618394,0.6325
0.485,0.0007899494125258586,3.028211898515272,171.56368511816888,4.911980048312384,259.6773360429745,0.635
0.4875,0.0007593859876734903,3.0239065301479524,170.43394866826773,4.9034986921776955,258.10593319944223,0.6375000000000001
0.49,0.0007300252756741756,3.019593224258918,169.30799105358557,4.895001859137764,256.5400861750041,0.64
0.4925,0.0007018215886161762,3.0152720671387745,168.18584485564244,4.886489721689176,254.9798069198792,0.6425
0.495,0.0006747308198331507,3.0109431451482935,167.06754207453022,4.877962452493898,253.4251086946515,0.645
0.4975,0.0006487088066220491,3.006606544481509,165.9531140698183,4.869420223974051,251.87600443729204,0.6475000000000001
0.5,0.0006237113275382494,3.0022623511638225,164.84259156337347,4.860863208307353,250.33250676421352,0.65
0.5025000000000001,0.0005996954718305519,2.9979106512780276,163.73600470005675,4.852291577812749,248.79462900984177,0.6525
0.505,0.0005766237587938845,2.993551531643471,162.63338322099182,4.843705506110933,247.2623882920086,0.6549999999999999
0.5075000000000001,0.000554460028861107,2.9891850791258814,161.534756287733,4.835105166939608,245.73580230869717,0.6575000000000001
0.51,0.0005331680707717598,2.984811380406952,160.4401524268331,4.826490733757404,244.21488828923455,0.66
0.5125,0.0005127116194857899,2.9804305219824916,159.34959953306236,4.817862379739379,242.6996629968658,0.6625
0.515,0.0004930554974882021,2.9760425903821317,158.2631249274078,4.809220278153899,241.190142901052,0.6650000000000001
0.5175,0.00047416904829589184,2.9716476728294445,157.18075552155057,4.8005646034967135,239.68634468073395,0.6675000000000001
0.52,0.0004560227138372288,2.9672458565710156,156.1025176519367,4.791895530332931,238.1882847031583,0.67
0.5225,0.0004385868906594442,2.962837228652451,155.02843702785714,4.783213232909885,236.69597885495185,0.6725
0.525,0.00042183192819210364,2.9584218759166188,153.95853873504893,4.774517885152776,235.20944254505133,0.6749999999999999
0.5275,0.0004057290752382026,2.953999885217055,152.89284729107362,4.765809661032945,233.72869051839876,0.6774999999999999
0.53,0.00039025332776275717,2.949571344059248,151.83138680133692,4.757088735676092,232.25373630070817,0.68
0.5325,0.00037538059107511764,2.9451363399487764,150.7741808026782,4.748355284230436,230.7845927858134,0.6825
0.535,0.00036108673132142507,2.9406949601737224,149.72125221481915,4.739609481488375,229.32127243004894,0.6850000000000002
0.5375,0.00034734757401083595,2.9362472918029527,148.6726233443122,4.730851501882218,227.86378725500057,0.6875000000000001
0.54,0.000334139685033498,2.931793421893351,147.62831593739824,4.722081519844129,226.41214847254508,0.6900000000000001
0.5425,0.00032144272087535904,2.9273334381124116,146.5883513278701,4.713299710889018,224.96636537374889,0.6925
0.545,0.00030923708718195265,2.922867428105289,145.5527502898112,4.704506250508367,223.52644649835412,0.695
0.5475,0.00029750315605794425,2.918395479283559,144.52153299226794,4.6957013138004875,222.09240001958594,0.6974999999999999
0.55,0.00028622126481667057,2.9139176788235623,143.4947190035161,4.686885075466387,220.66423374639572,0.7000000000000001
0.5525,0.0002753723575092087,2.909434113867507,142.47232734147474,4.678057710161544,219.24195471462207,0.7025
0.555,0.0002649399155967721,2.904944872127568,141.45437661373154,4.66921939355409,217.8255679772207,0.7050000000000002
0.5575,0.00025490803479280745,2.9004500412716867,140.4408848790534,4.660370301243718,216.4150778767179,0.7075000000000001
0.56,0.00024526078212715635,2.89594970871861,139.43186960513657,4.651510608400389,215.0104884632831,0.7100000000000001
0.5625,0.00023598219490014003,2.8914439616363095,138.42734767316423,4.642640489760352,213.6118034963739,0.7125
0.5650000000000001,0.0002270568054158524,2.886932887137025,137.4273354258558,4.633760119969931,212.2190260831093,0.715
0.5675,0.00021847122027916552,2.882416572863051,136.43184879995408,4.624869674619572,210.83215760909042,0.7174999999999999
0.5700000000000001,0.00021021254743898763,2.877895106391115,135.44090319614114,4.615969329187292,209.4511988628803,0.7200000000000001
0.5725,0.00020226787029950424,2.8733685750336435,134.45451343972573,4.607059258685684,208.07615040513625,0.7225
0.5750000000000001,0.00019462424686180827,2.868837065837258,133.47269378545465,4.598139637658073,206.70701256970304,0.7250000000000002
0.5775,0.00018726913727029208,2.8643006657718195,132.49545796328093,4.5892106405145405,205.34378519335436,0.7275000000000001
0.58,0.00018019169066099084,2.8597594622981157,131.5228193036051,4.58027244254236,203.98646681718785,0.7300000000000001
0.5825,0.0001733814636151214,2.8552135427906165,130.55479061523448,4.571325218873498,202.63505552670628,0.7325
0.585,0.00016682799168727446,2.85066299434492,129.5913841488634,4.562369144139713,201.2895492274449,0.735
0.5875,0.00016052078871504297,2.8461079037763346,128.63261160211138,4.553404392468875,199.94994564564007,0.7374999999999999
0.59,0.0001544496941186497,2.8415483578029814,127.67848416308134,4.544431137813409,198.61624216426821,0.7399999999999999
0.5925,0.00014860591823178502,2.836984443595585,126.72901262864505,4.535449554937702,197.28843533863463,0.7425
0.595,0.00014298100138260186,2.8324162482184296,125.7842072900889,4.526459818409094,195.96652140625415,0.745
0.5975,0.0001375664658738277,2.827843858442911,124.8440778992461,4.517462102260912,194.65049645411665,0.7475000000000002
0.6,0.00013235381543824927,2.8232673607462164,123.90863367372997,4.508456579988976,193.3403564191106,0.7500000000000001
0.6025,0.00012733481622485512,2.8186868414885673,122.97788333835551,4.49944342487265,192.0360970274376,0.7525000000000001
0.605,0.00012250234252230335,2.814102387445283,122.05183523675115,4.490422810939749,190.73771361529822,0.755
0.6075,0.00011784953468872016,2.809514085265776,121.13049722433713,4.481394911980506,189.44520131812675,0.7575
0.61,0.00011336951762081079,2.804922021293147,120.21387663697791,4.472359901218391,188.15855513278532,0.7599999999999999
0.6125,0.00010905540033203364,2.800326281562952,119.30198029637096,4.463317951306804,186.87776991792586,0.7625000000000001
0.615,0.00010490050412502395,2.795726951974657,118.39481454940857,4.454269234642892,185.60284042316064,0.765
0.6175,0.00010089904932391131,2.791124118806203,117.49238537338962,4.445213924310537,184.33376137428232,0.7675000000000002
0.62,9.704547158246629e-05,2.786517868190818,116.59469827598568,4.436152193116779,183.07052738450002,0.7700000000000001
0.6225,9.333419331431362e-05,2.7819082859425985,115.70175826627441,4.427084213270218,181.81313292568765,0.7725000000000001
0.625,8.975962337172835e-05,2.777295457555384,114.81356986026186,4.418010156377922,180.5615723288421,0.775
0.6275000000000001,8.631633713909597e-05,2.772679468368481,113.93013711824548,4.408930193752229,179.31583988430097,0.7775
0.63,8.29996185444224e-05,2.7680604040639336,113.05146374389564,4.3998444973322925,178.07593013593896,0.7799999999999999
0.6325000000000001,7.98049204915162e-05,2.7634383501609596,112.17755299087399,4.390753238742465,176.84183757284805,0.7825000000000001
0.635,7.672768447868421e-05,2.7588133918474704,111.30840763611845,4.381656588978159,175.61355652888952,0.785
0.6375000000000001,7.376334035720461e-05,2.7541856139790215,110.44402998546028,4.372554718402924,174.39108118339357,0.7875000000000002
0.64,7.090748774938613e-05,2.7495551012389057,109.58442190906213,4.363447797048432,173.174405712394,0.7900000000000001
