s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,maximum_anchor_force,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral,receiver_velocity,receiver_heat,receiver_l,receiver_effective_n,maximum_gamma,minimum_rest_dec_margin,maximum_density,maximum_abs_radial_stress,backbone_slice_energy,maximum_backbone_inverse_stretch,minimum_backbone_inverse_stretch
0.0,0,0.24999999999999967,-2.1,0.20214036673420838,0.9991361785466124,0.002149075487186356,0.16414965477402294,1.0,0.15000000000000002,20703.99667802709,762.2977004335157,0.0,26.30271505087351,0.0,0.0,0.0,46.60114539407086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6809229994191197e-05,2.9144760200130957,-1.3,0.00418178040893795,1.0210785740059045,0.00809974303359699,5.4978199797462315,5.488283697066866,727.9091710641347,487.1641741592133,2.751457331355167e-06
0.005,10,0.24999999999999967,-2.1,0.19657604239257814,0.9991370761670569,0.0021483284529869194,0.16432055221533726,0.9999706911518871,0.15500000000000003,20681.945741712618,763.3967247576711,0.0,26.29332499444244,-1.5143627444653877e-11,-1.2867484855405564e-13,-1.124020121428563e-15,46.69788100956088,-1.6476805091596993,-0.10707724796562207,-0.0007472369484581514,0.0,-3.577503874164042,5.148480821925912,-0.5167408826092822,-7.619999023611636e-06,2.911032564417869,-1.2999999903514505,0.0041946551529718065,1.0198996890868837,0.007946031057748394,5.509280844113011,5.499734651486026,729.0205741733225,487.67136444833346,2.759184870915293e-06
0.01,20,0.24999999999999967,-2.1,0.19125189474758336,0.9991379917682741,0.0021484948401442167,0.1644952396868977,0.9997704295780832,0.16000000000000003,20658.63795688056,764.5248204793797,0.0,26.285783729172497,-2.791271401586348e-11,-1.0724754417879012e-13,-9.973123986493431e-16,46.79686571150175,-3.4169008820920457,-0.1926314593042956,-0.0013473517708976518,0.0,-7.189519362198688,10.297725220472605,-1.0213901002055767,1.6906671309412173e-05,2.9082808540054694,-1.2999999218551201,0.004207838069670107,1.0188061541789721,0.0077968003747504195,5.52100815557382,5.511451833321793,730.1588933800107,488.18980280835234,2.7678030998187424e-06
0.015,30,0.24999999999999967,-2.1,0.18614521843470647,0.9991389253065792,0.0021495335333488017,0.16467373186052578,0.9992536102812535,0.16500000000000004,20634.11926832046,765.6820063978688,0.0,26.28007703640823,-3.8255639259858274e-11,-1.7541523789077473e-14,2.482381407567081e-15,46.898114522671094,-5.30366900163078,-0.2569985810000443,-0.0018014759519677547,0.0,-10.832541763912227,15.447748367937612,-1.512956247448937,5.754101924922673e-05,2.906222313275829,-1.2999997330553938,0.004221332065711844,1.0177886631050606,0.0076513112180608515,5.533003717546905,5.523437045132165,731.3242036091365,488.7195327823758,2.7773012674371936e-06
0.02,40,0.24999999999999967,-2.1,0.1812353449910627,0.9991398767344289,0.00215140408217029,0.16485604317121777,0.99832259780296,0.17000000000000004,20608.43182382386,766.8683359776704,0.0,26.2761899244084,-3.6655405192971915e-11,4.973799150320701e-14,4.414333567792174e-15,47.00164251583835,-7.304284315599729,-0.30052515054765455,-0.0021108024965305243,0.0,-14.503142359741394,20.598564348232,-1.9904666079334596,0.00011504343119811751,2.9048579934094407,-1.2999993596940682,0.0042351397732633255,1.0168391057447246,0.007509310962361912,5.545269339692571,5.535692095730593,732.5166095802065,489.2605972106588,2.787669478699029e-06
0.025,50,0.24999999999999967,-2.1,0.17650372323014477,0.9991408460015461,0.0021533386370183785,0.16504218802885587,0.9969420336612114,0.17500000000000004,20581.61352226119,768.0838920866128,0.0,26.274106628585102,-3.85472250662918e-11,1.4344081478157023e-13,6.267263707359261e-16,47.10746493682644,-9.415373995561739,-0.3235681000996638,-0.002276585910630452,0.0,-18.198004934422745,25.750186164653,-2.453054106906842,0.00019016503625548403,2.90418856677658,-1.2999987347504518,0.004249263549632069,1.015950450096815,0.00737105901911022,5.557806852302207,5.5482188145627855,733.7362412445043,489.81303885892225,2.798898100978113e-06
0.03,60,0.24999999999999967,-2.1,0.17604417312949386,0.9991418330577291,0.002152908341626292,0.16523218135733406,0.9951424689213741,0.18000000000000005,20553.70294670929,769.3287784893287,0.0,26.273810615845075,-4.267755894163362e-11,8.570921750106208e-14,4.468831513073559e-16,47.21559751391323,-11.633500655193817,-0.3264944722793184,-0.0023001418560269294,0.0,-21.91395886665988,30.902625761115093,-2.9000294101815958,0.0002836482826832874,2.904214326745107,-1.2999977884838727,0.004263705517036216,1.0158655156006553,0.007236784525485519,5.57061814278104,5.561019088158377,734.9832459237723,490.3769020183742,2.8109788411737308e-06
0.035,70,0.24999999999999967,-2.1,0.1756856843494718,0.9991428378509765,0.0021532498444224208,0.1654260382362284,0.9930154348708999,0.18500000000000005,20524.736500447543,770.6031161508458,0.0,26.275284580458415,-1.8507327824133403e-11,4.440892098500626e-15,2.4524075376623193e-16,47.326056259918744,-13.955390386978408,-0.3096812936780305,-0.0021828474789491654,0.0,-25.64803171297739,36.05589405520874,-3.3309333624406934,0.0003962274354223859,2.9049351761444218,-1.2999964484725537,0.0042784675132143055,1.0157994278332325,0.00710680226412142,5.5837051320148845,5.574094836518221,736.2577847903838,490.9522314422567,2.8239032219738286e-06
0.04,80,0.24999999999999967,-2.1,0.17501161077066582,0.9991438603311376,0.0021543230801801456,0.1656237746071908,0.9907006483436112,0.19000000000000006,20494.75074744058,771.9070428079137,0.0,26.27851045129162,-1.1848986861434924e-11,-7.283063041541027e-14,7.0384096330908564e-15,47.438857877647386,-16.377746875289834,-0.2735152120626395,-0.0019261408345095982,0.0,-29.397503669768803,41.2100009820386,-3.7455532269948844,0.00052862902695066,2.9063506305781948,-1.2999946396507316,0.00429355115631338,1.0156755612453257,0.006964276565885991,5.597069822273466,5.5874480609770325,737.5600324783738,491.53907444228463,2.837662032022135e-06
0.045,90,0.24999999999999967,-2.1,0.1738958873320526,0.9991449004489162,0.0021560880800206056,0.16582540708890262,0.9883683439901595,0.19500000000000006,20463.776505726782,773.2407155120704,0.0,26.28346939110349,-1.2538538463491231e-11,-1.3500311979441904e-13,2.795744592935044e-15,47.55401966105386,-18.897721643758523,-0.21839228223095528,-0.0015315209427317904,0.0,-33.159930918023264,46.36495554758265,-4.143915657847124,0.0006815720265990727,2.9084598110062876,-1.2999922843473155,0.004308957825596505,1.0154716829040582,0.006800952934527099,5.610714285363095,5.601080832366664,738.8901796472794,492.13748033946445,2.852245604344518e-06
