l,weight,drive,minimum_field_coefficient
-1.97578125,2.558583510157193,-0.009977459536350465,9.044457231681097
-1.975,2.5751088987751967,-0.009977165734271473,9.05105878627254
-1.9742187500000001,2.591755162624312,-0.009980424365823345,9.057622735710952
-1.9734375000000002,2.6085231988106825,-0.009987201180984808,9.064146873146093
-1.97265625,2.6254139095203937,-0.009997464618497005,9.070631198577978
-1.971875,2.6424282034554167,-0.010011181516077959,9.077075712006591
-1.97109375,2.6595669958761885,-0.010028317109742363,9.083480413431937
-1.9703125000000001,2.6768312086443613,-0.010048835033154097,9.089845302854021
-1.9695312500000002,2.6942217702657905,-0.010072697317007755,9.096170380272842
-1.96875,2.711739615933732,-0.010099864388434233,9.102455645688394
-1.96796875,2.7293856875722398,-0.010130295070426398,9.108701099100683
-1.9671875,2.7471609338798166,-0.010163946581279708,9.114906740509703
-1.9664062500000001,2.7650663103732387,-0.010200774534044131,9.121072569915457
-1.9656250000000002,2.7831027794316174,-0.010240732935981985,9.127198587317949
-1.96484375,2.8012713103406766,-0.010283774188027436,9.133284792717175
-1.9640625,2.819572879337218,-0.01032984908424326,9.139331186113134
-1.96328125,2.8380084696538597,-0.01037890681126961,9.145337767505826
-1.9625000000000001,2.8565790715639303,-0.010430894947760706,9.151304536895253
-1.9617187500000002,2.8752856824266115,-0.010485759463803899,9.157231494281417
-1.9609375,2.894129306732291,-0.010543444720317423,9.163118639664317
-1.96015625,2.913110956148111,-0.010603893468420875,9.168965973043946
-1.959375,2.9322316495637764,-0.010667046848774158,9.174773494420311
-1.9585937500000001,2.951492413137536,-0.010732844390880025,9.180541203793414
-1.9578125000000002,2.970894280342399,-0.010801224012344804,9.186269101163246
-1.95703125,2.990438292012566,-0.010872122018093098,9.191957186529818
-1.95625,3.0101254963900557,-0.010945473099530322,9.19760545989312
-1.95546875,3.029956949171593,-0.011021210333649185,9.203213921253159
-1.9546875000000001,3.0499337135556637,-0.011099265182074297,9.208782570609932
-1.9539062500000002,3.070056860289808,-0.011179567490039646,9.21431140796344
-1.953125,3.0903274677181307,-0.011262045485294608,9.219800433313683
-1.95234375,3.1107466218289983,-0.011346625776932216,9.225249646660657
-1.9515625,3.131315416303006,-0.011433233354135142,9.23065904800437
-1.9507812500000001,3.152034952561104,-0.011521791584833824,9.236028637344814
-1.9500000000000002,3.172906339812963,-0.01161222221427146,9.241358414681995
-1.94921875,3.193930693777267,-0.011704442578813548,9.246646655914965
-1.9484375,3.215109135349351,-0.011798368431963569,9.251891636942778
-1.94765625,3.236442791906831,-0.011893916704730653,9.257093357765429
-1.9468750000000001,3.257932798667065,-0.01199100269725726,9.262251818382927
-1.9460937500000002,3.279580298733945,-0.012089540076828505,9.267367018795266
-1.9453125,3.3013864431448656,-0.012189440875757906,9.272438959002454
-1.94453125,3.3233523909178357,-0.012290615489142419,9.27746763900448
-1.94375,3.345479309098821,-0.012392972672482891,9.28245305880135
-1.9429687500000001,3.3677683728091976,-0.012496419539162924,9.287395218393058
-1.9421875000000002,3.3902207652934058,-0.012600861557780837,9.292294117779619
-1.94140625,3.4128376779667717,-0.012706202549329373,9.297149756961016
-1.940625,3.4356203104634693,-0.012812344684217068,9.301962135937258
-1.93984375,3.4585698706847063,-0.012919188479125373,9.306731254708343
-1.9390625000000001,3.48168757484702,-0.013026632793696057,9.311457113274269
-1.9382812500000002,3.5049746475307617,-0.013134574827042361,9.31613971163504
-1.9375,3.528432321728751,-0.0132429101140789,9.320779049790655
-1.93671875,3.552061838895059,-0.013351532521663448,9.325375127741113
-1.9359375,3.5758644489940146,-0.013460334244545239,9.32992794548641
-1.9351562500000001,3.599841410549309,-0.013569205801113322,9.334437503026551
-1.9343750000000002,3.623993990693289,-0.013678036028939217,9.338903800361539
-1.93359375,3.648323465216414,-0.013786712080107622,9.343326837491368
-1.9328125,3.6728311186168243,-0.013895119416328813,9.34770661441604
-1.93203125,3.6975182441501433,-0.014003141803826995,9.352043131135554
-1.9312500000000001,3.722386143879359,-0.014110661307998072,9.356336387649911
-1.9304687500000002,3.7474361287248947,-0.014217558287830306,9.360586383959115
-1.9296875,3.7726695185148253,-0.014323711390082351,9.364793120063155
-1.92890625,3.7980876420352145,-0.014428997543211662,9.368956595962048
-1.928125,3.8236918370806654,-0.01453329195104671,9.373076811655777
-1.9273437500000001,3.849483450504947,-0.014636468086197531,9.377153767144346
-1.9265625000000002,3.8754638382718025,-0.014738397683197159,9.381187462427764
-1.92578125,3.9016343655058994,-0.014838950731368254,9.385177897506024
-1.925,3.9279964065438806,-0.014937995467407195,9.389125072379125
-1.92421875,3.9545513439154685,-0.01503539693572935,9.393028292740643
-1.9234375000000001,3.9813005672811936,-0.0151310184315766,9.396886864284163
-1.9226562500000002,4.008245474495148,-0.015224722914357348,9.400700787009669
-1.921875,4.03538747271034,-0.015316371557290613,9.404470060917173
-1.92109375,4.062727978428265,-0.015405823738516667,9.408194686006672
-1.9203125,4.090268417548642,-0.015492937031888355,9.411874662278166
-1.9195312500000001,4.118010225419184,-0.015577567197435296,9.415509989731648
-1.9187500000000002,4.145954846885491,-0.015659568171495157,9.419100668367133
-1.91796875,4.174103736341046,-0.01573879205650434,9.422646698184609
-1.9171875,4.202458357777244,-0.015815089110441716,9.426148079184077
-1.91640625,4.231020184833607,-0.015888307735918393,9.429604811365543
-1.9156250000000001,4.259790700847992,-0.015958294468906155,9.433016894729002
-1.9148437500000002,4.288771398906923,-0.01602489396709846,9.436384329274457
-1.9140625,4.317963781896007,-0.01608794899789613,9.439707115001903
-1.91328125,4.347369362550383,-0.016147300426010862,9.442985251911349
-1.9125,4.376989663505323,-0.016202787200679913,9.446218740002783
-1.9117187500000001,4.406826217346832,-0.016254246342484527,9.449407579276212
-1.9109375000000002,4.4368805666623485,-0.016301512929764613,9.452551769731642
-1.91015625,4.467154264091517,-0.01634442008462319,9.45565131136906
-1.909375,4.4976488723769785,-0.01638279895851292,9.458706204188475
-1.90859375,4.528365964415305,-0.016416478717397272,9.461716448189883
-1.9078125000000001,4.559307123307909,-0.016445286526479756,9.464682043373285
-1.9070312500000002,4.5904739424120455,-0.016469047534492902,9.467602989738685
-1.90625,4.621868025391867,-0.016487584857540885,9.470479287286075
-1.90546875,4.653490986269487,-0.01650071956248704,9.473310936015462
-1.9046875,4.685344449476163,-0.01650827064987967,9.476097935926843
-1.9039062500000001,4.71743004990345,-0.016510055036408778,9.478840287020219
-1.9031250000000002,4.7497494329544185,-0.016505887536885644,9.481537989295585
-1.90234375,4.782304254594921,-0.016495580845738177,9.48419104275295
-1.9015625,4.815096181404839,-0.016478945518014536,9.486799447392311
-1.90078125,4.848126890629444,-0.016455789949886886,9.489363203213662
-1.9000000000000001,4.881398070230699,-0.016425920358648198,9.49188231021701
-1.8992187500000002,4.914911418376663,-0.016392830559811906,9.494357966145447
-1.8984375,4.948668642907747,-0.01636014586157722,9.496791368742077
-1.89765625,4.982671461918617,-0.016327868074780427,9.499182518006899
-1.896875,5.016921604362838,-0.01629599901146319,9.50153141393991
-1.8960937500000001,5.051420810103094,-0.016264540484825382,9.503838056541108
-1.8953125000000002,5.086170829961431,-0.01623349430917778,9.506102445810505
-1.89453125,5.121173425769493,-0.016202862299895118,9.508324581748083
-1.89375,5.15643037041868,-0.016172646273368993,9.510504464353858
-1.89296875,5.191943447910377,-0.016142848046960912,9.512642093627818
-1.8921875000000001,5.227714453406061,-0.016113469438955468,9.514737469569972
-1.8914062500000002,5.263745193277408,-0.016084512268513533,9.516790592180314
-1.890625,5.300037485156379,-0.01605597835562563,9.518801461458851
-1.88984375,5.336593157985192,-0.016027869521065198,9.520770077405572
-1.8890625,5.373414052066364,-0.01600018758634213,9.522696440020491
-1.8882812500000001,5.410502019112587,-0.01597293437365619,9.524580549303593
-1.8875000000000002,5.447858922296597,-0.01594611170585069,9.526422405254891
-1.88671875,5.485486636300992,-0.015919721406366112,9.52822200787438
-1.8859375,5.523387047367915,-0.015893765299193865,9.529979357162055
-1.88515625,5.56156205334878,-0.01586824520882999,9.531694453117922
-1.8843750000000001,5.600013563753812,-0.015843162960229154,9.533367295741977
-1.8835937500000002,5.63874349980156,-0.015818520378758527,9.534997885034224
-1.8828125,5.6777537944683205,-0.015794319290151695,9.53658622099466
-1.88203125,5.717046392537414,-0.015770561520462967,9.538132303623293
-1.88125,5.756623250648477,-0.015747248896021193,9.53963613292011
-1.8804687500000001,5.79648633734654,-0.01572438324338417,9.541097708885122
-1.8796875000000002,5.836637633131049,-0.015701966389292783,9.542517031518319
-1.87890625,5.877079130504784,-0.01568000016062549,9.543894100819712
-1.878125,5.9178128340225875,-0.015658486384352414,9.545228916789291
-1.87734375,5.9588407603400935,-0.015637426887489977,9.546521479427062
-1.8765625000000001,6.000164938262213,-0.01561682349705545,9.547771788733025
-1.8757812500000002,6.041787408791531,-0.01559667804002126,9.548979844707176
-1.875,6.083710225176576,-0.015576992343269803,9.550145647349517
-1.87421875,6.125935453246501,-0.01555776900345212,9.551272779009567
-1.8734375,6.168465171757667,-0.015539010617225409,9.552364822036832
-1.8726562500000001,6.211301472170961,-0.015520719010670632,9.553421776431325
-1.8718750000000002,6.254446458417318,-0.015502896008867867,9.554443642193041
-1.87109375,6.297902246945784,-0.01548554343583911,9.555430419321974
-1.8703125,6.341670966771336,-0.015468663114490744,9.556382107818129
-1.86953125,6.3857547595226505,-0.015452256866556645,9.557298707681504
-1.8687500000000001,6.430155779489581,-0.015436326512540864,9.558180218912103
-1.8679687500000002,6.4748761936704975,-0.015420873871660731,9.559026641509922
-1.8671875,6.519918181819425,-0.015405900761789786,9.559837975474963
-1.86640625,6.565283936492943,-0.015391408999401085,9.560614220807224
-1.865625,6.610975663096979,-0.015377400399510107,9.56135537750671
-1.8648437500000001,6.656995579933276,-0.015363876775618472,9.562061445573416
-1.8640625000000002,6.703345918245702,-0.015350839939656897,9.56273242500734
-1.86328125,6.750028922266327,-0.015338291701928956,9.56336831580849
-1.8625,6.797046849261204,-0.015326233871054367,9.563969117976859
-1.86171875,6.844401969576042,-0.015314668253912676,9.564534831512448
-1.8609375000000001,6.8920965666815,-0.015303596655586971,9.565065456415262
-1.8601562500000002,6.940132937218289,-0.01529302087930754,9.565560992685297
-1.859375,6.988513391042011,-0.015282942726395564,9.566021440322551
-1.85859375,7.03724025126767,-0.015273363996207273,9.566446799327029
-1.8578125,7.086315854314032,-0.015264286486077595,9.566837069698725
-1.8570312500000001,7.135742549947567,-0.015255711991264295,9.567192251437644
-1.8562500000000002,7.185522701326179,-0.015247642304891949,9.567512344543783
-1.85546875,7.235658685042621,-0.015240079217896203,9.567797349017146
-1.8546875,7.286152891167543,-0.015233024518967825,9.56804726485773
-1.85390625,7.337007723292364,-0.015226479994497003,9.568262092065538
-1.8531250000000001,7.388225598571683,-0.01522044742851767,9.568441830640566
-1.8523437500000002,7.439808947765431,-0.015214928602651839,9.568586480582809
-1.8515625,7.491760215280675,-0.015209925296054026,9.56869604189228
-1.85078125,7.5440818592130245,-0.015205439285355747,9.56877051456897
-1.85,7.596776351387808,-0.015201472344610015,9.568809898612884
-1.8492187500000001,7.649846178978182,-0.01519802741254809,9.568820347903758
-1.8484375000000002,7.703293846189066,-0.015195107410495236,9.56880801632134
-1.84765625,7.757121872809378,-0.015192714081259684,9.568772903865627
-1.846875,7.811332792699103,-0.01519084916336615,9.56871501053662
-1.84609375,7.8659291538317975,-0.015189514390983441,9.568634336334314
-1.8453125000000001,7.920913518336565,-0.015188711493851662,9.568530881258718
-1.8445312500000002,7.9762884625397446,-0.01518844219720994,9.56840464530983
-1.84375,8.03205657700621,-0.01518870822172393,9.568255628487641
-1.84296875,8.088220466580225,-0.015189511283413622,9.568083830792162
-1.8421875,8.144782750426028,-0.015190853093581088,9.567889252223384
-1.8414062500000001,8.201746062067892,-0.015192735358738415,9.567671892781318
-1.8406250000000002,8.259113049429814,-0.015195159780535827,9.567431752465952
-1.83984375,8.316886374874812,-0.015198128055689597,9.567168831277291
-1.8390625,8.375068715243684,-0.015201641875910329,9.566883129215341
-1.83828125,8.433662761893514,-0.01520570292783129,9.566574646280094
-1.8375000000000001,8.492671220735541,-0.015210312892936723,9.56624338247155
-1.8367187500000002,8.55209681227268,-0.015215473447490186,9.565889337789715
-1.8359375,8.611942271636543,-0.015221186262463215,9.565512512234582
-1.83515625,8.67221034862393,-0.015227453003463965,9.565112905806155
-1.834375,8.73290380773297,-0.015234275330665722,9.564690518504435
-1.8335937500000001,8.794025428198632,-0.015241654898735808,9.564245350329422
-1.8328125000000002,8.855578004027787,-0.01524959335676435,9.56377740128111
-1.83203125,8.917564344033767,-0.015258092348193237,9.563286671359506
-1.83125,8.979987271870312,-0.015267153510745046,9.562773160564609
-1.83046875,9.042849626065147,-0.015276778476352169,9.562236868896415
-1.8296875000000001,9.10615426005285,-0.01528696887108594,9.561677796354928
-1.8289062500000002,9.169904042207252,-0.01529772631508574,9.561095942940145
-1.828125,9.234101855873263,-0.015309052422488293,9.56049130865207
-1.82734375,9.298750599398039,-0.015320948801357148,9.559863893490697
-1.8265625,9.363853186161736,-0.015333417053611763,9.559213697456029
-1.8257812500000001,9.429412544607498,-0.015346458774957205,9.558540720548073
-1.8250000000000002,9.495431618270922,-0.015360075554813593,9.557844962766817
-1.82421875,9.561913369225408,-0.015374270142864075,9.557130487102956
-1.8234375,9.628860781670316,-0.015389045255431758,9.556401356547187
-1.82265625,9.696276858736669,-0.01540440242169589,9.555657571099493
-1.8218750000000001,9.76416461915159,-0.015420343163513942,9.554899130759893
-1.8210937500000002,9.832527097271383,-0.015436868995344254,9.554126035528373
-1.8203125,9.901367343114053,-0.01545398142416907,9.553338285404942
-1.81953125,9.970688422391126,-0.01547168194941706,9.552535880389593
-1.81875,10.04049341653905,-0.01548997206288664,9.551718820482332
-1.8179687500000001,10.110785422749801,-0.015508853248668596,9.550887105683154
-1.8171875000000002,10.181567554000944,-0.015528326983069458,9.550040735992066
-1.81640625,10.252842939085063,-0.015548394734534432,9.54917971140906
-1.815625,10.324614722638453,-0.015569057963570531,9.548304031934139
-1.81484375,10.396886065169317,-0.01559031812267005,9.547413697567302
-1.8140625000000001,10.469660143085143,-0.015612176656233602,9.546508708308554
-1.8132812500000002,10.542940148719449,-0.0156346350004937,9.54558906415789
-1.8125,10.61672929035788,-0.015657694583437937,9.544654765115311
-1.81171875,10.691030792263447,-0.01568135682473256,9.54370581118082
-1.8109375,10.765847894701318,-0.015705623135646024,9.542742202354408
-1.8101562500000001,10.841183853962617,-0.015730494918972406,9.541763938636084
-1.8093750000000002,10.917041942387614,-0.015755973568955133,9.540771020025849
-1.80859375,10.993425448388182,-0.01578206047121053,9.539763446523697
-1.8078125,11.070337676469338,-0.015808757002651542,9.538741218129628
-1.80703125,11.147781947250268,-0.015836064531411512,9.537704334843648
-1.8062500000000001,11.22576159748433,-0.0158639844167679,9.536652796665752
-1.8054687500000002,11.304279980078368,-0.01589251800906606,9.53558660359594
-1.8046875,11.38334046411121,-0.015921666649643132,9.534505755634216
-1.80390625,11.462946434851254,-0.01595143167075196,9.533410252780575
-1.803125,11.543101293773416,-0.015981814395484926,9.532300095035021
-1.8023437500000001,11.623808458575013,-0.016012816137697977,9.531175282397552
-1.8015625000000002,11.70507136319091,-0.016044438201934456,9.530035814868171
-1.80078125,11.786893457807786,-0.016076681883349344,9.52888169244687
-1.8,11.869278208877398,-0.016109548467633114,9.527712915133655
-1.79921875,11.95222910503083,-0.016141753761375582,9.526542786683498
-1.7984375000000001,12.035749663239049,-0.01617200793363417,9.525384610851361
-1.7976562500000002,12.119843423257201,-0.01620030379940346,9.524238387637244
-1.796875,12.204513941825677,-0.01622663416453222,9.523104117041154
-1.79609375,12.289764792690285,-0.016250991826380783,9.521981799063084
-1.7953125,12.375599566621851,-0.016273369574478364,9.520871433703032
-1.7945312500000001,12.46202187143471,-0.016293760191180447,9.519773020961008
-1.7937500000000002,12.549035332004518,-0.016312156452326254,9.518686560837002
-1.79296875,12.636643590285164,-0.016328551127896683,9.517612053331021
-1.7921875,12.724850305324708,-0.016342936982671766,9.51654949844306
-1.79140625,12.81365915328068,-0.016355306776888696,9.51549889617312
-1.7906250000000001,12.903073827434225,-0.01636565326689967,9.514460246521205
-1.7898437500000002,12.993098038203486,-0.016373969205830095,9.513433549487315
-1.7890625,13.083735513156029,-0.016380247344236598,9.512418805071444
-1.78828125,13.174989997020237,-0.016384480430765267,9.511416013273594
-1.7875,13.266865251696004,-0.01638666121281003,9.510425174093768
-1.7867187500000001,13.35936505626419,-0.016386782437171003,9.509446287531961
-1.7859375000000002,13.45249320699527,-0.01638483685071292,9.508479353588179
-1.78515625,13.546253517356954,-0.016380817201023943,9.507524372262422
-1.784375,13.640649818020698,-0.01637471623707388,9.50658134355468
-1.78359375,13.735685956867465,-0.01636652670987325,9.505650267464967
-1.7828125000000001,13.831365798992184,-0.016356241373131908,9.504731143993272
