scenario,points,pressure_cap,family,radius,success,solver_status,normalization,oracle_cost,retained_cost,normalized_objective_gap,oracle_radial_weight,oracle_angular_weight,oracle_host_energy,oracle_host_radial,oracle_host_angular
zero_preload,513,0.5,radial_only,2.15,True,0,0.008607509524316317,0.0012298362323320679,0.0012298362323320676,2.7755575615628914e-17,0.0012298362323320679,0.0,0.009836001654640228,-0.004918000827320114,-0.001226530352974068
zero_preload,513,0.5,radial_only,2.1580078124999997,True,0,0.008543721299028388,0.0012207230222601052,0.001220723022260105,2.7755575615628914e-17,0.0012207230222601052,0.0,0.009763104464496146,-0.004881552232248073,-0.001217502891912883
zero_preload,513,0.5,radial_only,2.486328125,True,0,0.006447043019592292,0.0009238853492264086,0.0009238853492264086,0.0,0.0009238853492264086,0.0,0.0073507739438261315,-0.0036753869719130658,-0.0009445734275597309
zero_preload,513,0.5,radial_only,2.8306640625,True,0,0.005832180265997313,0.0011029492616027755,0.0011029492616027755,0.0,0.0011029492616027755,0.0,0.0050466649623779735,-0.0025233324811889868,-0.0006243112588485871
zero_preload,513,0.5,radial_only,3.1589843749999997,False,2,0.07042013643253939,,,,,,,,
zero_preload,513,0.5,radial_only,3.175,False,2,0.07158886968940628,,,,,,,,
zero_preload,513,0.5,radial_only,3.191015625,False,2,0.07190621534327223,,,,,,,,
zero_preload,513,0.5,radial_only,3.5113281249999995,False,2,0.019989287736594943,,,,,,,,
zero_preload,513,0.5,radial_only,3.8556640625,False,2,0.0032528253460791332,,,,,,,,
zero_preload,513,0.5,radial_only,4.1439453125,False,2,0.0015477533306073215,,,,,,,,
zero_preload,513,0.5,radial_only,4.199999999999999,False,2,0.0013726258323333493,,,,,,,,
zero_preload,513,0.5,radial_only,4.536328125,False,2,0.0006663498210079942,,,,,,,,
zero_preload,513,0.5,radial_only,4.880664062499999,False,2,0.00033978520699128484,,,,,,,,
zero_preload,513,0.5,radial_only,5.225,False,2,0.0001999958646768913,,,,,,,,
zero_preload,513,0.5,radial_only,5.561328124999999,False,2,0.00013718676451259047,,,,,,,,
zero_preload,513,0.5,radial_only,5.9056640625,False,2,0.00010245737545417941,,,,,,,,
zero_preload,513,0.5,radial_only,6.241992187499999,False,2,8.076260724152594e-05,,,,,,,,
zero_preload,513,0.5,radial_only,6.25,False,2,8.033376075122903e-05,,,,,,,,
zero_preload,513,0.5,two_orientations,2.15,True,0,0.008607509524316317,0.0012298362323320679,0.0012298362323320676,2.7755575615628914e-17,0.0012298362323320679,0.0,0.009836001654640228,-0.004918000827320114,-0.001226530352974068
zero_preload,513,0.5,two_orientations,2.1580078124999997,True,0,0.008543721299028388,0.0012207230222601052,0.001220723022260105,2.7755575615628914e-17,0.0012207230222601052,0.0,0.009763104464496146,-0.004881552232248073,-0.001217502891912883
zero_preload,513,0.5,two_orientations,2.486328125,True,0,0.006447043019592292,0.0009238853492264086,0.0009238853492264086,0.0,0.0009238853492264086,0.0,0.0073507739438261315,-0.0036753869719130658,-0.0009445734275597309
zero_preload,513,0.5,two_orientations,2.8306640625,True,0,0.005832180265997313,0.0011029492616027755,0.0011029492616027755,0.0,0.0011029492616027755,0.0,0.0050466649623779735,-0.0025233324811889868,-0.0006243112588485871
zero_preload,513,0.5,two_orientations,3.1589843749999997,True,0,0.07042013643253939,0.2934719867753621,0.293471986775362,1.7763568394002505e-15,0.11138959627894487,0.09104119524820864,0.2822258613000236,0.1411129306500118,0.1411129306500118
zero_preload,513,0.5,two_orientations,3.175,True,0,0.07158886968940628,0.29935927656628064,0.2993592765662806,8.881784197001252e-16,0.11349811531167113,0.09293058062730476,0.2879038312646894,0.1439519156323447,0.1439519156323447
