case,time,required_negative_null,peak_x,peak_null_cosine,added_support_ADM
zero_added_capacitor_material,0.0,0.09385126814936721,-0.5015625,0.2636139446971876,0.0
zero_added_capacitor_material,0.5,0.08026910230173512,-0.5015625,0.015484081915555403,0.0
zero_added_capacitor_material,1.285,0.2112043634765359,-0.5015625,-0.021306254133072144,0.0
prepared_skin_directional_backing_coverage,0.0,0.18682414644519152,-0.5015625,1.0,242.11980210982244
prepared_skin_directional_backing_coverage,0.5,0.09768756046511916,-0.5015625,0.027439915872629013,330.8552538576928
prepared_skin_directional_backing_coverage,1.285,7.983725429335308,-0.7640625,-1.0,2670.9982845771656
dec_floor_retained,0.0,0.11624525823591216,-0.5015625,0.5051474729438657,132.53078326702027
dec_floor_retained,0.5,0.08747114226471632,-0.5015625,0.02093032100113568,179.07132005761878
dec_floor_retained,1.285,0.5385429603716149,-0.5015625,-0.03155046855668317,258.09987600484163
dec_floor_controlled_floor,0.0,0.09770685405200219,-0.5015625,0.41916034698199856,113.54700154721272
dec_floor_controlled_floor,0.5,0.0802750114950284,-0.5015625,0.020844960921438945,80.12408557848778
dec_floor_controlled_floor,1.285,0.21122173107685538,-0.5015625,-0.03155046936494306,10.257629072626441
directional_retained,0.0,0.13485897593123852,-0.5015625,0.591483927376973,234.31759743556162
directional_retained,0.5,0.09804990170274311,-0.5015625,0.021055805623028074,280.4992184237384
directional_retained,1.285,0.6815053427544953,-0.5015625,-0.03155046820366373,359.5277734153636
directional_controlled_floor,0.0,0.10314169411114459,-0.5015625,0.444368896332416,202.53405331223144
directional_controlled_floor,0.5,0.08837905884499445,-0.5015625,0.020941090654179918,150.29533903787103
directional_controlled_floor,1.285,0.2241397791894548,-0.5015625,-0.0315504693330443,19.63506036438086
stiff_fluid_retained,0.0,0.15411887019259465,-0.5015625,0.6808175581163899,336.48245453810335
stiff_fluid_retained,0.5,0.10865591726340758,-0.5015625,0.021181613555443166,382.30436713270086
stiff_fluid_retained,1.285,0.8248360450748377,-0.5015625,-0.03155046784973478,461.33292116629195
stiff_fluid_controlled_floor,0.0,0.10862757067702075,-0.5015625,0.46981416953940885,291.5211050772501
stiff_fluid_controlled_floor,0.5,0.09648310714451767,-0.5015625,0.02103722039818448,220.4665924972543
stiff_fluid_controlled_floor,1.285,0.23705782730205419,-0.5015625,-0.031550469301145544,29.012491656135275
radiation_fluid_retained,0.0,0.19460735524148448,-0.5015625,0.8686162720383659,541.3006093494117
radiation_fluid_retained,0.5,0.12989466916235137,-0.5015625,0.021433546380564907,586.4023128241492
radiation_fluid_retained,1.285,1.1118584907682583,-0.5015625,-0.031550467140985375,665.4308649392675
radiation_fluid_controlled_floor,0.0,0.11975533617451203,-0.5015625,0.5214283518613898,469.4952086072875
radiation_fluid_controlled_floor,0.5,0.11269120659223633,-0.5015625,0.021229479919984393,360.8090994160208
radiation_fluid_controlled_floor,1.285,0.26289392352725305,-0.5015625,-0.031550469237348035,47.7673542396441
