case,time,required_negative_null,peak_x,peak_null_cosine,added_support_ADM
zero_added_capacitor_material,0.0,0.09835459536326713,-0.5015625,0.2436637127750601,0.0
zero_added_capacitor_material,0.5,0.08381082515837888,-0.5015625,0.014506773569494709,0.0
zero_added_capacitor_material,1.285,0.2021507490376298,-0.5015625,-0.022204510463395232,0.0
prepared_skin_directional_backing_coverage,0.0,0.1814647562052814,-0.5015625,1.0,173.12179574091599
prepared_skin_directional_backing_coverage,0.5,0.10041513177280617,-0.5015625,0.02384010151040516,235.01822753089922
prepared_skin_directional_backing_coverage,1.285,6.269890304441675,-0.5140625,-1.0,1864.410682833781
dec_floor_retained,0.0,0.11877004957493208,-0.5015625,0.4392772686454872,97.21189485701713
dec_floor_retained,0.5,0.09064472744714842,-0.5015625,0.01896123685621366,131.01626856857078
dec_floor_retained,1.285,0.5158383436558238,-0.5015625,-0.0316394207131541,194.98099939803296
dec_floor_controlled_floor,0.0,0.10155738054097102,-0.5015625,0.368067551577346,83.83597801288813
dec_floor_controlled_floor,0.5,0.08381566369921419,-0.5015625,0.01888776456824318,63.68451773970962
dec_floor_controlled_floor,1.285,0.2021683864085457,-0.5015625,-0.03163942141758365,8.881887191306886
directional_retained,0.0,0.13598871936582357,-0.5015625,0.5105118111606505,166.76530313227022
directional_retained,0.5,0.10069588034517164,-0.5015625,0.019069374842241724,200.32018206200297
directional_retained,1.285,0.6516709274643123,-0.5015625,-0.03163942040810581,264.2849121226222
directional_controlled_floor,0.0,0.10646590998660281,-0.5015625,0.3883743960507068,143.26915252199936
directional_controlled_floor,0.5,0.09157110157088175,-0.5015625,0.018971203497161755,117.41620359140845
directional_controlled_floor,1.285,0.21472099887319734,-0.5015625,-0.03163942138939341,16.883576601741748
stiff_fluid_retained,0.0,0.15371790744479316,-0.5015625,0.5838583946835404,236.73845524251553
stiff_fluid_retained,0.5,0.11077586608587105,-0.5015625,0.019177823034031267,270.0426930159019
stiff_fluid_retained,1.285,0.7878931440672231,-0.5015625,-0.03163942010218249,334.0074223045958
stiff_fluid_controlled_floor,0.0,0.11141189296384596,-0.5015625,0.4088361877541562,202.70232703111057
stiff_fluid_controlled_floor,0.5,0.09932654023129493,-0.5015625,0.01905464243456626,171.14788944310723
stiff_fluid_controlled_floor,1.285,0.22727361133784893,-0.5015625,-0.031639421361203166,24.885266012176604
radiation_fluid_retained,0.0,0.19069090335415997,-0.5015625,0.7368176233001423,377.21333422120705
radiation_fluid_retained,0.5,0.13096410314954937,-0.5015625,0.019395023520350864,410.01516728165205
radiation_fluid_retained,1.285,1.0607195078212008,-0.5015625,-0.03163941948947813,473.9798950235144
radiation_fluid_controlled_floor,0.0,0.1214179473865006,-0.5015625,0.45023176115418045,321.5686760493331
radiation_fluid_controlled_floor,0.5,0.11483741991835879,-0.5015625,0.019221520334833063,278.6112611465049
radiation_fluid_controlled_floor,1.285,0.2523788362671522,-0.5015625,-0.03163942130482269,40.88864483304632
