beta,B,normalization,stretch,carrier_energy_over_bare_tension,tension_over_energy,target_fermi_momentum_over_bulk_mass,fermi_momentum_over_eta,required_yukawa_g,yukawa_loop_size_g2_over_16pi2,escape_ratio_squared_times_yukawa_loop_size,gauge_coupling,scalar_self_coupling,scalar_quartic_loop_size_g4_over_16pi2,quartic_loop_size_over_scalar_self_coupling,bulk_fermion_mass_over_vector_mass,bulk_fermion_mass_over_higgs_mass,fermion_asymptotic_tail_over_vector_length,fermion_asymptotic_tail_over_higgs_length
1e-12,0.08329151380923958,canonical_two_branches,2.3349,0.18342707034423192,0.6900069722236839,0.1,0.549157555371234,5.49157555371234,0.1909739795320619,0.0019097397953206194,0.3,9e-14,5.759279084153566,63991989823928.516,18.3052518457078,18305251.8457078,0.0546291309417018,5.46291309417018e-08
1e-12,0.08329151380923958,canonical_two_branches,2.3349,0.18342707034423192,0.6900069722236839,0.1,0.549157555371234,5.49157555371234,0.1909739795320619,0.0019097397953206194,1.0,1e-12,5.759279084153566,5759279084153.566,5.49157555371234,5491575.55371234,0.182097103139006,1.82097103139006e-07
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,1.0,1.095921347039568,1.095921347039568,0.007605697440393708,0.007605697440393708,0.1,1.0000000000000002e-14,0.00913477422593232,913477422593.2318,10.959213470395678,10959213.470395679,0.0912474241606223,9.124742416062229e-08
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,1.0,1.095921347039568,1.095921347039568,0.007605697440393708,0.007605697440393708,0.3,9e-14,0.00913477422593232,101497491399.248,3.6530711567985596,3653071.1567985597,0.2737422724818669,2.737422724818669e-07
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,1.0,1.095921347039568,1.095921347039568,0.007605697440393708,0.007605697440393708,1.0,1e-12,0.00913477422593232,9134774225.93232,1.095921347039568,1095921.347039568,0.9124742416062229,9.12474241606223e-07
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.5,1.095921347039568,2.191842694079136,0.030422789761574833,0.007605697440393708,0.1,1.0000000000000002e-14,0.14615638761491712,14615638761491.709,21.918426940791356,21918426.940791357,0.04562371208031115,4.5623712080311144e-08
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.5,1.095921347039568,2.191842694079136,0.030422789761574833,0.007605697440393708,0.3,9e-14,0.14615638761491712,1623959862387.968,7.306142313597119,7306142.313597119,0.13687113624093344,1.3687113624093344e-07
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.5,1.095921347039568,2.191842694079136,0.030422789761574833,0.007605697440393708,1.0,1e-12,0.14615638761491712,146156387614.9171,2.191842694079136,2191842.694079136,0.45623712080311146,4.562371208031115e-07
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.3,1.095921347039568,3.6530711567985596,0.08450774933770788,0.007605697440393709,0.1,1.0000000000000002e-14,1.127749904436089,112774990443608.89,36.53071156798559,36530711.5679856,0.02737422724818669,2.737422724818669e-08
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.3,1.095921347039568,3.6530711567985596,0.08450774933770788,0.007605697440393709,0.3,9e-14,1.127749904436089,12530554493734.322,12.1769038559952,12176903.855995199,0.08212268174456007,8.212268174456006e-08
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.3,1.095921347039568,3.6530711567985596,0.08450774933770788,0.007605697440393709,1.0,1e-12,1.127749904436089,1127749904436.089,3.6530711567985596,3653071.1567985597,0.2737422724818669,2.737422724818669e-07
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.1,1.095921347039568,10.959213470395678,0.7605697440393707,0.007605697440393708,0.1,1.0000000000000002e-14,91.34774225932318,9134774225932316.0,109.59213470395677,109592134.70395678,0.009124742416062231,9.12474241606223e-09
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.1,1.095921347039568,10.959213470395678,0.7605697440393707,0.007605697440393708,0.3,9e-14,91.34774225932318,1014974913992479.9,36.5307115679856,36530711.567985594,0.02737422724818669,2.737422724818669e-08
1e-12,0.08329151380923958,canonical_two_branches,1.17,0.7305135510263716,0.1557262864620709,0.1,1.095921347039568,10.959213470395678,0.7605697440393707,0.007605697440393708,1.0,1e-12,91.34774225932318,91347742259323.19,10.959213470395678,10959213.470395679,0.0912474241606223,9.12474241606223e-08
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,1.0,1.2822279760362945,1.2822279760362945,0.010411439226154947,0.010411439226154947,0.1,1.0000000000000002e-14,0.017117536588212228,1711753658821.2227,12.822279760362944,12822279.760362945,0.0779892514193353,7.798925141933529e-08
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,1.0,1.2822279760362945,1.2822279760362945,0.010411439226154947,0.010411439226154947,0.3,9e-14,0.017117536588212228,190194850980.13586,4.274093253454315,4274093.2534543155,0.23396775425800587,2.3396775425800587e-07
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,1.0,1.2822279760362945,1.2822279760362945,0.010411439226154947,0.010411439226154947,1.0,1e-12,0.017117536588212228,17117536588.212229,1.2822279760362945,1282227.9760362946,0.7798925141933529,7.798925141933529e-07
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,0.5,1.2822279760362945,2.564455952072589,0.04164575690461979,0.010411439226154947,0.1,1.0000000000000002e-14,0.27388058541139565,27388058541139.562,25.64455952072589,25644559.52072589,0.03899462570966765,3.8994625709667645e-08
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,0.5,1.2822279760362945,2.564455952072589,0.04164575690461979,0.010411439226154947,0.3,9e-14,0.27388058541139565,3043117615682.174,8.54818650690863,8548186.506908631,0.11698387712900293,1.1698387712900293e-07
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,0.5,1.2822279760362945,2.564455952072589,0.04164575690461979,0.010411439226154947,1.0,1e-12,0.27388058541139565,273880585411.39566,2.564455952072589,2564455.952072589,0.38994625709667646,3.8994625709667647e-07
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,0.3,1.2822279760362945,4.274093253454315,0.11568265806838833,0.010411439226154949,0.1,1.0000000000000002e-14,2.1132761220015097,211327612200150.94,42.74093253454315,42740932.53454315,0.023396775425800587,2.3396775425800586e-08
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,0.3,1.2822279760362945,4.274093253454315,0.11568265806838833,0.010411439226154949,0.3,9e-14,2.1132761220015097,23480845800016.777,14.246977511514384,14246977.511514384,0.07019032627740177,7.019032627740175e-08
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,0.3,1.2822279760362945,4.274093253454315,0.11568265806838833,0.010411439226154949,1.0,1e-12,2.1132761220015097,2113276122001.5098,4.274093253454315,4274093.2534543155,0.23396775425800587,2.3396775425800587e-07
1e-12,0.08329151380923958,canonical_two_branches,1.0,1.0,0.0,0.1,1.2822279760362945,12.822279760362944,1.0411439226154948,0.01041143922615495,0.1,1.0000000000000002e-14,171.17536588212226,1.7117536588212224e+16,128.22279760362943,128222797.60362944,0.00779892514193353,7.79892514193353e-09
