amplitude,presheath,s,type_iv,samples_with_type_iv,unresolved,min_null
flat_lapse_1,8.0,-2.2,0,0,0,-1.676210550032167
flat_lapse_1,3.0,-2.1,2,2,0,-1.6607666746311376
flat_lapse_1,4.0,-2.1,0,0,0,-1.7055715519577495
flat_lapse_1,5.0,-2.1,0,0,0,-1.7503827361224336
flat_lapse_1,6.0,-2.1,0,0,0,-1.7952002142659758
flat_lapse_1,6.5,-2.1,0,0,0,-1.8176113095684856
flat_lapse_1,7.0,-2.1,0,0,0,-1.8400239735553834
flat_lapse_1,8.0,-2.1,0,0,0,-1.884854001183829
flat_lapse_1,3.0,-2.0,2,1,0,-1.8315792589701168
flat_lapse_1,4.0,-2.0,0,0,0,-1.8760358610993515
flat_lapse_1,5.0,-2.0,0,0,0,-1.9204994801760078
flat_lapse_1,6.0,-2.0,0,0,0,-1.964970101893007
flat_lapse_1,6.5,-2.0,0,0,0,-1.987208034278653
flat_lapse_1,7.0,-2.0,0,0,0,-2.009447711972445
flat_lapse_1,8.0,-2.0,0,0,0,-2.0539322961655264
flat_lapse_1,3.0,-1.9,3,2,0,-1.8280093699154274
flat_lapse_1,4.0,-1.9,0,0,0,-1.8724732508047137
flat_lapse_1,5.0,-1.9,0,0,0,-1.9169441338005269
flat_lapse_1,6.0,-1.9,0,0,0,-1.9614220046260478
flat_lapse_1,6.5,-1.9,0,0,0,-1.983663556021404
flat_lapse_1,7.0,-1.9,0,0,0,-2.0059068490335688
flat_lapse_1,8.0,-1.9,0,0,0,-2.050398652804433
flat_lapse_1,3.0,-1.8,3,3,0,-1.5694914484193605
flat_lapse_1,4.0,-1.8,0,0,0,-1.6144824297004765
flat_lapse_1,5.0,-1.8,0,0,0,-1.6594793383664073
flat_lapse_1,6.0,-1.8,0,0,0,-1.7044821623316189
flat_lapse_1,6.5,-1.8,0,0,0,-1.726985788781465
flat_lapse_1,7.0,-1.8,0,0,0,-1.7494908895352195
flat_lapse_1,8.0,-1.8,0,0,0,-1.7945055079409096
flat_lapse_1,3.0,-1.7,1,1,0,-1.4363326386267807
flat_lapse_1,4.0,-1.7,0,0,0,-1.4815951216297545
flat_lapse_1,5.0,-1.7,0,0,0,-1.5268629784440684
flat_lapse_1,6.0,-1.7,0,0,0,-1.5721361981128872
flat_lapse_1,6.5,-1.7,0,0,0,-1.5947748155998354
flat_lapse_1,7.0,-1.7,0,0,0,-1.6174147697017163
flat_lapse_1,8.0,-1.7,0,0,0,-1.6626986822983574
flat_lapse_1,3.0,-1.6,0,0,0,-1.3955046419675519
flat_lapse_1,4.0,-1.6,0,0,0,-1.4260111947812277
flat_lapse_1,5.0,-1.6,0,0,0,-1.4567967905711066
flat_lapse_1,6.0,-1.6,0,0,0,-1.4993125226896562
flat_lapse_1,6.5,-1.6,0,0,0,-1.522025419309549
flat_lapse_1,7.0,-1.6,0,0,0,-1.544739576780697
flat_lapse_1,8.0,-1.6,0,0,0,-1.590171669133864
flat_lapse_1,3.0,-1.5,0,0,0,-1.3825270377522247
flat_lapse_1,4.0,-1.5,0,0,0,-1.4109681631864672
flat_lapse_1,5.0,-1.5,0,0,0,-1.4397532936967288
flat_lapse_1,6.0,-1.5,0,0,0,-1.468870464810344
flat_lapse_1,6.5,-1.5,0,0,0,-1.4835499187119539
flat_lapse_1,7.0,-1.5,0,0,0,-1.4983080491923613
flat_lapse_1,8.0,-1.5,0,0,0,-1.5280547622476122
flat_lapse_1,3.0,-1.4,1,1,0,-1.4426480236527601
flat_lapse_1,4.0,-1.4,0,0,0,-1.4726492212772113
flat_lapse_1,5.0,-1.4,0,0,0,-1.5029466649716579
flat_lapse_1,6.0,-1.4,0,0,0,-1.5335289943434767
flat_lapse_1,6.5,-1.4,0,0,0,-1.5489235567048334
flat_lapse_1,7.0,-1.4,0,0,0,-1.5643852713804978
flat_lapse_1,8.0,-1.4,0,0,0,-1.5955049737056008
flat_lapse_1,3.0,-1.3,1,1,0,-1.4585979079297364
flat_lapse_1,4.0,-1.3,0,0,0,-1.4893128428904217
flat_lapse_1,5.0,-1.3,0,0,0,-1.5203022058598674
flat_lapse_1,6.0,-1.3,0,0,0,-1.551554989051323
flat_lapse_1,6.5,-1.3,0,0,0,-1.5672768477097294
flat_lapse_1,7.0,-1.3,0,0,0,-1.5830606384745738
flat_lapse_1,8.0,-1.3,0,0,0,-1.614809041718247
flat_lapse_1,3.0,-1.2,7,4,0,-1.489202560076195
flat_lapse_1,4.0,-1.2,0,0,0,-1.5343572449189833
flat_lapse_1,5.0,-1.2,0,0,0,-1.579517523366202
flat_lapse_1,6.0,-1.2,0,0,0,-1.6246833840128707
flat_lapse_1,6.5,-1.2,0,0,0,-1.6472684041033034
flat_lapse_1,7.0,-1.2,0,0,0,-1.669854815477266
flat_lapse_1,8.0,-1.2,0,0,0,-1.715031806400873
flat_lapse_1,3.0,-1.1,4,3,0,-1.4916279508508827
flat_lapse_1,4.0,-1.1,0,0,0,-1.536777690487474
flat_lapse_1,5.0,-1.1,0,0,0,-1.5819330338114324
flat_lapse_1,6.0,-1.1,0,0,0,-1.62709396939722
flat_lapse_1,6.5,-1.1,0,0,0,-1.6496765307241918
flat_lapse_1,7.0,-1.1,0,0,0,-1.6722604858425985
flat_lapse_1,8.0,-1.1,0,0,0,-1.7174325717685743
flat_lapse_1,3.0,-1.0,5,4,0,-1.4829478849268372
flat_lapse_1,4.0,-1.0,0,0,0,-1.5281153226252226
flat_lapse_1,5.0,-1.0,0,0,0,-1.5732883279258365
flat_lapse_1,6.0,-1.0,0,0,0,-1.6184668894767142
flat_lapse_1,6.5,-1.0,0,0,0,-1.641058250304846
flat_lapse_1,7.0,-1.0,0,0,0,-1.6636509959490435
flat_lapse_1,8.0,-1.0,0,0,0,-1.708840636037107
flat_lapse_1,3.0,-0.9,1,1,0,-1.4318868378466514
flat_lapse_1,4.0,-0.9,0,0,0,-1.4771583855338823
flat_lapse_1,5.0,-0.9,0,0,0,-1.522435288550181
flat_lapse_1,6.0,-0.9,0,0,0,-1.5677175359763966
flat_lapse_1,6.5,-0.9,0,0,0,-1.5903606604370777
flat_lapse_1,7.0,-0.9,0,0,0,-1.613005116915642
flat_lapse_1,8.0,-0.9,0,0,0,-1.658298020493248
flat_lapse_1,3.0,-0.8,1,1,0,-1.5472265640380722
flat_lapse_1,4.0,-0.8,0,0,0,-1.5789962832498483
flat_lapse_1,5.0,-0.8,0,0,0,-1.6109835718686152
flat_lapse_1,6.0,-0.8,0,0,0,-1.6431793556795269
flat_lapse_1,6.5,-0.8,0,0,0,-1.6593527149073084
flat_lapse_1,7.0,-0.8,0,0,0,-1.6755749876555779
flat_lapse_1,8.0,-0.8,0,0,0,-1.7081622294390337
flat_lapse_1,3.0,-0.7,8,5,0,-1.583508370939818
flat_lapse_1,4.0,-0.7,0,0,0,-1.615891351316533
flat_lapse_1,5.0,-0.7,0,0,0,-1.6484732429300335
flat_lapse_1,6.0,-0.7,0,0,0,-1.6812455315354564
flat_lapse_1,6.5,-0.7,0,0,0,-1.6977005303092996
flat_lapse_1,7.0,-0.7,0,0,0,-1.7142001261309219
flat_lapse_1,8.0,-0.7,0,0,0,-1.7473293382672856
flat_lapse_1,3.0,-0.6,3,3,0,-1.5660356564926656
flat_lapse_1,4.0,-0.6,0,0,0,-1.5973370549666017
flat_lapse_1,5.0,-0.6,0,0,0,-1.6288729445892907
flat_lapse_1,6.0,-0.6,0,0,0,-1.6606338894530195
flat_lapse_1,6.5,-0.6,0,0,0,-1.6765959227441065
flat_lapse_1,7.0,-0.6,0,0,0,-1.6926108685493244
flat_lapse_1,8.0,-0.6,0,0,0,-1.7247952605218062
flat_lapse_1,3.0,-0.5,5,4,0,-1.557546261540467
flat_lapse_1,4.0,-0.5,0,0,0,-1.5882888937244468
flat_lapse_1,5.0,-0.5,0,0,0,-1.6192777830522591
flat_lapse_1,6.0,-0.5,0,0,0,-1.6505033511267606
flat_lapse_1,6.5,-0.5,0,0,0,-1.666202005044009
flat_lapse_1,7.0,-0.5,0,0,0,-1.6819564154885984
flat_lapse_1,8.0,-0.5,0,0,0,-1.7136281772655513
flat_lapse_1,3.0,-0.4,1,1,0,-1.39538766133427
flat_lapse_1,4.0,-0.4,0,0,0,-1.4258954848203567
flat_lapse_1,5.0,-0.4,0,0,0,-1.4566823476625184
flat_lapse_1,6.0,-0.4,0,0,0,-1.4946424105378575
flat_lapse_1,6.5,-0.4,0,0,0,-1.5173600706069916
flat_lapse_1,7.0,-0.4,0,0,0,-1.5400789866687274
flat_lapse_1,8.0,-0.4,0,0,0,-1.585520581646935
flat_lapse_1,3.0,-0.3,5,4,0,-1.4318221567557128
flat_lapse_1,4.0,-0.3,0,0,0,-1.4770938363232722
flat_lapse_1,5.0,-0.3,0,0,0,-1.5223708709510049
flat_lapse_1,6.0,-0.3,0,0,0,-1.5676532497203064
flat_lapse_1,6.5,-0.3,0,0,0,-1.5902964397520716
flat_lapse_1,7.0,-0.3,0,0,0,-1.6129409617348391
flat_lapse_1,8.0,-0.3,0,0,0,-1.6582339961204788
flat_lapse_1,3.0,-0.2,5,3,0,-1.4743250766061542
flat_lapse_1,4.0,-0.2,0,0,0,-1.5195100956219902
flat_lapse_1,5.0,-0.2,0,0,0,-1.5647006463929478
flat_lapse_1,6.0,-0.2,0,0,0,-1.6098967176401553
flat_lapse_1,6.5,-0.2,0,0,0,-1.6324968199239949
flat_lapse_1,7.0,-0.2,0,0,0,-1.6550982981077373
flat_lapse_1,8.0,-0.2,0,0,0,-1.7003053765627707
flat_lapse_1,3.0,-0.1,4,3,0,-1.4911763171091004
flat_lapse_1,4.0,-0.1,0,0,0,-1.5363269775960564
flat_lapse_1,5.0,-0.1,0,0,0,-1.5814832398928276
flat_lapse_1,6.0,-0.1,0,0,0,-1.6266450925777063
flat_lapse_1,6.5,-0.1,0,0,0,-1.6492281117527714
flat_lapse_1,7.0,-0.1,0,0,0,-1.6718125242522732
flat_lapse_1,8.0,-0.1,0,0,0,-1.7169855235413478
flat_lapse_1,3.0,-0.0,5,4,0,-1.4844728025661895
flat_lapse_1,4.0,-0.0,0,0,0,-1.5296371310616217
flat_lapse_1,5.0,-0.0,0,0,0,-1.574807033498733
flat_lapse_1,6.0,-0.0,0,0,0,-1.6199824985126365
flat_lapse_1,6.5,-0.0,0,0,0,-1.6425723134406962
flat_lapse_1,7.0,-0.0,0,0,0,-1.6651635147616186
flat_lapse_1,8.0,-0.0,0,0,0,-1.7103500709270891
flat_lapse_1,3.0,0.1,1,1,0,-1.4375161985295246
flat_lapse_1,4.0,0.1,0,0,0,-1.4827762683346632
flat_lapse_1,5.0,0.1,0,0,0,-1.5280417168714882
flat_lapse_1,6.0,0.1,0,0,0,-1.57331253317313
flat_lapse_1,6.5,0.1,0,0,0,-1.5959499508147283
flat_lapse_1,7.0,0.1,0,0,0,-1.6185887062950852
flat_lapse_1,8.0,0.1,0,0,0,-1.6638702253151623
flat_lapse_1,3.0,0.2,10,4,0,-2.0240613512082395
flat_lapse_1,4.0,0.2,0,0,0,-2.0681254954929598
flat_lapse_1,5.0,0.2,0,0,0,-2.112197456919851
flat_lapse_1,6.0,0.2,0,0,0,-2.1562772195502933
flat_lapse_1,6.5,0.2,0,0,0,-2.1783200213449163
flat_lapse_1,7.0,0.2,0,0,0,-2.2003647674781663
flat_lapse_1,8.0,0.2,0,0,0,-2.2444600848297775
flat_lapse_1,3.0,0.3,4,4,0,-1.581923685759504
flat_lapse_1,4.0,0.3,0,0,0,-1.6146636005865418
flat_lapse_1,5.0,0.3,0,0,0,-1.6475931920402958
flat_lapse_1,6.0,0.3,0,0,0,-1.6877429781540578
flat_lapse_1,6.5,0.3,0,0,0,-1.7102636783382312
flat_lapse_1,7.0,0.3,0,0,0,-1.7327858354113423
flat_lapse_1,8.0,0.3,0,0,0,-1.7778345142818675
flat_lapse_1,3.0,0.4,2,2,0,-1.693402512396028
flat_lapse_1,4.0,0.4,0,0,0,-1.7381408474776219
flat_lapse_1,5.0,0.4,0,0,0,-1.7828856250723832
flat_lapse_1,6.0,0.4,0,0,0,-1.827636832044465
flat_lapse_1,6.5,0.4,0,0,0,-1.8500148424493748
flat_lapse_1,7.0,0.4,0,0,0,-1.8723944552848062
flat_lapse_1,8.0,0.4,0,0,0,-1.9171584817110738
flat_lapse_1,3.0,0.5,3,2,0,-1.38311701755618
flat_lapse_1,4.0,0.5,0,0,0,-1.4143060464471455
flat_lapse_1,5.0,0.5,0,0,0,-1.4457783509804003
flat_lapse_1,6.0,0.5,0,0,0,-1.4775218715138394
flat_lapse_1,6.5,0.5,0,0,0,-1.4934917152483274
flat_lapse_1,7.0,0.5,0,0,0,-1.5095250811318806
flat_lapse_1,8.0,0.5,0,0,0,-1.5417769693582095
flat_lapse_1,3.0,0.6,2,2,0,-1.2860636322742867
flat_lapse_1,4.0,0.6,1,1,0,-1.3191789031934003
flat_lapse_1,5.0,0.6,0,0,0,-1.3525400149443652
flat_lapse_1,6.0,0.6,0,0,0,-1.3861346468926805
flat_lapse_1,6.5,0.6,0,0,0,-1.4030158757159956
flat_lapse_1,7.0,0.6,0,0,0,-1.4199511802860016
flat_lapse_1,8.0,0.6,0,0,0,-1.4539786600343698
flat_lapse_1,3.0,0.7,1,1,0,-1.159362763677088
flat_lapse_1,4.0,0.7,0,0,0,-1.2051899693451908
flat_lapse_1,5.0,0.7,0,0,0,-1.251021397393676
flat_lapse_1,6.0,0.7,0,0,0,-1.2968570392133971
flat_lapse_1,6.5,0.7,0,0,0,-1.3197764376019139
flat_lapse_1,7.0,0.7,0,0,0,-1.3426968862127617
flat_lapse_1,8.0,0.7,0,0,0,-1.3885409298176965
flat_lapse_1,3.0,0.8,1,1,0,-1.1161171810203778
flat_lapse_1,4.0,0.8,0,0,0,-1.1620325614789608
flat_lapse_1,5.0,0.8,0,0,0,-1.2079519845355484
flat_lapse_1,6.0,0.8,0,0,0,-1.2538754419475577
flat_lapse_1,6.5,0.8,0,0,0,-1.2768386809656354
flat_lapse_1,7.0,0.8,0,0,0,-1.299802925489214
flat_lapse_1,8.0,0.8,0,0,0,-1.3457344269515141
flat_lapse_1,3.0,0.9,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,0.9,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,0.9,1,1,0,-0.996686489428693
flat_lapse_1,6.0,0.9,0,0,0,-1.035055317287472
flat_lapse_1,6.5,0.9,0,0,0,-1.0582417497798728
flat_lapse_1,7.0,0.9,0,0,0,-1.0814289601235443
flat_lapse_1,8.0,0.9,0,0,0,-1.12780571119192
flat_lapse_1,3.0,1.0,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.0,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.0,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.0,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.0,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.0,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.0,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.1,1,1,0,-0.9304875811262054
flat_lapse_1,4.0,1.1,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.1,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.1,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.1,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.1,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.1,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.2,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.2,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.2,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.2,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.2,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.2,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.2,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.3,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.3,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.3,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.3,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.3,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.3,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.3,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.4,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.4,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.4,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.4,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.4,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.4,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.4,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.5,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.5,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.5,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.5,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.5,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.5,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.5,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.6,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.6,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.6,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.6,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.6,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.6,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.6,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.7,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.7,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.7,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.7,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.7,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.7,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.7,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.8,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.8,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.8,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.8,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.8,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.8,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.8,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,1.9,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,1.9,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,1.9,0,0,0,-0.996686489428693
flat_lapse_1,6.0,1.9,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,1.9,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,1.9,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,1.9,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.0,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.0,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.0,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.0,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.0,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.0,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.0,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.1,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.1,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.1,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.1,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.1,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.1,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.1,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.2,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.2,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.2,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.2,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.2,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.2,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.2,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.3,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.3,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.3,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.3,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.3,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.3,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.3,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.4,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.4,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.4,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.4,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.4,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.4,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.4,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.5,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.5,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.5,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.5,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.5,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.5,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.5,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.6,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.6,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.6,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.6,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.6,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.6,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.6,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.7,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.7,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.7,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.7,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.7,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.7,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.7,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.8,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.8,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.8,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.8,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.8,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.8,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.8,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,2.9,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,2.9,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,2.9,0,0,0,-0.996686489428693
flat_lapse_1,6.0,2.9,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,2.9,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,2.9,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,2.9,0,0,0,-1.0983093699380335
flat_lapse_1,3.0,3.0,0,0,0,-0.9304875811262054
flat_lapse_1,4.0,3.0,0,0,0,-0.9634182103024802
flat_lapse_1,5.0,3.0,0,0,0,-0.996686489428693
flat_lapse_1,6.0,3.0,0,0,0,-1.0302708989741234
flat_lapse_1,6.5,3.0,0,0,0,-1.0471753364037573
flat_lapse_1,7.0,3.0,0,0,0,-1.0641514048724856
flat_lapse_1,8.0,3.0,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-8.0,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-8.0,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-8.0,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-8.0,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-8.0,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-8.0,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-8.0,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.9,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.9,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.9,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.9,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.9,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.9,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.9,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.8,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.8,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.8,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.8,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.8,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.8,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.8,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.7,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.7,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.7,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.7,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.7,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.7,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.7,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.6,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.6,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.6,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.6,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.6,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.6,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.6,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.5,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.5,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.5,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.5,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.5,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.5,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.5,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.4,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.4,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.4,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.4,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.4,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.4,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.4,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.3,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.3,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.3,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.3,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.3,0,0,0,-1.0471753364037573
