variant,coord_volume,proper_volume,proper_volume_ordinary,proper_volume_nec_respecting,proper_volume_nec_violating,proper_volume_negative_rest_energy,proper_volume_nec_respecting_negative_energy,proper_volume_without_static_frame,proper_volume_violating_z,proper_volume_violating_r,proper_volume_violating_phi,type_iv,unresolved,eulerian_positive,eulerian_negative,rest_negative,killing_energy,komar_density,komar_abs,nec_content_coord,nec_content_proper,min_null,min_rest_energy,max_abs_component,max_source_speed,max_static_frame_speed,max_source_speed_vs_static,max_alpha
flat_lapse_6|7,8879.888349958315,3374333.642038767,13782.090058044938,2131051.487774152,1003142.1272228841,138190.13786914045,129915.55359122591,0.0,851346.2085278791,8789.337101436458,860331.2973421067,0,0,75437.71491572734,-75408.72531687844,-75408.72517216894,328417299233.65546,-455167641.7123399,1951328435765.9348,225.72118075624735,82723.55832854923,-1.0641514048724856,-1.8481252592242254,7.6309098020501205,0.0,0.0,0.0,22838489.81216209
