amplitude,presheath,s,z,crossings,width
flat_lapse_6,3.0,-2.5,-3.1,1,0.0
flat_lapse_6,3.0,-3.8,-4.3,1,0.0
flat_lapse_6,3.0,-3.6,-4.1,1,0.0020010000000008077
flat_lapse_6,3.0,-2.8,-3.4,1,0.0
flat_lapse_6,3.0,-2.7,-3.3,1,9.800000000037556e-05
flat_lapse_6,3.0,-3.4,-3.9,1,0.0020010000000008077
flat_lapse_6,3.0,-2.6,-3.2,1,0.0009250000000005087
flat_lapse_6,3.0,-2.4,-3.0,1,0.0020010000000008077
flat_lapse_6,3.0,0.3,2.7,1,0.0007650000000003487
flat_lapse_6,3.0,-3.0,-3.6,1,0.0
flat_lapse_6,3.0,-3.3,-3.8,1,0.0020010000000008077
flat_lapse_6,3.0,-2.9,-3.5,1,0.0
flat_lapse_6,3.0,-1.9,-2.6,1,0.0
flat_lapse_6,3.0,-2.0,-2.7,1,0.0
flat_lapse_6,3.0,-3.1,-3.7,1,0.0
flat_lapse_6,3.0,0.2,2.5,1,0.0
flat_lapse_6,3.0,-1.7,-2.4,1,0.0
flat_lapse_6,3.0,-3.2,-3.8,1,0.0
flat_lapse_6,3.0,-2.2,-2.9,1,0.0
flat_lapse_6,3.0,-3.6,-2.6,1,0.0
flat_lapse_6,3.0,0.4,2.9,1,0.0
flat_lapse_6,3.0,-5.4,-4.2,1,0.0
flat_lapse_6,3.0,0.1,2.3,1,0.0
flat_lapse_6,3.0,-3.8,-4.2,1,0.0020010000000008077
flat_lapse_6,3.0,0.8,1.8,1,0.0020010000000008077
flat_lapse_6,3.0,-3.9,-4.3,1,0.0020010000000008077
flat_lapse_6,3.0,-2.3,-2.9,1,0.0020010000000008077
flat_lapse_6,3.0,0.5,3.0,1,0.0020010000000008077
flat_lapse_6,3.0,0.6,1.7,1,0.0020010000000008077
flat_lapse_6,3.0,-3.9,-4.2,1,0.0020010000000008077
flat_lapse_6,3.0,-3.2,-3.7,1,0.0020010000000008077
flat_lapse_6,3.0,0.6,3.1,1,0.0020010000000008077
flat_lapse_6,3.0,-4.0,-4.3,1,0.0020010000000008077
flat_lapse_6,3.0,-4.0,-4.4,1,0.0020010000000008077
flat_lapse_6,3.0,-5.7,-4.6,1,0.0
flat_lapse_6,3.0,0.7,1.7,1,0.0
flat_lapse_6,3.0,-2.2,-2.8,1,0.0020010000000008077
flat_lapse_6,3.0,-3.1,-3.6,1,0.0020010000000008077
flat_lapse_6,3.0,-0.8,0.4,1,0.0
flat_lapse_6,3.0,0.4,1.4,1,0.0
flat_lapse_6,3.0,-2.8,-3.3,1,0.0020010000000008077
flat_lapse_6,3.0,-3.7,-4.1,1,0.0020010000000008077
flat_lapse_6,3.0,-0.6,0.8,1,0.0
flat_lapse_6,3.0,-0.5,1.0,1,0.0
flat_lapse_6,3.0,0.8,1.9,1,0.0020010000000008077
flat_lapse_6,3.0,-2.1,-2.7,1,0.0020010000000008077
flat_lapse_6,3.0,-3.0,-3.5,1,0.0020010000000008077
flat_lapse_6,3.0,-4.1,-4.5,1,0.0020009999999999195
flat_lapse_6,3.0,-5.3,-4.2,1,0.00022799999999989495
flat_lapse_6,3.0,-0.5,-0.4,1,0.0
flat_lapse_6,3.0,-0.3,-0.0,1,0.0
flat_lapse_6,3.0,-2.7,-3.2,1,0.0020010000000008077
flat_lapse_6,3.0,-4.3,-3.3,1,0.0
flat_lapse_6,4.0,-4.0,-4.3,1,0.0013230000000001851
flat_lapse_6,4.0,0.9,3.2,1,0.0008750000000001812
flat_lapse_6,4.0,-3.6,-4.0,1,0.0009790000000000632
flat_lapse_6,4.0,0.4,2.8,1,0.0009570000000000967
flat_lapse_6,4.0,-2.6,-3.1,1,0.0009719999999999729
flat_lapse_6,4.0,-3.7,-4.2,1,0.0012790000000002522
flat_lapse_6,4.0,0.3,2.6,1,0.001126999999999878
flat_lapse_6,4.0,-4.1,-4.3,1,0.0010550000000000281
flat_lapse_6,4.0,-3.5,-3.9,1,0.0009440000000000559
flat_lapse_6,4.0,-3.9,-4.4,1,0.0008460000000001244
flat_lapse_6,4.0,-2.5,-3.0,1,0.0009320000000001549
flat_lapse_6,4.0,0.2,-1.2,1,0.0011280000000000179
flat_lapse_6,4.0,-4.0,-4.2,1,0.0008189999999999031
flat_lapse_6,4.0,-1.8,-2.4,1,0.0008339999999997794
flat_lapse_6,4.0,1.0,3.3,1,0.0007209999999999717
flat_lapse_6,4.0,-4.1,-4.4,1,0.001188000000000411
flat_lapse_6,4.0,-3.6,-4.1,1,0.0011639999999997208
flat_lapse_6,4.0,-2.8,-3.4,1,0.0011190000000000921
flat_lapse_6,4.0,-2.7,-3.3,1,0.001134999999999664
flat_lapse_6,4.0,-2.9,-3.5,1,0.001090999999999731
flat_lapse_6,4.0,0.2,2.4,1,0.000984000000000318
flat_lapse_6,4.0,-3.4,-3.8,1,0.0009070000000002132
flat_lapse_6,4.0,-2.6,-3.2,1,0.0011440000000000339
flat_lapse_6,4.0,-3.0,-3.6,1,0.001052000000000053
flat_lapse_6,4.0,-3.5,-4.0,1,0.0011499999999999844
flat_lapse_6,4.0,-3.8,-4.2,1,0.0013570000000000526
flat_lapse_6,4.0,-2.5,-3.1,1,0.0011440000000000339
flat_lapse_6,4.0,-2.4,-2.9,1,0.0008849999999998026
flat_lapse_6,4.0,0.9,2.0,1,0.0010229999999999961
flat_lapse_6,4.0,-3.8,-4.3,1,0.0011760000000000659
flat_lapse_6,4.0,-3.4,-3.9,1,0.0011470000000000091
flat_lapse_6,4.0,-4.3,-4.5,1,0.0006829999999999892
flat_lapse_6,4.0,-2.4,-3.0,1,0.0011370000000003877
flat_lapse_6,4.0,1.0,3.2,1,0.0007289999999997576
flat_lapse_6,4.0,-5.0,-4.2,1,0.0006930000000000547
flat_lapse_6,4.0,-3.9,-4.3,1,0.0013910000000003642
flat_lapse_6,4.0,-1.9,-2.6,1,0.0010040000000000049
flat_lapse_6,4.0,0.3,2.7,1,0.001062999999999814
flat_lapse_6,4.0,-3.3,-3.7,1,0.0008669999999999511
flat_lapse_6,4.0,-2.0,-2.7,1,0.0009969999999999146
flat_lapse_6,4.0,-3.1,-3.7,1,0.0009950000000000792
flat_lapse_6,4.0,0.6,2.9,1,0.000504000000000282
flat_lapse_6,4.0,-3.3,-3.8,1,0.0011399999999999189
flat_lapse_6,4.0,-1.8,-2.5,1,0.0009839999999998739
flat_lapse_6,4.0,-2.3,-2.9,1,0.0011210000000003717
flat_lapse_6,4.0,-2.1,-2.8,1,0.0009610000000002117
flat_lapse_6,4.0,-4.2,-4.3,1,0.0007760000000001099
flat_lapse_6,4.0,0.4,2.7,1,0.0005790000000001072
flat_lapse_6,4.0,0.8,2.0,1,0.0005809999999999427
flat_lapse_6,4.0,-4.1,-4.5,1,0.0009660000000000224
flat_lapse_6,4.0,-2.3,-2.8,1,0.000832000000000388
flat_lapse_6,4.0,-3.2,-3.7,1,0.001126999999999878
flat_lapse_6,4.0,-1.2,-1.8,1,0.0007559999999999789
flat_lapse_6,4.0,0.2,2.5,1,0.0009570000000000967
flat_lapse_6,4.0,-3.2,-3.6,1,0.0008259999999999934
flat_lapse_6,4.0,1.1,3.3,1,0.0005470000000000752
flat_lapse_6,4.0,0.7,3.1,1,0.0008180000000002075
flat_lapse_6,4.0,-2.2,-2.8,1,0.001094999999999846
flat_lapse_6,4.0,-3.4,-4.0,1,0.0005990000000002382
flat_lapse_6,4.0,-1.7,-2.3,1,0.0007159999999997169
flat_lapse_6,5.0,0.3,2.6,1,0.00021800000000027353
flat_lapse_6,5.0,0.2,-1.2,1,0.000220000000000109
flat_lapse_6,5.0,-4.1,-4.4,1,0.00023499999999998522
flat_lapse_6,5.0,0.2,2.4,1,0.00018999999999991246
flat_lapse_6,5.0,-2.4,-2.9,1,0.00017000000000022553
flat_lapse_6,5.0,0.9,2.0,1,0.00020000000000042206
flat_lapse_6,5.0,-3.3,-3.7,1,0.00016800000000039006
flat_lapse_6,5.0,-4.2,-4.3,1,0.0001490000000003988
flat_lapse_6,5.0,-4.1,-4.5,1,0.00019199999999974793
flat_lapse_6,5.0,-2.3,-2.8,1,0.00016199999999999548
flat_lapse_6,5.0,-1.2,-1.8,1,0.00014599999999997948
flat_lapse_6,5.0,-3.2,-3.6,1,0.00016199999999999548
flat_lapse_6,5.0,0.7,3.1,1,0.00016000000000016001
flat_lapse_6,5.0,0.8,3.2,1,0.00018399999999996197
flat_lapse_6,5.0,-1.7,-2.3,1,0.00013800000000019352
flat_lapse_6,5.0,-4.9,-4.5,1,7.200000000029405e-05
flat_lapse_6,5.0,0.1,2.2,1,0.00014700000000011926
flat_lapse_6,5.0,-3.1,-3.5,1,0.0001550000000003493
flat_lapse_6,5.0,0.6,3.0,1,0.00013600000000035806
flat_lapse_6,5.0,-4.3,-4.3,1,0.00012499999999970868
flat_lapse_6,5.0,-2.2,-2.7,1,0.00015199999999992997
flat_lapse_6,5.0,-4.2,-4.4,1,0.00020199999999981344
flat_lapse_6,5.0,0.5,2.9,1,0.00013100000000054735
flat_lapse_6,5.0,-4.4,-4.3,1,0.00011700000000036681
flat_lapse_6,5.0,-3.0,-3.4,1,0.00014800000000025904
flat_lapse_6,5.0,-4.5,-4.3,1,0.00010900000000013677
flat_lapse_6,5.0,-4.5,-4.5,1,7.800000000024454e-05
flat_lapse_6,5.0,0.9,3.3,1,0.0001820000000001265
flat_lapse_6,5.0,-3.8,-4.1,1,0.00014300000000044832
flat_lapse_6,5.0,-4.5,-3.6,1,0.00010099999999990672
flat_lapse_6,5.0,-4.6,-4.3,1,9.700000000023579e-05
flat_lapse_6,5.0,-2.9,-3.3,1,0.000140000000000029
flat_lapse_6,5.0,-3.4,-2.6,1,9.300000000056485e-05
flat_lapse_6,5.0,-2.1,-2.6,1,0.0001389999999998892
flat_lapse_6,5.0,-0.0,2.0,1,0.00010600000000016152
flat_lapse_6,5.0,-4.6,-3.7,1,0.00010099999999990672
flat_lapse_6,5.0,-1.6,-2.2,1,0.00011600000000022703
flat_lapse_6,5.0,-3.5,-2.7,1,9.700000000023579e-05
flat_lapse_6,5.0,-4.3,-4.4,1,0.00016199999999999548
flat_lapse_6,5.0,-3.6,-2.8,1,9.900000000051534e-05
flat_lapse_6,5.0,-3.7,-4.2,1,0.00021200000000032304
flat_lapse_6,5.0,-4.7,-3.8,1,0.00010300000000018628
flat_lapse_6,5.0,-5.0,-4.1,1,0.00010900000000013677
flat_lapse_6,5.0,-2.8,-3.2,1,0.00013200000000024303
flat_lapse_6,5.0,-4.8,-4.5,1,6.899999999987472e-05
flat_lapse_6,5.0,-3.7,-2.9,1,0.00010099999999990672
flat_lapse_6,5.0,-4.7,-4.3,1,7.800000000024454e-05
flat_lapse_6,5.0,-0.3,1.1,1,8.500000000033481e-05
flat_lapse_6,5.0,-4.8,-3.9,1,0.00010300000000018628
flat_lapse_6,5.0,-3.8,-3.0,1,0.00010099999999990672
flat_lapse_6,5.0,-4.2,-4.5,1,0.00019700000000000273
flat_lapse_6,5.0,-4.4,-4.4,1,0.00014200000000030855
flat_lapse_6,5.0,-3.6,-4.1,1,0.00019600000000030704
flat_lapse_6,5.0,-2.8,-3.4,1,0.00018699999999993722
flat_lapse_6,5.0,-3.7,-4.0,1,0.00012499999999970868
flat_lapse_6,5.0,-2.7,-3.3,1,0.00019100000000005224
flat_lapse_6,5.0,0.6,1.8,1,9.700000000023579e-05
flat_lapse_6,5.0,-4.9,-4.0,1,0.00010300000000018628
flat_lapse_6,5.0,-2.9,-3.5,1,0.0001820000000001265
flat_lapse_6,5.0,0.5,1.7,1,8.199999999991547e-05
flat_lapse_6,6.0,1.0,3.2,1,3.900000000012227e-05
flat_lapse_6,6.0,1.1,3.4,1,2.3000000000550358e-05
flat_lapse_6,6.0,0.9,3.1,1,3.900000000012227e-05
flat_lapse_6,6.0,1.0,3.1,1,2.700000000022129e-05
flat_lapse_6,6.0,0.8,3.0,1,3.300000000017178e-05
flat_lapse_6,6.0,1.2,3.4,1,9.000000000369823e-06
flat_lapse_6,6.0,-4.7,-4.0,1,3.000000000419334e-06
flat_lapse_6,6.0,-1.8,-2.3,1,7.000000000090267e-06
flat_lapse_6,6.0,-3.7,-4.2,1,3.900000000012227e-05
flat_lapse_6,6.0,-1.2,-1.7,1,4.999999999810711e-06
flat_lapse_6,6.0,1.2,3.3,1,0.0
flat_lapse_6,6.0,0.7,2.9,1,2.3000000000550358e-05
flat_lapse_6,6.0,-3.6,-3.0,1,3.000000000419334e-06
flat_lapse_6,6.0,-3.7,-3.1,1,0.0
flat_lapse_6,6.0,-3.6,-4.1,1,3.6999999999842714e-05
flat_lapse_6,6.0,-2.8,-3.4,1,3.500000000045134e-05
flat_lapse_6,6.0,-2.7,-3.3,1,3.500000000045134e-05
flat_lapse_6,6.0,-0.7,0.3,1,0.0
flat_lapse_6,6.0,-2.9,-3.5,1,3.300000000017178e-05
flat_lapse_6,6.0,-3.5,-2.9,1,3.000000000419334e-06
flat_lapse_6,6.0,-3.8,-3.2,1,0.0
flat_lapse_6,6.0,-2.6,-3.2,1,3.6999999999842714e-05
flat_lapse_6,6.0,1.2,3.5,1,0.0
flat_lapse_6,6.0,-3.0,-3.6,1,3.2000000000032e-05
flat_lapse_6,6.0,-3.5,-4.0,1,3.6999999999842714e-05
flat_lapse_6,6.0,-3.8,-4.2,1,4.7000000000352316e-05
flat_lapse_6,6.0,-2.5,-3.1,1,3.6999999999842714e-05
flat_lapse_6,6.0,-3.8,-4.3,1,3.900000000012227e-05
flat_lapse_6,6.0,-3.4,-3.9,1,3.6999999999842714e-05
flat_lapse_6,6.0,-3.9,-3.3,1,0.0
flat_lapse_6,6.0,1.1,3.1,1,0.0
flat_lapse_6,6.0,-2.4,-3.0,1,3.6999999999842714e-05
flat_lapse_6,6.0,-3.9,-4.3,1,4.999999999988347e-05
flat_lapse_6,6.0,0.3,2.7,1,3.300000000017178e-05
flat_lapse_6,6.0,-1.9,-2.6,1,3.0999999999892225e-05
flat_lapse_6,6.0,-2.0,-2.7,1,3.0999999999892225e-05
flat_lapse_6,6.0,-3.1,-3.7,1,3.0999999999892225e-05
flat_lapse_6,6.0,-4.4,-4.5,1,2.3000000000550358e-05
flat_lapse_6,6.0,-3.3,-3.8,1,3.799999999998249e-05
flat_lapse_6,6.0,-1.8,-2.5,1,3.0999999999892225e-05
flat_lapse_6,6.0,-2.3,-2.9,1,3.6999999999842714e-05
flat_lapse_6,6.0,-2.1,-2.8,1,2.9000000000500847e-05
flat_lapse_6,6.0,-4.0,-3.4,1,0.0
flat_lapse_6,6.0,-3.2,-3.7,1,3.900000000012227e-05
flat_lapse_6,6.0,-3.4,-2.8,1,0.0
flat_lapse_6,6.0,0.2,2.5,1,2.9000000000500847e-05
flat_lapse_6,6.0,-2.2,-2.8,1,3.6999999999842714e-05
flat_lapse_6,6.0,-1.7,-2.4,1,2.9000000000500847e-05
flat_lapse_6,6.0,-3.1,-3.6,1,3.900000000012227e-05
flat_lapse_6,6.0,0.4,2.9,1,2.3000000000550358e-05
flat_lapse_6,6.0,-3.2,-3.8,1,2.800000000036107e-05
flat_lapse_6,6.0,-1.2,-0.8,1,0.0
flat_lapse_6,6.0,-4.1,-3.5,1,0.0
flat_lapse_6,6.0,0.8,1.8,1,2.1000000000270802e-05
flat_lapse_6,6.0,1.0,3.0,1,9.000000000369823e-06
flat_lapse_6,6.0,-2.2,-2.9,1,2.700000000022129e-05
flat_lapse_6,6.0,-5.1,-4.5,1,3.000000000419334e-06
flat_lapse_6,6.0,0.9,3.0,1,2.3000000000550358e-05
flat_lapse_6,6.0,-3.0,-3.5,1,3.900000000012227e-05
flat_lapse_6,6.0,-2.1,-2.7,1,3.6999999999842714e-05
flat_lapse_6,6.5,0.8,3.1,1,1.699999999971169e-05
flat_lapse_6,6.5,0.7,3.0,1,1.09999999997612e-05
flat_lapse_6,6.5,0.9,3.2,1,1.8999999999991246e-05
flat_lapse_6,6.5,1.0,2.1,1,7.000000000090267e-06
flat_lapse_6,6.5,-3.7,-3.0,1,0.0
flat_lapse_6,6.5,-4.8,-4.0,1,0.0
flat_lapse_6,6.5,1.0,3.3,1,1.3000000000040757e-05
flat_lapse_6,6.5,-3.8,-3.1,1,0.0
flat_lapse_6,6.5,-2.3,-2.7,1,0.0
flat_lapse_6,6.5,1.1,3.5,1,0.0
flat_lapse_6,6.5,-3.9,-3.2,1,0.0
flat_lapse_6,6.5,-4.3,-4.5,1,1.3000000000040757e-05
flat_lapse_6,6.5,1.0,3.2,1,1.5000000000320313e-05
flat_lapse_6,6.5,0.6,2.9,1,0.0
flat_lapse_6,6.5,-3.0,-3.3,1,0.0
flat_lapse_6,6.5,0.4,2.7,1,7.000000000090267e-06
flat_lapse_6,6.5,-4.0,-3.3,1,0.0
flat_lapse_6,6.5,0.8,2.0,1,7.000000000090267e-06
flat_lapse_6,6.5,-3.0,-2.3,1,0.0
flat_lapse_6,6.5,1.1,3.3,1,3.000000000419334e-06
flat_lapse_6,6.5,-4.1,-3.4,1,0.0
flat_lapse_6,6.5,-2.9,-3.2,1,0.0
flat_lapse_6,6.5,-4.2,-3.5,1,0.0
flat_lapse_6,6.5,1.1,3.4,1,0.0
flat_lapse_6,6.5,0.9,3.1,1,1.5000000000320313e-05
flat_lapse_6,6.5,1.0,3.1,1,4.999999999810711e-06
flat_lapse_6,6.5,1.1,3.2,1,0.0
flat_lapse_6,6.5,-3.8,-4.0,1,0.0
flat_lapse_6,6.5,-4.3,-3.6,1,0.0
flat_lapse_6,6.5,-4.7,-4.1,1,0.0
flat_lapse_6,6.5,-2.8,-3.1,1,0.0
flat_lapse_6,6.5,-4.4,-3.7,1,0.0
flat_lapse_6,6.5,-0.9,-0.1,1,0.0
flat_lapse_6,6.5,-0.8,0.1,1,0.0
flat_lapse_6,6.5,-3.7,-3.9,1,0.0
flat_lapse_6,6.5,-0.6,-0.4,1,0.0
flat_lapse_6,6.5,-2.2,-2.6,1,0.0
flat_lapse_6,6.5,0.8,3.0,1,1.09999999997612e-05
flat_lapse_6,6.5,-4.5,-3.8,1,0.0
flat_lapse_6,6.5,-2.7,-3.0,1,0.0
flat_lapse_6,6.5,-3.6,-3.8,1,0.0
flat_lapse_6,6.5,-4.6,-3.9,1,0.0
flat_lapse_6,6.5,-0.1,1.7,1,0.0
flat_lapse_6,6.5,1.2,3.4,1,0.0
flat_lapse_6,6.5,-1.0,-0.3,1,0.0
flat_lapse_6,6.5,-4.7,-4.0,1,0.0
flat_lapse_6,6.5,-1.8,-2.3,1,0.0
flat_lapse_6,6.5,-3.7,-4.2,1,1.3000000000040757e-05
flat_lapse_6,6.5,-3.5,-3.7,1,0.0
flat_lapse_6,6.5,-1.2,-1.7,1,0.0
flat_lapse_6,6.5,-4.6,-4.1,1,0.0
flat_lapse_6,6.5,1.2,3.3,1,0.0
flat_lapse_6,6.5,1.2,3.6,1,0.0
flat_lapse_6,6.5,-0.4,0.1,1,0.0
flat_lapse_6,6.5,0.7,2.9,1,0.0
flat_lapse_6,6.5,-3.6,-3.0,1,0.0
flat_lapse_6,6.5,-0.5,-0.1,1,0.0
flat_lapse_6,6.5,-3.7,-3.1,1,0.0
flat_lapse_6,6.5,-2.6,-2.9,1,0.0
flat_lapse_6,6.5,-3.6,-4.1,1,1.09999999997612e-05
flat_lapse_6,7.0,-4.2,-4.4,1,0.0
flat_lapse_6,7.0,0.9,3.3,1,0.0
flat_lapse_6,7.0,-4.3,-4.4,1,0.0
flat_lapse_6,7.0,-2.8,-3.2,1,0.0
flat_lapse_6,7.0,-4.2,-4.5,1,0.0
flat_lapse_6,7.0,-4.4,-4.4,1,0.0
flat_lapse_6,7.0,-3.7,-4.0,1,0.0
flat_lapse_6,7.0,-4.5,-4.4,1,0.0
flat_lapse_6,7.0,-2.7,-3.1,1,0.0
flat_lapse_6,7.0,-4.6,-4.4,1,0.0
flat_lapse_6,7.0,-2.0,-2.5,1,0.0
flat_lapse_6,7.0,0.7,1.9,1,0.0
flat_lapse_6,7.0,-4.0,-3.2,1,0.0
flat_lapse_6,7.0,-4.7,-4.4,1,0.0
flat_lapse_6,7.0,-3.6,-3.9,1,0.0
flat_lapse_6,7.0,-4.1,-3.3,1,0.0
flat_lapse_6,7.0,1.0,3.4,1,0.0
flat_lapse_6,7.0,-2.6,-3.0,1,0.0
flat_lapse_6,7.0,-4.8,-4.4,1,0.0
flat_lapse_6,7.0,-1.5,-2.1,1,0.0
flat_lapse_6,7.0,-4.2,-3.4,1,0.0
flat_lapse_6,7.0,-3.5,-3.8,1,0.0
flat_lapse_6,7.0,0.8,3.1,1,0.0
flat_lapse_6,7.0,-4.3,-3.5,1,0.0
flat_lapse_6,7.0,0.7,3.0,1,0.0
flat_lapse_6,7.0,-2.5,-2.9,1,0.0
flat_lapse_6,7.0,-4.9,-4.4,1,0.0
flat_lapse_6,7.0,-3.4,-3.7,1,0.0
flat_lapse_6,7.0,-4.9,-4.1,1,0.0
flat_lapse_6,7.0,-4.4,-3.6,1,0.0
flat_lapse_6,7.0,0.9,3.2,1,0.0
flat_lapse_6,7.0,1.0,2.1,1,0.0
flat_lapse_6,7.0,-4.5,-3.7,1,0.0
flat_lapse_6,7.0,-3.3,-3.6,1,0.0
flat_lapse_6,7.0,-1.9,-2.4,1,0.0
flat_lapse_6,7.0,-2.4,-2.8,1,0.0
flat_lapse_6,7.0,-4.6,-3.8,1,0.0
flat_lapse_6,7.0,0.4,1.6,1,0.0
flat_lapse_6,7.0,-3.9,-4.1,1,0.0
flat_lapse_6,7.0,-1.3,-1.9,1,0.0
flat_lapse_6,7.0,-1.4,-2.0,1,0.0
flat_lapse_6,7.0,-0.3,1.2,1,0.0
flat_lapse_6,7.0,-3.2,-3.5,1,0.0
flat_lapse_6,7.0,-0.3,0.2,1,0.0
flat_lapse_6,7.0,-3.4,-2.7,1,0.0
flat_lapse_6,7.0,-4.7,-3.9,1,0.0
flat_lapse_6,7.0,-3.5,-2.8,1,0.0
flat_lapse_6,7.0,-5.0,-4.4,1,0.0
flat_lapse_6,7.0,-3.6,-2.9,1,0.0
flat_lapse_6,7.0,-3.3,-2.6,1,0.0
flat_lapse_6,7.0,-2.7,-2.0,1,0.0
flat_lapse_6,7.0,-1.0,-0.2,1,0.0
flat_lapse_6,7.0,-3.7,-3.0,1,0.0
flat_lapse_6,7.0,-0.2,0.4,1,0.0
flat_lapse_6,7.0,-4.8,-4.0,1,0.0
flat_lapse_6,7.0,-0.4,-0.0,1,0.0
flat_lapse_6,7.0,1.0,3.3,1,0.0
flat_lapse_6,7.0,-3.2,-2.5,1,0.0
flat_lapse_6,7.0,0.2,-1.3,1,0.0
flat_lapse_6,7.0,-1.0,-1.3,1,0.0
flat_lapse_6,8.0,-3.5,-4.0,1,0.0
flat_lapse_6,8.0,-3.8,-4.2,1,0.0
flat_lapse_6,8.0,-2.5,-3.1,1,0.0
flat_lapse_6,8.0,-3.8,-4.3,1,0.0
flat_lapse_6,8.0,-3.4,-3.9,1,0.0
flat_lapse_6,8.0,-2.4,-3.0,1,0.0
flat_lapse_6,8.0,-3.9,-4.3,1,0.0
flat_lapse_6,8.0,0.3,2.7,1,0.0
flat_lapse_6,8.0,-3.3,-3.8,1,0.0
flat_lapse_6,8.0,-1.8,-2.5,1,0.0
flat_lapse_6,8.0,-2.3,-2.9,1,0.0
flat_lapse_6,8.0,-3.2,-3.7,1,0.0
flat_lapse_6,8.0,0.2,2.5,1,0.0
flat_lapse_6,8.0,-2.2,-2.8,1,0.0
flat_lapse_6,8.0,-1.7,-2.4,1,0.0
flat_lapse_6,8.0,-3.1,-3.6,1,0.0
flat_lapse_6,8.0,-3.2,-3.8,1,0.0
flat_lapse_6,8.0,-3.7,-4.2,1,0.0
flat_lapse_6,8.0,-3.6,-4.1,1,0.0
flat_lapse_6,8.0,-2.8,-3.4,1,0.0
flat_lapse_6,8.0,-2.7,-3.3,1,0.0
flat_lapse_6,8.0,-2.9,-3.5,1,0.0
flat_lapse_6,8.0,-2.6,-3.2,1,0.0
flat_lapse_6,8.0,-3.0,-3.6,1,0.0
flat_lapse_6,8.0,-1.9,-2.6,1,0.0
flat_lapse_6,8.0,-2.0,-2.7,1,0.0
flat_lapse_6,8.0,-3.1,-3.7,1,0.0
flat_lapse_6,8.0,-2.1,-2.8,1,0.0
flat_lapse_6,8.0,0.4,2.9,1,0.0
flat_lapse_6,8.0,0.8,1.8,1,0.0
flat_lapse_60,3.0,-3.7,-4.2,1,0.0
flat_lapse_60,3.0,-3.5,-4.0,1,0.0
flat_lapse_60,3.0,-2.5,-3.1,1,0.0020010000000008077
flat_lapse_60,3.0,-3.8,-4.3,1,0.0
flat_lapse_60,3.0,-3.6,-4.1,1,0.0020010000000008077
flat_lapse_60,3.0,-2.8,-3.4,1,0.0
flat_lapse_60,3.0,-2.7,-3.3,1,5.8000000000113516e-05
flat_lapse_60,3.0,-3.4,-3.9,1,0.0020010000000008077
flat_lapse_60,3.0,-2.6,-3.2,1,0.0005090000000000927
flat_lapse_60,3.0,-2.4,-3.0,1,0.0020010000000008077
flat_lapse_60,3.0,-3.0,-3.6,1,0.0
flat_lapse_60,3.0,-3.3,-3.8,1,0.0020010000000008077
flat_lapse_60,3.0,-3.3,-2.4,1,0.0
flat_lapse_60,3.0,-2.9,-3.5,1,0.0
flat_lapse_60,3.0,0.3,2.7,1,0.0020010000000008077
flat_lapse_60,3.0,-3.1,-3.7,1,0.0
flat_lapse_60,3.0,-2.0,-2.7,1,0.0
flat_lapse_60,3.0,-2.1,-2.8,1,0.0
flat_lapse_60,3.0,-3.2,-3.8,1,0.0
flat_lapse_60,3.0,-1.9,-2.6,1,0.0
flat_lapse_60,3.0,-2.2,-2.9,1,0.0
flat_lapse_60,3.0,-5.4,-4.2,1,0.0
flat_lapse_60,3.0,0.4,2.9,1,0.0
flat_lapse_60,3.0,-1.8,-2.5,1,0.0
flat_lapse_60,3.0,-3.8,-4.2,1,0.0020010000000008077
flat_lapse_60,3.0,-3.9,-4.3,1,0.0020010000000008077
flat_lapse_60,3.0,0.5,3.0,1,0.0020010000000008077
flat_lapse_60,3.0,-3.9,-4.2,1,0.0020010000000008077
flat_lapse_60,3.0,-2.3,-2.9,1,0.0020010000000008077
flat_lapse_60,3.0,-3.2,-3.7,1,0.0020010000000008077
flat_lapse_60,3.0,-4.0,-4.3,1,0.0020010000000008077
flat_lapse_60,3.0,0.6,3.1,1,0.0020010000000008077
flat_lapse_60,3.0,-4.0,-4.4,1,0.0020010000000008077
flat_lapse_60,3.0,-5.7,-4.6,1,0.0
flat_lapse_60,3.0,-3.1,-3.6,1,0.0020010000000008077
flat_lapse_60,3.0,-2.8,-3.3,1,0.0020010000000008077
flat_lapse_60,3.0,-2.2,-2.8,1,0.0020010000000008077
flat_lapse_60,3.0,-3.7,-4.1,1,0.0020010000000008077
flat_lapse_60,3.0,-3.0,-3.5,1,0.0020010000000008077
flat_lapse_60,3.0,-4.1,-4.5,1,0.0020009999999999195
flat_lapse_60,3.0,-5.3,-4.2,1,0.00022799999999989495
flat_lapse_60,3.0,-4.3,-3.3,1,0.0
flat_lapse_60,3.0,-2.7,-3.2,1,0.0020010000000008077
flat_lapse_60,3.0,-5.4,-4.3,1,0.0020010000000008077
flat_lapse_60,3.0,-4.4,-3.4,1,0.0012050000000005667
flat_lapse_60,3.0,0.8,3.2,1,0.0020009999999999195
flat_lapse_60,3.0,-2.9,-3.4,1,0.0020010000000008077
flat_lapse_60,3.0,-5.2,-4.1,1,0.0
flat_lapse_60,3.0,-4.5,-3.5,1,0.0020010000000008077
flat_lapse_60,3.0,-2.0,-2.6,1,0.0020010000000008077
flat_lapse_60,3.0,-2.1,-2.7,1,0.0020010000000008077
flat_lapse_60,3.0,-5.1,-4.0,1,0.0
