s,eulerian_negative,nec_content_coord,nec_content_proper
-1.2,-0.008177230096663806,33.698305799001304,346.975720507723
-1.1,-0.0072170489898871065,33.89204276158403,346.71613366186705
-1.0,-0.006651906673202182,33.747574185021804,346.2372518482664
-0.9,-0.007151519434762617,34.25204498661316,346.74638255660795
-0.8,-0.007768197932630595,33.69839339273884,346.4269939756375
-0.7,-0.008095917359183072,29.17846021439479,342.05863335099303
-0.6,-0.008149613076028815,28.36426899765765,341.25940488052083
-0.5,-0.007949832064462415,32.63106071580783,345.417654904448
-0.4,-0.007386975701392195,33.45445643775291,345.9777576331851
-0.3,-0.006631090681292116,33.25708820053726,345.72095473531
-0.2,-0.006323845357275062,33.62402592314879,346.2646211823617
-0.1,-0.007489431711233369,33.66308872206408,346.5737814994345
-0.0,-0.011488496743924725,33.390032122868085,346.4738944384916
0.1,-0.02048511782731461,33.67605687218063,346.64128541910077
0.2,-0.10807554090395043,34.02213528723458,348.9877052370914
0.3,-0.06907461441288384,31.191587095597466,340.48164195599446
0.4,-0.0590270874374281,31.505446372188903,333.0420325209137
0.5,-0.03842979532958128,30.651378462623548,319.2070996197342
0.6,-0.048557807265423025,28.94015432220378,293.2677361572248
0.7,-0.08302667783389028,24.988334494326423,249.3764571204179
0.8,-0.1459980555906921,18.862754550505056,188.6062235394822
0.9,-0.202221267451951,12.001373995896117,124.29024353741279
1.0,-0.17450963363333116,6.263881339755769,71.90581505293358
1.1,-0.09151131357801909,2.7045887907462123,37.75643558840836
1.2,-0.03318022334640596,1.0214739018246966,18.74922359764231
1.3,-0.009626643777392668,0.3580150364393355,9.057474497901852
1.4,-0.002475420097411339,0.12538500470838448,4.330955126390745
1.5,-0.0005983147782621102,0.06026581628172452,2.077677592439714
1.6,-0.000140199504686347,0.0360633430522499,0.9986325504091728
1.7,-3.235069609326223e-05,0.019809535394931438,0.4763001252786686
1.8,-7.407787714348421e-06,0.009778679487780348,0.22453252276218116
1.9,-1.6891783605093308e-06,0.002725239379456316,0.10275917617672395
2.0,-3.837818009299385e-07,0.0006670878175427533,0.04675350600893044
2.1,-8.666819936177517e-08,0.0002229375476856678,0.021216580543708886
2.2,-1.9353167933071316e-08,9.636705684979986e-05,0.0095601998138365
2.3,-4.2459721133262865e-09,4.536536286136191e-05,0.004275309549199668
2.4,-9.101205398440273e-10,2.0509153447752476e-05,0.001898141680515363
2.5,-1.8976152650532853e-10,7.977204985919684e-06,0.0008361223791961809
2.6,-3.828161498899302e-11,1.94822568088505e-06,0.0003647019695293681
2.7,-7.498508089747854e-12,-4.294673461724549e-08,0.00015759688031806297
2.8,-1.3387577985906434e-12,-2.1022330252273876e-07,6.76459315503517e-05
2.9,-2.2769530490718324e-13,-1.158410388724107e-07,2.8754589811796906e-05
3.0,-4.1493800667726175e-14,-4.52443585263751e-08,1.2059965820299113e-05
3.1,-6.256604577602602e-15,-1.7185796785668117e-08,4.963760466125678e-06
3.2,4.463486542598808e-14,-6.314418765640539e-09,1.9925123524444643e-06
3.3,2.2639225911379586e-14,-1.9220123048668825e-09,7.732191306786263e-07
3.4,2.2727666151437548e-14,-5.201314934311086e-11,2.867770945158554e-07
3.5,-7.812581716684302e-19,-5.997418117686948e-11,9.966145171347307e-08
3.6,-4.9178337394795124e-20,-3.875280096821143e-11,3.202133029844845e-08
3.7,-2.340543892514638e-21,2.029201251474433e-11,9.356404007121455e-09
3.8,-8.30994283215824e-23,-1.997062515357584e-11,2.3586608222103678e-09
3.9,2.2737367542103952e-14,2.2239987629291136e-12,5.06656760990154e-10
4.0,-4.5357477119221657e-26,2.8531155216171557e-11,1.1334577720845118e-10
4.1,-7.203974583311756e-28,1.7480972225314418e-11,2.85126589005813e-11
4.2,-8.980018005488844e-30,2.3331669929405052e-11,2.5988811103161427e-11
4.3,-8.831157435152875e-32,1.749338451872973e-11,1.8940227164421233e-11
4.4,-6.866271543360076e-34,3.339550858072471e-14,9.094947017729283e-14
4.5,-4.221591796335205e-36,0.0,0.0
4.6,-2.0508651445403833e-38,0.0,0.0
4.7,-7.858572961593506e-41,0.0,0.0
4.8,-2.3698753334435824e-43,0.0,0.0
4.9,-5.618019354360059e-46,0.0,0.0
5.0,-1.0436045007886635e-48,0.0,0.0
5.1,-1.5083993517534087e-51,0.0,0.0
5.2,-1.7040853645127998e-54,0.0,0.0
5.3,-1.4912557948929321e-57,0.0,0.0
5.4,-1.0244771572324807e-60,0.0,0.0
5.5,-4.8169427257168186e-64,0.0,0.0
5.6,-4.829646912150965e-69,0.0,0.0
5.7,0.0,0.0,0.0
5.8,0.0,0.0,0.0
5.9,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.1,0.0,0.0,0.0
6.2,0.0,0.0,0.0
6.3,0.0,0.0,0.0
6.4,0.0,0.0,0.0
6.5,0.0,0.0,0.0
6.6,0.0,0.0,0.0
6.7,0.0,0.0,0.0
6.8,0.0,0.0,0.0
6.9,0.0,0.0,0.0
7.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0
7.2,0.0,0.0,0.0
7.3,0.0,0.0,0.0
7.4,0.0,0.0,0.0
7.5,0.0,0.0,0.0
7.6,0.0,0.0,0.0
7.7,0.0,0.0,0.0
7.8,0.0,0.0,0.0
7.9,0.0,0.0,0.0
8.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0
8.2,0.0,0.0,0.0
8.3,0.0,0.0,0.0
8.4,0.0,0.0,0.0
8.5,0.0,0.0,0.0
8.6,0.0,0.0,0.0
8.7,0.0,0.0,0.0
8.8,0.0,0.0,0.0
8.9,0.0,0.0,0.0
9.0,0.0,0.0,0.0
9.1,0.0,0.0,0.0
9.2,0.0,0.0,0.0
9.3,0.0,0.0,0.0
9.4,0.0,0.0,0.0
9.5,0.0,0.0,0.0
9.6,0.0,0.0,0.0
9.7,0.0,0.0,0.0
9.8,0.0,0.0,0.0
9.9,0.0,0.0,0.0
