zone,coord_volume,proper_volume,proper_volume_ordinary,proper_volume_nec_respecting,proper_volume_nec_violating,proper_volume_negative_rest_energy,proper_volume_nec_respecting_negative_energy,proper_volume_without_static_frame,proper_volume_violating_z,proper_volume_violating_r,proper_volume_violating_phi,type_iv,unresolved,eulerian_positive,eulerian_negative,rest_negative,killing_energy,komar_density,komar_abs,nec_content_coord,nec_content_proper,min_null,min_rest_energy,max_abs_component,max_source_speed,max_static_frame_speed,max_source_speed_vs_static,max_alpha
service_region,27882.027499691114,27882.027499691114,0.0,13743.780636062373,2807.4450049723487,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-14.735607563603544,49731.26307939894,507.2161263012265,507.2161263012265,-3.1852113345445128,-0.0,8.432001810593576,,0.0946719814343371,,140.03107977991544
conformal_rise,100147.69061113542,25439434.937098205,0.0,7994216.141360975,17017641.132612523,6743804.920885985,5404250.635150247,0.0,147159.23301696553,8372.32210710083,51889.663030309166,0,0,3449360.0123017454,-3447920.2414359655,-3447920.21577559,11993669891.470917,-13844559.714654505,47453539229.684296,9113.77664941082,2788245.96447623,-3.4753140589414384,-1.848125728150114,9.00622027417693,0.0,0.09467198143433718,0.0,153562.72529719627
sheath_rise,569020.9693814513,446452932.88802016,0.0,325258417.48351306,117561166.62929857,27952505.982827086,27867002.786688264,0.0,116709193.87467986,1413296.5709565848,115707211.03315532,0,0,0.0,-2.1309008886114094,-5.30363177181548,-113292.53385940811,-44942005916.53111,202238228129664.12,4214.285439966463,4111536.7378068836,-0.06173856550431692,-5.177429651540468e-05,2.7796724368664285,0.02552879919120904,0.09467198143433708,0.1090610170135195,457764032.486572
sheath_plateau,81939.01959092899,64289222.33587489,0.0,23542491.22208612,7612325.471837929,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1638652.3141377643,468171932.982424,0.0046135122379432686,4.486945276312614,-2.648833257728015e-06,-0.0,2.7796724368664285,,0.0,,457764032.486572
outer_falls,819390.1959092899,71170583.37848519,2480776.2104480895,27467613.29300762,40044142.91493995,17843910.903803367,17758051.75811698,0.0,36492685.28332585,365751.37875671545,39202461.50112964,0,0,10129428.672529176,-10125650.315602154,-10125650.315237133,111751689771547.39,-109336460463.38922,468362618932649.1,29008.323968731853,8010515.147424091,-2.043928359630093,-1.7267224538372656,8.516852323616913,0.0,0.0,0.0,457764032.486572
