amplitude,ledger_points,live_packet_points,spacelike_live_points,max_live_packet_norm,max_live_packet_norm_field,escape_traces,escape_expected,escape_escaped,escape_stalled,reachable_packet_hits,probe_traces,probe_escaped,centerline_probes,centerline_escaped,centerline_max_packet_norm,probes_in_transit_at_window_end,in_transit_min_null_speed,traces_entering_both_shrinking,bundle_crossings,bundle_caustic_like,bundle_min_l_width_ratio
flat_lapse_6,42343,707,0,-0.18999999999999995,-0.18999999999999995,1880,1876,1876,0,0,247,227,24,24,-0.0974999999999999,20,0.9999999999999998,0,0,0,1.0
