s,minimum_heat,minimum_reference_heat,receiver_heat,maximum_relative_heat_flux,maximum_material_frame_signal_speed,maximum_flux_enthalpy_ratio,maximum_relative_added_normal_density,thermal_inventory,tilted_heat_inventory,tilted_heat_balance,entropy_inventory,entropy_excess,canonical_energy_change,canonical_balance_residual,heat_input_integral,acceleration_work_integral,entropy_supply_integral,entropy_production_integral,holding_work_integral,holding_positive_work_integral,holding_negative_work_integral,geometric_work_integral
0.0,2.0063922578775166,2.0063922578775166,2.9144760200130957,0.0,0.0,0.0,0.0,6.873301931230859,6.873301931230859,0.0,2.3394892914400987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008175636702943396,2.0016311076052027,2.0016315221195056,2.9092035447261146,0.0,0.0,0.0,6.560145317558819e-08,6.8628085501983,6.8628085501983,5.741934705483231e-16,2.335913931198665,-5.708089383105186e-12,-0.00028490703304102417,-0.00028617051672647317,-0.010493381032560164,0.0,-0.003575360235725589,0.0,-4.983816808570879e-10,1.458557485727001e-09,-1.9569391665840893e-09,1.2639820671298615e-06
0.016351273405886792,1.9978239293314992,1.9978242916668518,2.90577806911659,0.0,0.0,0.0,5.764100828242671e-08,6.855612131036232,6.855612131036232,1.9186041644303486e-15,2.333383729253882,-1.1231671842582003e-11,-0.00024750337214760385,-0.0002499855282254205,-0.017689800194628767,0.0,-0.006105562174984824,0.0,-1.7017761504585917e-09,1.0394117011062926e-08,-1.2095893161521519e-08,2.4838578539670566e-06
0.024526910108830187,1.9949597915140838,1.9949599299930791,2.9042029688966995,0.0,0.0,0.0,2.194070491264631e-08,6.851681298680485,6.851681298680485,1.6757428777935957e-15,2.331894149121713,-1.681992739532845e-11,-9.373367270231066e-05,-9.764796020366243e-05,-0.02162063255037595,0.0,-0.007595142301565834,0.0,-3.3844160405632772e-09,2.2996386917927706e-08,-2.6380802958490978e-08,3.9176719173923265e-06
0.032702546811773585,1.9930305841556302,1.9930310238020672,2.9044834342234784,0.0,0.0,0.0,7.07931376634574e-08,6.850991426707968,6.850991426707968,1.8492152253912764e-15,2.3314409339865043,-2.2421205517209053e-11,-0.00029638637901635735,-0.0003018196267068811,-0.022310504522892922,0.0,-0.00804835743117313,0.0,-4.548527360132614e-09,3.5809673612751574e-08,-4.035820097288418e-08,5.437796217883904e-06
0.04087818351471698,1.9920311480509367,1.992031437480629,2.9066261154800226,0.0,0.0,0.0,4.678020075623187e-08,6.853524108323602,6.853524108323602,2.3418766925686896e-15,2.332020005377156,-2.8005452124002517e-11,-0.00019364893690743075,-0.00020009407058633671,-0.019777822907259723,0.0,-0.007469286034937163,0.0,-4.0981107410243586e-09,6.934308253485605e-08,-7.344119327588042e-08,6.449231789647008e-06
0.049053820217660374,1.99195911911754,1.9919593641835092,2.910638842028048,0.0,0.0,0.0,3.996198992385736e-08,6.859266679931447,6.859266679931447,1.2160411566597418e-15,2.3336273270707313,-3.3539722214814827e-11,-0.0001630924419639638,-0.00017114736143679262,-0.014035251299413404,0.0,-0.005861964335827645,0.0,-8.926202357465493e-11,9.777338071491455e-08,-9.786264273848921e-08,8.055008734852424e-06
0.05722945692060377,1.9928147232963904,1.9928151682157695,2.9165303849750046,0.0,0.0,0.0,7.274828786565982e-08,6.868211839685896,6.868211839685896,-6.678685382510707e-17,2.336258787341613,-3.901721350521581e-11,-0.00029272569869432085,-0.00030245946994617815,-0.005090091544962694,0.0,-0.0032305040594682514,0.0,9.382398625220718e-09,1.3301621312580846e-07,-1.2363381450058773e-07,9.724388853232055e-06
0.06540509362354717,1.9946005316097675,1.9946007263483188,2.9243102181337277,0.0,0.0,0.0,3.2495636132277157e-08,6.880357214668534,6.880357214668534,2.489328188026718e-15,2.3399100608042365,-4.4402142769864317e-11,-0.00012841545848172795,-0.0001390742205794038,0.007055283437671986,0.0,0.0004207694085399613,0.0,1.870708056031289e-08,1.9976752939041446e-07,-1.810604488301015e-07,1.064005501711553e-05
0.07358073032649057,1.9973212012364887,1.9973215300328713,2.9339882803536126,0.0,0.0,0.0,5.459914851791679e-08,6.895704910288642,6.895704910288642,1.56472057533108e-15,2.344576460986108,-4.974178274136376e-11,-0.00021319405631482,-0.00022555502227101284,0.022402979057781314,0.0,0.005087169595751079,0.0,4.464169759008525e-08,2.505485969071222e-07,-2.059068993170369e-07,1.2316324258602769e-05
