width,coarse_nodes,fine_nodes,maximum_absolute_error,peak_normalized_error,tail_relative_error_at_40_widths
0.025,256,1024,34.65971762356947,0.08149105004790445,4092.242162266151
0.025,512,1024,4.04936565835852e-06,9.520765954052674e-09,0.00047810501682502693
0.05,256,1024,2.166232351473092,0.08149105004790445,4092.242162266151
0.05,512,1024,2.530853536474075e-07,9.520765954052674e-09,0.00047810501682502693
0.1,256,1024,0.13538952196706824,0.08149105004790445,4092.242162266151
0.1,512,1024,1.5817834602962968e-08,9.520765954052674e-09,0.00047810501682502693
