width,angular_index,wave_number,k_radius,k_width,scale_window,normal_frequency_squared,growth_rate,required_bending_coefficient,required_bending_to_sigma_width_squared
0.1,34,5.072996561958924,34.49637662132068,0.5072996561958923,False,-4.488425881196912,2.1185905411846133,1.7350407821627527e-05,0.6776973477438212
0.1,35,5.220070396852603,35.4964786985977,0.5220070396852603,False,-4.7524509330320255,2.18001168185678,1.6386496275981548e-05,0.6400474950913865
0.1,36,5.3671434090866645,36.49657518178932,0.5367143409086664,False,-5.024019557776713,2.24143247896891,1.5500739720523087e-05,0.605450333194555
0.1,37,5.514215664486081,37.49666651850535,0.5514215664486082,False,-5.303131755430975,2.3028529600109024,1.4684911314179766e-05,0.573584526184315
0.1,38,5.66128722203534,38.49675310984031,0.566128722203534,False,-5.589787525994809,2.3642731496159257,1.393183893909363e-05,0.5441699350979401
0.1,39,5.808358134744558,39.496835316262995,0.5808358134744558,False,-5.88398686946822,2.4256930699221244,1.3235246992138948e-05,0.5169614383430432
0.1,40,5.955428450387232,40.496913462633174,0.5955428450387232,False,-6.1857297858512075,2.48711274088072,1.2589625187644361e-05,0.4917438072043579
0.1,41,6.1024982121313025,41.49698784249286,0.6102498212131303,False,-6.495016275143768,2.548532180519557,1.1990119226327965e-05,0.4683274354327219
0.1,42,6.249567459081112,42.49705872175156,0.6249567459081112,False,-6.811846337345903,2.609951405169434,1.1432439262312708e-05,0.4465447640172464
0.1,43,6.396636226744572,43.497126341863094,0.6396636226744573,False,-7.136219972457613,2.6713704296592065,1.0912782932207586e-05,0.4262472747437352
0.1,44,6.54370454743735,44.49719092257398,0.654370454743735,False,-7.468137180478896,2.732789267484578,1.0427770357442806e-05,0.40730295142179146
0.1,45,6.6907724506337205,45.4972526643093,0.6690772450633721,False,-7.807597961409754,2.79420793095463,9.97438903755399e-06,0.389594127446931
0.1,46,6.837839963272159,46.49731175025068,0.6837839963272159,False,-8.154602315250187,2.855626431319438,9.549946950849563e-06,0.37301565393855096
0.1,47,6.984907110022304,47.49736834815167,0.6984907110022305,False,-8.509150242000196,2.9170447788815648,9.152032494564166e-06,0.3574733350244446
0.1,48,7.131973913518906,48.49742261192856,0.7131973913518906,False,-8.87124174165978,2.97846298309376,8.77848014784726e-06,0.3428825866561
0.1,49,7.279040394567401,49.49747468305833,0.7279040394567402,False,-9.240876814228939,3.0398810526448132,8.42734094193337e-06,0.32916728318985583
0.1,50,7.426106572325057,50.49752469181039,0.7426106572325057,False,-9.61805545970767,3.101298995535205,8.096856983426179e-06,0.3162587622804498
0.1,51,7.573172464461019,51.49757275833493,0.757317246446102,False,-10.002777678095976,3.162716819143942,7.785439407140555e-06,0.30409496373120176
0.1,52,7.720238087298052,52.49761899362675,0.7720238087298052,False,-10.395043469393858,3.2241345302877575,7.4916492408333655e-06,0.29261968208096767
0.1,53,7.867303455938386,53.49766350038102,0.7867303455938387,False,-10.794852833601315,3.285552135273661,7.214180750432129e-06,0.2817819160779689
0.1,54,8.014368584375713,54.49770637375485,0.8014368584375714,False,-11.202205770718345,3.3469696399457143,6.951846904961871e-06,0.27153530094786094
0.1,55,8.161433485595063,55.49774770204643,0.8161433485595064,False,-11.61710228074495,3.40838704972674,6.70356665835609e-06,0.2618376116282945
0.1,56,8.30849817166208,56.49778756730215,0.8308498171662081,False,-12.039542363681132,3.469804369655605,6.46835379315061e-06,0.25265032700975776
0.1,57,8.455562653802971,57.4978260458602,0.8455562653802972,False,-12.469526019526885,3.5312216044206126,6.245307110628177e-06,0.24393824676804207
0.1,58,8.602626942476274,58.49786320883866,0.8602626942476275,False,-12.907053248282214,3.5926387583894672,6.0336017848441715e-06,0.23566915365726096
0.1,59,8.749691047437363,59.49789912257407,0.8749691047437363,False,-13.352124049947117,3.6540558356362203,5.8324817253493665e-06,0.22781351520201892
0.1,60,8.896754977796574,60.497933849016704,0.8896754977796575,False,-13.804738424521599,3.7154728399655403,5.641252816321516e-06,0.2203442196216248
0.1,61,9.043818742071647,61.497967446087195,0.9043818742071648,False,-14.264896372005653,3.7768897749346158,5.459276919020823e-06,0.21323634156931434
0.1,62,9.190882348235144,62.49799996799898,0.9190882348235144,False,-14.73259789239928,3.8383066438729565,5.28596654063921e-06,0.20646693390044726
0.1,63,9.337945803757378,63.49803146555017,0.9337945803757379,False,-15.207842985702479,3.899723449900323,5.120780086244235e-06,0.2000148422160583
0.1,64,9.485009115645353,64.4980619863884,0.9485009115645353,False,-15.690631651915256,3.9611401959429884,4.963217622052105e-06,0.19386053937864112
0.1,65,9.632072290478128,65.49809157525127,0.9632072290478129,False,-16.180963891037614,4.022556884748507,4.812817088050524e-06,0.1879859775792883
0.1,66,9.779135334439,66.4981202741852,0.9779135334439,False,-16.678839703069535,4.083973518899153,4.669150906317674e-06,0.18237445586050363
0.1,67,9.926198253344827,67.49814812274482,0.9926198253344828,False,-17.18425908801104,4.145390100824172,4.5318229384848005e-06,0.17701050127637113
0.1,68,10.07326105267277,68.49817515817483,1.007326105267277,False,-17.697222045862112,4.206806632810939,4.400465751862054e-06,0.1718797621089401
0.1,69,10.220323737584739,69.49820141557622,1.022032373758474,False,-18.217728576622765,4.268223117015179,4.274738158951708e-06,0.16696891176297035
0.1,70,10.367386312949746,70.49822692805827,1.0367386312949747,False,-18.74577868029299,4.329639555470292,4.154322999544618e-06,0.16226556213584445
0.1,71,10.514448783364399,71.49825172687791,1.0514448783364398,False,-19.281372356872787,4.391055950095921,4.038925138446157e-06,0.15775818540984882
0.1,72,10.661511153171682,72.49827584156743,1.0661511153171683,False,-19.824509606362163,4.452472302705786,3.928269655201056e-06,0.15343604334382552
0.1,73,10.808573426478212,73.49829930005184,1.0808573426478212,False,-20.375190428761112,4.513888615014897,3.8221002050604875e-06,0.14928912325345187
0.1,74,10.955635607170104,74.4983221287567,1.0955635607170104,False,-20.933414824069636,4.575304888646181,3.720177532925541e-06,0.14530807996669315
0.1,75,11.102697698927573,75.49834435270749,1.1102697698927573,False,-21.49918279228773,4.636721125136569,3.6222781241643433e-06,0.14148418312546443
0.1,76,11.2497597052384,76.49836599562111,1.12497597052384,False,-22.07249433341541,4.698137325942635,3.5281929780821513e-06,0.13780926927804973
0.1,77,11.396821629410331,77.49838707999025,1.1396821629410332,False,-22.65334944745265,4.759553492445762,3.4377264914646613e-06,0.13427569827092026
0.1,78,11.543883474582568,78.49840762716146,1.1543883474582568,False,-23.241748134399476,4.820969625956948,3.350695441047834e-06,0.13087631350456783
0.1,79,11.690945243736348,79.49842765740716,1.1690945243736348,False,-23.837690394255873,4.88238572772122,3.266928055021638e-06,0.12760440566695364
0.1,80,11.83800693970477,80.49844718999243,1.183800693970477,False,-24.441176227021842,4.943801798921741,3.1862631647741903e-06,0.12445367960110292
