width,angular_index,wave_number,k_radius,k_width,scale_window,normal_frequency_squared,growth_rate,required_bending_coefficient,required_bending_to_sigma_width_squared
0.025,46,6.837839963272159,46.49731175025068,0.17094599908180397,True,-8.154602315250187,2.855626431319438,9.549946950849563e-06,5.968250463016815
0.025,47,6.984907110022304,47.49736834815167,0.17462267775055762,True,-8.509150242000196,2.9170447788815648,9.152032494564166e-06,5.719573360391114
0.025,48,7.131973913518906,48.49742261192856,0.17829934783797266,True,-8.87124174165978,2.97846298309376,8.77848014784726e-06,5.4861213864976
0.025,49,7.279040394567401,49.49747468305833,0.18197600986418505,True,-9.240876814228939,3.0398810526448132,8.42734094193337e-06,5.266676531037693
0.025,50,7.426106572325057,50.49752469181039,0.18565266430812644,True,-9.61805545970767,3.101298995535205,8.096856983426179e-06,5.060140196487197
0.025,51,7.573172464461019,51.49757275833493,0.1893293116115255,True,-10.002777678095976,3.162716819143942,7.785439407140555e-06,4.865519419699228
0.025,52,7.720238087298052,52.49761899362675,0.1930059521824513,True,-10.395043469393858,3.2241345302877575,7.4916492408333655e-06,4.681914913295483
0.025,53,7.867303455938386,53.49766350038102,0.19668258639845967,True,-10.794852833601315,3.285552135273661,7.214180750432129e-06,4.508510657247502
0.025,54,8.014368584375713,54.49770637375485,0.20035921460939285,False,-11.202205770718345,3.3469696399457143,6.951846904961871e-06,4.344564815165775
0.025,55,8.161433485595063,55.49774770204643,0.2040358371398766,False,-11.61710228074495,3.40838704972674,6.70356665835609e-06,4.189401786052712
0.025,56,8.30849817166208,56.49778756730215,0.20771245429155202,False,-12.039542363681132,3.469804369655605,6.46835379315061e-06,4.042405232156124
0.025,57,8.455562653802971,57.4978260458602,0.2113890663450743,False,-12.469526019526885,3.5312216044206126,6.245307110628177e-06,3.903011948288673
0.025,58,8.602626942476274,58.49786320883866,0.21506567356190687,False,-12.907053248282214,3.5926387583894672,6.0336017848441715e-06,3.7707064585161754
0.025,59,8.749691047437363,59.49789912257407,0.2187422761859341,False,-13.352124049947117,3.6540558356362203,5.8324817253493665e-06,3.6450162432323028
0.025,60,8.896754977796574,60.497933849016704,0.22241887444491437,False,-13.804738424521599,3.7154728399655403,5.641252816321516e-06,3.5255075139459966
0.025,61,9.043818742071647,61.497967446087195,0.2260954685517912,False,-14.264896372005653,3.7768897749346158,5.459276919020823e-06,3.4117814651090295
0.025,62,9.190882348235144,62.49799996799898,0.2297720587058786,False,-14.73259789239928,3.8383066438729565,5.28596654063921e-06,3.303470942407156
0.025,63,9.337945803757378,63.49803146555017,0.23344864509393448,False,-15.207842985702479,3.899723449900323,5.120780086244235e-06,3.200237475456933
0.025,64,9.485009115645353,64.4980619863884,0.23712522789113383,False,-15.690631651915256,3.9611401959429884,4.963217622052105e-06,3.101768630058258
0.025,65,9.632072290478128,65.49809157525127,0.24080180726195322,False,-16.180963891037614,4.022556884748507,4.812817088050524e-06,3.007775641268613
0.025,66,9.779135334439,66.4981202741852,0.244478383360975,False,-16.678839703069535,4.083973518899153,4.669150906317674e-06,2.917991293768058
