coordinate_half_extent,kappa_over_r0_squared,central_charge,lapse_fractional_change,minimum_optical_length,required,endpoint_term,original_supply,optimistic_supply_upper_bound,upper_bound_over_required,necessary_gate_excludes,identity_scaled_error,quadrature_relative_change
40.0,0.0001,649.9664174528446,0.5,95.44269338246583,1.0405731735417172,0.0,5.431448515776348e-06,2.4837854690396032e-05,2.3869397483943754e-05,True,2.133868242723148e-15,8.862381585677777e-12
40.0,0.0001,649.9664174528446,0.9,95.44269338246583,1.0405731735417172,0.0,5.431448515776348e-06,0.0006587908607619049,0.0006331038292286839,True,2.133868242723148e-15,8.862381585677777e-12
40.0,0.001,6499.664174528444,0.0,95.44269338246583,0.33976195989546487,0.0,1.6580539930954442e-05,1.6580539930954673e-05,4.880045999280212e-05,True,1.0995640827516661e-13,3.424366050996838e-11
40.0,0.001,6499.664174528444,0.1,95.44269338246583,0.33976195989546487,0.0,1.6580539930954442e-05,2.121229187130859e-05,6.243280406622039e-05,True,1.0995640827516661e-13,3.424366050996838e-11
40.0,0.001,6499.664174528444,0.5,95.44269338246583,0.33976195989546487,0.0,1.6580539930954442e-05,7.582232258983768e-05,0.00022316307161980716,True,1.0995640827516661e-13,3.424366050996838e-11
40.0,0.001,6499.664174528444,0.9,95.44269338246583,0.33976195989546487,0.0,1.6580539930954442e-05,0.0020110856507764494,0.005919101865892237,True,1.0995640827516661e-13,3.424366050996838e-11
40.0,0.01,64996.64174528444,0.0,95.44269338246583,0.28215185663782555,0.0,4.931610253171403e-05,4.931610253171409e-05,0.00017478567435059267,True,6.492489585078018e-13,5.978599197313661e-12
40.0,0.01,64996.64174528444,0.1,95.44269338246583,0.28215185663782555,0.0,4.931610253171403e-05,6.309249066763455e-05,0.00022361182173123544,True,6.492489585078018e-13,5.978599197313661e-12
40.0,0.01,64996.64174528444,0.5,95.44269338246583,0.28215185663782555,0.0,4.931610253171403e-05,0.0002255210898200127,0.0007992897601574,True,6.492489585078018e-13,5.978599197313661e-12
40.0,0.01,64996.64174528444,0.9,95.44269338246583,0.28215185663782555,0.0,4.931610253171403e-05,0.005981645143448584,0.02120009137890138,True,6.492489585078018e-13,5.978599197313661e-12
40.0,0.03,194989.92523585336,0.0,95.44269338246583,0.41819138867586847,0.0,0.00010148135957090785,0.00010148135957090787,0.00024266726269096846,True,4.92601922941234e-13,9.246739410424781e-13
40.0,0.03,194989.92523585336,0.1,95.44269338246583,0.41819138867586847,0.0,0.00010148135957090785,0.00012983004339300595,0.0003104560421583299,True,4.92601922941234e-13,9.246739410424781e-13
40.0,0.03,194989.92523585336,0.5,95.44269338246583,0.41819138867586847,0.0,0.00010148135957090785,0.0004640712796014268,0.0011097102718227393,True,4.92601922941234e-13,9.246739410424781e-13
40.0,0.03,194989.92523585336,0.9,95.44269338246583,0.41819138867586847,0.0,0.00010148135957090785,0.012308869729466473,0.02943358008504289,True,4.92601922941234e-13,9.246739410424781e-13
40.0,0.1,649966.4174528446,0.0,95.44269338246583,0.24584673504325838,0.0,0.0002584830771872141,0.0002584830771872141,0.001051399267684935,True,8.596044714615122e-13,7.289816223045685e-13
40.0,0.1,649966.4174528446,0.1,95.44269338246583,0.24584673504325838,0.0,0.0002584830771872141,0.0003306899835543215,0.001345106265072564,True,8.596044714615122e-13,7.289816223045685e-13
40.0,0.1,649966.4174528446,0.5,95.44269338246583,0.24584673504325838,0.0,0.0002584830771872141,0.001182035527438605,0.004808018000444944,True,8.596044714615122e-13,7.289816223045685e-13
40.0,0.1,649966.4174528446,0.9,95.44269338246583,0.24584673504325838,0.0,0.0002584830771872141,0.031351910713670994,0.12752624397535486,True,8.596044714615122e-13,7.289816223045685e-13
40.0,0.3,1949899.2523585337,0.0,95.44269338246583,0.4865772171141402,5.761561524079143e-269,0.0017619593824208428,0.0017619593824208428,0.003621130049760481,True,4.804118434094139e-13,3.311886918588289e-13
40.0,0.3,1949899.2523585337,0.1,95.44269338246583,0.4865772171141402,5.761561524079143e-269,0.0017619593824208428,0.0022541604073706817,0.0046326879436319884,True,4.804118434094139e-13,3.311886918588289e-13
40.0,0.3,1949899.2523585337,0.5,95.44269338246583,0.4865772171141402,5.761561524079143e-269,0.0017619593824208428,0.008057388521388377,0.016559321394405305,True,4.804118434094139e-13,3.311886918588289e-13
40.0,0.3,1949899.2523585337,0.9,95.44269338246583,0.4865772171141402,5.761561524079143e-269,0.0017619593824208428,0.21371144885369306,0.43921384178487155,True,4.804118434094139e-13,3.311886918588289e-13
40.0,0.6,3899798.5047170673,0.0,95.44269338246583,0.6798551374830224,2.645398716556681e-136,0.0056644321780294025,0.0056644321780294025,0.008331822274669295,True,3.594296405917786e-13,1.3913405442262396e-13
