suite,case,s,slice_energy,field_slice_energy,required_negative_null_peak,required_negative_radial_null_peak,required_negative_slice_energy_integral,geometry_fd_difference,geometry_spline_difference
relaxed,continuous_n32,0.0,41391.10911223188,41356.78431877772,4.986415653217302,0.01386487457999745,41215.45614590662,1.1680849602343363e-06,8.156199696563587e-06
relaxed,continuous_n32,0.5,23343.191724066663,23253.636487752316,5.002443093384904,0.13484459506057503,23245.46750183979,1.0738546462017717e-06,1.0865920723891753e-05
relaxed,continuous_n32,1.285,2337.762583657221,2113.071758579868,5.252659708077232,1.1456859079519506,2328.1621978243456,1.0408232812889572e-05,6.424506736870186e-05
relaxed,segmented_flux_floor,0.0,234.05304096710714,199.66451159772632,0.0610800199325153,0.013864874579997478,127.88149127409542,1.1680849602343363e-06,8.156199696563587e-06
relaxed,segmented_flux_floor,0.5,144.7461899644763,103.53961913614039,0.06310206483661032,0.02275859375218301,79.97503389383886,1.0738546462017717e-06,1.0865920723891753e-05
relaxed,segmented_flux_floor,1.285,60.44717300969616,9.998514755383262,0.07917470853611623,0.0761568899340185,50.83531363406479,1.0408232812889572e-05,6.424506736870186e-05
relaxed,segmented_n32,0.0,249.5510633033731,215.22626984920134,0.06071761018498784,0.013864874579997478,138.0262342725837,1.1680849602343363e-06,8.156199696563587e-06
relaxed,segmented_n32,0.5,153.03804739000063,111.40916624775116,0.0627306398981854,0.022759693204523878,86.11403021294554,1.0738546462017717e-06,1.0865920723891753e-05
relaxed,segmented_n32,1.285,62.09384800182639,10.70468406254221,0.07873783512223825,0.07583969758024278,52.4934621689506,1.0408232812889572e-05,6.424506736870186e-05
relaxed,segmented_n64,0.0,234.05222556612537,199.66369619674452,0.06107998453636657,0.013864874579997478,127.88114689327642,1.1680849602343363e-06,8.156199696563587e-06
relaxed,segmented_n64,0.5,144.74573105112475,103.53916022278877,0.0631020293637228,0.022758593752182848,79.9748577842242,1.0738546462017717e-06,1.0865920723891753e-05
relaxed,segmented_n64,1.285,60.44712983635317,9.998471582040212,0.07917467339715854,0.07615688993401812,50.8352704607218,1.0408232812889572e-05,6.424506736870186e-05
relaxed,segmented_reset,0.0,2303.8993129146306,2269.5107835452495,0.315924744462367,0.013864874579997478,2150.3091581978483,1.1680849602343363e-06,8.156199696563587e-06
relaxed,segmented_reset,0.5,1291.2090821081717,1250.0020907187518,0.3176756664195602,0.022758668821104302,1201.7104517905193,1.0738546462017717e-06,1.0865920723891753e-05
relaxed,segmented_reset,1.285,174.3917067456521,123.93833350115462,0.3327184532591968,0.07615727249691367,164.7798473700207,1.0408232812889572e-05,6.424506736870186e-05
relaxed,segmented_reset,3.0,89.8453036819253,0.05871093358992588,1.7489612977312643,1.7489612977312643,89.27323950318011,4.8514983514921783e-08,0.5336876468700744
finite,continuous_recheck,0.0,41617.88074778253,41583.49221841315,5.010222501188389,0.01386487457999745,41442.11676837126,1.1680849602343363e-06,8.156199574987227e-06
finite,continuous_recheck,0.5,23451.007112793344,23362.064806815953,5.026326082409423,0.13356729908107282,23353.286934442756,1.0738546462017717e-06,1.0865920617570551e-05
finite,continuous_recheck,1.285,2348.7976693677397,2123.387560142265,5.277821645154519,1.1530535067572973,2339.1858099921083,1.0408232812889572e-05,6.424506736808777e-05
finite,smooth_fast_discharge,0.0,332.4874929752022,298.0989636058214,0.0619416596747644,0.013864874579997478,207.32251287460537,1.1680849602343363e-06,8.156199574987227e-06
finite,smooth_fast_discharge,0.5,196.39205133386955,152.00750811065947,0.06388241226444971,0.022770516145552106,124.18693954688493,1.0738546462017717e-06,1.0865920617570551e-05
finite,smooth_fast_discharge,1.285,71.22018359283226,13.829694223422582,0.07935761043474748,0.07693584310391824,61.608324217200895,1.0408232812889572e-05,6.424506736808777e-05
finite,smooth_n32,0.0,343.22183510271293,308.8970416485411,0.07084311549292405,0.013864874579997478,215.11404700569145,1.1680849602343363e-06,8.156199574987227e-06
finite,smooth_n32,0.5,203.4336737782541,161.00538885654905,0.07268603400012397,0.022759693212617515,129.88053810647847,1.0738546462017717e-06,1.0865920617570551e-05
finite,smooth_n32,1.285,69.99956474635127,16.365863201163478,0.08845501481838049,0.07607102778803468,60.39917891347549,1.0408232812889572e-05,6.424506736808777e-05
finite,smooth_n64,0.0,431.29518129245037,396.9066519230695,0.0816421381739988,0.013864874579997475,290.56204816253126,1.1680849602343363e-06,8.156199574987227e-06
finite,smooth_n64,0.5,250.71860648455885,206.2678920750403,0.08362683202328743,0.022778813157884988,168.77789712401054,1.0738546462017717e-06,1.0865920617570551e-05
finite,smooth_n64,1.285,79.54347577936916,19.717185366353693,0.09884962964525366,0.07646820319303273,69.9316164037378,1.0408232812889572e-05,6.424506736808777e-05
interior,continuous_recheck,0.0,41617.880747772644,41583.49221840326,5.010222501187199,0.01386487457999745,41442.116768361375,1.1680849602343363e-06,8.156199574987227e-06
interior,continuous_recheck,0.5,23451.007112787804,23362.064806810336,5.026326082408232,0.13356729908116197,23353.286934437216,1.0738546462017717e-06,1.0865920617570551e-05
interior,continuous_recheck,1.285,2348.797669367392,2123.387560141776,5.277821645153453,1.1530535067570653,2339.18580999176,1.0408232812889572e-05,6.424506736808777e-05
interior,smooth_fast_discharge,0.0,332.48739827697585,298.09886890759503,0.06194165975450068,0.013864874579997478,207.32241851096177,1.1680849602343363e-06,8.156199574987227e-06
interior,smooth_fast_discharge,0.5,196.39200502813034,152.0074619177678,0.06388241234508212,0.022770516158614616,124.18689338830322,1.0738546462017717e-06,1.0865920617570551e-05
interior,smooth_fast_discharge,1.285,71.22017911730744,13.829693653773173,0.07935761048304771,0.07693584292519656,61.60831974167607,1.0408232812889572e-05,6.424506736808777e-05
interior,smooth_joint_refined,0.0,689.9882626845356,655.572387095929,0.08635100770588347,0.013864874579997478,514.1965051231133,1.1680849602343363e-06,8.156199574987227e-06
interior,smooth_joint_refined,0.5,410.81245236380647,361.4639194624326,0.08839948837502698,0.023071281468343852,313.09329142343904,1.0738546462017717e-06,1.0865920617570551e-05
interior,smooth_joint_refined,1.285,108.67068162326623,22.81655966246615,0.10399313922289904,0.10227648908254673,99.0604658980843,1.0408232812889572e-05,6.424506736808777e-05
interior,smooth_n32,0.0,343.22183510271293,308.8970416485411,0.07084311549292405,0.013864874579997478,215.11404700569145,1.1680849602343363e-06,8.156199574987227e-06
interior,smooth_n32,0.5,203.4336737782541,161.00538885654905,0.07268603400012397,0.022759693212617515,129.88053810647847,1.0738546462017717e-06,1.0865920617570551e-05
interior,smooth_n32,1.285,69.99956474635127,16.365863201163478,0.08845501481838049,0.07607102778803468,60.39917891347549,1.0408232812889572e-05,6.424506736808777e-05
interior,smooth_n64,0.0,431.29518083207006,396.9066514626892,0.08164213817411733,0.013864874579997475,290.5620481692994,1.1680849602343363e-06,8.156199574987227e-06
interior,smooth_n64,0.5,250.71860619546229,206.26789178594174,0.08362683202341319,0.02277881315788718,168.77789712772397,1.0738546462017717e-06,1.0865920617570551e-05
interior,smooth_n64,1.285,79.54347573771508,19.717185366403623,0.09884962964540445,0.07646820319296559,69.9316163620837,1.0408232812889572e-05,6.424506736808777e-05
interior,smooth_reset,0.0,7603.054902294538,7568.666372925157,1.090793360462908,0.013864874579997478,7427.290922883267,1.1680849602343363e-06,8.156199574987227e-06
interior,smooth_reset,0.5,4193.449391757948,4150.736647206631,1.0946280757424542,0.02346613994228749,4095.7292134073596,1.0738546462017717e-06,1.0865920617570551e-05
interior,smooth_reset,1.285,490.574361002038,436.19273079121325,1.106626472941272,0.07837352253385908,480.9625016264067,1.0408232812889572e-05,6.424506736808777e-05
interior,smooth_reset,3.0,141.01130164147773,12.067551767069418,2.0455980754400556,1.9945313619926337,140.43923746273254,4.8514983514921783e-08,2.053191555835554e-06
interior,smooth_space_refined,0.0,660.500754265154,626.0848786765474,0.0851182995760366,0.013864874579997482,484.7089967037316,1.1680849602343363e-06,8.156199574987227e-06
interior,smooth_space_refined,0.5,392.990256814013,343.7766346996609,0.08716593631582836,0.023069967401840693,295.27109587364566,1.0738546462017717e-06,1.0865920617570551e-05
interior,smooth_space_refined,1.285,108.32009140945947,21.72913305980532,0.10445908462529331,0.10445908462529331,98.70987568427755,1.0408232812889572e-05,6.424506736808777e-05
interior,smooth_time_refined,0.0,663.9598739202264,629.5713445508455,0.0829135238854504,0.013864874579997478,488.1958945089561,1.1680849602343363e-06,8.156199574987227e-06
interior,smooth_time_refined,0.5,394.8100264805241,350.3069130738941,0.08489896662311072,0.022779441334055257,297.08984812993623,1.0738546462017717e-06,1.0865920617570551e-05
interior,smooth_time_refined,1.285,94.13185012934248,28.06019554479613,0.10008488788628862,0.07698910984588148,84.51999075371111,1.0408232812889572e-05,6.424506736808777e-05
