case,s,center,l,pressure,pressure_x,required_rest_force,required_rest_heat
smooth_joint_refined,0.0,-1.7,-1.741015625,0.04227638136122332,-0.9530346266868919,-0.0002715772369440409,-0.002906608715584
smooth_joint_refined,0.0,-1.7,-1.740625,0.04190546245535462,-0.9460763449787475,-0.0003040298553837282,-0.00287640302624479
smooth_joint_refined,0.0,-1.7,-1.740234375,0.041537229970648286,-0.9392796069452433,-0.0003385722209412518,-0.0028464721593345673
smooth_joint_refined,0.0,-1.7,-1.73984375,0.04117162090252144,-0.9326439058382169,-0.00037521142816307804,-0.002816810696254814
smooth_joint_refined,0.0,-1.7,-1.739453125,0.0408085724837009,-0.9261685342640615,-0.0004139498600362109,-0.002787413265880504
smooth_joint_refined,0.0,-1.7,-1.7390625,0.040448022261161294,-0.9198525915233107,-0.0004547853613277917,-0.0027582745495581245
smooth_joint_refined,0.0,-1.7,-1.738671875,0.040089908170220914,-0.9136949908341473,-0.000497711408898724,-0.0027293892858596446
smooth_joint_refined,0.0,-1.7,-1.73828125,0.03973416860583528,-0.9076944664407597,-0.0005427172790219702,-0.002700752275097559
smooth_joint_refined,0.0,-1.7,-1.737890625,0.03938074249113949,-0.9018495806076458,-0.0005897882117346877,-0.002672358383607033
smooth_joint_refined,0.0,-1.7,-1.7375,0.03902956934327853,-0.8961587305007503,-0.0006389055722543704,-0.002644202547800086
smooth_joint_refined,0.0,-1.7,-1.737109375,0.03868058933657147,-0.8906201549564521,-0.000690047009488195,-0.0026162797779973723
smooth_joint_refined,0.0,-1.7,-1.73671875,0.0383337433630555,-0.8852319411393987,-0.0007431866116644029,-0.00258858516204293
smooth_joint_refined,0.0,-1.7,-1.736328125,0.03798897309044763,-0.8799920310900639,-0.0007982950591153661,-0.0025611138687066655
smooth_joint_refined,0.0,-1.7,-1.7359375,0.037646221017573284,-0.874898228163064,-0.000855339774240173,-0.002533861150880204
smooth_joint_refined,0.0,-1.7,-1.735546875,0.037305430527299066,-0.8699482033571124,-0.000914285068675936,-0.002506822348570636
smooth_joint_refined,0.0,-1.7,-1.73515625,0.03696654593701398,-0.8651395015375528,-0.0009750922877058235,-0.0024799928916973755
smooth_joint_refined,0.0,-1.7,-1.734765625,0.0366295125467027,-0.8604695475524362,-0.00103771995193147,-0.002453368302697059
smooth_joint_refined,0.0,-1.7,-1.734375,0.03629427668464758,-0.8559356522429841,-0.0011021238962384391,-0.002426944198940948
smooth_joint_refined,0.0,-1.7,-1.733984375,0.03596078575080618,-0.8515350183494186,-0.0011682574060813175,-0.0024007162949700265
smooth_joint_refined,0.0,-1.7,-1.73359375,0.03562898825790022,-0.8472647463129995,-0.0012360713511166647,-0.0023746804045520326
smooth_joint_refined,0.0,-1.7,-1.733203125,0.03529883387025828,-0.8431218399751734,-0.001305514316210681,-0.0023488324425651914
smooth_joint_refined,0.0,-1.7,-1.7328125,0.034970273440454086,-0.8391032121747551,-0.0013765327298480936,-0.002323168426713285
smooth_joint_refined,0.0,-1.7,-1.732421875,0.03464325904377547,-0.8352056902439373,-0.0014490709899700408,-0.002297684479076168
smooth_joint_refined,0.0,-1.7,-1.73203125,0.03431774401056882,-0.8314260214040768,-0.0015230715872662204,-0.002272376827500532
smooth_joint_refined,0.0,-1.7,-1.731640625,0.033993682956493354,-0.8277608780620499,-0.0015984752259486784,-0.0022472418068348226
smooth_joint_refined,0.0,-1.7,-1.73125,0.033671031810725956,-0.8242068630080546,-0.0016752209420328973,-0.002222275860012777
smooth_joint_refined,0.0,-1.7,-1.730859375,0.03334974784215641,-0.8207605145157142,-0.0017532462191517106,-0.00219747553898984
smooth_joint_refined,0.0,-1.7,-1.73046875,0.03302978968360685,-0.8174183113452723,-0.0018324871019287342,-0.0021728375055362426
smooth_joint_refined,0.0,-1.7,-1.730078125,0.032711117354118135,-0.8141766776507605,-0.0019128783069355681,-0.0021483585318911986
smooth_joint_refined,0.0,-1.7,-1.7296875,0.03239369227933639,-0.8110319877919052,-0.0019943533312590748,-0.002124035501281878
smooth_joint_refined,0.0,-1.7,-1.729296875,0.032077477310038294,-0.807980571051614,-0.002076844558703469,-0.002099865408311189
smooth_joint_refined,0.0,-1.7,-1.72890625,0.031762436738833805,-0.8050187162598509,-0.0021602833636515393,-0.0020758453592184044
smooth_joint_refined,0.0,-1.7,-1.728515625,0.03144853631507803,-0.8021426763246547,-0.0022446002126109057,-0.0020519725720160456
smooth_joint_refined,0.0,-1.7,-1.728125,0.031135743258034074,-0.7993486726711474,-0.002329724763468334,-0.0020282443765072098
smooth_joint_refined,0.0,-1.7,-1.727734375,0.03082402626831782,-0.7966328995892611,-0.0024155859624776363,-0.002004658214186656
smooth_joint_refined,0.0,-1.7,-1.72734375,0.03051335553766221,-0.7939915284909782,-0.0025021121390046874,-0.0019812116380294263
smooth_joint_refined,0.0,-1.7,-1.726953125,0.030203702757037803,-0.7914207120778689,-0.0025892310980530466,-0.001957902312170688
smooth_joint_refined,0.0,-1.7,-1.7265625,0.029895041123160253,-0.7889165884196389,-0.002676870210595014,-0.001934728011479954
smooth_joint_refined,0.0,-1.7,-1.726171875,0.029587345343424436,-0.7864752849444919,-0.0027649565017302336,-0.001911686621033572
smooth_joint_refined,0.0,-1.7,-1.72578125,0.029280591639295275,-0.7840929223420113,-0.0028534167366963256,-0.0018887761354884772
smooth_joint_refined,0.0,-1.7,-1.725390625,0.028974757748190954,-0.7817656183793087,-0.00294217750475419,-0.0018659946583607665
smooth_joint_refined,0.0,-1.7,-1.725,0.028669822923894073,-0.7794894916311925,-0.0030311653009704705,-0.0018433404012124191
smooth_joint_refined,0.0,-1.7,-1.724609375,0.02836576792863754,-0.7772607001735835,-0.003120306605823087,-0.001820811682246886
smooth_joint_refined,0.0,-1.7,-1.72421875,0.02806257502421126,-0.7750754082960047,-0.003209527962530579,-0.001798406924735948
smooth_joint_refined,0.0,-1.7,-1.723828125,0.027760227975583227,-0.7729297557039154,-0.003298756052918304,-0.0017761246566237844
smooth_joint_refined,0.0,-1.7,-1.7234375,0.027458712052746647,-0.770819897022431,-0.003387917771109953,-0.001753963509889526
smooth_joint_refined,0.0,-1.7,-1.723046875,0.02715801402424378,-0.7687420051065527,-0.0034769402951359014,-0.0017319222193199102
smooth_joint_refined,0.0,-1.7,-1.72265625,0.02685812214941009,-0.7666922742696793,-0.003565751156573853,-0.0017099996212083766
smooth_joint_refined,0.0,-1.7,-1.722265625,0.026559026169375725,-0.7646669234311211,-0.003654278308242033,-0.0016881946519839686
smooth_joint_refined,0.0,-1.7,-1.721875,0.02626071729685155,-0.7626621991832575,-0.0037424501899674515,-0.0016665063467725563
smooth_joint_refined,0.0,-1.7,-1.721484375,0.025963188204732632,-0.7606743787790223,-0.003830195792450222,-0.0016449338378933468
smooth_joint_refined,0.0,-1.7,-1.7210937499999999,0.02566643301355179,-0.7586997730403866,-0.003917444719244396,-0.0016234763532935429
smooth_joint_refined,0.0,-1.7,-1.720703125,0.025370447277810834,-0.7567347291884756,-0.004004127246877289,-0.0016021332149236634
smooth_joint_refined,0.0,-1.7,-1.7203125,0.0250752279712215,-0.7547756335959792,-0.00409017438312755,-0.0015809038370563295
smooth_joint_refined,0.0,-1.7,-1.719921875,0.024780773470888046,-0.7528189144625053,-0.004175517923481955,-0.001559787724551222
smooth_joint_refined,0.0,-1.7,-1.71953125,0.024487083540457182,-0.7508610444134914,-0.004260090505792731,-0.001538784471068536
smooth_joint_refined,0.0,-1.7,-1.7191406249999999,0.02419415931227023,-0.7488985430233333,-0.004343825663154052,-0.0015178937572338244
smooth_joint_refined,0.0,-1.7,-1.71875,0.02390200326854272,-0.7469279792633273,-0.004426657875019004,-0.0014971153487563984
smooth_joint_refined,0.0,-1.7,-1.718359375,0.02361061922160234,-0.744945973875055,-0.004508522616576465,-0.0014764490945038979
smooth_joint_refined,0.0,-1.7,-1.71796875,0.023320012293215977,-0.7429492016698331,-0.004589356406407084,-0.001455894924535522
smooth_joint_refined,0.0,-1.7,-1.717578125,0.023030188893030417,-0.740934393754807,-0.0046690968524391065,-0.0014354528480960097
smooth_joint_refined,0.0,-1.7,-1.7171874999999999,0.022741156696160163,-0.7388983396863164,-0.004747682696222113,-0.0014151229515730426
smooth_joint_refined,0.0,-1.7,-1.716796875,0.022452924619946673,-0.7368378895511051,-0.0048250538555388795,-0.001394905396420054
smooth_joint_refined,0.0,-1.7,-1.71640625,0.02216550279991855,-0.7347499559759657,-0.004901151465374147,-0.0013748004170468014
smooth_joint_refined,0.0,-1.7,-1.716015625,0.021878902564982344,-0.732631516066419,-0.004975917917258577,-0.0013548083186800237
smooth_joint_refined,0.0,-1.7,-1.715625,0.02159313641186735,-0.7304796132749685,-0.005049296897007875,-0.0013349294751960593
smooth_joint_refined,0.0,-1.7,-1.7152343749999999,0.021308217978856788,-0.7282913591995399,-0.005121233420874196,-0.0013151643269278589
smooth_joint_refined,0.0,-1.7,-1.71484375,0.02102416201882841,-0.7260639353126366,-0.005191673870129464,-0.0012955133784482357
smooth_joint_refined,0.0,-1.7,-1.714453125,0.02074098437163309,-0.7237945946217825,-0.005260566024098304,-0.001275977196331469
smooth_joint_refined,0.0,-1.7,-1.7140625,0.020458701935839835,-0.7214806632618163,-0.005327859091658377,-0.001256556406895404
smooth_joint_refined,0.0,-1.7,-1.713671875,0.020177332639869608,-0.7191195420195533,-0.0053935037412269635,-0.0012372516939257205
smooth_joint_refined,0.0,-1.7,-1.7132812499999999,0.019896895412549128,-0.7167087077913945,-0.005457452129250434,-0.001218063796384634
smooth_joint_refined,0.0,-1.7,-1.712890625,0.01961741015310677,-0.7142457149743862,-0.005519657927215244,-0.0011989935061056693
smooth_joint_refined,0.0,-1.7,-1.7125,0.019338897700637982,-0.7117281967912713,-0.00558007634719749,-0.0011800416654764495
smooth_joint_refined,0.0,-1.7,-1.712109375,0.019061379803067546,-0.7091538665500743,-0.0056386641659679285,-0.0011612091651114235
smooth_joint_refined,0.0,-1.7,-1.71171875,0.018784879085630198,-0.7065205188387026,-0.0056953797476706515,-0.0011424969415161049
smooth_joint_refined,0.0,-1.7,-1.7113281249999999,0.018509419018899555,-0.7038260306551201,-0.0057501830650913115,-0.0011239059747448139
smooth_joint_refined,0.0,-1.7,-1.7109375,0.018235023886386575,-0.7010683624735665,-0.00580303571953259,-0.001105437286053457
smooth_joint_refined,0.0,-1.7,-1.710546875,0.017961718751733954,-0.6982455592473409,-0.005853900959313354,-0.0010870919355490754
smooth_joint_refined,0.0,-1.7,-1.71015625,0.017689529425532688,-0.6953557513486621,-0.005902743696907681,-0.001068871019837946
smooth_joint_refined,0.0,-1.7,-1.709765625,0.01741848243178144,-0.6923971554460584,-0.005949530524741033,-0.0010507756696735997
smooth_joint_refined,0.0,-1.7,-1.7093749999999999,0.017148604974017646,-0.6893680753198261,-0.00599422972965894,-0.0010328070476066365
smooth_joint_refined,0.0,-1.7,-1.708984375,0.016879924901140562,-0.6862669026159969,-0.006036811306084984,-0.0010149663456376441
smooth_joint_refined,0.0,-1.7,-1.70859375,0.016612470672951796,-0.6830921175393043,-0.0060772469678838205,-0.0009972547828748545
smooth_joint_refined,0.0,-1.7,-1.708203125,0.016346271325438522,-0.6798422894856477,-0.006115510158944956,-0.0009796736031981203
smooth_joint_refined,0.0,-1.7,-1.7078125,0.016081356435819132,-0.6765160776144674,-0.006151576062503351,-0.0009622240729304259
smooth_joint_refined,0.0,-1.7,-1.7074218749999999,0.01581775608737928,-0.6731122313615563,-0.006185421609211978,-0.0009449074785186791
smooth_joint_refined,0.0,-1.7,-1.70703125,0.01555550083411767,-0.6696295908927146,-0.006217025483982134,-0.0009277251242249073
smooth_joint_refined,0.0,-1.7,-1.706640625,0.015294621665226178,-0.6660670874987188,-0.0062463681316066244,-0.0009106783298293702
smooth_joint_refined,0.0,-1.7,-1.70625,0.015035149969428558,-0.6624237439320784,-0.0062734317611808825,-0.0008937684283470004
smooth_joint_refined,0.0,-1.7,-1.705859375,0.014777117499196767,-0.6586986746859631,-0.006298200349337266,-0.0008769967637582585
smooth_joint_refined,0.0,-1.7,-1.7054687499999999,0.014520556334871749,-0.6548910862158133,-0.006320659642307154,-0.0008603646887559854
smooth_joint_refined,0.0,-1.7,-1.705078125,0.014265498848707361,-0.6510002771040041,-0.006340797156825822,-0.0008438735625092591
smooth_joint_refined,0.0,-1.7,-1.7046875,0.014011977668861088,-0.6470256381680195,-0.00635860217989457,-0.0008275247484456
smooth_joint_refined,0.0,-1.7,-1.704296875,0.013760025643354894,-0.6429666525125799,-0.0063740657674144505,-0.0008113196120528152
smooth_joint_refined,0.0,-1.7,-1.70390625,0.013509675804024523,-0.6388228955260904,-0.006387180741706369,-0.0007952595187014338
smooth_joint_refined,0.0,-1.7,-1.7035156249999999,0.013260961330483122,-0.6345940348218879,-0.006397941687931185,-0.0007793458314891641
smooth_joint_refined,0.0,-1.7,-1.703125,0.013013915514117172,-0.6302798301246475,-0.006406344949424371,-0.0007635799091082712
smooth_joint_refined,0.0,-1.7,-1.702734375,0.012768571722137462,-0.6258801331023687,-0.006412388621959048,-0.0007479631037370718
smooth_joint_refined,0.0,-1.7,-1.70234375,0.012524963361707693,-0.6213948871443757,-0.006416072546950936,-0.0007324967589567074
smooth_joint_refined,0.0,-1.7,-1.701953125,0.012283123844168223,-0.6168241270856608,-0.0064173983036194026,-0.0007171822076940399
smooth_joint_refined,0.0,-1.7,-1.7015624999999999,0.012043086549380012,-0.6121679788780449,-0.006416369200117799,-0.0007020207701919497
smooth_joint_refined,0.0,-1.7,-1.701171875,0.01180488479020601,-0.6074266592084752,-0.006412990263646686,-0.0006870137520078314
smooth_joint_refined,0.0,-1.7,-1.70078125,0.011568551777151945,-0.6026004750648724,-0.006407268229563189,-0.0006721624420413538
smooth_joint_refined,0.0,-1.7,-1.700390625,0.011334120583188265,-0.5976898232499344,-0.006399211529499851,-0.0006574681105925283
smooth_joint_refined,0.0,-1.7,-1.7,0.011101624108770133,-0.5926951898432009,-0.006388830278505688,-0.0006429320074508109
smooth_joint_refined,0.0,-1.7,-1.6996093749999999,0.010871095044325558,-0.5876171635642911,-0.006376136261017414,-0.0006285553598355205
smooth_joint_refined,0.0,-1.7,-1.69921875,0.010642565833293425,-0.5824564198888484,-0.0063611429154716605,-0.0006143393703492595
smooth_joint_refined,0.0,-1.7,-1.698828125,0.010416068641001197,-0.5772137070265699,-0.006343865319215815,-0.0006002852154207425
smooth_joint_refined,0.0,-1.7,-1.6984375,0.010191635323504117,-0.5718898598515365,-0.006324320172077774,-0.0005863940437129131
smooth_joint_refined,0.0,-1.7,-1.698046875,0.009969297393885425,-0.5664857991116642,-0.006302525778815303,-0.0005726669743792992
smooth_joint_refined,0.0,-1.7,-1.6976562499999999,0.009749085988877044,-0.5610025305886559,-0.0062785020306638595,-0.0005591050953568049
smooth_joint_refined,0.0,-1.7,-1.697265625,0.009531031835816783,-0.5554411442087187,-0.0062522703859945765,-0.00054570946169551
smooth_joint_refined,0.0,-1.7,-1.696875,0.009315165219962524,-0.549802813104423,-0.006223853850094959,-0.000532481093926346
smooth_joint_refined,0.0,-1.7,-1.696484375,0.009101515952183625,-0.5440887926280668,-0.0061932769540841105,-0.0005194209764674458
smooth_joint_refined,0.0,-1.7,-1.69609375,0.008890113337045336,-0.5383004193168082,-0.0061605657329742965,-0.0005065300560697209
smooth_joint_refined,0.0,-1.7,-1.6957031249999999,0.00868098614130871,-0.5324391098099804,-0.00612574770289068,-0.0004938092403025914
smooth_joint_refined,0.0,-1.7,-1.6953125,0.008474162562861503,-0.5265063597188437,-0.006088851837460964,-0.00048125939608036566
smooth_joint_refined,0.0,-1.7,-1.694921875,0.008269670200099919,-0.5205037424491225,-0.0060499085433861535,-0.00046888134823001957
smooth_joint_refined,0.0,-1.7,-1.69453125,0.00806753602178063,-0.5144329079766841,-0.006008949635204411,-0.00045667587810109837
smooth_joint_refined,0.0,-1.7,-1.694140625,0.00786778633735847,-0.5082955815765828,-0.005966008309258594,-0.00044464372221818564
smooth_joint_refined,0.0,-1.7,-1.6937499999999999,0.007670446767831394,-0.5020935625058905,-0.005921119116879449,-0.0004327855709767712
smooth_joint_refined,0.0,-1.7,-1.693359375,0.007475542217107846,-0.4958287226405282,-0.00587431793679493,-0.00042110206738294565
smooth_joint_refined,0.0,-1.7,-1.69296875,0.007283096843915586,-0.4895030050664376,-0.005825641946776816,-0.0004095938058375543
smooth_joint_refined,0.0,-1.7,-1.692578125,0.007093134034270838,-0.4831184226254316,-0.005775129594535893,-0.00039826133096545666
smooth_joint_refined,0.0,-1.7,-1.6921875,0.006905676374522696,-0.47667705641592534,-0.005722820567875664,-0.0003871051364902613
smooth_joint_refined,0.0,-1.7,-1.6917968749999999,0.006720745624993569,-0.4701810542489546,-0.005668755764116188,-0.00037612566415526187
smooth_joint_refined,0.0,-1.7,-1.69140625,0.006538362694230419,-0.4636326290596735,-0.005612977258797823,-0.00036532330269092617
smooth_joint_refined,0.0,-1.7,-1.691015625,0.006358547613885194,-0.45703405727465785,-0.005555528273675622,-0.00035469838682950075
smooth_joint_refined,0.0,-1.7,-1.690625,0.006181319514242692,-0.450387677135332,-0.005496453144015124,-0.0003442511963672713
smooth_joint_refined,0.0,-1.7,-1.690234375,0.006006696600410357,-0.4436958869777056,-0.00543579728519887,-0.00033398195527479044
smooth_joint_refined,0.0,-1.7,-1.6898437499999999,0.0058346961291900964,-0.43696114346880566,-0.0053736071586548955,-0.0003238908308557066
smooth_joint_refined,0.0,-1.7,-1.689453125,0.00566533438664645,-0.43018595979998564,-0.0053099302371162815,-0.0003139779329544739
smooth_joint_refined,0.0,-1.7,-1.6890625,0.005498626666388915,-0.4233729038374133,-0.005244814969222178,-0.00030424331321343093
smooth_joint_refined,0.0,-1.7,-1.688671875,0.005334587248586052,-0.4165245962300438,-0.00517831074347037,-0.000294686964379704
smooth_joint_refined,0.0,-1.7,-1.68828125,0.005173229379725552,-0.40964370847524406,-0.005110467851530369,-0.0002853088196621872
smooth_joint_refined,0.0,-1.7,-1.6878906249999999,0.005014565253139574,-0.4027329609424416,-0.005041337450927608,-0.0002761087521391422
smooth_joint_refined,0.0,-1.7,-1.6875,0.004858605990309368,-0.3957951208549548,-0.004970971527107561,-0.00026708657421664503
smooth_joint_refined,0.0,-1.7,-1.687109375,0.004705361622966432,-0.3888330002303011,-0.00489942285488941,-0.00025824203713828653
smooth_joint_refined,0.0,-1.7,-1.68671875,0.004554841076007208,-0.38184945377926394,-0.004826744959319121,-0.00024957483054650686
smooth_joint_refined,0.0,-1.7,-1.686328125,0.004407052151235216,-0.3748473767638739,-0.004752992075930285,-0.00024108458209576796
smooth_joint_refined,0.0,-1.7,-1.6859374999999999,0.004262001511949209,-0.36782970281465616,-0.004678219110422791,-0.00023277085711801673
smooth_joint_refined,0.0,-1.7,-1.685546875,0.004119694668391087,-0.3607994017072944,-0.004602481597767782,-0.0002246331583406207
smooth_joint_refined,0.0,-1.7,-1.68515625,0.003980135964070235,-0.3537594770989785,-0.004525835660747962,-0.00021667092565710194
smooth_joint_refined,0.0,-1.7,-1.684765625,0.0038433285629807666,-0.34671296422471637,-0.004448337967942734,-0.00020888353595099768
smooth_joint_refined,0.0,-1.7,-1.684375,0.003709274437725299,-0.33966292755373534,-0.004370045691165814,-0.00020127030297298115
smooth_joint_refined,0.0,-1.7,-1.6839843749999999,0.0035779743585631434,-0.33261245840632364,-0.0042910164623653855,-0.00019383047727163875
smooth_joint_refined,0.0,-1.7,-1.68359375,0.003449427883396377,-0.32556467253123406,-0.004211308329994264,-0.00018656324617802178
smooth_joint_refined,0.0,-1.7,-1.683203125,0.003323633348709978,-0.3185227076439122,-0.0041309797148590035,-0.0001794677338442424
smooth_joint_refined,0.0,-1.7,-1.6828124999999998,0.0032005878614818693,-0.3114897209258045,-0.004050089365456895,-0.00017254300133637168
smooth_joint_refined,0.0,-1.7,-1.682421875,0.0030802872920767744,-0.30446888648488674,-0.003968696312808246,-0.00016578804678175942
smooth_joint_refined,0.0,-1.7,-1.6820312499999999,0.0029627262681396313,-0.29746339277766587,-0.0038868598247927305,-0.0001592018055710127
smooth_joint_refined,0.0,-1.7,-1.681640625,0.0028478981695042485,-0.29047643999290024,-0.0038046393599983513,-0.00015278315061484804
smooth_joint_refined,0.0,-1.7,-1.68125,0.0027357951241304313,-0.28351123739714745,-0.0037220945210899364,-0.00014653089265589372
smooth_joint_refined,0.0,-1.7,-1.6808593749999998,0.0026264080050864337,-0.27657100064246526,-0.003639285007706664,-0.00014044378063571807
smooth_joint_refined,0.0,-1.7,-1.68046875,0.002519726428589857,-0.2696589490363624,-0.0035562705688952276,-0.00013452050211713707
smooth_joint_refined,0.0,-1.7,-1.6800781249999999,0.0024157387531223594,-0.26277830277424247,-0.0034731109550869936,-0.00012875968376198336
smooth_joint_refined,0.0,-1.7,-1.6796875,0.0023144320796333723,-0.2559322801345727,-0.0033898658696273768,-0.0001231598918644971
smooth_joint_refined,0.0,-1.7,-1.679296875,0.002215792252845869,-0.2491240946368735,-0.003306594919863894,-0.00011771963294037988
smooth_joint_refined,0.0,-1.7,-1.6789062499999998,0.0021198038636804158,-0.24235695216283598,-0.003223357567801873,-0.0001124373543717175
smooth_joint_refined,0.0,-1.7,-1.678515625,0.002026450252810435,-0.2356340480406566,-0.003140213080334158,-0.00010731144510779622
smooth_joint_refined,0.0,-1.7,-1.6781249999999999,0.001935713515363612,-0.22895856409281573,-0.0030572204790526476,-0.00010234023642193798
smooth_joint_refined,0.0,-1.7,-1.677734375,0.001847574506784175,-0.22233366564751544,-0.0029744384896495234,-9.75220027244674e-05
smooth_joint_refined,0.0,-1.7,-1.67734375,0.0017620128498689327,-0.2157624985138658,-0.0028919254909142325,-9.285496243181373e-05
smooth_joint_refined,0.0,-1.7,-1.6769531249999998,0.001679006942992712,-0.20924818592110556,-0.0028097394633346796,-8.833727889189855e-05
smooth_joint_refined,0.0,-1.7,-1.6765625,0.001598533969535962,-0.20279382542194113,-0.0027279379373088054,-8.396706136580207e-05
smooth_joint_refined,0.0,-1.7,-1.6761718749999999,0.0015205699085290277,-0.1964024857602109,-0.0026465779409737327,-7.974236606578264e-05
smooth_joint_refined,0.0,-1.7,-1.67578125,0.0014450895465274107,-0.19007720370308098,-0.0025657159476601167,-7.566119724971813e-05
smooth_joint_refined,0.0,-1.7,-1.675390625,0.0013720664907307463,-0.18382098083784731,-0.0024854078229772213,-7.172150837194105e-05
smooth_joint_refined,0.0,-1.7,-1.6749999999999998,0.0013014731833605896,-0.17763678033361865,-0.0024057087715370503,-6.792120329056754e-05
smooth_joint_refined,0.0,-1.7,-1.674609375,0.0012332809169936889,-0.17152752524244247,-0.0023266732832478627,-6.425813751262601e-05
smooth_joint_refined,0.0,-1.7,-1.6742187499999999,0.0011674598512669816,-0.16549609326726844,-0.0022483550791295025,-6.0730119496897765e-05
smooth_joint_refined,0.0,-1.7,-1.673828125,0.001103979031524918,-0.15954531204252115,-0.0021708070572520224,-5.733491206051436e-05
smooth_joint_refined,0.0,-1.7,-1.6734375,0.0010428064086861488,-0.15367795752189087,-0.002094081238157054,-5.407023383104596e-05
smooth_joint_refined,0.0,-1.7,-1.6730468749999998,0.000983908860101262,-0.14789675056532725,-0.0020182287098705126,-5.0933760735128315e-05
smooth_joint_refined,0.0,-1.7,-1.67265625,0.0009272522117501013,-0.14220435349172778,-0.0019432995725920253,-4.792312754357327e-05
smooth_joint_refined,0.0,-1.7,-1.6722656249999999,0.0008728012617924237,-0.13660336659750236,-0.0018693428830678456,-4.503592947296036e-05
smooth_joint_refined,0.0,-1.7,-1.671875,0.0008205198054854825,-0.13109632464119214,-0.0017964065986537973,-4.226972384369626e-05
smooth_joint_refined,0.0,-1.7,-1.671484375,0.0007703706614810008,-0.1256856932942059,-0.0017245375210733496,-3.962203179446122e-05
smooth_joint_refined,0.0,-1.7,-1.6710937499999998,0.0007223156995156503,-0.12037386555791249,-0.0016537812398781516,-3.709034005305223e-05
smooth_joint_refined,0.0,-1.7,-1.670703125,0.0006763158695074063,-0.11516315814714646,-0.0015841820756159158,-3.4672102763529886e-05
smooth_joint_refined,0.0,-1.7,-1.6703124999999999,0.0006323312320711862,-0.11005580784030011,-0.001515783022712042,-3.236474336963395e-05
smooth_joint_refined,0.0,-1.7,-1.669921875,0.0005903209904670294,-0.10505396779616258,-0.0014486256920711463,-3.016565655441599e-05
smooth_joint_refined,0.0,-1.7,-1.66953125,0.0005502435239931595,-0.10015970383756709,-0.0013827502534033765,-2.8072210235990134e-05
smooth_joint_refined,0.0,-1.7,-1.6691406249999998,0.0005120564228376037,-0.095374990702063,-0.0013181953772822895,-2.608174761936739e-05
