family,outer_radius,charge,inner_rest_mass,outer_fraction,outer_rest_mass,gap_mass,ADM_mass,proper_field_energy,field_to_wall_rest_energy,inner_pressure_ratio,outer_pressure_ratio,inner_sound_squared,outer_sound_squared,inner_Vpp,outer_Vpp,compactness_measure,minimum_gap_f,matched_Killing_field_energy
DEC,1.05,0.2150793650793651,0.011852009077450258,0.011013065000530335,0.011420953650999991,0.034911340659335675,0.02410102014305935,0.0011149070141472865,0.04790567609101002,-0.9844706004920899,0.9855728048496415,1.0,1.0,11.797844081988876,3.5363199818383038,0.06982268131867135,0.9754606058034812,0.0010892780581245147
DEC_radial_causal,1.05,0.2150793650793651,0.011852009077450258,0.011013065000530335,0.011420953650999991,0.034911340659335675,0.02410102014305935,0.0011149070141472865,0.04790567609101002,-0.9844706004920899,0.9855728048496415,1.0,1.0,11.797844081988876,3.5363199818383038,0.06982268131867135,0.9754606058034812,0.0010892780581245147
weak_DEC_radial_causal,1.05,0.06034176336545162,0.0009543999872399553,0.000834842643957821,0.0008757155761700213,0.002774508750598213,0.0019151201392206636,8.677802719949071e-05,0.047416692658359176,-0.9544465417956668,0.9916620719660165,1.0,1.0,11.806839238036947,3.6468696003632743,0.005549017501196426,0.9980178322265723,8.662115801873012e-05
compressive_radial_half_slope,1.05,0.2,0.2066315789473684,0.07957894736842105,0.06712073208765626,0.20528327423822715,0.23800734527667042,0.0011929862107384296,0.004357903705827695,0.004112315734142581,0.3475733123998507,0.5,0.5,3.140547203331751,0.07533489137168559,0.4533473243365151,0.6294334515235458,0.000876591478696743
DEC,1.2,0.29047619047619044,0.021591500309020278,0.015920311857569973,0.018646923416974978,0.0635466124830031,0.0464453199210968,0.007196661451196664,0.17885048132607143,-0.9930059556780423,0.9824865694480382,1.0,1.0,11.714729512453669,2.5978160928294116,0.1270932249660062,0.9526837133849672,0.006919426529814778
DEC_radial_causal,1.2,0.29047619047619044,0.021591500309020278,0.015920311857569973,0.018646923416974978,0.0635466124830031,0.0464453199210968,0.007196661451196664,0.17885048132607143,-0.9930059556780423,0.9824865694480382,1.0,1.0,11.714729512453669,2.5978160928294116,0.1270932249660062,0.9526837133849672,0.006919426529814778
weak_DEC_radial_causal,1.2,0.012927568770924235,4.2186940351851784e-05,3.0284074833506474e-05,3.6339190433615775e-05,0.00012574706764637142,9.244982759963698e-05,1.392746099736605e-05,0.1773608461037728,-0.9903971690338434,0.9581898528328211,1.0,1.0,11.961087263100232,2.8934643207675563,0.00025149413529274283,0.9999064785222054,1.3926414432565133e-05
compressive_radial_half_slope,1.2,0.2150793650793651,0.2164210526315789,0.04989473684210526,0.049078349479881184,0.21613158326196996,0.23608275923757438,0.004809611853180894,0.0181153396765909,0.000853474118006076,0.38117484797336865,0.5,0.5,3.127486735369593,0.009336362369566586,0.4322631665239399,0.6139959667590029,0.0036625871667705415
DEC,1.5,0.07800722956657125,0.0015421375112512246,0.0006943571960219102,0.001039760103022544,0.004583512349525294,0.003592763466965424,0.0010158946250368303,0.39346820703522717,-0.9876137109716695,0.9781004593330482,1.0,1.0,11.93217651732325,1.805686143883733,0.009167024699050588,0.9965475523398138,0.0010134837687217023
DEC_radial_causal,1.5,0.07800722956657125,0.0015421375112512246,0.0006943571960219102,0.001039760103022544,0.004583512349525294,0.003592763466965424,0.0010158946250368303,0.39346820703522717,-0.9876137109716695,0.9781004593330482,1.0,1.0,11.93217651732325,1.805686143883733,0.009167024699050588,0.9965475523398138,0.0010134837687217023
