scenario,boundary,radius,reference_f,reference_energy,reference_radial_pressure,reference_radial_enthalpy,candidate_radial_enthalpy,radial_pressure_jump,normal_acceleration_jump,zero_preload_pressure_jump_lower_bound,initial_mass_jump,initial_current_jump,shell_free_initial_junction_pass
low_preload_slow_drag,inner,2.15,7.776978708486199e-06,0.00860616542230816,-0.008607509524316317,-1.3441020081574745e-06,1.0901416982152516e-12,1.3441030982991727e-06,0.013021932839463984,1.3441020081574745e-06,0.0,0.0,False
low_preload_slow_drag,outer,6.25,0.9215836916433175,-8.033376075122903e-05,-7.987419580434332e-05,-0.00016020795655557235,1.2900300800000002e-13,0.00016020795668457536,0.01310709877658337,0.00016020795655557235,0.0,0.0,False
low_preload_fast_drag,inner,2.15,7.776978708486199e-06,0.00860616542230816,-0.008607509524316317,-1.3441020081574745e-06,1.0901416982152516e-12,1.3441030982991727e-06,0.013021932839463984,1.3441020081574745e-06,0.0,0.0,False
low_preload_fast_drag,outer,6.25,0.9215836916433175,-8.033376075122903e-05,-7.987419580434332e-05,-0.00016020795655557235,1.2900300800000002e-13,0.00016020795668457536,0.01310709877658337,0.00016020795655557235,0.0,0.0,False
high_preload_slow_drag,inner,2.15,7.776978708486199e-06,0.00860616542230816,-0.008607509524316317,-1.3441020081574745e-06,1.0901416982152515e-11,1.3441129095744566e-06,0.013022027893011573,1.3441020081574745e-06,0.0,0.0,False
high_preload_slow_drag,outer,6.25,0.9215836916433175,-8.033376075122903e-05,-7.987419580434332e-05,-0.00016020795655557235,1.29003008e-12,0.00016020795784560241,0.013107098871570513,0.00016020795655557235,0.0,0.0,False
zero_initial_drift,inner,2.15,7.776978708486199e-06,0.00860616542230816,-0.008607509524316317,-1.3441020081574745e-06,1.0901416982152516e-12,1.3441030982991727e-06,0.013021932839463984,1.3441020081574745e-06,0.0,0.0,False
zero_initial_drift,outer,6.25,0.9215836916433175,-8.033376075122903e-05,-7.987419580434332e-05,-0.00016020795655557235,1.2900300800000002e-13,0.00016020795668457536,0.01310709877658337,0.00016020795655557235,0.0,0.0,False
