x,radial_tension,radial_compression,ring_tension,ring_compression,skin
-2.1,0.0,269.5507242586332,0.0,0.0,0.0
-2.0500000000000003,3.250812008202294,279.529741268932,0.0,0.0,0.0
-2.0,5.80841083019408,284.8026902733771,0.0,0.0,0.0
-1.9500000000000002,7.68778309518004,283.93429823156714,0.0,0.0,0.0
-1.9000000000000001,8.978133473715634,276.8122871108637,0.0,0.0,0.0
-1.85,9.818810617192074,264.39591598851933,0.0,0.0,0.0
-1.8,10.336212831448453,248.36598864970745,0.0,0.0,0.0
-1.75,10.641322611489727,230.7620008723062,0.0,0.0,0.0
-1.7000000000000002,10.815740441366273,213.33471439886185,0.0,0.0,0.0
-1.6500000000000001,10.912794544116757,197.30133490814487,0.0,0.0,0.0
-1.6,10.966657166633883,183.63323578468484,0.0,0.0,0.0
-1.55,10.996654682461703,172.38960450528526,0.0,0.0,0.0
-1.5,11.013655649232895,162.78291196299455,0.0,0.0,0.0
-1.4500000000000002,11.023932151210273,153.6556202517811,0.0,0.0,0.0
-1.4,11.03154447394236,145.0691305182987,0.0,0.0,0.0
-1.35,11.037840733550917,137.27606127699994,0.0,0.0,0.0
-1.3,11.044764220581227,112.27333130428295,0.0,0.0,0.0
-1.25,11.054809695696154,74.76440080494811,0.0,0.0,0.0
-1.2000000000000002,11.067275633278694,25.80099002834644,0.0,0.0,0.0
-1.15,11.088189133194504,0.0,0.0,0.0,0.0
-1.1,11.133824932335747,0.0,0.0,0.0,0.0
-1.05,11.283250799515493,0.0,0.0,0.0,0.0
-1.0,11.702282998152059,0.0,0.0,0.0,194.71891268221057
-0.95,12.154702768773326,0.0,0.0,0.0,103.2129415592785
-0.8999999999999999,12.388113653678744,0.0,0.0,0.0,50.53394859775918
-0.8500000000000001,12.416947462181676,0.0,0.0,0.0,44.11625485787021
-0.8,12.170325720744321,0.0,0.0,0.0,114.28448127479614
-0.75,11.781777421096816,0.0,0.0,0.0,214.37896662918132
-0.7,11.476039407080886,0.0,0.0,0.0,278.25974519224786
-0.6499999999999999,11.395887847958061,0.0,0.0,0.0,77.56642771704192
-0.6000000000000001,11.377710981014323,0.0,0.0,0.0,0.0
-0.55,11.365160171501385,0.0,0.0,0.0,0.0
-0.5,11.345832315037024,0.0,0.0,0.0,0.0
