regulator,proper,coordinate,radius,lapse,rho,pr,pt,polarization,radial_enthalpy,radial_enthalpy_tail,required_radial_enthalpy
4.0,-174.73227454747519,-4.624303633856433,4.940439684135607,0.8491305453994477,-0.01509182160254868,0.015045433279402224,0.01510647995675782,0.02708250548099235,-4.638832314645541e-05,-1.47432691927595e-07,-0.0005534175294678661
4.0,-174.60727604449167,-4.499305150707189,4.824125835693335,0.849131268343975,-0.015104877758107305,0.015042081808562037,0.015122431987144722,0.027027867169457123,-6.279594954526797e-05,-1.4459502853934196e-07,-0.0006596722866184452
4.0,-174.48227754150815,-4.374306708922964,4.708438572337443,0.8491331819106793,-0.015122774586629993,0.015037602919613844,0.015142700934595733,0.026960196573849043,-8.517166701614912e-05,-1.412461963954178e-07,-0.0007959825133099848
4.0,-174.35727903852464,-4.249308388951113,4.593489109215029,0.8491381032070628,-0.01514748203387676,0.015031659490167647,0.0151680270314836,0.026875984713049996,-0.00011582254370911226,-1.4018469358101572e-07,-0.0009705153751962952
4.0,-174.23228053554112,-4.124310416381288,4.479416743478579,0.8491503978653651,-0.0151811297693423,0.015023868448802312,0.015198253025956836,0.026770594502953153,-0.00015726132053998747,-1.375118230956365e-07,-0.0011929720233783158
4.0,-174.10728203255763,-3.9993134032756235,4.3663943955560995,0.8491802234769281,-0.015224943961531468,0.0150138837465239,0.01523066787678727,0.026637920500009748,-0.00021106021500756807,-1.346926987040504e-07,-0.0014748583254807434
4.0,-173.98228352957412,-3.8743189561325995,4.254634321612059,0.8492504363101419,-0.015276832932287513,0.015001611659252415,0.015256878229192522,0.026470071905717034,-0.00027522127303509884,-1.3405750941599436e-07,-0.0018302365916669583
4.0,-173.8572850265906,-3.7493311532756994,4.144393878770507,0.84941066152546,-0.01532704744757626,0.014987707449397526,0.015257964112666913,0.026257268539971398,-0.0003393399981787351,-1.3115496920120985e-07,-0.002277564466771026
4.0,-173.7322865236071,-3.62436000526686,4.035981538385807,0.849764491856545,-0.015352387812204207,0.01497436345438877,0.015198874805757935,0.02598830927142599,-0.0003780243578154364,-1.309663920278062e-07,-0.0028434259937232384
4.0,-173.60728802062357,-3.4994292561883014,3.9297639021087747,0.8505187487611109,-0.015311465435733163,0.01496644276489481,0.01502544214307322,0.025652136852890674,-0.00034502267083835227,-1.2806492349288764e-07,-0.0035685960197055105
4.0,-173.48228951764008,-3.3745932654057067,3.8261750344583425,0.8520655001131565,-0.015146824467522375,0.014972377781611083,0.014670131030417762,0.0252410117255134,-0.00017444668591129128,-1.2745048011359317e-07,-0.004514999710771012
4.0,-173.35729101465657,-3.2499718750762767,3.7257291847725953,0.8551040820403102,-0.014800075594495699,0.015003842783173954,0.014071667086079799,0.024755371885961563,0.00020376718867825584,-1.1650989664388153e-07,-0.005767783324655942
4.0,-173.23229251167305,-3.1258183255515384,3.629035529055813,0.8607961536374604,-0.014239973746785962,0.015072575470128878,0.013205458742881492,0.024209491703997686,0.0008326017233429156,-1.058331197414892e-07,-0.007420854548318145
