regulator,difference_rho,difference_pr,difference_pt,difference_polarization,estimate_rho,estimate_pr,estimate_pt,estimate_polarization
4.0,6.806827820512968e-05,6.497053250752946e-05,-4.163306163746224e-06,-0.0009675022593291719,-0.015216913708594817,0.01501555112780677,0.015225511256840425,0.026660663125859244
8.0,0.0011006855880110393,0.0004818624662307807,-0.0007860703479384298,-0.0010569647367152935,-0.015230657182550735,0.015011745940118405,0.015247463772767872,0.02665377126874527
