regulator,difference_rho,difference_pr,difference_pt,difference_polarization,estimate_rho,estimate_pr,estimate_pt,estimate_polarization
4.0,-0.0015396618978674487,0.0008528574871149035,-0.005751669514703089,-0.0010533713113716355,-0.009014139218049428,0.007391907280693268,0.005875149701850208,0.014524517587777402
8.0,-0.003783287844590326,0.008132152615773833,-0.021476709784828477,-0.002000869373947931,-0.008274178662811663,0.007528376957756929,0.005353124457099288,0.014466982523150426
