name,support,v_lane,t_accel,t_decel,v_out,l_exit,decel_start,live_end,support_exit_time,arrival_track_end,light_arrival,lead_over_light,end_to_end_speed,worst_live_norm_over_alpha2,worst_coast_norm_over_alpha2
lane_1p5,static,1.5,0.3,0.4,0.95,2.4,0.8666666666666671,1.47719298245614,1.2666666666666664,4.003508771929832,5.0,0.9964912280701679,1.1844155844155828,-0.9539449168162116,-0.09750005156037661
lane_1p5,held,1.5,0.3,0.4,0.95,2.4,0.8666666666666671,1.47719298245614,1.2666666666666664,4.003508771929832,5.0,0.9964912280701679,1.1844155844155828,-0.960567419606419,-0.09750005156037661
lane_1p8,static,1.8,0.3,0.4,0.95,2.4,0.4805555555555556,1.0910818713450303,0.8805555555555631,3.6173976608184746,5.0,1.3826023391815254,1.2755616422390539,-0.9507920197216195,-0.09750005156037661
lane_1p8,held,1.8,0.3,0.4,0.95,2.4,0.4805555555555556,1.0910818713450303,0.8805555555555631,3.6173976608184746,5.0,1.3826023391815254,1.2755616422390539,-0.9575944559369599,-0.09750005156037661
lane_2p1,static,2.1,0.3,0.4,0.95,2.4,0.2047619047619047,0.8152882205514809,0.6047619047623297,3.3416040100250597,5.0,1.6583959899749403,1.349754215339078,-0.9529859542219913,-0.09750005156037661
lane_2p1,held,2.1,0.3,0.4,0.95,2.4,0.2047619047619047,0.8152882205514809,0.6047619047623297,3.3416040100250597,5.0,1.6583959899749403,1.349754215339078,-0.9596646570482544,-0.09750005156037661
