design,peak_nec_content,nec_content_over_sigma,peak_negative_energy,peak_positive_energy,peak_stress,max_alpha,max_source_speed_vs_static,violating_share_r,violating_share_z,violating_share_phi,ordinary_share,nec_content_compartment_region,nec_content_hole_boundary,nec_content_inner_band,nec_content_sheath_rise,nec_content_sheath_plateau,nec_content_outer_falls
clock_1,197.56653367812754,2286.303023353187,0.0013016720243492355,0.0,2.9081501527916016,649.1604902527682,0.9991983598921881,0.4093822351722605,0.36160641763914764,0.17570619460051698,0.0,62.63795215699247,156.5440575112776,30.471782194925574,621.3671721429856,81.23484903582023,1334.0472103111854
clock_0p2,198.9191454157532,2302.685729459308,0.0013016720243492355,0.0,5.404497352029191,649.1604902527682,0.9984882570876866,0.40937121958066136,0.3601259125050572,0.17435644690276964,0.0,68.25847915270123,167.30623662169,30.471782194925574,621.3671721429856,81.23484903582023,1334.0472103111854
clock_55,186.2962345635574,2155.133228419428,0.0013016720243492355,0.0,1.7515853967568915,649.1604902527682,0.14696319695945845,0.4140053502938182,0.36184519519881003,0.17274210184396632,0.0,25.80318155352185,62.20903318098963,30.471782194925574,621.3671721429856,81.23484903582023,1334.0472103111854
