time,required_negative_null,peak_x,peak_null_cosine,material_ADM
0.0,0.14580572657754337,-0.6499999999999999,0.036009518892177704,1342.2051328460316
0.5,0.1649193877246744,-0.5,0.0074631277189984285,809.4439649599658
1.285,0.203806300551601,-0.5,-0.02214726952950085,125.21073538574103
