time,required_negative_null,peak_x,peak_null_cosine,material_ADM
0.0,0.6880858721568173,-0.5,1.0,3952.6514168913995
0.5,0.45766095000935464,-1.0,0.0020340246713468698,2913.4375749134574
1.285,0.8994671119706472,-0.55,-0.023244902978851224,973.3664905345274
